parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.70579,0.00935472,0.293112,0.286662,-3.21843,-2.68183,-2.27509,1018.67,2337.82,0.522365,1.00367,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
mu[2],-1.43921,0.00295653,0.14337,0.143613,-1.67969,-1.43725,-1.21032,2373.2,4020.01,1.21696,1.00171,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
mu[3],0.56652,0.00851518,0.409798,0.40837,-0.0789396,0.553018,1.2643,2340.51,4212.36,1.2002,1.00198,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
tau[1],1.15344,0.0073912,0.286214,0.27522,0.693859,1.15239,1.63091,1527.18,2262.9,0.783127,1.00211,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
tau[2],1.33189,0.0025948,0.108718,0.106565,1.16041,1.32778,1.51687,1770.98,3513.43,0.908147,1.00212,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
tau[3],2.90002,0.00451645,0.311668,0.303737,2.42511,2.88195,3.44221,4802.05,5806.15,2.46246,1.00071,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"beta[1,1]",-0.0828719,0.00300632,0.202898,0.197697,-0.416721,-0.0788316,0.243213,4631.54,4931.93,2.37502,1.00029,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"beta[2,1]",-0.126333,0.00233091,0.127384,0.124455,-0.335844,-0.127694,0.0832606,2997.97,4122.85,1.53734,1.0011,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"beta[3,1]",0.217144,0.00542466,0.296315,0.299463,-0.279027,0.220694,0.687972,2967.23,4558.04,1.52158,1.00108,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"natural[1,1]",0.0815546,0.00112425,0.0796414,0.0526898,0.00680913,0.0544655,0.249069,4792.9,5768.33,2.45777,1.00083,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"natural[1,2]",0.615179,0.00267896,0.283698,0.280814,0.2178,0.577976,1.12532,10469.2,5815.31,5.36855,0.999729,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"natural[1,3]",6.89663,0.0215639,2.21098,2.64357,2.92293,7.22742,9.79534,9791.14,5861.45,5.02083,0.999972,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"natural[2,1]",0.193355,0.00190649,0.150649,0.131494,0.0225975,0.150572,0.499546,5858.39,5362.89,3.00414,1.0008,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"natural[2,2]",0.171094,0.00129878,0.123104,0.0866564,0.0452101,0.13752,0.414929,8533.23,5595.69,4.37578,1.00023,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"natural[2,3]",7.31506,0.026147,2.54117,2.38707,2.42466,8.18412,9.95676,8742.51,5916.52,4.4831,1.00025,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"natural[3,1]",0.13932,0.0017678,0.120071,0.0845411,0.0179522,0.107152,0.37038,3438.28,3777.29,1.76313,1.00051,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"natural[3,2]",0.0763387,0.000757255,0.0670956,0.0315551,0.0189651,0.0543122,0.216855,7042.41,5349.0,3.6113,1.00048,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
"natural[3,3]",7.45422,0.0347407,2.87958,1.50171,1.7816,8.95626,9.98688,7136.79,6280.25,3.65969,1.00052,H5_full_age_bounded_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.6736210019376988,True
