parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.68563,0.00750606,0.288141,0.280777,-3.19029,-2.66562,-2.25232,1477.95,3528.52,1.53198,1.00298,H5_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6825183241350943,True
mu[2],-1.42203,0.00280359,0.138746,0.137001,-1.65409,-1.42242,-1.19298,2464.05,3701.65,2.55413,1.00048,H5_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6825183241350943,True
mu[3],5.52388,0.0107276,0.627841,0.623068,4.51141,5.50047,6.58343,3435.11,4535.84,3.5607,1.00147,H5_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6825183241350943,True
tau[1],1.15764,0.00809915,0.291432,0.277838,0.683961,1.16077,1.62615,1340.31,1676.55,1.38931,1.00417,H5_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6825183241350943,True
tau[2],1.28585,0.00212363,0.100963,0.0990101,1.12613,1.28034,1.45837,2270.33,3825.85,2.35332,1.00048,H5_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6825183241350943,True
tau[3],5.00407,0.00598517,0.430095,0.437051,4.30302,4.99976,5.7235,5161.11,4761.6,5.34979,1.00026,H5_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6825183241350943,True
"beta[1,1]",-0.0809949,0.00304257,0.20562,0.20303,-0.422996,-0.0770449,0.243653,4580.21,5707.37,4.74766,1.00092,H5_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6825183241350943,True
"beta[2,1]",-0.108776,0.00231171,0.122392,0.122031,-0.311878,-0.108391,0.0918747,2816.49,3755.99,2.91946,1.00109,H5_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6825183241350943,True
"beta[3,1]",0.250299,0.00608928,0.401488,0.401386,-0.400311,0.245176,0.907508,4402.96,5297.04,4.56393,1.00019,H5_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6825183241350943,True
"natural[1,1]",0.0789663,0.00115333,0.07945,0.0527354,0.00622128,0.0532733,0.244199,4548.24,5890.94,4.71451,1.00092,H5_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6825183241350943,True
