participant_id,partner,last_observed_reciprocation,high_probability,investment,rt,n
sub-10317,computer,0.0,0.0,1.5555555555555556,2.0522158,9
sub-10317,computer,1.0,0.75,4.0,2.2918073,4
sub-10317,friend,0.0,1.0,6.857142857142857,1.9478317,7
sub-10317,friend,1.0,1.0,4.666666666666667,1.8946936,6
sub-10317,stranger,0.0,0.16666666666666666,2.3333333333333335,1.7453707,6
sub-10317,stranger,1.0,0.5714285714285714,3.7142857142857144,2.0534596,7
sub-10369,computer,0.0,0.5,4.5,2.0333522,4
sub-10369,computer,1.0,0.5555555555555556,3.3333333333333335,1.5333267,9
sub-10369,friend,0.0,0.7142857142857143,5.428571428571429,2.0982714,7
sub-10369,friend,1.0,1.0,4.666666666666667,1.4837020500000002,6
sub-10369,stranger,0.0,0.2857142857142857,2.5714285714285716,2.1067538,7
sub-10369,stranger,1.0,0.6,4.8,1.9452099,5
sub-10402,computer,0.0,0.5333333333333333,3.466666666666667,1.9693246,15
sub-10402,computer,1.0,0.4166666666666667,3.1666666666666665,1.9742235,12
sub-10402,friend,0.0,0.5384615384615384,4.0,1.9052644,13
sub-10402,friend,1.0,0.8461538461538461,5.384615384615385,1.8952626,13
sub-10402,stranger,0.0,0.5384615384615384,4.153846153846154,2.0323215,13
sub-10402,stranger,1.0,0.7857142857142857,4.857142857142857,2.0175189,14
sub-10418,computer,0.0,0.7692307692307693,4.3076923076923075,2.1454828,13
sub-10418,computer,1.0,0.35714285714285715,3.2857142857142856,2.25573125,14
sub-10418,friend,0.0,1.0,5.6923076923076925,2.0303931,13
sub-10418,friend,1.0,1.0,6.142857142857143,2.07801035,14
sub-10418,stranger,0.0,0.5,3.7142857142857144,2.0207756,14
sub-10418,stranger,1.0,0.6153846153846154,3.3846153846153846,2.2281153,13
sub-10462,computer,0.0,0.0,1.3333333333333333,2.2365794,3
sub-10462,computer,1.0,0.25,2.25,2.2120989499999997,8
sub-10462,friend,0.0,0.42857142857142855,3.142857142857143,1.7466526,7
sub-10462,friend,1.0,0.8333333333333334,4.333333333333333,1.85926935,6
sub-10462,stranger,0.0,0.2222222222222222,2.2222222222222223,1.9699969,9
sub-10462,stranger,1.0,0.25,3.5,2.03007665,4
sub-10478,computer,0.0,0.7,4.4,1.8615761499999999,10
sub-10478,computer,1.0,0.4666666666666667,3.8666666666666667,1.7597483,15
sub-10478,friend,0.0,0.9285714285714286,5.571428571428571,1.7848139,14
sub-10478,friend,1.0,1.0,6.3076923076923075,1.4707832,13
sub-10478,stranger,0.0,0.6363636363636364,4.545454545454546,1.7925884,11
sub-10478,stranger,1.0,0.5333333333333333,3.7333333333333334,1.675301,15
sub-10486,computer,0.0,1.0,5.666666666666667,1.5590176,6
sub-10486,computer,1.0,1.0,6.0,1.5194184,7
sub-10486,friend,0.0,1.0,6.857142857142857,1.5365182,7
sub-10486,friend,1.0,1.0,4.666666666666667,1.5795165,6
sub-10486,stranger,0.0,1.0,5.0,1.6499533,6
sub-10486,stranger,1.0,1.0,6.571428571428571,1.5868232,7
sub-10529,computer,0.0,0.4375,3.625,1.7751822,16
sub-10529,computer,1.0,0.7272727272727273,4.7272727272727275,1.5274209,11
sub-10529,friend,0.0,0.8461538461538461,5.384615384615385,1.8040367,13
sub-10529,friend,1.0,0.7692307692307693,4.461538461538462,1.8290491,13
sub-10529,stranger,0.0,0.6363636363636364,3.8181818181818183,1.8528713,11
sub-10529,stranger,1.0,0.6428571428571429,4.857142857142857,1.7905005,14
sub-10541,computer,0.0,0.6923076923076923,5.384615384615385,1.7786005,13
sub-10541,computer,1.0,0.9285714285714286,5.142857142857143,1.7949475,14
sub-10541,friend,0.0,0.8333333333333334,6.0,2.1542884,12
sub-10541,friend,1.0,0.6428571428571429,3.5714285714285716,1.95831505,14
sub-10541,stranger,0.0,0.5384615384615384,3.5384615384615383,1.7984343,13
sub-10541,stranger,1.0,0.6153846153846154,4.153846153846154,2.0666132,13
sub-10555,computer,0.0,1.0,5.2,2.2141895,5
sub-10555,computer,1.0,1.0,6.571428571428571,2.0621395,7
sub-10555,friend,0.0,0.25,3.5,2.2404039,8
sub-10555,friend,1.0,1.0,6.0,2.0386105,5
sub-10555,stranger,0.0,0.2857142857142857,2.2857142857142856,1.9797634,7
sub-10555,stranger,1.0,0.8,5.2,2.211694,5
sub-10559,computer,0.0,0.0,2.0,1.8917603,12
sub-10559,computer,1.0,0.14285714285714285,1.2857142857142858,1.8944065499999998,14
sub-10559,friend,0.0,0.06666666666666667,1.8666666666666667,1.8284928,15
sub-10559,friend,1.0,0.1111111111111111,1.7777777777777777,1.8826554,9
sub-10559,stranger,0.0,0.0,1.5,1.9964347999999998,12
sub-10559,stranger,1.0,0.15384615384615385,2.3076923076923075,2.1789815,13
sub-10572,computer,0.0,0.3333333333333333,2.4,1.7001476,15
sub-10572,computer,1.0,0.5833333333333334,2.8333333333333335,1.75602715,12
sub-10572,friend,0.0,0.7272727272727273,4.545454545454546,1.7700706,11
sub-10572,friend,1.0,0.4,2.533333333333333,1.7883673,15
sub-10572,stranger,0.0,0.5384615384615384,3.230769230769231,1.8040173,13
sub-10572,stranger,1.0,0.42857142857142855,2.7142857142857144,1.6615357,14
sub-10581,computer,0.0,0.23076923076923078,2.6153846153846154,1.9275453,13
sub-10581,computer,1.0,0.08333333333333333,1.5,2.4462281499999996,12
sub-10581,friend,0.0,0.9090909090909091,6.545454545454546,2.1375828,11
sub-10581,friend,1.0,0.875,4.875,1.93155855,16
sub-10581,stranger,0.0,0.5384615384615384,3.8461538461538463,2.5425522,13
sub-10581,stranger,1.0,0.2,2.4,2.1251482499999996,10
sub-10584,computer,0.0,0.4375,3.125,1.8217967000000002,16
sub-10584,computer,1.0,0.45454545454545453,3.4545454545454546,1.907557,11
sub-10584,friend,0.0,0.21428571428571427,2.4285714285714284,1.7313817,14
sub-10584,friend,1.0,0.07692307692307693,1.3846153846153846,1.608548,13
sub-10584,stranger,0.0,0.2857142857142857,2.4285714285714284,1.8450877,14
sub-10584,stranger,1.0,0.5833333333333334,4.666666666666667,1.7280571500000002,12
sub-10585,computer,0.0,0.5333333333333333,3.7333333333333334,1.752648,15
sub-10585,computer,1.0,0.5,4.0,1.6703671,12
sub-10585,friend,0.0,0.8,5.333333333333333,1.6202674,15
sub-10585,friend,1.0,0.9166666666666666,5.833333333333333,1.7154926000000001,12
sub-10585,stranger,0.0,0.6923076923076923,4.923076923076923,1.6012845,13
sub-10585,stranger,1.0,0.7142857142857143,4.428571428571429,1.4924103,14
sub-10589,computer,0.0,0.6428571428571429,3.857142857142857,1.650951,14
sub-10589,computer,1.0,0.6153846153846154,4.461538461538462,1.7454365,13
sub-10589,friend,0.0,0.9230769230769231,6.0,1.8209608,13
sub-10589,friend,1.0,0.9285714285714286,5.0,1.72916205,14
sub-10589,stranger,0.0,0.5714285714285714,3.5714285714285716,1.71716925,14
sub-10589,stranger,1.0,0.6153846153846154,4.615384615384615,1.692761,13
sub-10590,computer,0.0,0.06666666666666667,1.3333333333333333,1.8225818,15
sub-10590,computer,1.0,0.18181818181818182,2.5454545454545454,1.7606391,11
sub-10590,friend,0.0,0.8,5.466666666666667,1.6813053,15
sub-10590,friend,1.0,1.0,6.166666666666667,1.7125907,12
sub-10590,stranger,0.0,0.2857142857142857,2.857142857142857,1.88800265,14
sub-10590,stranger,1.0,0.6923076923076923,4.0,1.7657111,13
sub-10596,computer,0.0,0.42857142857142855,2.5714285714285716,1.981856,14
sub-10596,computer,1.0,0.45454545454545453,3.8181818181818183,1.665387,11
sub-10596,friend,0.0,1.0,6.461538461538462,1.7713948,13
sub-10596,friend,1.0,0.9285714285714286,5.142857142857143,1.69594395,14
sub-10596,stranger,0.0,0.8461538461538461,5.076923076923077,2.0915973,13
sub-10596,stranger,1.0,1.0,6.142857142857143,1.7316153,14
sub-10603,computer,0.0,0.2857142857142857,2.5714285714285716,2.0719875,14
sub-10603,computer,1.0,0.3076923076923077,2.769230769230769,2.0533085,13
sub-10603,friend,0.0,0.6,4.4,2.065037,15
sub-10603,friend,1.0,0.75,5.0,2.0230776500000003,12
sub-10603,stranger,0.0,0.17647058823529413,1.8823529411764706,2.232645,17
sub-10603,stranger,1.0,0.1,2.4,1.8613924,10
sub-10606,computer,0.0,1.0,5.384615384615385,1.6431673,13
sub-10606,computer,1.0,1.0,6.166666666666667,1.6908215,12
sub-10606,friend,0.0,1.0,6.3076923076923075,1.5337048,13
sub-10606,friend,1.0,1.0,5.571428571428571,1.59060025,14
sub-10606,stranger,0.0,0.9230769230769231,5.230769230769231,1.7832817,13
sub-10606,stranger,1.0,1.0,6.0,1.7674432,13
sub-10608,computer,0.0,0.0,2.4,1.7085247,5
sub-10608,computer,1.0,0.125,1.0,1.62478885,8
sub-10608,friend,0.0,1.0,6.857142857142857,1.4415461,7
sub-10608,friend,1.0,1.0,4.666666666666667,1.4901199,6
sub-10608,stranger,0.0,0.0,1.7142857142857142,1.7924758,7
sub-10608,stranger,1.0,0.3333333333333333,1.6666666666666667,1.5443981500000001,6
sub-10617,computer,0.0,0.5714285714285714,3.7142857142857144,1.9741822,7
sub-10617,computer,1.0,0.3333333333333333,3.0,2.0540589000000002,6
sub-10617,friend,0.0,0.7142857142857143,5.428571428571429,2.1417854,7
sub-10617,friend,1.0,0.8333333333333334,3.6666666666666665,1.9739974,6
sub-10617,stranger,0.0,0.8333333333333334,4.666666666666667,2.00435365,6
sub-10617,stranger,1.0,0.5714285714285714,4.571428571428571,2.0055306,7
sub-10636,computer,0.0,1.0,5.6923076923076925,1.6292791,13
sub-10636,computer,1.0,0.7142857142857143,4.857142857142857,1.5777361,14
sub-10636,friend,0.0,1.0,6.666666666666667,1.5548834500000002,12
sub-10636,friend,1.0,0.9285714285714286,5.428571428571429,1.5130339,14
sub-10636,stranger,0.0,0.7857142857142857,4.571428571428571,1.5079281,14
sub-10636,stranger,1.0,1.0,6.5,1.46750825,12
sub-10638,computer,0.0,1.0,5.714285714285714,1.9316389,14
sub-10638,computer,1.0,0.9166666666666666,6.166666666666667,1.91778855,12
sub-10638,friend,0.0,1.0,6.461538461538462,1.7851312,13
sub-10638,friend,1.0,1.0,5.428571428571429,1.8913199,14
sub-10638,stranger,0.0,0.9230769230769231,5.076923076923077,1.7774396,13
sub-10638,stranger,1.0,1.0,6.428571428571429,1.6931129,14
sub-10640,computer,0.0,0.125,1.5,1.7856132,16
sub-10640,computer,1.0,0.45454545454545453,4.0,2.0028625,11
sub-10640,friend,0.0,0.5,3.5714285714285716,1.99051075,14
sub-10640,friend,1.0,0.6923076923076923,4.153846153846154,1.7844776,13
sub-10640,stranger,0.0,0.06666666666666667,1.3333333333333333,1.8452122,15
sub-10640,stranger,1.0,0.2727272727272727,2.909090909090909,1.9972605,11
sub-10641,computer,0.0,0.3333333333333333,3.0,1.6273884,6
sub-10641,computer,1.0,0.8571428571428571,4.571428571428571,2.0352852,7
sub-10641,friend,0.0,1.0,6.285714285714286,1.5545729,7
sub-10641,friend,1.0,1.0,6.333333333333333,1.5085673499999999,6
sub-10641,stranger,0.0,0.0,1.6666666666666667,1.62153185,6
sub-10641,stranger,1.0,0.42857142857142855,2.5714285714285716,1.7231685,7
sub-10642,computer,0.0,0.0,1.2307692307692308,1.4331663,13
sub-10642,computer,1.0,0.0,1.4285714285714286,1.4341053,14
sub-10642,friend,0.0,1.0,5.857142857142857,1.4158482000000001,14
sub-10642,friend,1.0,1.0,6.0,1.4229921,13
