participant_id,partner,last_observed_reciprocation,high_probability,investment,rt,n
sub-10642,stranger,0.0,0.23076923076923078,1.8461538461538463,1.459463,13
sub-10642,stranger,1.0,0.07142857142857142,1.8571428571428572,1.38600175,14
sub-10644,computer,0.0,0.06666666666666667,1.3333333333333333,1.9798799,15
sub-10644,computer,1.0,0.2,2.8,1.81573385,10
sub-10644,friend,0.0,1.0,5.6923076923076925,1.9396718,13
sub-10644,friend,1.0,1.0,6.142857142857143,1.7966999000000001,14
sub-10644,stranger,0.0,0.08333333333333333,1.8333333333333333,1.8571775499999998,12
sub-10644,stranger,1.0,0.25,2.8333333333333335,1.7544990999999999,12
sub-10647,computer,0.0,0.09090909090909091,1.6363636363636365,1.4635776,11
sub-10647,computer,1.0,0.0,1.25,1.4887396000000002,16
sub-10647,friend,0.0,0.125,2.125,1.5773483000000001,16
sub-10647,friend,1.0,0.5,2.8,1.5521202,10
sub-10647,stranger,0.0,0.07692307692307693,1.6923076923076923,1.5002989,13
sub-10647,stranger,1.0,0.07142857142857142,1.4285714285714286,1.5416975499999999,14
sub-10649,computer,0.0,0.9285714285714286,5.571428571428571,1.785282,14
sub-10649,computer,1.0,1.0,5.777777777777778,1.82954,9
sub-10649,friend,0.0,1.0,6.333333333333333,1.7978540500000002,12
sub-10649,friend,1.0,0.9166666666666666,5.333333333333333,1.8019482,12
sub-10649,stranger,0.0,1.0,5.384615384615385,1.8918889,13
sub-10649,stranger,1.0,1.0,6.428571428571429,1.7718848999999999,14
sub-10652,computer,0.0,0.5,4.0,1.88566495,12
sub-10652,computer,1.0,0.7857142857142857,4.714285714285714,1.73433495,14
sub-10652,friend,0.0,0.7857142857142857,5.142857142857143,1.86425105,14
sub-10652,friend,1.0,0.9230769230769231,5.076923076923077,1.6715484,13
sub-10652,stranger,0.0,0.5384615384615384,3.6923076923076925,1.8190564,13
sub-10652,stranger,1.0,0.5714285714285714,4.285714285714286,1.87107085,14
sub-10656,computer,0.0,0.0,1.1764705882352942,1.5524611,17
sub-10656,computer,1.0,0.0,1.8,1.6664702500000002,10
sub-10656,friend,0.0,0.45454545454545453,3.090909090909091,1.6845263,11
sub-10656,friend,1.0,0.4375,2.375,1.76761215,16
sub-10656,stranger,0.0,0.26666666666666666,2.2666666666666666,1.7204584,15
sub-10656,stranger,1.0,0.25,2.6666666666666665,1.6827499000000001,12
sub-10657,computer,0.0,0.4166666666666667,3.0,2.1791126,12
sub-10657,computer,1.0,0.7857142857142857,5.571428571428571,2.24309135,14
sub-10657,friend,0.0,0.4,3.8666666666666667,2.0635931,15
sub-10657,friend,1.0,0.5833333333333334,3.8333333333333335,2.2313447,12
sub-10657,stranger,0.0,0.42857142857142855,3.0,1.9272192000000001,14
sub-10657,stranger,1.0,0.9166666666666666,5.333333333333333,2.3402039,12
sub-10661,computer,0.0,1.0,5.285714285714286,1.4089364500000001,14
sub-10661,computer,1.0,1.0,6.923076923076923,1.4258447,13
sub-10661,friend,0.0,1.0,5.6923076923076925,1.4199837,13
sub-10661,friend,1.0,1.0,6.142857142857143,1.3909585,14
sub-10661,stranger,0.0,0.7333333333333333,5.066666666666666,1.548266,15
sub-10661,stranger,1.0,0.9166666666666666,5.333333333333333,1.45163855,12
sub-10663,computer,0.0,0.08333333333333333,2.1666666666666665,1.8882843,12
sub-10663,computer,1.0,0.25,2.5,1.8681323,12
sub-10663,friend,0.0,0.3,3.4,1.86846655,10
sub-10663,friend,1.0,0.6923076923076923,4.615384615384615,1.9721273,13
sub-10663,stranger,0.0,0.3333333333333333,3.0,2.1692525,12
sub-10663,stranger,1.0,0.5,3.5714285714285716,1.9667086,14
sub-10668,computer,0.0,0.5,2.0,2.1590036,4
sub-10668,computer,1.0,0.3333333333333333,3.0,2.27518675,6
sub-10668,friend,0.0,1.0,5.333333333333333,1.8680599500000001,6
sub-10668,friend,1.0,0.6666666666666666,4.666666666666667,2.2372021,6
sub-10668,stranger,0.0,0.5,3.0,2.1152903,4
sub-10668,stranger,1.0,0.6,5.2,2.022269,5
sub-10673,computer,0.0,0.23529411764705882,2.7058823529411766,1.5204433,17
sub-10673,computer,1.0,0.8,5.4,1.3400221,10
sub-10673,friend,0.0,0.6666666666666666,5.333333333333333,1.6693520999999998,12
sub-10673,friend,1.0,0.5333333333333333,3.066666666666667,1.6534106,15
sub-10673,stranger,0.0,0.45454545454545453,4.0,1.367966,11
sub-10673,stranger,1.0,0.4375,3.25,1.5494179,16
sub-10674,computer,0.0,1.0,5.285714285714286,1.65361585,14
sub-10674,computer,1.0,1.0,6.923076923076923,1.5101695,13
sub-10674,friend,0.0,1.0,5.6923076923076925,1.5047684,13
sub-10674,friend,1.0,1.0,6.142857142857143,1.5283487500000001,14
sub-10674,stranger,0.0,1.0,6.857142857142857,1.5797295500000001,14
sub-10674,stranger,1.0,1.0,5.384615384615385,1.5916499,13
sub-10677,computer,0.0,0.2857142857142857,2.857142857142857,1.76189545,14
sub-10677,computer,1.0,0.46153846153846156,3.5384615384615383,2.0329227,13
sub-10677,friend,0.0,0.8181818181818182,5.090909090909091,1.6655802,11
sub-10677,friend,1.0,0.8461538461538461,4.615384615384615,1.8344198,13
sub-10677,stranger,0.0,0.2,2.2666666666666666,1.8552325,15
sub-10677,stranger,1.0,0.5,4.0,1.8950051499999998,12
sub-10685,computer,0.0,0.058823529411764705,1.2941176470588236,1.9332275,17
sub-10685,computer,1.0,0.1,2.4,1.8106504,10
sub-10685,friend,0.0,1.0,6.181818181818182,1.8090407,11
sub-10685,friend,1.0,0.8666666666666667,5.333333333333333,1.6959895,15
sub-10685,stranger,0.0,0.13333333333333333,2.0,2.0489056,15
sub-10685,stranger,1.0,0.3333333333333333,3.1666666666666665,2.01361205,12
sub-10690,computer,0.0,0.3333333333333333,2.6666666666666665,1.8421246,6
sub-10690,computer,1.0,0.5,4.0,1.62936035,6
sub-10690,friend,0.0,0.7142857142857143,4.285714285714286,2.0061932,7
sub-10690,friend,1.0,0.8333333333333334,5.333333333333333,2.11744655,6
sub-10690,stranger,0.0,0.8,4.8,2.0421975,5
sub-10690,stranger,1.0,0.5714285714285714,3.7142857142857144,1.9119236,7
sub-10691,computer,0.0,0.9333333333333333,5.2,1.8090957,15
sub-10691,computer,1.0,0.9166666666666666,6.5,1.8310145,12
sub-10691,friend,0.0,1.0,5.6923076923076925,1.7417634,13
sub-10691,friend,1.0,0.9285714285714286,5.714285714285714,1.7727145,14
sub-10691,stranger,0.0,1.0,6.857142857142857,1.73870305,14
sub-10691,stranger,1.0,0.8461538461538461,4.923076923076923,1.9069669,13
sub-10700,computer,0.0,0.1875,2.375,1.5148881,16
sub-10700,computer,1.0,0.09090909090909091,1.4545454545454546,1.6091418,11
sub-10700,friend,0.0,0.7692307692307693,5.230769230769231,1.4833874,13
sub-10700,friend,1.0,0.7857142857142857,5.571428571428571,1.5160525,14
sub-10700,stranger,0.0,0.0,2.2222222222222223,1.6007392,9
sub-10700,stranger,1.0,0.1111111111111111,1.7777777777777777,1.53261255,18
sub-10701,computer,0.0,0.2727272727272727,3.272727272727273,1.6070553,11
sub-10701,computer,1.0,0.125,1.375,1.5937639,16
sub-10701,friend,0.0,0.07142857142857142,1.7142857142857142,1.6170783,14
sub-10701,friend,1.0,0.15384615384615385,2.4615384615384617,1.5139294,13
sub-10701,stranger,0.0,0.2727272727272727,2.909090909090909,1.6244951,11
sub-10701,stranger,1.0,0.26666666666666666,2.4,1.8146896,15
sub-10713,computer,0.0,0.3333333333333333,2.4,2.2778316,15
sub-10713,computer,1.0,0.7272727272727273,5.090909090909091,2.077263,11
sub-10713,friend,0.0,0.38461538461538464,3.230769230769231,2.389933,13
sub-10713,friend,1.0,0.38461538461538464,3.230769230769231,2.120045,13
sub-10713,stranger,0.0,0.07692307692307693,1.8461538461538463,2.1795251,13
sub-10713,stranger,1.0,0.15384615384615385,1.6923076923076923,1.8685594,13
sub-10716,computer,0.0,0.375,2.5,1.79196665,16
sub-10716,computer,1.0,0.6363636363636364,5.2727272727272725,1.8863579,11
sub-10716,friend,0.0,0.6923076923076923,4.923076923076923,1.7558784,13
sub-10716,friend,1.0,0.5,3.142857142857143,1.7320449999999998,14
sub-10716,stranger,0.0,0.6153846153846154,3.6923076923076925,1.6993293,13
sub-10716,stranger,1.0,0.5714285714285714,4.428571428571429,1.85124,14
sub-10718,computer,0.0,1.0,6.615384615384615,1.5019131,13
sub-10718,computer,1.0,1.0,5.714285714285714,1.5953068,14
sub-10718,friend,0.0,1.0,6.285714285714286,1.5896603,14
sub-10718,friend,1.0,0.9230769230769231,5.230769230769231,1.5511343,13
sub-10718,stranger,0.0,1.0,5.857142857142857,1.5338428,14
sub-10718,stranger,1.0,1.0,6.461538461538462,1.5453676,13
sub-10720,computer,0.0,0.3125,2.625,1.5703086,16
sub-10720,computer,1.0,0.45454545454545453,3.090909090909091,1.828072,11
sub-10720,friend,0.0,0.7692307692307693,5.076923076923077,1.5059733,13
sub-10720,friend,1.0,0.8571428571428571,4.857142857142857,1.50846495,14
sub-10720,stranger,0.0,0.5,4.0,1.5857191,12
sub-10720,stranger,1.0,0.6666666666666666,4.4,1.4640968,15
sub-10723,computer,0.0,0.5,3.857142857142857,2.01791205,14
sub-10723,computer,1.0,0.5,2.5,2.2237099000000002,12
sub-10723,friend,0.0,0.5384615384615384,3.6923076923076925,1.8784949,13
sub-10723,friend,1.0,0.42857142857142855,4.0,1.9812164,14
sub-10723,stranger,0.0,0.5,3.3333333333333335,1.8107511,12
sub-10723,stranger,1.0,0.4,2.533333333333333,2.0581295,15
sub-10741,computer,0.0,0.5,3.6666666666666665,1.8060825,12
sub-10741,computer,1.0,0.4,2.933333333333333,2.0178835,15
sub-10741,friend,0.0,0.6153846153846154,5.230769230769231,2.1275985,13
sub-10741,friend,1.0,0.6923076923076923,4.0,2.029241,13
sub-10741,stranger,0.0,0.2857142857142857,2.5714285714285716,1.74822345,14
sub-10741,stranger,1.0,0.38461538461538464,2.769230769230769,2.0186524,13
sub-10748,computer,0.0,0.7692307692307693,4.3076923076923075,1.684712,13
sub-10748,computer,1.0,0.8571428571428571,6.0,1.7931254,14
sub-10748,friend,0.0,0.7857142857142857,5.142857142857143,1.6232465500000002,14
sub-10748,friend,1.0,1.0,5.384615384615385,1.5526111,13
sub-10748,stranger,0.0,0.5,4.285714285714286,1.6693666999999999,14
sub-10748,stranger,1.0,0.7692307692307693,4.3076923076923075,1.6258763,13
sub-10767,computer,0.0,0.0,1.2,1.5639327,15
sub-10767,computer,1.0,0.0,1.8181818181818181,1.718239,11
sub-10767,friend,0.0,1.0,5.857142857142857,1.5099056,14
sub-10767,friend,1.0,1.0,6.3076923076923075,1.4820088,13
sub-10767,stranger,0.0,0.38461538461538464,3.5384615384615383,1.7850416,13
sub-10767,stranger,1.0,0.6428571428571429,3.7142857142857144,1.97862815,14
sub-10770,computer,0.0,0.8571428571428571,6.0,1.870237,14
sub-10770,computer,1.0,0.8333333333333334,4.333333333333333,1.9575412,12
sub-10770,friend,0.0,0.7857142857142857,5.0,1.8767825,14
sub-10770,friend,1.0,0.5384615384615384,3.6923076923076925,1.8331283,13
sub-10770,stranger,0.0,0.6153846153846154,3.6923076923076925,1.8348778,13
sub-10770,stranger,1.0,0.6923076923076923,4.461538461538462,1.93132,13
sub-10777,computer,0.0,0.0,1.25,1.3075228,8
sub-10777,computer,1.0,0.0,1.4285714285714286,1.6857456,7
sub-10777,friend,0.0,1.0,5.333333333333333,1.460851,6
sub-10777,friend,1.0,1.0,6.285714285714286,1.4963915,7
sub-10777,stranger,0.0,0.25,1.5,1.47647755,8
sub-10777,stranger,1.0,0.4,3.6,1.5976489,5
sub-10781,computer,0.0,0.25,3.0,1.4765565999999999,8
sub-10781,computer,1.0,0.16666666666666666,2.0,1.59283675,18
sub-10781,friend,0.0,0.9285714285714286,6.571428571428571,1.36988845,14
sub-10781,friend,1.0,1.0,4.833333333333333,1.37534805,12
sub-10781,stranger,0.0,0.0,1.5714285714285714,1.50897945,14
sub-10781,stranger,1.0,0.07692307692307693,1.5384615384615385,1.4866447,13
sub-10783,computer,0.0,0.07142857142857142,1.8571428571428572,1.72868775,14
sub-10783,computer,1.0,0.0,1.0,1.87562945,12
sub-10783,friend,0.0,0.7857142857142857,4.714285714285714,2.05730325,14
sub-10783,friend,1.0,0.3333333333333333,2.8333333333333335,1.98366805,12
sub-10783,stranger,0.0,0.1,2.2,1.7292803,10
sub-10783,stranger,1.0,0.125,1.375,1.8453761,16
sub-10785,computer,0.0,0.4166666666666667,2.8333333333333335,1.80487225,12
sub-10785,computer,1.0,0.2857142857142857,2.4285714285714284,1.9413547,14
sub-10785,friend,0.0,0.3076923076923077,3.3846153846153846,2.1055732,13
sub-10785,friend,1.0,0.42857142857142855,2.2857142857142856,1.8534500999999999,14
sub-10785,stranger,0.0,0.3333333333333333,2.3333333333333335,1.9425427000000002,12
sub-10785,stranger,1.0,0.26666666666666666,2.6666666666666665,2.0272672,15
sub-10794,computer,0.0,0.5,3.0,2.11064665,14
sub-10794,computer,1.0,0.4166666666666667,3.3333333333333335,2.1116752500000002,12
sub-10794,friend,0.0,0.5384615384615384,4.3076923076923075,2.176641,13
sub-10794,friend,1.0,0.7857142857142857,3.857142857142857,2.0972289,14
sub-10794,stranger,0.0,0.2,2.4,2.100783,15
sub-10794,stranger,1.0,0.5,2.8333333333333335,1.890662,12
sub-10800,computer,0.0,0.9285714285714286,5.571428571428571,1.6586786999999998,14
sub-10800,computer,1.0,0.9166666666666666,6.0,1.52845715,12
sub-10800,friend,0.0,0.6153846153846154,4.615384615384615,1.6681486,13
sub-10800,friend,1.0,0.7857142857142857,4.714285714285714,1.6096884,14
sub-10800,stranger,0.0,0.7272727272727273,4.181818181818182,1.7493621,11
sub-10800,stranger,1.0,0.9230769230769231,6.3076923076923075,1.491756,13
sub-10801,computer,0.0,0.6428571428571429,4.857142857142857,1.9018169,14
sub-10801,computer,1.0,0.6153846153846154,4.153846153846154,1.8601935,13
sub-10801,friend,0.0,1.0,5.857142857142857,1.84543655,14
sub-10801,friend,1.0,0.9230769230769231,6.153846153846154,1.778764,13
sub-10801,stranger,0.0,0.9230769230769231,5.384615384615385,1.8586091,13
sub-10801,stranger,1.0,0.9285714285714286,5.714285714285714,2.04116915,14
sub-10802,computer,0.0,0.3125,2.5,2.1452063,16
sub-10802,computer,1.0,0.6363636363636364,3.6363636363636362,2.1658347,11
sub-10802,friend,0.0,0.8461538461538461,4.923076923076923,1.9941047,13
sub-10802,friend,1.0,0.6428571428571429,4.428571428571429,2.0049721,14
sub-10802,stranger,0.0,0.4,3.2,1.9463727,15
sub-10802,stranger,1.0,0.5,3.1666666666666665,2.0049441,12
sub-10803,computer,0.0,0.5714285714285714,2.857142857142857,1.5899218,7
sub-10803,computer,1.0,0.6666666666666666,4.333333333333333,1.7108595000000002,6
sub-10803,friend,0.0,0.375,3.5,1.6070448499999999,8
sub-10803,friend,1.0,0.6,2.4,1.4783915,5
sub-10803,stranger,0.0,1.0,5.6,1.4770935,5
sub-10803,stranger,1.0,0.5,3.5,1.6197641,8
sub-10804,computer,0.0,0.5833333333333334,4.833333333333333,1.73143325,12
sub-10804,computer,1.0,0.6666666666666666,4.133333333333334,1.8293843,15
sub-10804,friend,0.0,0.9230769230769231,6.615384615384615,1.9012493,13
sub-10804,friend,1.0,0.8333333333333334,4.333333333333333,1.61831525,12
sub-10804,stranger,0.0,0.8333333333333334,6.0,1.8485826,12
sub-10804,stranger,1.0,0.7142857142857143,4.285714285714286,1.5573313999999998,14
sub-10806,computer,0.0,0.06666666666666667,1.3333333333333333,1.9469116,15
sub-10806,computer,1.0,0.0,1.8181818181818181,2.1093206,11
sub-10806,friend,0.0,0.75,4.5,1.73036565,12
sub-10806,friend,1.0,0.9230769230769231,6.0,1.6716619,13
sub-10806,stranger,0.0,0.2857142857142857,3.142857142857143,1.9393257,14
sub-10806,stranger,1.0,0.6923076923076923,4.0,2.124261,13
sub-10807,computer,0.0,0.9230769230769231,5.076923076923077,1.961399,13
sub-10807,computer,1.0,0.8333333333333334,6.333333333333333,1.9152315999999998,12
sub-10807,friend,0.0,1.0,6.153846153846154,1.9232368,13
sub-10807,friend,1.0,1.0,6.0,1.8833258,14
sub-10807,stranger,0.0,0.7692307692307693,5.230769230769231,1.9954631,13
