partner,n,spearman,p,p_holm
computer,105,0.1928864160738976,0.0486790177348202,0.14603705320446062
friend,105,0.12219909203766927,0.2142959748076852,0.2142959748076852
stranger,105,0.1877859580500387,0.05507273553345999,0.14603705320446062
