model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,alpha,kappa,theta,participant_id,theta_stranger,phi
M4_theta10,79,3,-35.844427031180146,77.68885406236029,78.00885406236029,84.79719761976136,0.29062452855624304,0.34541041618493784,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3914469004600833,0.2611794937840353,6.612434892434398,sub-10898,,
M5_theta10,79,3,-41.37868026084586,88.75736052169172,89.07736052169172,95.86570407909278,0.18955820337317397,0.24434409100186882,True,101,101,93,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5908554874804399,0.18969744996068105,10.0,sub-10898,,
M6_theta10,79,3,-35.88459033405273,77.76918066810546,78.08918066810546,84.87752422550653,0.2898910678235848,0.3446769554522796,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.3158682436208728,0.34108182935398934,3.6012512778476227,sub-10898,,
M7_theta10,79,4,-35.68135438965829,79.36270877931658,79.90324931985712,88.84050018918467,0.2753405924845884,0.3483884426561815,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.34300009240470564,0.30790813253674226,4.772235721595448,sub-10898,3.4045437651496515,
M3_phi10,79,3,-51.71890494200426,109.43780988400852,109.75780988400851,116.54615344140959,0.0007254075607071197,0.0555112951894019,True,101,101,50,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.1631563306670242,,sub-10898,,4.151707768193091
M3_logitprior,79,3,-53.82840076996138,113.65680153992275,113.97680153992275,120.76514509732382,-0.03779812623384596,0.01698776139484881,True,101,101,49,phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.7769063337227593,0.09354990774017387,,sub-10898,,0.0
M4_theta10,83,3,-49.073365962953346,104.14673192590669,104.45052939426112,111.40325374929648,0.09486762846808512,0.147013232355638,True,101,100,90,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.0530733219926978,10.0,sub-10908,,
M5_theta10,83,3,-55.56988046728268,117.13976093456536,117.44355840291979,124.39628275795515,-0.018053928862748037,0.03409167502480481,True,101,101,92,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.03495321536961235,10.0,sub-10908,,
M6_theta10,83,3,-52.19584076554097,110.39168153108194,110.69547899943638,117.64820335447173,0.040593183733218706,0.09273878762077159,True,101,101,94,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.04080558314748211,10.0,sub-10908,,
M7_theta10,83,4,-52.19584076554098,112.39168153108196,112.90450204390247,122.06704396226834,0.02321131577070095,0.09273878762077148,True,101,100,94,alpha;theta;theta_stranger,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.040805582131750215,10.0,sub-10908,10.0,
M3_phi10,83,3,-48.50832557543549,103.01665115087098,103.32044861922542,110.27317297426077,0.10468908587741026,0.15683468976496318,True,101,101,83,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.011751204994538739,0.5219178712781627,,sub-10908,,8.71094673936932
M3_logitprior,83,3,-48.52239327429723,103.04478654859446,103.34858401694889,110.30130837198425,0.10444456299325908,0.15659016688081195,True,101,101,86,phi,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.011630682202156198,0.5418523186899701,,sub-10908,,10.0
M4_theta10,84,3,-35.50592143154535,77.0118428630907,77.3118428630907,84.30429325962065,0.3386630726886841,0.3901878955775756,True,101,101,94,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.02294615217485661,4.815509080728145,0.566884146955952,sub-10918,,
M5_theta10,84,3,-35.96350157437621,77.92700314875242,78.22700314875242,85.21945354528236,0.33080416074973956,0.3823289836386311,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.043576540797876456,2.104795716268641,0.6117884294295319,sub-10918,,
M6_theta10,84,3,-39.683647587980886,85.36729517596177,85.66729517596177,92.65974557249172,0.2669108725924739,0.3184356954813655,True,101,101,89,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.008428341791977094,4.2781761474292095,0.457922007015364,sub-10918,,
M7_theta10,84,4,-32.81429075283769,73.62858150567538,74.13491061959944,83.35184870104864,0.36771672972662667,0.436416493578482,True,101,101,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.02831188125993913,4.696717180761938,0.5734697195911732,sub-10918,0.35324460767964194,
M3_phi10,84,3,-36.39087810624859,78.78175621249719,79.08175621249718,86.07420660902713,0.32346399404587517,0.3749888169347667,True,101,101,10,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.05282561345238923,1.60574009207468,,sub-10918,,0.9170846646479338
M3_logitprior,84,3,-35.8661443709408,77.7322887418816,78.0322887418816,85.02473913841155,0.332476264971062,0.38400108785995346,True,101,101,93,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.03711023443576938,1.9564985643060118,,sub-10918,,1.5259501757533014
M4_theta10,84,3,-11.621819653499356,29.243639306998713,29.543639306998713,36.53608970352865,0.748871110680044,0.8003959335689356,True,101,101,94,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.43359558031912476,10.0,sub-10924,,
M5_theta10,84,3,-48.28159376067745,102.5631875213549,102.8631875213549,109.85563791788485,0.11924165467366943,0.17076647756256103,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.007439838399282833,0.1037603500112619,10.0,sub-10924,,
M6_theta10,84,3,-29.16246292501861,64.32492585003722,64.62492585003722,71.61737624656716,0.4476115980392918,0.49913642092818333,True,101,100,97,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.17777517893530012,10.0,sub-10924,,
M7_theta10,84,4,-29.161296661011924,66.32259332202385,66.8289224359479,76.0458605173971,0.43045668759178995,0.4991564514436454,True,101,101,100,alpha;theta_stranger,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,0.17996772808137396,9.767199079443836,sub-10924,10.0,
M3_phi10,84,3,-7.061209970710008,20.122419941420016,20.422419941420017,27.414870337949957,0.8271993127370724,0.8787241356259639,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,2.578829447059393,,sub-10924,,3.357111820077292
M3_logitprior,84,3,-58.22438348134668,122.44876696269336,122.74876696269335,129.7412173592233,-0.05152517178598834,-3.488970967691074e-07,True,101,101,97,alpha;kappa;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1e-05,,sub-10924,,10.0
M4_theta10,42,3,-21.702056088478695,49.40411217695739,50.03569112432581,54.6171210318075,0.15148729003311337,0.2545369358108964,True,101,101,85,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0125680222782063,3.924680176478,0.7241608639532764,sub-10926,,
M5_theta10,42,3,-18.578784728902928,43.157569457805856,43.789148405174274,48.370578312655965,0.2587712924571727,0.36182093823495576,True,101,101,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.719393903356177,0.782045875681263,sub-10926,,
M6_theta10,42,3,-23.70199054036509,53.40398108073018,54.0355600280986,58.61698993558029,0.08278977775122072,0.18583942352900384,True,101,101,91,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.026438286229931884,2.04545993654892,0.4308325799756607,sub-10926,,
M7_theta10,42,4,-18.538411306601713,45.076822613203426,46.15790369428451,52.0275010863369,0.2258082328202373,0.3632077605239481,True,101,101,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.8952194264944542,0.7558795828657587,sub-10926,0.08560873328532059,
M3_phi10,42,3,-21.803765347559583,49.607530695119166,50.239109642487584,54.82053954996927,0.1479935889929113,0.25104323477069435,True,101,101,35,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0271029086444909,1.1293629920003083,,sub-10926,,1.0366823110864625
M3_logitprior,42,3,-21.817822994415092,49.635645988830184,50.2672249361986,54.84865484368029,0.14751071048326816,0.2505603562610512,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.028805004604405455,1.0821604940353071,,sub-10926,,2.4730894056147408
M4_theta10,41,3,-6.64513026101356,19.29026052202712,19.938909170675768,24.430976722140045,0.6606102049684797,0.7661732567408428,True,101,100,97,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.019981081829072867,20.0,0.49489863674549217,sub-10928,,
M5_theta10,41,3,-6.456114548057437,18.912229096114874,19.560877744763523,24.052945296227797,0.6672612301326721,0.7728242819050353,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.049504691140059474,8.839368142005645,0.49386190143017394,sub-10928,,
M6_theta10,41,3,-10.784841376295747,27.569682752591493,28.218331401240142,32.710398952704416,0.5149433587067593,0.6205064104791225,True,101,100,86,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.02872271985230682,20.0,0.4660077622576201,sub-10928,,
M7_theta10,41,4,-6.45611454805744,20.912229096114878,22.02334020722599,27.766517362932113,0.6320735462085509,0.772824281905035,True,101,100,97,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.04950469232031584,8.839367930966104,0.4938619026388863,sub-10928,0.0,
M3_phi10,41,3,-6.804994402019177,19.609988804038352,20.258637452687,24.75070500415128,0.6549849561039729,0.760548007876336,True,101,101,20,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.01493902246087238,20.0,,sub-10928,,0.6832897338425923
M3_logitprior,41,3,-6.805293486952841,19.610586973905683,20.259235622554332,24.751303174018606,0.6549744319978605,0.7605374837702237,True,101,101,94,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.014939225557977805,20.0,,sub-10928,,0.7689323699246993
M4_theta10,42,3,-22.943666171831133,51.887332343662266,52.51891129103068,57.10034119851237,0.10883813027191588,0.211887776049699,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1312242101461743,1.2729792023710262,1.008358230627987,sub-10929,,
M5_theta10,42,3,-25.39911761467942,56.79823522935884,57.429814176727255,62.01124408420894,0.024493663135228452,0.12754330891301158,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2390693285682474,0.23852908753382404,2.8265376377365956,sub-10929,,
M6_theta10,42,3,-27.514192765524484,61.02838553104897,61.659964478417386,66.24139438589907,-0.048158918560763264,0.05489072721701982,True,101,101,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2545893986720389,0.31478703976686945,0.9391861028999909,sub-10929,,
M7_theta10,42,4,-25.399117614679415,58.79823522935883,59.87931631043991,65.7489137024923,-0.009856218790699124,0.1275433089130117,True,101,101,83,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2390693312507861,0.2385290917878488,2.826537570148829,sub-10929,0.0,
M3_phi10,42,3,-21.290384986878973,48.580769973757945,49.21234892112636,53.793778828608055,0.16562814376538043,0.26867778954316357,True,101,101,2,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.09026959505238698,2.11563038057101,,sub-10929,,1.6197726563005763
M3_logitprior,42,3,-27.38461235620078,60.76922471240156,61.40080365976998,65.98223356725167,-0.04370784680058063,0.05934179897720249,True,101,101,55,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.3406333789534741,,sub-10929,,10.0
M4_theta10,83,3,-45.00138253516944,96.00276507033888,96.30656253869331,103.25928689372867,0.16564630675538491,0.2177919106429378,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.5013808419402721,2.0374641589016615,sub-10930,,
M5_theta10,83,3,-43.788320936885285,93.57664187377057,93.880439342125,100.83316369716036,0.18673158328716072,0.23887718717471362,True,101,101,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.16720583688662222,0.15893916666388175,10.0,sub-10930,,
M6_theta10,83,3,-47.245386824023655,100.49077364804731,100.79457111640174,107.7472954714371,0.12664132049919768,0.1787869243867506,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.3838225871738106,1.920213002997295,sub-10930,,
M7_theta10,83,4,-42.120675677286044,92.24135135457209,92.7541718673926,101.91671378575847,0.19833650503531552,0.2678639768853861,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.13097832579374394,0.24753645747597253,6.834562027781451,sub-10930,1.2235384975914159,
M3_phi10,83,3,-51.34182442932428,108.68364885864855,108.98744632700298,115.94017068203834,0.05543758292717036,0.10758318681472323,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.2405678185457805,,sub-10930,,1.423606815871944
M3_logitprior,83,3,-51.343823060632275,108.68764612126455,108.99144358961898,115.94416794465434,0.05540284298166898,0.10754844686922183,True,101,101,97,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.24275423790135997,,sub-10930,,10.0
M4_theta10,83,3,-37.950307278849714,81.90061455769943,82.20441202605386,89.15713638108922,0.28820716585450956,0.3403527697420625,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.03669577792893705,2.6425982729049227,1.1772002898220724,sub-10938,,
M5_theta10,83,3,-44.944581031034474,95.88916206206895,96.19295953042338,103.14568388545874,0.1666336230003313,0.2187792268878842,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.09833101800435816,0.13862571602682436,10.0,sub-10938,,
M6_theta10,83,3,-41.572847607836145,89.14569521567229,89.44949268402672,96.40221703906208,0.22524064816717224,0.2773862520547251,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.19682245705196402,0.12411279030286117,7.357642358119321,sub-10938,,
M7_theta10,83,4,-39.344366142793234,86.68873228558647,87.20155279840698,96.36409471677285,0.24659395078694835,0.3161214226370189,True,101,101,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.14775362570030565,0.16451410899565855,10.0,sub-10938,3.74825259832247,
M3_phi10,83,3,-39.925751395281246,85.85150279056249,86.15530025891692,93.10802461395228,0.25387025705536437,0.3060158609429172,True,101,101,6,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,1.667796724204146,,sub-10938,,1.450351056974855
M3_logitprior,83,3,-54.82721823586857,115.65443647173714,115.95823394009157,122.91095829512693,-0.005145072015559288,0.0470005318719936,True,101,100,82,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.3005200307688884,,sub-10938,,10.0
M4_theta10,84,3,-50.60152020848281,107.20304041696562,107.50304041696562,114.49549081349556,0.07939705489419398,0.1309218777830855,True,101,101,98,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.39082961684265394,0.09710941362616064,6.573985701774025,sub-10940,,
M5_theta10,84,3,-57.31192879215914,120.62385758431827,120.92385758431827,127.91630798084822,-0.03585381636781279,0.01567100652107878,True,101,101,90,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.2569156522353963,0.02250978414310571,10.0,sub-10940,,
M6_theta10,84,3,-56.097173381304984,118.19434676260997,118.49434676260996,125.48679715913991,-0.014990463901951821,0.036534358986939686,True,101,101,84,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.495506750069146,0.024312620619967928,10.0,sub-10940,,
M7_theta10,84,4,-56.04672495001848,120.09344990003696,120.59977901396101,129.8167170954102,-0.03129895603589582,0.03740080781595956,True,101,101,93,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5248429779326094,0.02878560441527202,7.140787251028974,sub-10940,10.0,
M3_phi10,84,3,-52.15178016927336,110.30356033854672,110.60356033854671,117.59601073507666,0.052771431590369657,0.10429625447926116,True,101,101,5,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.39718928017597166,,sub-10940,,1.5262123836816797
M3_logitprior,84,3,-54.08216847285432,114.16433694570864,114.46433694570864,121.45678734223858,0.0196171264407707,0.07114194932966222,True,101,101,74,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.31937926988514215,,sub-10940,,10.0
M4_theta10,84,3,-50.090475256973065,106.18095051394613,106.48095051394613,113.47340091047607,0.08817422176579458,0.13969904465468608,True,101,101,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.1173716048344642,0.22740021864900892,3.6293538734412603,sub-10950,,
M5_theta10,84,3,-53.12101890990633,112.24203781981267,112.54203781981266,119.53448821634261,0.03612481344098089,0.08764963632987244,True,101,101,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.7196446096618019,0.05353384008323756,10.0,sub-10950,,
M6_theta10,84,3,-52.232773796245034,110.46554759249007,110.76554759249007,117.75799798902001,0.05138037082875481,0.10290519371764639,True,101,101,100,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.2010637974528264,0.041092376176247496,10.0,sub-10950,,
M7_theta10,84,4,-51.8776713762942,111.7553427525884,112.26167186651246,121.47860994796166,0.04030429296425209,0.10900405681610748,True,101,101,98,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.21633089017219997,0.054111147804035975,10.0,sub-10950,5.90294384223754,
M3_phi10,84,3,-50.74282418695303,107.48564837390606,107.78564837390606,114.778098770436,0.07697016740613605,0.12849499029502764,True,101,101,5,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0025474070501997873,0.41898749915302885,,sub-10950,,1.8143744342840693
M3_logitprior,84,3,-56.14925913586102,118.29851827172205,118.59851827172204,125.59096866825199,-0.015885033661463214,0.03563978922742839,True,101,101,77,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.3025895757911374,,sub-10950,,10.0
M4_theta10,84,3,-15.134195259439375,36.268390518878746,36.56839051887874,43.56084091540869,0.6885462670082698,0.7400710898971614,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,10.356567562543836,0.8518855697532417,sub-10951,,
M5_theta10,84,3,-15.698405100401171,37.39681020080234,37.69681020080234,44.68926059733228,0.6788559962990277,0.7303808191879193,True,101,101,101,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,2.384583270431447,10.0,sub-10951,,
M6_theta10,84,3,-49.68195955286676,105.36391910573352,105.66391910573351,112.65636950226346,0.09519045486626401,0.14671527775515558,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.7193938956943249,0.5066098249573735,sub-10951,,
M7_theta10,84,4,-15.698405100401166,39.396810200802335,39.90313931472639,49.12007739617559,0.6616810553360639,0.7303808191879193,True,101,101,101,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,2.3845832830464917,10.0,sub-10951,0.0,
M3_phi10,84,3,-15.187901912397145,36.37580382479429,36.675803824794286,43.66825422132423,0.6876238584144018,0.7391486813032933,True,101,101,45,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,2.4658058405588386,,sub-10951,,1.1111113042576681
M3_logitprior,84,3,-16.148461185659624,38.29692237131925,38.596922371319245,45.589372767849184,0.6711263096046911,0.7226511324935827,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.8144523710076383,,sub-10951,,5.919052234104464
M4_theta10,42,3,-15.509411289234297,37.018822578468594,37.65040152583701,42.2318314333187,0.3642039076963687,0.46725355347415176,True,101,101,93,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.08265826266962259,0.12607887847273147,10.0,sub-10952,,
M5_theta10,42,3,-22.040827522542408,50.081655045084815,50.71323399245323,55.29466389993492,0.13985053127314764,0.2429001770509307,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.14396926628619305,0.19339499334884072,10.0,sub-10952,,
M6_theta10,42,3,-21.207533674785488,48.415067349570975,49.04664629693939,53.62807620442108,0.16847407655319982,0.2715237223309829,True,101,100,97,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.08424912805300214,10.0,sub-10952,,
M7_theta10,42,4,-18.987822303029343,45.97564460605869,47.05672568713977,52.92632307919216,0.21037101815673467,0.34777054586044553,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.13384758227858579,0.24600613852023911,10.0,sub-10952,2.465573894391221,
M3_phi10,42,3,-14.744097131633222,35.48819426326644,36.11977321063486,40.70120311811655,0.39049235864620646,0.49354200442398954,True,101,101,101,phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.02575848369765624,1.251817950742389,,sub-10952,,10.0
M3_logitprior,42,3,-25.65130034550805,57.3026006910161,57.93417963838452,62.51560954586621,0.015831216107506915,0.11888086188529001,True,101,101,101,alpha;phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.408235808903496,,sub-10952,,10.0
M4_theta10,84,3,-54.71944542410899,115.43889084821798,115.73889084821798,122.73134124474792,0.008671932425914157,0.06019675531480573,True,101,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.007065080814980481,0.4799334240103206,0.0,sub-10953,,
M5_theta10,84,3,-11.244261200214321,28.488522400428643,28.788522400428644,35.78097279695858,0.7553556548252823,0.806880477714174,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.03788386285217976,3.9332210767099145,1.0551046917654263,sub-10953,,
M6_theta10,84,3,-45.061625533539775,96.12325106707955,96.42325106707955,103.4157014636095,0.1745444188773784,0.22606924176626997,True,101,101,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.00872280879039035,2.8501045719173557,0.49405267658603835,sub-10953,,
M7_theta10,84,4,-11.244261200214329,30.488522400428657,30.994851514352707,40.21178959580191,0.7381807138623185,0.8068804777141738,True,101,101,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.03788386278742608,3.933221081033572,1.0551047000668023,sub-10953,0.0,
M3_phi10,84,3,-53.18868980042006,112.37737960084011,112.67737960084011,119.66982999737006,0.03496256989149648,0.08648739278038808,True,101,101,9,phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.06881489069421824,0.2187067883380024,,sub-10953,,0.0
M3_logitprior,84,3,-54.719445424109,115.438890848218,115.73889084821799,122.73134124474794,0.008671932425914035,0.06019675531480562,True,101,101,31,phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.007065080918800336,0.47993342731102645,,sub-10953,,0.0
M4_theta10,59,3,-37.76177544227514,81.52355088455027,81.95991452091391,87.75616321626744,0.003274384942374927,0.07663175990283067,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.7073648117301197,0.2434225110292673,0.1692396274135555,sub-10954,,
M5_theta10,59,3,-37.818109965381474,81.63621993076295,82.07258356712659,87.86883226248011,0.0018968673641315968,0.07525424232458733,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.7521776238840305,0.2382331805697216,0.0,sub-10954,,
M6_theta10,59,3,-37.43978585745248,80.87957171490496,81.31593535126859,87.11218404662212,0.011147821844774043,0.08450519680522983,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6647908200432796,0.25686445700553495,0.4254244136533275,sub-10954,,
M7_theta10,59,4,-35.79144215254515,79.5828843050903,80.32362504583105,87.89303408071318,0.02700141926615331,0.12481125254676095,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.5598853348865876,0.3423366512423419,0.0,sub-10954,1.2246282051827737,
M3_phi10,59,3,-37.78107797589873,81.56215595179746,81.9985195881611,87.79476828351463,0.0028023905434706444,0.07615976550392645,True,101,101,90,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.6976651105391424,0.2624414061353615,,sub-10954,,9.360769871486088
M3_logitprior,59,3,-37.818109965381474,81.63621993076295,82.07258356712659,87.86883226248011,0.0018968673641315968,0.07525424232458733,True,101,101,33,phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.7521776217592491,0.23823318595720994,,sub-10954,,0.0
M4_theta10,84,3,-45.69106992946254,97.38213985892509,97.68213985892508,104.67459025545503,0.16373374853793643,0.21525857142682803,True,101,101,48,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,4.079671198440342,0.5785459623972997,sub-10956,,
M5_theta10,84,3,-33.03351126615821,72.06702253231641,72.36702253231641,79.35947292884636,0.38112657131544003,0.4326513942043315,True,101,101,101,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,0.7969367598489152,10.0,sub-10956,,
M6_theta10,84,3,-45.69106992946253,97.38213985892506,97.68213985892505,104.674590255455,0.16373374853793668,0.21525857142682825,True,101,101,96,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.7193939071727986,0.6863689893606633,sub-10956,,
M7_theta10,84,4,-29.867120280866256,67.73424056173252,68.24056967565657,77.45750775710576,0.4183342085905263,0.4870339724423818,True,101,101,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.7193958651512304,10.0,sub-10956,0.4193968333877304,
M3_phi10,84,3,-45.69106992946255,97.3821398589251,97.6821398589251,104.67459025545504,0.16373374853793632,0.2152585714268278,True,101,101,16,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.0199177995694557,,sub-10956,,0.7713946164621536
M3_logitprior,84,3,-45.691069929462536,97.38213985892507,97.68213985892507,104.67459025545502,0.16373374853793654,0.21525857142682814,True,101,101,96,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.719393895460621,,sub-10956,,0.9884904898162824
M4_theta10,82,3,-49.3709303886131,104.7418607772262,105.0495530849185,111.96201851901895,0.0785941273366679,0.1313756532228495,True,101,101,93,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,2.9975193271092393,0.531631026878403,sub-10958,,
M5_theta10,82,3,-47.125637407912116,100.25127481582423,100.55896712351654,107.47143255761699,0.11809745719764478,0.17087898308382632,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,0.0,1.0504564399490361,0.7266250411412337,sub-10958,,
M6_theta10,82,3,-52.445844326632006,110.89168865326401,111.19938096095632,118.11184639505677,0.02449457746422602,0.07727610335040758,True,101,101,101,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,0.0,1.0110798874574967,0.3967278385005863,sub-10958,,
