condition,replicate,method,level,parameter,n,rmse,bias,pearson,spearman,ceiling_rate,interval_coverage,true,probability_positive,mean,median,ci_low,ci_high
positive,4,hierarchical,participant,alpha,111.0,0.10921019396804675,-0.027513185129395427,0.47042345278764064,0.34264654264654265,,0.8648648648648649,,,,,,
positive,4,MLE_theta10,participant,alpha,111.0,0.2744736718337601,0.039439025355959285,0.22627133578456368,0.21484620157508177,,,,,,,,
positive,4,hierarchical,participant,kappa,111.0,0.14967838521733962,0.018613094212526382,0.7054240586637148,0.6292032292032292,,0.8828828828828829,,,,,,
positive,4,MLE_theta10,participant,kappa,111.0,0.2940284820591745,0.09275198863826457,0.5724000947802491,0.5206826956826955,,,,,,,,
positive,4,hierarchical,participant,theta,111.0,0.6059106141763049,-0.16726800041830142,0.5990442305624251,0.5256493506493506,0.0,0.6666666666666666,,,,,,
positive,4,MLE_theta10,participant,theta,111.0,2.67490485478927,0.7961347739795306,0.33245183083561786,0.5342200130868198,0.09009009009009009,,,,,,,
positive,4,hierarchical,participant,friend_value_probability_effect,111.0,0.07608875520998065,0.01191899902809907,0.7812882989037957,0.7233766233766233,,0.9369369369369369,,,,,,
positive,4,MLE_theta10,participant,friend_value_probability_effect,111.0,0.1262079626685331,0.048829426006177096,0.7405974366187404,0.6804791371562757,,,,,,,,
positive,4,hierarchical,population,mu_alpha,,,-0.15408419392570005,,,,1.0,-1.0,0.0,-1.1540841939257,-1.153230326,-1.4250451657,-0.89658725242
positive,4,hierarchical,population,mu_kappa,,,0.07460401264193739,,,,1.0,-1.2,0.0,-1.1253959873580626,-1.1216231685,-1.306888634175,-0.9619426065600002
positive,4,hierarchical,population,mu_theta,,,-0.24415297064819996,,,,1.0,1.0,1.0,0.7558470293518,0.7546119901,0.51416568078,1.006520228225
positive,4,hierarchical,population,tau_alpha,,,-0.1355452337468751,,,,1.0,0.65,1.0,0.5144547662531249,0.51115270395,0.2315181469275,0.8022938285225
positive,4,hierarchical,population,tau_kappa,,,-0.16184056479597503,,,,1.0,0.65,1.0,0.488159435204025,0.4854315514,0.33054168976000003,0.6575796189574998
positive,4,hierarchical,population,tau_theta,,,-0.5602191827375366,,,,0.0,1.0,1.0,0.43978081726246343,0.44520020444999997,0.04602919364325001,0.7943924844174998
positive,4,hierarchical,population,beta_alpha,,,0.06959201354425112,,,,1.0,0.0,0.753125,0.06959201354425112,0.07119395419499999,-0.139046515975,0.27288813189999994
positive,4,hierarchical,population,beta_kappa,,,0.035997496078981325,,,,1.0,0.0,0.687125,0.035997496078981325,0.0357313809,-0.1087765179925,0.1792745647124999
positive,4,hierarchical,population,beta_theta,,,0.2133804567252,,,,0.0,0.35,1.0,0.5633804567252,0.560054673,0.35109631387499995,0.8002027728124999
positive,4,hierarchical,population,friend_probability_change_25_to_75,,,0.09582929903346896,,,,0.0,0.11285486504425624,,0.2086841640777252,0.20852529159868272,0.11386786222416459,0.30622898611027205
