parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-1.78001,0.0101221,0.368061,0.345525,-2.41614,-1.75471,-1.21128,1327.1,2802.96,0.634686,1.00551,HPreference_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.6470270601144891,False
mu[2],-1.2692,0.00257649,0.161534,0.160121,-1.54531,-1.26333,-1.01354,3969.02,4728.19,1.89818,1.00038,HPreference_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.6470270601144891,False
mu[3],2.11054,0.00430673,0.279294,0.272454,1.69207,2.08929,2.60287,4355.62,5279.38,2.08308,1.00027,HPreference_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.6470270601144891,False
mu[4],0.602473,0.00192768,0.150954,0.147037,0.365051,0.595363,0.86066,6283.23,5717.49,3.00495,1.00096,HPreference_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.6470270601144891,False
tau[1],1.10565,0.00865325,0.373776,0.359783,0.512942,1.09661,1.74504,1831.67,1629.08,0.875997,1.00376,HPreference_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.6470270601144891,False
tau[2],1.15082,0.00310236,0.139877,0.141736,0.929902,1.14735,1.38525,2036.75,3751.77,0.974076,1.00126,HPreference_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.6470270601144891,False
tau[3],1.32531,0.00325435,0.217695,0.209198,0.995881,1.30955,1.71458,4380.06,5185.36,2.09476,1.00049,HPreference_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.6470270601144891,False
tau[4],1.13509,0.00278366,0.184399,0.182135,0.863165,1.12045,1.4629,4447.63,5920.06,2.12708,1.00058,HPreference_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.6470270601144891,False
"beta[1,1]",0.286199,0.00326299,0.255973,0.243578,-0.133392,0.288215,0.707143,6207.36,6061.1,2.96867,1.00052,HPreference_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.6470270601144891,False
"beta[2,1]",-0.20764,0.00203292,0.133097,0.134425,-0.42766,-0.206704,0.0135414,4302.23,5535.28,2.05754,1.00063,HPreference_train_age_attempt95,111,1,diag_e,4,2000,2000,0.95,0,0.6470270601144891,False
