participant_id,partner,normalized_rating,saturation_phi,prior_constant_zero,flat_fraction_0_10
sub-10317,friend,1.0,0.999999999,False,0.9000000001
sub-10317,stranger,0.5,1.999999998,False,0.8000000002000001
sub-10317,computer,0.5,1.999999998,False,0.8000000002000001
sub-10402,friend,0.9,1.11111111,False,0.8888888890000001
sub-10402,stranger,0.5,1.999999998,False,0.8000000002000001
sub-10402,computer,0.3,3.3333333300000003,False,0.666666667
sub-10418,friend,0.9,1.11111111,False,0.8888888890000001
sub-10418,stranger,0.9,1.11111111,False,0.8888888890000001
sub-10418,computer,1.0,0.999999999,False,0.9000000001
sub-10462,friend,1.0,0.999999999,False,0.9000000001
sub-10462,stranger,1.0,0.999999999,False,0.9000000001
sub-10462,computer,0.5,1.999999998,False,0.8000000002000001
sub-10486,friend,1.0,0.999999999,False,0.9000000001
sub-10486,stranger,1.0,0.999999999,False,0.9000000001
sub-10486,computer,0.7,1.4285714271428573,False,0.8571428572857143
sub-10529,friend,0.9,1.11111111,False,0.8888888890000001
sub-10529,stranger,0.7,1.4285714271428573,False,0.8571428572857143
sub-10529,computer,0.8,1.24999999875,False,0.8750000001250001
sub-10541,friend,0.9,1.11111111,False,0.8888888890000001
sub-10541,stranger,0.5,1.999999998,False,0.8000000002000001
sub-10541,computer,0.6,1.6666666650000002,False,0.8333333334999999
sub-10555,friend,1.0,0.999999999,False,0.9000000001
sub-10555,stranger,0.5,1.999999998,False,0.8000000002000001
sub-10555,computer,0.7,1.4285714271428573,False,0.8571428572857143
sub-10559,friend,0.7,1.4285714271428573,False,0.8571428572857143
sub-10559,stranger,0.5,1.999999998,False,0.8000000002000001
sub-10559,computer,0.5,1.999999998,False,0.8000000002000001
sub-10572,friend,1.0,0.999999999,False,0.9000000001
sub-10572,stranger,0.8,1.24999999875,False,0.8750000001250001
sub-10572,computer,0.8,1.24999999875,False,0.8750000001250001
sub-10584,friend,0.9,1.11111111,False,0.8888888890000001
sub-10584,stranger,0.9,1.11111111,False,0.8888888890000001
sub-10584,computer,0.5,1.999999998,False,0.8000000002000001
sub-10585,friend,1.0,0.999999999,False,0.9000000001
sub-10585,stranger,1.0,0.999999999,False,0.9000000001
sub-10585,computer,0.8,1.24999999875,False,0.8750000001250001
sub-10589,friend,0.4,2.4999999975,False,0.75000000025
sub-10589,stranger,0.3,3.3333333300000003,False,0.666666667
sub-10589,computer,0.2,4.999999995,False,0.5000000005
sub-10590,friend,1.0,0.999999999,False,0.9000000001
sub-10590,stranger,0.8,1.24999999875,False,0.8750000001250001
sub-10590,computer,0.1,9.99999999,False,1.000000082740371e-09
sub-10596,friend,1.0,0.999999999,False,0.9000000001
sub-10596,stranger,0.7,1.4285714271428573,False,0.8571428572857143
sub-10596,computer,0.3,3.3333333300000003,False,0.666666667
sub-10603,friend,1.0,0.999999999,False,0.9000000001
sub-10603,stranger,1.0,0.999999999,False,0.9000000001
sub-10603,computer,0.5,1.999999998,False,0.8000000002000001
sub-10606,friend,1.0,0.999999999,False,0.9000000001
sub-10606,stranger,0.7,1.4285714271428573,False,0.8571428572857143
sub-10606,computer,0.5,1.999999998,False,0.8000000002000001
sub-10608,friend,1.0,0.999999999,False,0.9000000001
sub-10608,stranger,0.8,1.24999999875,False,0.8750000001250001
sub-10608,computer,0.5,1.999999998,False,0.8000000002000001
sub-10617,friend,1.0,0.999999999,False,0.9000000001
sub-10617,stranger,0.5,1.999999998,False,0.8000000002000001
sub-10617,computer,0.5,1.999999998,False,0.8000000002000001
sub-10636,friend,1.0,0.999999999,False,0.9000000001
sub-10636,stranger,0.9,1.11111111,False,0.8888888890000001
sub-10636,computer,0.2,4.999999995,False,0.5000000005
sub-10638,friend,1.0,0.999999999,False,0.9000000001
sub-10638,stranger,0.9,1.11111111,False,0.8888888890000001
sub-10638,computer,0.5,1.999999998,False,0.8000000002000001
sub-10640,friend,0.6,1.6666666650000002,False,0.8333333334999999
sub-10640,stranger,0.5,1.999999998,False,0.8000000002000001
