run,model,category,label,measure,n_subjects,observed,mean,median,ci_low,ci_high
H8_full_age,H8,partner,friend,high_probability,111,0.7787168939641232,0.5327355944585839,0.5330592494445863,0.5137309577841336,0.550673524736291
H8_full_age,H8,partner,friend,investment,111,4.963929540869012,3.872427510383265,3.870728652075626,3.766517527582105,3.966063613820861
H8_full_age,H8,offer,friend:0-2,high_probability,111,0.882132132132132,0.5328453453453453,0.5330330330330331,0.48684309309309315,0.5837274774774776
H8_full_age,H8,offer,friend:0-2,investment,111,1.764264264264264,1.0656906906906907,1.0660660660660661,0.9736861861861863,1.167454954954955
H8_full_age,H8,offer,friend:0-4,high_probability,111,0.8746246246246245,0.5524574574574576,0.5548048048048047,0.506006006006006,0.5975975975975977
H8_full_age,H8,offer,friend:0-4,investment,111,3.498498498498498,2.2098298298298302,2.2192192192192186,2.024024024024024,2.3903903903903907
H8_full_age,H8,offer,friend:0-8,high_probability,111,0.8603603603603603,0.526554054054054,0.5262762762762763,0.4778340840840841,0.5754692192192191
H8_full_age,H8,offer,friend:0-8,investment,111,6.882882882882883,4.212432432432432,4.21021021021021,3.822672672672673,4.603753753753753
H8_full_age,H8,offer,friend:2-4,high_probability,111,0.7897897897897899,0.5186961961961962,0.5191441441441442,0.46996996996997004,0.5657094594594595
H8_full_age,H8,offer,friend:2-4,investment,111,3.5795795795795793,3.0373923923923924,3.038288288288288,2.93993993993994,3.1314189189189188
H8_full_age,H8,offer,friend:2-8,high_probability,111,0.7037859287859289,0.5344358644358644,0.5332475332475333,0.4992130523380523,0.5675544294294294
H8_full_age,H8,offer,friend:2-8,investment,111,6.222715572715573,5.206615186615186,5.199485199485199,4.9952783140283135,5.405326576576576
H8_full_age,H8,offer,friend:4-8,high_probability,111,0.6373873873873874,0.5286461461461461,0.5292792792792793,0.48008633633633635,0.5717154654654654
H8_full_age,H8,offer,friend:4-8,investment,111,6.54954954954955,6.114584584584585,6.117117117117116,5.920345345345345,6.286861861861861
H8_full_age,H8,time,friend:1,high_probability,111,0.852230802230802,0.4176260546260547,0.41869905619905634,0.36944685757185763,0.46508740883740884
H8_full_age,H8,time,friend:1,investment,111,5.74075504075504,3.518452523952524,3.523519948519949,3.272148755898756,3.7565020377520377
H8_full_age,H8,time,friend:2,high_probability,111,0.795145145145145,0.5252343653176986,0.5252288002288003,0.48416666666666663,0.5646391927641926
