parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.68909,0.00432557,0.285132,0.27514,-3.19233,-2.66467,-2.26682,4429.37,9793.73,0.687473,1.0006,H5_full_age_bounded,111,0,diag_e,4,3000,8000,0.99,0,0.7081280895575357,True
mu[2],-1.43681,0.00179849,0.144103,0.142268,-1.67785,-1.43478,-1.20143,6418.28,15379.4,0.996166,1.0004,H5_full_age_bounded,111,0,diag_e,4,3000,8000,0.99,0,0.7081280895575357,True
mu[3],0.569142,0.00466608,0.413489,0.40799,-0.0732901,0.545753,1.28477,7892.22,14862.1,1.22493,1.00031,H5_full_age_bounded,111,0,diag_e,4,3000,8000,0.99,0,0.7081280895575357,True
tau[1],1.14651,0.00348787,0.283089,0.274876,0.689878,1.1427,1.61568,6571.28,9368.91,1.01991,1.00055,H5_full_age_bounded,111,0,diag_e,4,3000,8000,0.99,0,0.7081280895575357,True
tau[2],1.33304,0.00130542,0.10926,0.107517,1.16186,1.32791,1.52068,7009.26,13308.9,1.08789,1.00055,H5_full_age_bounded,111,0,diag_e,4,3000,8000,0.99,0,0.7081280895575357,True
tau[3],2.90164,0.00262875,0.315699,0.311592,2.41513,2.88197,3.45231,14299.1,20213.1,2.21933,1.00011,H5_full_age_bounded,111,0,diag_e,4,3000,8000,0.99,0,0.7081280895575357,True
"beta[1,1]",-0.0798441,0.00150232,0.205567,0.20163,-0.426688,-0.0723097,0.246001,18862.1,21270.0,2.92754,1.00007,H5_full_age_bounded,111,0,diag_e,4,3000,8000,0.99,0,0.7081280895575357,True
"beta[2,1]",-0.127968,0.00124203,0.126632,0.124348,-0.337078,-0.129124,0.0803862,10378.9,16494.7,1.61088,1.00021,H5_full_age_bounded,111,0,diag_e,4,3000,8000,0.99,0,0.7081280895575357,True
"beta[3,1]",0.213357,0.00292608,0.29736,0.297289,-0.274273,0.212362,0.702742,10317.4,18280.3,1.60133,1.00026,H5_full_age_bounded,111,0,diag_e,4,3000,8000,0.99,0,0.7081280895575357,True
"natural[1,1]",0.0808318,0.000592617,0.0789476,0.0530955,0.00653684,0.0549694,0.245384,16830.6,22271.8,2.61224,1.00012,H5_full_age_bounded,111,0,diag_e,4,3000,8000,0.99,0,0.7081280895575357,True
