parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.67477,0.00389672,0.283306,0.27172,-3.1745,-2.65303,-2.24707,5403.24,10331.3,0.749906,1.00064,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
mu[2],-1.4252,0.00130807,0.136308,0.136283,-1.65265,-1.42311,-1.20441,10870.7,16331.0,1.50872,1.00029,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
mu[3],5.54753,0.00549122,0.622523,0.61591,4.5475,5.53336,6.59478,12867.6,18652.5,1.78587,1.00015,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
tau[1],1.15182,0.0035545,0.284525,0.277868,0.693731,1.14565,1.63141,6339.41,9928.99,0.879836,1.00054,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
tau[2],1.28761,0.00106501,0.100433,0.100128,1.13163,1.28316,1.46074,8910.51,16769.9,1.23667,1.00121,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
tau[3],5.01248,0.00288858,0.424044,0.424623,4.33605,4.99868,5.73,21524.5,23584.0,2.98735,1.00009,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
"beta[1,1]",-0.0804258,0.00153194,0.207096,0.201392,-0.430782,-0.0723816,0.245329,18416.8,20812.8,2.55604,1.00005,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
"beta[2,1]",-0.114931,0.00110568,0.119167,0.118366,-0.30891,-0.115013,0.0833451,11624.8,17079.5,1.61339,1.00013,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
"beta[3,1]",0.265012,0.00275711,0.391051,0.390343,-0.376567,0.263597,0.905308,20203.5,23333.6,2.80401,1.00006,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
"natural[1,1]",0.0790499,0.000616482,0.0771389,0.0524631,0.00623053,0.0536475,0.242249,15854.6,23222.4,2.20044,1.00035,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
"natural[1,2]",0.620236,0.00143495,0.286546,0.287617,0.214038,0.58611,1.14023,36329.8,22546.8,5.04215,0.99995,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
"natural[1,3]",6.98951,0.0172249,2.93713,2.88591,2.89243,6.60235,12.4225,34709.7,21401.9,4.81729,0.999997,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
"natural[2,1]",0.193968,0.00105583,0.148535,0.130932,0.0246818,0.153678,0.492323,17053.4,13967.3,2.36681,1.00014,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
"natural[2,2]",0.175636,0.000663431,0.126661,0.0949083,0.0417741,0.141627,0.428202,29792.7,18684.5,4.13488,1.00005,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
"natural[2,3]",7.66788,0.0232903,3.73302,3.8011,2.477,7.16546,14.5498,30584.9,19282.4,4.24483,1.00004,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
"natural[3,1]",0.144604,0.000923788,0.12267,0.0872698,0.0199389,0.111376,0.385703,13270.9,16559.4,1.84184,1.00032,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
"natural[3,2]",0.0812287,0.000380393,0.0689696,0.0421853,0.0173869,0.0593006,0.221933,28084.5,23487.0,3.8978,0.999979,H5_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.6796057668668775,True
