run,model,participant_id,parameter,age,mean,median,ci_low,ci_high
H5_full_age_bounded,H5,sub-10317,alpha,63,0.08083176270741461,0.0549693728,0.00398053180515,0.3001260503474999
H5_full_age_bounded,H5,sub-10317,kappa,63,0.605112312281505,0.5701225448,0.1724673954975,1.2438921758749986
H5_full_age_bounded,H5,sub-10317,theta,63,6.919132968109303,7.2668247479999994,2.429036916925,9.8980539899
H5_full_age_bounded,H5,sub-10317,friend_value_probability_effect,63,0.6343319053237658,0.6391346717029699,0.4581599318083887,0.7820364334167564
H5_full_age_bounded,H5,sub-10317,canonical_friend_logit,63,11.818896925250675,10.62485832156976,3.787386941388398,26.424886517956423
H5_full_age_bounded,H5,sub-10369,alpha,32,0.19533387668311988,0.1555820282,0.01608897926225,0.5603401541574999
H5_full_age_bounded,H5,sub-10369,kappa,32,0.16967425173120787,0.13639047254999997,0.0358955872805,0.4999525786399995
H5_full_age_bounded,H5,sub-10369,theta,32,7.340784755315463,8.200928041000001,1.9357331524,9.980096520975
H5_full_age_bounded,H5,sub-10369,friend_value_probability_effect,32,0.38502620161775547,0.39439615869952654,0.15798729813408743,0.5633513392888666
H5_full_age_bounded,H5,sub-10369,canonical_friend_logit,32,3.1218356905680347,2.891199373519906,0.8672089880488703,6.78959627755328
H5_full_age_bounded,H5,sub-10402,alpha,36,0.14437910680256005,0.11006492785,0.011641862071750001,0.4828594711224997
H5_full_age_bounded,H5,sub-10402,kappa,36,0.07689645435225403,0.05418936888,0.01434693781025,0.27846734149249985
H5_full_age_bounded,H5,sub-10402,theta,36,7.413568358110711,8.910811708,1.2836599541,9.995057587975001
H5_full_age_bounded,H5,sub-10402,friend_value_probability_effect,36,0.21140140936137833,0.21218977852767462,0.0651546258416951,0.3542083064885941
H5_full_age_bounded,H5,sub-10402,canonical_friend_logit,36,1.2481373773030662,1.2084068239445631,0.3446979411489872,2.383578288941242
H5_full_age_bounded,H5,sub-10418,alpha,68,0.03927413447175231,0.029882197819999998,0.002836303107375,0.13064828140249996
H5_full_age_bounded,H5,sub-10418,kappa,68,0.2698480481660672,0.25443600320000004,0.1145080591025,0.5107647304274999
H5_full_age_bounded,H5,sub-10418,theta,68,8.631981279837314,9.0847928,5.0075922585,9.9720731671
H5_full_age_bounded,H5,sub-10418,friend_value_probability_effect,68,0.5283428720810709,0.5331009867141167,0.40052502794304523,0.6302290577042742
H5_full_age_bounded,H5,sub-10418,canonical_friend_logit,68,6.8409445974678444,6.459830343208927,3.040671078035236,12.816005370829243
H5_full_age_bounded,H5,sub-10462,alpha,62,0.08750257063023086,0.053861778250000006,0.0046305301344750005,0.3883707949374997
H5_full_age_bounded,H5,sub-10462,kappa,62,0.495604647845861,0.45286075189999997,0.0165158151825,1.3054319695999999
H5_full_age_bounded,H5,sub-10462,theta,62,2.3319458268113777,0.96963400995,0.14203633227,9.97381281695
H5_full_age_bounded,H5,sub-10462,friend_value_probability_effect,62,0.23860935250767096,0.22752214017318706,0.025938242154173757,0.5151733783543272
H5_full_age_bounded,H5,sub-10462,canonical_friend_logit,62,1.4074797056234838,1.290289830812768,0.1448127927395847,3.357770559362497
H5_full_age_bounded,H5,sub-10478,alpha,28,0.09300743065245737,0.074932578685,0.00800814118885,0.28071923342499994
H5_full_age_bounded,H5,sub-10478,kappa,28,0.2044322376182781,0.18698915975,0.0842479744125,0.42819973534749955
H5_full_age_bounded,H5,sub-10478,theta,28,8.204244588803343,8.7891200405,3.86231216345,9.972187258875
H5_full_age_bounded,H5,sub-10478,friend_value_probability_effect,28,0.4732496339048021,0.47859425784890697,0.3366457221637391,0.5830609230018775
H5_full_age_bounded,H5,sub-10478,canonical_friend_logit,28,4.747301610055974,4.5461645011257605,2.24412998258326,8.374665418289634
H5_full_age_bounded,H5,sub-10486,alpha,42,0.08527876611713527,0.06174782729,0.005816336589374999,0.3043119365299997
H5_full_age_bounded,H5,sub-10486,kappa,42,0.14231456836205,0.1321284652,0.04429175774075,0.2972151710474998
H5_full_age_bounded,H5,sub-10486,theta,42,8.919497619414122,9.384887198000001,5.447979836275,9.986584549075
H5_full_age_bounded,H5,sub-10486,friend_value_probability_effect,42,0.41410347952396037,0.42528270268676116,0.20981929222199527,0.553778568479537
H5_full_age_bounded,H5,sub-10486,canonical_friend_logit,42,3.737904527264598,3.4888891082361972,1.201066880565175,7.616019683067886
H5_full_age_bounded,H5,sub-10529,alpha,68,0.09072362821294593,0.06711615175499999,0.0060656745825000006,0.3169583926324998
H5_full_age_bounded,H5,sub-10529,kappa,68,0.07707967748573362,0.06500601023,0.020138588105,0.2169371686124997
H5_full_age_bounded,H5,sub-10529,theta,68,8.198287997231839,9.266273469,2.482157796325,9.9939113789
