model,parameter,iteration,n,pearson,spearman,rmse,bias,boundary_rate
M3,kappa,48,103,0.7604626745897398,0.9032521172527406,3.4192618181777035,0.5985654318640565,0.05825242718446602
M3,kappa,49,103,0.8496224818046543,0.9411966641522372,2.679850216711991,0.5945841713333367,0.05825242718446602
M3,phi,0,103,0.5759573620442796,0.7695229377447318,1.2161851055824293,0.16681303903278907,0.08737864077669903
M3,phi,1,103,0.5434840245024415,0.7579248631688186,1.159500334705518,0.016326974922697527,0.06796116504854369
M3,phi,2,103,0.6024064051189136,0.774297029920516,1.1349627762005565,0.056772172537371046,0.10679611650485436
M3,phi,3,103,0.6736490016959122,0.7997682009453945,1.026245480709844,0.12407193829766183,0.0970873786407767
M3,phi,4,103,0.5631598100889096,0.757620958376601,1.2062991061340667,0.05116019352932818,0.1262135922330097
M3,phi,5,103,0.73700718637048,0.8610229295055999,0.8958985596000725,0.01635252464068322,0.06796116504854369
M3,phi,6,103,0.5683933901043233,0.712471813587354,1.1312248528484976,-0.1329727739926612,0.0970873786407767
M3,phi,7,103,0.5716276050157715,0.7704300387383818,1.1810624082919081,0.13470716404392838,0.07766990291262135
M3,phi,8,103,0.5057261593673907,0.6942251811325522,1.252479501752346,0.06392667753416845,0.10679611650485436
M3,phi,9,103,0.5044605223104317,0.6840875312886521,1.2262973821439735,0.028994616524223693,0.05825242718446602
M3,phi,10,103,0.5435820189586058,0.7303673585817608,1.194374154474767,0.00729018631997634,0.1262135922330097
M3,phi,11,103,0.6333336455347083,0.7493415144639592,1.1349525361659938,0.12850892305037231,0.0970873786407767
M3,phi,12,103,0.699254218947578,0.7833765465938941,0.9154756958562494,-0.013597265784012809,0.04854368932038835
M3,phi,13,103,0.6693380887370203,0.8014983966623014,1.0353353825035652,0.08828518581781664,0.08737864077669903
M3,phi,14,103,0.6477253621825829,0.808661048218141,1.0792453528333494,0.08230991836356674,0.0970873786407767
M3,phi,15,103,0.6029342230857012,0.7922719657650236,1.120436531996641,-0.026053243743326137,0.11650485436893204
M3,phi,16,103,0.6592746696546983,0.8119817519849,1.021716338055583,0.0673341986332755,0.10679611650485436
M3,phi,17,103,0.690362271819359,0.7949815076832385,1.0279477219686002,0.12285507825558702,0.07766990291262135
M3,phi,18,103,0.7914722572705994,0.8533070396410563,0.8492155750833127,0.12654466865596792,0.10679611650485436
M3,phi,19,103,0.7022470944086183,0.7597819101982859,1.028743278384633,0.11684675628618993,0.10679611650485436
M3,phi,20,103,0.5827696754020986,0.7504085175724151,1.1514316914085896,0.0973912979338455,0.08737864077669903
M3,phi,21,103,0.5473988278315322,0.7251752858851669,1.1896718809916769,0.013355573948478009,0.08737864077669903
M3,phi,22,103,0.531391354937176,0.736399873477377,1.3129627206282888,0.2197541878329479,0.11650485436893204
M3,phi,23,103,0.6509279722253576,0.8002081673400215,1.0442757232092141,0.05823679814046451,0.06796116504854369
M3,phi,24,103,0.5896673658211995,0.7926911357481143,1.146641079130417,0.09675431336358387,0.07766990291262135
M3,phi,25,103,0.630662642085859,0.7858790765123675,1.102510507049757,0.07745286168657763,0.10679611650485436
M3,phi,26,103,0.5195966501821079,0.7138620187558193,1.2207356967550895,0.13318612984038528,0.06796116504854369
M3,phi,27,103,0.5675174679949793,0.7865014899605836,1.1592814383097176,0.030687704699906945,0.07766990291262135
M3,phi,28,103,0.6886430546263196,0.8656860736604722,0.9610672900680732,0.05248139001683533,0.06796116504854369
M3,phi,29,103,0.5182816477792851,0.6790947031163015,1.2741469853231944,0.08498057419648783,0.08737864077669903
M3,phi,30,103,0.6123766308837126,0.7777079030405529,1.0636648583354373,0.0333432203273969,0.07766990291262135
M3,phi,31,103,0.7714961612197162,0.8687553906342539,0.8826929363818344,0.10424864422128438,0.08737864077669903
M3,phi,32,103,0.6899544596962108,0.8472071941694791,0.9277764890984834,-0.11042696289430244,0.08737864077669903
M3,phi,33,103,0.6951417380714675,0.7756919601807469,0.9211288588602843,-0.0314185855440683,0.038834951456310676
M3,phi,34,103,0.6126809674827104,0.7673002618337514,1.0795266533347847,-0.01245144293303846,0.0970873786407767
M3,phi,35,103,0.52133805730513,0.781792264719938,1.2414353242995635,0.0364729035375625,0.10679611650485436
M3,phi,36,103,0.5098850414751748,0.746737232091971,1.2143593674801412,-0.04362159592906689,0.0970873786407767
M3,phi,37,103,0.4911695882885292,0.7117822028437137,1.2640931958819763,0.1055554241030436,0.07766990291262135
M3,phi,38,103,0.5432208695536811,0.7802561510454914,1.2062928227731546,0.029143115469247954,0.11650485436893204
M3,phi,39,103,0.5521954670762836,0.7943934017821038,1.153984671399807,-0.011529137120281814,0.05825242718446602
M3,phi,40,103,0.5924439938711534,0.8188675132866606,1.0865689989261518,-0.06583283492872334,0.10679611650485436
M3,phi,41,103,0.523418912135048,0.7566795535357279,1.2732178350493366,0.16145682019555083,0.11650485436893204
M3,phi,42,103,0.7263751298160503,0.838525403539778,0.9122089790021035,-0.059279443333476796,0.0970873786407767
M3,phi,43,103,0.591480207698097,0.757933447352896,1.075455828954488,-0.022276419838428495,0.08737864077669903
M3,phi,44,103,0.5782998748875531,0.755719661295111,1.1028157812418617,-0.018297738120887898,0.06796116504854369
M3,phi,45,103,0.5914794261281118,0.7685338193992014,1.1823539761563253,0.11772870305079315,0.1262135922330097
M3,phi,46,103,0.724239334088222,0.8562283600778908,0.9415688219756725,0.11602517401041937,0.07766990291262135
M3,phi,47,103,0.6884779315169172,0.8127367060530968,0.988492243828509,-0.002247300963059566,0.0970873786407767
M3,phi,48,103,0.7010423430044253,0.7685586558552397,0.9736978638248551,0.022128276563520753,0.1262135922330097
M3,phi,49,103,0.6680658472953926,0.7994331196545985,1.0622113842670367,0.17231909702649953,0.10679611650485436
M4,alpha,0,103,0.47104457583178755,0.5993698008585778,0.17160303352524442,-0.0120767903133828,0.2912621359223301
M4,alpha,1,103,0.5488468723606459,0.6267357031297278,0.15446143597824472,-0.01828511073143702,0.2912621359223301
M4,alpha,2,103,0.743135824922632,0.6408327517455507,0.12641985846785347,-0.008111845575894899,0.39805825242718446
M4,alpha,3,103,0.9011780366082682,0.5770770887485995,0.08048847576807458,0.0013349283922664658,0.24271844660194175
M4,alpha,4,103,0.3953822374767473,0.6333056890862311,0.20885297461276275,0.01030006553399463,0.3300970873786408
M4,alpha,5,103,0.5030643731546524,0.6040096133292389,0.20590330189101214,0.03344936991940286,0.2621359223300971
M4,alpha,6,103,0.7845156838261786,0.6922120652408269,0.11800222054729231,0.012028574498073919,0.23300970873786409
M4,alpha,7,103,0.6693245249445233,0.6546638878614128,0.18334534256067542,0.0277588912478247,0.3106796116504854
M4,alpha,8,103,0.6735545039164355,0.5624271068501343,0.1433918720991851,0.007061722722399097,0.2621359223300971
M4,alpha,9,103,0.4396201027925185,0.611057961664313,0.21181157862181058,0.023694201251941965,0.27184466019417475
M4,alpha,10,103,0.46258333022083664,0.5713853469579132,0.1972053689205554,0.015918101706242412,0.2815533980582524
M4,alpha,11,103,0.3844934181650082,0.6413502427182853,0.19217932764553788,-0.010101677142058986,0.2815533980582524
M4,alpha,12,103,0.829521932912155,0.6403057904261785,0.11555975149708372,0.027017303539779717,0.27184466019417475
M4,alpha,13,103,0.7702104469640715,0.5529072925721922,0.1269532370558277,0.008808665803866819,0.2912621359223301
M4,alpha,14,103,0.6099178618517084,0.46219853769076885,0.16646225749822668,0.01537494823373341,0.18446601941747573
M4,alpha,15,103,0.4641589366821669,0.5628906758776278,0.18334030509907756,-0.0002140325488139282,0.2524271844660194
M4,alpha,16,103,0.616851082767534,0.6426009540508838,0.1686414492839963,0.014982715249576097,0.2815533980582524
M4,alpha,17,103,0.41407051993886157,0.4091880796861813,0.17944518268742835,-0.01800718717457061,0.3300970873786408
M4,alpha,18,103,0.7059043943863408,0.6184408040974927,0.14333150934402586,0.010524296007694677,0.3106796116504854
M4,alpha,19,103,0.4662031324907494,0.4634126342131788,0.1967672386164327,0.004671922827370555,0.3300970873786408
M4,alpha,20,103,0.6909415509203631,0.5597113359305235,0.16616898987926207,0.03430687660360242,0.2815533980582524
M4,alpha,21,103,0.875202532838028,0.732686818819961,0.09075963856311765,0.0013596782193436485,0.3106796116504854
M4,alpha,22,103,0.43993525711465,0.5353222470824583,0.1954364684161724,0.0057183443752052195,0.30097087378640774
M4,alpha,23,103,0.5893025282856046,0.5769179563777799,0.16477036390517094,0.010273617779162015,0.2524271844660194
M4,alpha,24,103,0.48440279033035594,0.64728349272396,0.19313419969047702,0.010835966532137994,0.2815533980582524
M4,alpha,25,103,0.6440329300540387,0.6072336389506348,0.15781238439309322,0.020997084427539683,0.20388349514563106
M4,alpha,26,103,0.6494343109652991,0.6243630550038278,0.14081264032668755,-0.010606908256242813,0.27184466019417475
M4,alpha,27,103,0.7270898043687872,0.6115805420734902,0.12850800528430417,0.004573930026970293,0.2815533980582524
M4,alpha,28,103,0.8166834845468024,0.652610011386353,0.10640145240641402,-0.011111702259893538,0.3106796116504854
M4,alpha,29,103,0.5565956262281547,0.7606868131053841,0.17315015740786738,-0.0033830356301121703,0.3592233009708738
M4,alpha,30,103,0.7715006008458027,0.6894269329402029,0.12252100976471543,0.0158706980874038,0.23300970873786409
M4,alpha,31,103,0.6299667147931389,0.6679027685732744,0.18718594880035605,0.04019990771457262,0.24271844660194175
M4,alpha,32,103,0.8338265136108484,0.5815653576146466,0.1066342560226608,0.01002421913840362,0.3300970873786408
M4,alpha,33,103,0.593178989323661,0.6103889827244948,0.15086987185394407,-0.00196351126841614,0.2815533980582524
M4,alpha,34,103,0.6234788804675381,0.4430888884947349,0.1803183963575853,0.021330586027017907,0.2912621359223301
M4,alpha,35,103,0.6322712377602665,0.6107756848140732,0.1539552612021875,0.008760853783053435,0.21359223300970873
M4,alpha,36,103,0.8709290188070726,0.6988120035489676,0.0931826900697331,-0.013452742232012501,0.2621359223300971
M4,alpha,37,103,0.8117452221073382,0.7456503936803732,0.1073489085743864,-0.007021570167431136,0.21359223300970873
M4,alpha,38,103,0.4014404903732164,0.6553735001295663,0.19366900606240794,0.012619575833486935,0.24271844660194175
M4,alpha,39,103,0.7707861611459178,0.6108351115802797,0.11799010877259268,-0.013669466408688054,0.2912621359223301
M4,alpha,40,103,0.5242855416312481,0.7596020754162197,0.17054851119785927,0.004174498006812187,0.3300970873786408
M4,alpha,41,103,0.742890864585318,0.6685541513718122,0.13601455055065403,0.022012542330282315,0.20388349514563106
M4,alpha,42,103,0.5550681076094313,0.6679125507222886,0.18949452962876462,0.021119558624839326,0.2912621359223301
M4,alpha,43,103,0.4566117409235611,0.5378979758405323,0.16529758977725106,-0.012034286253097147,0.23300970873786409
M4,alpha,44,103,0.8588525526627777,0.6456869858804362,0.10358909784324086,0.02057321009770516,0.2912621359223301
M4,alpha,45,103,0.6193713937501567,0.624820310674437,0.14997544631055956,-0.005267877362265397,0.2621359223300971
M4,alpha,46,103,0.523180620352222,0.680144658626033,0.18412088603771948,0.014315788244743693,0.2815533980582524
M4,alpha,47,103,0.5761732794880888,0.6139049547767448,0.17518601198747513,0.004255841269305773,0.32038834951456313
M4,alpha,48,103,0.6891536800407161,0.6280500826787003,0.1427094763456571,0.010524421855644272,0.2815533980582524
M4,alpha,49,103,0.49083725116738935,0.5862088668249829,0.20375874939630984,0.025034571486339613,0.2815533980582524
M4,kappa,0,103,0.8647711562361268,0.8520881485175851,3.322890800904087,0.5991752807009119,0.11650485436893204
M4,kappa,1,103,0.8531562181688535,0.8051243198163391,3.315196294751818,0.38123060608325143,0.06796116504854369
M4,kappa,2,103,0.8290620773804881,0.850652978856777,3.742892320397226,0.7389070858281848,0.11650485436893204
M4,kappa,3,103,0.8056328170260726,0.8315241858555332,4.219980018157704,0.9962261017940348,0.14563106796116504
M4,kappa,4,103,0.8790702656034712,0.8077518953961104,2.9240880889901586,0.29086617566188766,0.07766990291262135
M4,kappa,5,103,0.822364983653649,0.7979195656432473,3.714353243991324,0.6139888010003751,0.0970873786407767
M4,kappa,6,103,0.8344900917500968,0.8152153609493462,3.523930743597332,0.4669640228874419,0.07766990291262135
M4,kappa,7,103,0.7919311460029486,0.7862181632669497,4.130545460814642,0.7728645186963597,0.11650485436893204
M4,kappa,8,103,0.8186975441214186,0.8717849272196212,3.8917659318579028,0.6785389908372081,0.10679611650485436
M4,kappa,9,103,0.8114564325046683,0.8073372859562588,3.80585134728147,0.5156385465876563,0.08737864077669903
M4,kappa,10,103,0.7968256796876497,0.7609121041237512,4.142152712732633,0.7469933524844777,0.13592233009708737
M4,kappa,11,103,0.8844114549712155,0.8312875723339808,2.9442352999535317,0.491130430036248,0.0970873786407767
M4,kappa,12,103,0.7648562757246871,0.8779513743182853,4.052228104893584,-0.04186008839415144,0.06796116504854369
M4,kappa,13,103,0.7692289795979977,0.8350829373192119,4.3087592997251365,0.6560194773217234,0.11650485436893204
M4,kappa,14,103,0.8559200601833781,0.8530426333542597,3.602061493766337,0.8236593604750736,0.13592233009708737
M4,kappa,15,103,0.8202565699940149,0.7584803114983215,4.005658180848638,1.0657384764268991,0.10679611650485436
M4,kappa,16,103,0.8214728647158822,0.795066886336151,3.7361742174720205,0.4562677952441561,0.10679611650485436
M4,kappa,17,103,0.829859526229895,0.8718640497139937,3.6465883907980206,0.6504551570840782,0.08737864077669903
M4,kappa,18,103,0.8178985481604704,0.865497554286697,3.731831668906897,0.3345593526821627,0.10679611650485436
M4,kappa,19,103,0.7518744387743912,0.8014242532553977,4.438890856784262,0.7736586857897926,0.1262135922330097
M4,kappa,20,103,0.8577175758670851,0.8617712965519744,3.3630013613009253,0.4357004910442499,0.10679611650485436
M4,kappa,21,103,0.7783369559410869,0.8166165273064273,4.128855179923891,0.5926207854594218,0.10679611650485436
M4,kappa,22,103,0.8651197041812316,0.8525004199766352,3.283363637110788,0.5749634919301543,0.11650485436893204
M4,kappa,23,103,0.8429418609803236,0.8583583082728258,3.5006558041253726,0.527844296719783,0.10679611650485436
M4,kappa,24,103,0.8545367146224944,0.8121904041954701,3.334676139838018,0.4956011135409349,0.0970873786407767
M4,kappa,25,103,0.8203321247967675,0.8179650587847489,3.7399965913976034,0.6184394629309902,0.07766990291262135
M4,kappa,26,103,0.8368434532516631,0.8155295036642615,3.5511544956996155,0.6050450369098412,0.08737864077669903
M4,kappa,27,103,0.863177611862468,0.8490510821025825,3.3541575862907025,0.5844223082576712,0.11650485436893204
M4,kappa,28,103,0.7590204733663513,0.7649724407439,4.371869700138356,0.591275019570348,0.11650485436893204
M4,kappa,29,103,0.8483752733253611,0.8484387822482622,3.6590859178754584,0.9339542583403952,0.1262135922330097
M4,kappa,30,103,0.9647400011675994,0.8735322579029732,1.7786782015782499,0.49068572799602267,0.1262135922330097
M4,kappa,31,103,0.7989477206750288,0.825669793421653,4.138488036729872,0.9194870094418455,0.11650485436893204
M4,kappa,32,103,0.7750667825998934,0.8371995953076968,4.007688993168224,0.10994686718818693,0.08737864077669903
M4,kappa,33,103,0.9218031732189043,0.8329152665750267,2.4378048315957974,0.32264506513109237,0.0970873786407767
M4,kappa,34,103,0.7853920212156081,0.8117937307060518,4.344653237165168,0.8727378336789848,0.1262135922330097
M4,kappa,35,103,0.8914989817222609,0.8737818235626862,2.855209185063913,0.4646858215439741,0.07766990291262135
M4,kappa,36,103,0.7150638442159143,0.8159209457072857,4.933910051465753,0.8943604160244883,0.13592233009708737
M4,kappa,37,103,0.7993350973942135,0.8418888050254617,3.9404674174175773,0.7363055331369271,0.0970873786407767
M4,kappa,38,103,0.8838628314096513,0.8337093120778362,3.179280271630193,0.7328237201310931,0.0970873786407767
M4,kappa,39,103,0.8471467172841772,0.8014447224878677,3.516527069282738,0.7434301874142653,0.11650485436893204
M4,kappa,40,103,0.8543499999165267,0.8462778815514779,3.329741339736887,0.538600266362099,0.07766990291262135
M4,kappa,41,103,0.8691008178236047,0.834353472723696,3.1764411312266922,0.4087784064468219,0.08737864077669903
M4,kappa,42,103,0.866673412257467,0.8796190119548525,3.5334601343310834,1.021807096169728,0.13592233009708737
M4,kappa,43,103,0.7088974989889565,0.7362601639740096,4.846605450450277,0.943414785909214,0.11650485436893204
M4,kappa,44,103,0.7869534638069432,0.8402106636709761,4.294639755468129,0.9071291312877282,0.11650485436893204
M4,kappa,45,103,0.8156522982860995,0.8313093798355907,4.25295952908467,1.2378659875704747,0.1553398058252427
M4,kappa,46,103,0.7984602581160639,0.8164298928142764,4.043921602544436,0.6976445957043588,0.0970873786407767
M4,kappa,47,103,0.8182933140634038,0.791415532127375,3.8435342526182814,0.6851020182720013,0.11650485436893204
M4,kappa,48,103,0.8474007488756246,0.7833102752424496,3.5089671165610414,0.5943915223201908,0.11650485436893204
M4,kappa,49,103,0.8719741089014003,0.8667011685107444,3.220994046347086,0.4485376064706031,0.10679611650485436
M4,theta,0,103,0.6781739217770777,0.8846463864177182,1.4190431428193984,-0.29967384389922025,0.1553398058252427
M4,theta,1,103,0.6807891602433757,0.8745713056256966,1.438350872892913,-0.15956620428142174,0.20388349514563106
M4,theta,2,103,0.8226877230704293,0.9009378848174993,1.0757961197607444,-0.18984431454687073,0.20388349514563106
M4,theta,3,103,0.7585392261532427,0.8836411433121877,1.2690789993845202,-0.3230274889248995,0.21359223300970873
M4,theta,4,103,0.7881477356546418,0.8786131661512105,1.1887781561570165,-0.3155296925278526,0.21359223300970873
M4,theta,5,103,0.7553731634137544,0.8870121161330037,1.264297727595622,-0.3300058949351433,0.17475728155339806
M4,theta,6,103,0.7390373660560796,0.8643981359116661,1.279775704831823,-0.2501377761908919,0.1262135922330097
M4,theta,7,103,0.7021959927548732,0.8542320457119067,1.4085032256007568,-0.21023500942999546,0.2621359223300971
M4,theta,8,103,0.8622634522930726,0.8906261295127169,0.9577106482005173,-0.1615951749140009,0.24271844660194175
M4,theta,9,103,0.7362383065243575,0.8915619893431835,1.3101352379584945,-0.14101063883374607,0.18446601941747573
M4,theta,10,103,0.6396208835817565,0.840449677900212,1.5216935494359218,-0.35157158958822754,0.21359223300970873
M4,theta,11,103,0.6841047643775213,0.8790822966630578,1.4381356305507758,-0.4873715515619163,0.1262135922330097
M4,theta,12,103,0.8596357645606865,0.8839615053931753,0.9647473001940313,-0.1463234195305421,0.22330097087378642
M4,theta,13,103,0.679611784363424,0.8584973769030335,1.4627694766623534,-0.01465776020305559,0.2621359223300971
M4,theta,14,103,0.7146013552866117,0.8678102454352625,1.3352142662363353,-0.21122699878750384,0.18446601941747573
M4,theta,15,103,0.6973577907073951,0.8410028338493586,1.381950626084918,-0.3068656106377187,0.14563106796116504
M4,theta,16,103,0.8325760536709448,0.8927515660953284,1.0422001988764271,-0.07390356448527478,0.17475728155339806
M4,theta,17,103,0.7920196345316781,0.9283056883508187,1.17221731164876,-0.05840669400880106,0.21359223300970873
M4,theta,18,103,0.778750642681076,0.9381049451462332,1.1975848735212957,-0.15945157876506028,0.17475728155339806
M4,theta,19,103,0.69821838587305,0.8485219411032017,1.398406182621402,-0.2512966525347034,0.23300970873786409
M4,theta,20,103,0.8160042053813825,0.9171353587483266,1.0932293909326112,-0.16506570647447125,0.1650485436893204
M4,theta,21,103,0.7535751117534267,0.9090878185238656,1.2648703503659995,-0.31388055304493073,0.1553398058252427
M4,theta,22,103,0.6826520149125389,0.8235206999167795,1.4267412793979226,-0.38847984780269995,0.18446601941747573
M4,theta,23,103,0.7738653758045319,0.8605299179101337,1.2115729599677005,-0.2718906153402205,0.1553398058252427
M4,theta,24,103,0.7408042852001708,0.8705444341439549,1.3088176296610607,-0.18898660280106735,0.23300970873786409
M4,theta,25,103,0.7259392356361545,0.8281352444831613,1.336821879533617,-0.30505375340744917,0.1941747572815534
M4,theta,26,103,0.7139301202638805,0.7664082730785649,1.3629429587794502,-0.2690998553755602,0.20388349514563106
M4,theta,27,103,0.7821453292414184,0.8586896397459906,1.1863018132050211,-0.24395848272829182,0.1650485436893204
M4,theta,28,103,0.7296113859520836,0.8312607859547603,1.357508259954399,-0.48247808780011847,0.14563106796116504
M4,theta,29,103,0.7264419441445719,0.8787121972556643,1.322349483482892,-0.3170942434843432,0.1262135922330097
M4,theta,30,103,0.7168715717952706,0.8044588130167613,1.3886806917100427,0.012590864683382311,0.2621359223300971
M4,theta,31,103,0.7334106700032206,0.9007852959672612,1.3063279233556206,-0.24080661411312843,0.1941747572815534
M4,theta,32,103,0.753374963173741,0.8516036866086593,1.2835242411812013,-0.06199309692092437,0.24271844660194175
M4,theta,33,103,0.6627092727817545,0.7824871989037459,1.4557791398045146,-0.17718752054212697,0.18446601941747573
M4,theta,34,103,0.7248668892690813,0.8909172866216704,1.3208626832397716,-0.17400008197564917,0.1941747572815534
M4,theta,35,103,0.7032676253493693,0.8519923682572652,1.380980707460575,-0.17856801582096818,0.18446601941747573
M4,theta,36,103,0.6222646423947702,0.8662571851811977,1.5489337095900255,-0.15259886276891793,0.20388349514563106
M4,theta,37,103,0.7895256019834973,0.8723844182919915,1.176799966931161,-0.2559990989946009,0.1650485436893204
M4,theta,38,103,0.7770104119438341,0.8928402289242754,1.1947745843367525,-0.1877861461753746,0.17475728155339806
M4,theta,39,103,0.6805193873790816,0.8922103948448112,1.418950913848982,-0.3441192845337898,0.13592233009708737
M4,theta,40,103,0.7751788476176709,0.8943423524999919,1.2115722824157407,-0.14888046942923416,0.21359223300970873
M4,theta,41,103,0.7714156750086738,0.8740321403111881,1.2190191521346325,-0.23172852857053483,0.1941747572815534
M4,theta,42,103,0.7975990387655474,0.9127223032915092,1.1472314428306523,-0.1478399654906981,0.17475728155339806
M4,theta,43,103,0.7101556451427108,0.8904098376153723,1.3654517126101922,-0.3104292093109864,0.20388349514563106
M4,theta,44,103,0.6915096388041561,0.7962867670372209,1.4071217951659005,-0.16725735920076734,0.22330097087378642
M4,theta,45,103,0.6911647996394337,0.8729776704135684,1.4099895393335828,-0.19761206912386725,0.1650485436893204
M4,theta,46,103,0.7522880149861522,0.8566017638848056,1.286839408553568,-0.1630470219440664,0.22330097087378642
M4,theta,47,103,0.7058048098254357,0.8199110592977525,1.3713615161666426,-0.3415878256441096,0.1553398058252427
M4,theta,48,103,0.624130467014879,0.722014789455496,1.5899603589583204,-0.06074463340340086,0.2524271844660194
M4,theta,49,103,0.8294209414923066,0.8921843789848571,1.075258952747983,-0.29699006936232625,0.20388349514563106
M5,alpha,0,111,0.5401234515674377,0.40124634259858155,0.2022317363173686,0.01775976179988389,0.2972972972972973
M5,alpha,1,111,0.5513193324556558,0.5913624075126421,0.20658205700604973,0.036139935394746164,0.25225225225225223
M5,alpha,2,111,0.6381169629009874,0.5790472021187336,0.18432062902482632,0.03737838237655394,0.26126126126126126
M5,alpha,3,111,0.7284526142832796,0.6602195045738994,0.16396219960374925,0.037560328224906764,0.2702702702702703
M5,alpha,4,111,0.6072770173055511,0.5291562163016574,0.20471759550194035,0.015578895555460878,0.43243243243243246
M5,alpha,5,111,0.48206261524883576,0.4114795189527201,0.2334521793670055,0.052956083714290614,0.21621621621621623
M5,alpha,6,111,0.5160733078702123,0.5467759411635014,0.20816528177480945,0.026755795910550467,0.2072072072072072
M5,alpha,7,111,0.5419018715018592,0.4592916799021696,0.20878591020657358,0.030888159802973703,0.2702702702702703
M5,alpha,8,111,0.6404592113854224,0.4623519023253686,0.1987591987365074,0.04355619284911135,0.27927927927927926
M5,alpha,9,111,0.5718486909695921,0.5231802116853174,0.1922279842857886,6.979977454443186e-05,0.35135135135135137
M5,alpha,10,111,0.6259860377636486,0.6152571409340895,0.17382963570944773,0.002807676602212367,0.3153153153153153
M5,alpha,11,111,0.7875981006979074,0.5369413237586056,0.14614145221599614,0.025159927742594356,0.2972972972972973
M5,alpha,12,111,0.7460942071689127,0.6446854702791939,0.15725909841493468,0.037431129719015674,0.2882882882882883
M5,alpha,13,111,0.6011069341259683,0.5049296782216915,0.18684559298479206,0.009650593231482013,0.3333333333333333
M5,alpha,14,111,0.7267532888573096,0.5144291189998099,0.15371191910512022,0.022929404206331588,0.25225225225225223
M5,alpha,15,111,0.620379270842215,0.5419090383410976,0.16849008008457292,-0.0005962651905295422,0.25225225225225223
M5,alpha,16,111,0.6484990901126212,0.5939018346670717,0.1655140803730113,-0.007541663235098373,0.3153153153153153
M5,alpha,17,111,0.6257236900364734,0.5176877890996741,0.19250521608135684,0.02395781214669357,0.2972972972972973
M5,alpha,18,111,0.5463728239884911,0.5379013465842923,0.19744159896117935,0.014490624442783335,0.26126126126126126
M5,alpha,19,111,0.5716761262930625,0.422190494236136,0.22183584674704618,0.05037805975784445,0.36036036036036034
M5,alpha,20,111,0.7459748854903301,0.6596186915092109,0.15651507106574336,0.00918320029359617,0.2882882882882883
M5,alpha,21,111,0.6381096435736124,0.5493227189116975,0.1909434069152222,0.036509059613917254,0.26126126126126126
M5,alpha,22,111,0.42333151150271486,0.5469360196275802,0.22195216060986755,0.027021952166310405,0.26126126126126126
M5,alpha,23,111,0.6913267468200528,0.5225160950444481,0.19527376213894793,0.05330671081628553,0.2702702702702703
M5,alpha,24,111,0.509471527906387,0.5069181584160108,0.21819284207890433,0.03188990187175128,0.26126126126126126
M5,alpha,25,111,0.5138579300042068,0.5611534549329258,0.23766130085084397,0.05125878244991079,0.27927927927927926
M5,alpha,26,111,0.47151056010055536,0.417795198107167,0.20822090969263246,0.010799524673824197,0.32432432432432434
M5,alpha,27,111,0.48930133534075626,0.4606786589634725,0.20446774241612425,0.009013580266838609,0.26126126126126126
M5,alpha,28,111,0.5989140498309669,0.6261580533926181,0.17838602741702173,-0.0008170111835782894,0.3063063063063063
M5,alpha,29,111,0.7334803442739348,0.5817294940862481,0.17790369970648703,0.053036425857753346,0.22522522522522523
M5,alpha,30,111,0.556189345324009,0.5831665809488484,0.18913478806486933,0.006492114497565718,0.26126126126126126
M5,alpha,31,111,0.6678105112133446,0.4964307389851204,0.1643510338217563,0.013437170064354022,0.24324324324324326
M5,alpha,32,111,0.7175785778468564,0.6004288592098017,0.16663718966689453,0.02102911629815073,0.3063063063063063
M5,alpha,33,111,0.6060708120854655,0.555615841198082,0.19569283102043308,0.032028550909447506,0.27927927927927926
M5,alpha,34,111,0.4574420255011518,0.5443580809434468,0.20509041677057213,0.007979908104577662,0.2702702702702703
M5,alpha,35,111,0.5700927581350267,0.5621734055975497,0.19268120504114683,0.008792723569500067,0.3153153153153153
M5,alpha,36,111,0.8005509019044502,0.6667306949241479,0.13493857456400601,0.025418392955983988,0.27927927927927926
M5,alpha,37,111,0.7746537167913159,0.6492686066505307,0.13484853517893056,0.01652627920880798,0.3153153153153153
M5,alpha,38,111,0.7256523798983335,0.6280900556417984,0.1412809432134195,-0.01621131764682158,0.2972972972972973
M5,alpha,39,111,0.580172265220411,0.5066037038816751,0.19197023317001477,0.012043434772840577,0.26126126126126126
M5,alpha,40,111,0.4254176272889551,0.4953522068113091,0.22398235371325517,0.017663317990665024,0.3063063063063063
M5,alpha,41,111,0.5383086758132447,0.6005887011863638,0.20273994567687362,0.00494874824296906,0.36036036036036034
M5,alpha,42,111,0.660323540284761,0.5457567734996014,0.16692933718718828,0.010919821808035957,0.2972972972972973
M5,alpha,43,111,0.6523993876235772,0.5596976761068847,0.1811836181160884,0.018168922032451938,0.3153153153153153
M5,alpha,44,111,0.6744203105680708,0.6436162102706686,0.17488727183263234,0.02979891968823954,0.3153153153153153
M5,alpha,45,111,0.5051427857199402,0.4535341117091147,0.18803253207366855,-0.009055884371574998,0.2072072072072072
M5,alpha,46,111,0.4547573605830088,0.42828318366835394,0.22046406306800548,0.023213888950442813,0.26126126126126126
M5,alpha,47,111,0.42591545151486154,0.541798440964075,0.23193147247350157,0.03392125567103954,0.26126126126126126
M5,alpha,48,111,0.5231434961330568,0.6220345767618919,0.24918384704150226,0.044567079025910686,0.3153153153153153
