model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,heldout_n,heldout_log_loss,heldout_accuracy,heldout_brier,split,kappa,alpha,theta,theta_stranger,alpha_negative,phi
M3,27,3,-16.840865512050357,39.68173102410071,40.725209284970276,43.5692416221137,-0.06015993633999676,0.10013951264766585,True,100,100,30,phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10555,14,0.6043328075286044,0.7857142857142857,0.2024699135646343,chronological_65_percent,0.2596006736465885,0.8336741183623796,,,,0.0
M4,27,3,-14.281038462615307,34.56207692523061,35.605555186100176,38.4495875232436,0.0766196855027208,0.23691913449038338,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10555,14,0.3174565709246225,0.8571428571428571,0.0953376897506318,chronological_65_percent,0.45988841031884425,0.545288303255108,1.5605353918731593,,,
M0,38,0,-26.33959286127792,52.67918572255584,52.67918572255584,52.67918572255584,0.0,0.0,True,1,1,1,,exact,sub-10559,40,0.6931471805599453,0.025,0.25,run_1_to_2,,,,,,
M1,38,1,-16.185195764964316,34.37039152992863,34.48150264103975,36.00797768965502,0.347552718241578,0.38551837721234017,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10559,40,0.27899795172634584,0.975,0.06498563899675462,run_1_to_2,1.4535129475648187,,,,,
M2,38,2,-15.633549171702366,35.26709834340473,35.609955486261875,38.542270662857504,0.3305306857029818,0.40646200364450613,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10559,40,0.2777654768511238,0.975,0.06920909883659149,run_1_to_2,1.3002457987459464,0.08291646377871775,,,,
M5,38,3,-10.000017408597822,26.000034817195644,26.70591717013682,30.9127932963748,0.5064457724512034,0.62034274936349,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10559,40,1.1414951302219112,0.625,0.30100299886385484,run_1_to_2,2.8304284977276133,0.1506404581927128,0.949440874353105,,,
M6,38,3,-14.812007182217682,35.62401436443537,36.32989671737654,40.53677284361452,0.32375540973515654,0.4376523866474432,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10559,40,0.266105624514973,0.975,0.0708928151929999,run_1_to_2,2.2988241307045647,0.03833294666816491,0.2912130046415966,,,
M7,38,4,-9.895136316782464,27.79027263356493,29.00239384568614,34.34061727247047,0.4724619932447843,0.624324629127833,True,100,100,93,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10559,40,1.1602510312557324,0.625,0.3089139491118432,run_1_to_2,3.102168952924045,0.13972736719217083,0.9282824068409941,0.07713107330481708,,
M8,38,3,-13.56780875148421,33.135617502968415,33.84149985590959,38.048375982147576,0.3709922230483412,0.48488919996062774,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10559,40,0.20990849569048614,0.975,0.038201992249085784,run_1_to_2,0.6969149531532695,0.0,,,0.3352530523348664,
M3,38,3,-9.781326326829486,25.562652653658972,26.26853500660015,30.47541113283813,0.5147485234815671,0.6286455003938537,True,100,100,34,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10559,40,0.1548988672699701,0.95,0.03851488801415966,run_1_to_2,3.4869466605976833,0.11763439405174725,,,,1.1411794273305358
M4,38,3,-10.41946864573065,26.8389372914613,27.544819644402477,31.751695770640456,0.4905210298273542,0.6044180067396407,True,100,100,99,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10559,40,0.31611155897450277,0.925,0.09101345016878928,run_1_to_2,14.145039609200204,0.023273320650495345,0.8129517010800608,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10572,42,0.6931471805599452,0.42857142857142855,0.25,run_1_to_2,,,,,,
M1,41,1,-28.289779754679326,58.57955950935865,58.682123611922755,60.29313157606296,-0.030639512214776243,0.00454817170934485,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10572,42,0.6594406597774454,0.5714285714285714,0.23323112130994575,run_1_to_2,0.1294778160465268,,,,,
M2,41,2,-28.28977975467933,60.57955950935866,60.89534898304287,64.00670364276728,-0.06582719613889743,0.004548171709344739,True,100,100,83,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10572,42,0.6594406596408136,0.5714285714285714,0.23323112124272308,run_1_to_2,0.12947781662786578,0.0,,,,
M5,41,3,-27.22816616511056,60.45633233022112,61.10498097886977,65.59704853033405,-0.06365915662372108,0.04190389514864212,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10572,42,0.6975742710075482,0.5238095238095238,0.2515174530325308,run_1_to_2,0.3743961749583421,0.0,1.1168402993948015,,,
M6,41,3,-27.825185464981423,61.65037092996285,62.29901957861149,66.79108713007577,-0.08466688304417702,0.020896168728186115,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10572,42,0.6721575968133449,0.47619047619047616,0.24046579461335402,run_1_to_2,0.4761194677044735,0.0,0.5525343777377056,,,
M7,41,4,-27.178492075736823,62.35698415147365,63.46809526258476,69.21127241829087,-0.0970989243917405,0.043651811304743715,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10572,42,0.698545406448996,0.5238095238095238,0.25214690740845286,run_1_to_2,0.4761194710482256,0.0,0.9850518916499138,0.20892022869310495,,
M8,41,3,-27.14559233012769,60.29118466025538,60.93983330890403,65.4319008603683,-0.06075357461794131,0.04480947715442185,True,100,100,83,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10572,42,0.593810122572558,0.5714285714285714,0.20437887111870884,run_1_to_2,0.14563070563496958,0.0,,,0.2856727572908255,
M3,41,3,-20.018081744911665,46.03616348982333,46.684812138471976,51.17687968993626,0.19004701502046734,0.29561006679283053,True,100,100,6,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10572,42,0.8297614504796559,0.5476190476190477,0.27608571347109867,run_1_to_2,2.430794867818756,0.12629415190673288,,,,1.0252898343308834
M4,41,3,-27.228166165110558,60.456332330221116,61.10498097886976,65.59704853033404,-0.06365915662372096,0.041903895148642234,True,100,99,85,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10572,42,0.6975742707180441,0.5238095238095238,0.2515174529100204,run_1_to_2,3.7195220592982445,0.0,0.5620893340984316,,,
M0,38,0,-26.33959286127792,52.67918572255584,52.67918572255584,52.67918572255584,0.0,0.0,True,1,1,1,,exact,sub-10581,41,0.6931471805599453,0.5853658536585366,0.25,run_1_to_2,,,,,,
M1,38,1,-26.263877657945002,54.527755315890005,54.63886642700112,56.16534147561639,-0.03509108138212267,0.0028745775886395153,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10581,41,0.6988667576570416,0.4146341463414634,0.25285802375707545,run_1_to_2,0.10106712931156196,,,,,
M2,38,2,-25.69957045564562,55.39914091129124,55.74199805414838,58.67431323074401,-0.051632445555641615,0.024298872385882797,True,100,100,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10581,41,0.7371406981195503,0.43902439024390244,0.27100002941231416,run_1_to_2,0.32851797977786495,0.16345047789502423,,,,
M5,38,3,-17.845205642468738,41.690411284937476,42.39629363787865,46.60316976411663,0.20859803140262403,0.3224950083149106,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10581,41,0.6205817989291198,0.7073170731707317,0.19967647517952838,run_1_to_2,1.0523643264472868,0.025861531112257564,1.2985748291657953,,,
M6,38,3,-20.604022292207357,47.208044584414715,47.91392693735589,52.12080306359387,0.1038577393157869,0.21775471622807352,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10581,41,0.669928082371436,0.6829268292682927,0.2118327144858932,run_1_to_2,2.2737923985293294,0.028938831492917975,0.5328178789929846,,,
M7,38,4,-16.523082241237493,41.046164482474985,42.258285694596196,47.59650912138053,0.22082765860027148,0.37269029448332025,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10581,41,0.6374465074970413,0.7073170731707317,0.19284708454770147,run_1_to_2,2.269589749735031,0.0,0.9175246650431687,0.38296829220694384,,
M8,38,3,-25.12003718611298,56.24007437222596,56.945956725167136,61.15283285140512,-0.06759574205311682,0.046301234859169815,True,100,100,63,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10581,41,0.6476845735514447,0.7073170731707317,0.22680852886258043,run_1_to_2,0.7601508932845601,0.15858367605360718,,,0.0470826033372895,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10584,41,0.6931471805599453,0.2682926829268293,0.25,run_1_to_2,,,,,,
M1,42,1,-28.73916433997897,59.47832867995794,59.57832867995794,61.21599829824131,-0.0215367836540372,0.012813098271890477,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10584,41,0.639503411681665,0.7317073170731707,0.22333839676972422,run_1_to_2,0.21419450580387497,,,,,
M2,42,2,-26.426067883393817,56.85213576678763,57.15982807447994,60.32747500335437,0.02356792458701687,0.09226768843887223,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10584,41,0.6905814121130838,0.3902439024390244,0.24973886701235865,run_1_to_2,0.24558949533491425,0.6684752567749029,,,,
M5,42,3,-26.426067883393817,58.85213576678763,59.48371471415605,64.06514462163774,-0.01078195733891083,0.09226768843887223,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10584,41,0.6905814121579131,0.3902439024390244,0.2497388670348996,run_1_to_2,0.245589494452382,0.6684752577812874,0.0,,,
M6,42,3,-25.464225764921085,56.92845152984217,57.56003047721059,62.14146038469228,0.022257205862011645,0.12530685163979471,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10584,41,0.9013210995453222,0.3902439024390244,0.3376158133134857,run_1_to_2,0.33409645268936233,0.501058196698797,0.9203339501786889,,,
M7,42,4,-23.07623268151075,54.1524653630215,55.23354644410258,61.10314383615497,0.06993460439116102,0.20733413209487184,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10584,41,1.241292649634055,0.3170731707317073,0.3473193166594763,run_1_to_2,0.23867384262571473,0.8064799508048166,0.0,4.944442826535802,,
M8,42,3,-25.952511894551037,57.905023789102074,58.53660273647049,63.118032643952176,0.005484634963154578,0.10853428074093763,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10584,41,0.8008637628173741,0.3902439024390244,0.3012127862213413,run_1_to_2,0.3092632468780952,0.8615615512486128,,,0.4793235704178391,
M3,42,3,-24.545025205915596,55.09005041183119,55.72162935919961,60.3030592666813,0.053831636530096934,0.15688128230788,True,100,100,37,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10584,41,0.672465400346748,0.6097560975609756,0.2390159173991481,run_1_to_2,0.4509537411607911,0.4739695660741982,,,,1.1111111197501926
M4,42,3,-25.654904499196594,57.30980899839319,57.941387945761605,62.522817853243296,0.0157074138538626,0.11875705963164573,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10584,41,0.8827198392298544,0.36585365853658536,0.3337811558481166,run_1_to_2,0.3710525096980925,0.4329295795957204,0.849650715013982,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10585,42,0.6931471805599452,0.6428571428571429,0.25,run_1_to_2,,,,,,
M1,42,1,-29.11231158434269,60.22462316868538,60.324623168685385,61.96229278696875,-0.03435434743891633,-4.465512988716114e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10585,42,0.6931489662938739,0.35714285714285715,0.25000089286696425,run_1_to_2,1e-05,,,,,
M2,42,2,-29.11229659133646,62.22459318267292,62.532285490365226,65.69993241923966,-0.06870371435685024,-3.950504994909565e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10585,42,0.6931482521965524,0.5,0.2500005358183028,run_1_to_2,1e-05,1.0,,,,
M5,42,3,-26.155205472787234,58.31041094557447,58.941989892942885,63.52341980042458,-0.0014778655164025677,0.10157178026138058,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10585,42,0.6050682681216706,0.6190476190476191,0.21304833520188168,run_1_to_2,0.15042960988407447,0.1591043020113378,5.0,,,
M6,42,3,-21.648798630346747,49.29759726069349,49.92917620806191,54.510606115543595,0.15331667743162083,0.2563663232094039,True,100,100,92,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10585,42,0.7136668381775435,0.6428571428571429,0.24350675963646046,run_1_to_2,0.16818603178000144,0.0,5.0,,,
M7,42,4,-21.648798630346747,51.29759726069349,52.378678341774574,58.248275733826965,0.11896679550569314,0.2563663232094039,True,100,100,56,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10585,42,0.7136668370303249,0.6428571428571429,0.24350675943135272,run_1_to_2,0.16818603080660377,0.0,5.0,5.0,,
M8,42,3,-25.84446912112537,57.68893824225074,58.32051718961916,62.901947097100845,0.009195891473275961,0.11224553725105901,True,100,100,21,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10585,42,0.6609926881426826,0.6428571428571429,0.23425108405713632,run_1_to_2,0.3580187746857528,0.9809092465178273,,,0.0,
M3,42,3,-20.714557584320204,47.42911516864041,48.060694116008825,52.64212402349051,0.18540774705298776,0.2884573928307709,True,100,100,4,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10585,42,0.7428198532517953,0.5,0.2722553535480475,run_1_to_2,1.6351506459340392,0.038919416993608166,,,,0.9224450798947491
M4,42,3,-21.305181017465323,48.610362034930645,49.24194098229906,53.82337088978075,0.1651199018617669,0.26816954763955003,True,100,100,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10585,42,0.7137660192306677,0.6428571428571429,0.2406076881918611,run_1_to_2,5.345760434656323,0.00043829161835395094,0.6465349363961768,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10589,42,0.6931471805599452,0.6904761904761905,0.25,run_1_to_2,,,,,,
M1,42,1,-29.11228658434269,60.22457316868538,60.32457316868538,61.96224278696875,-0.03435348869186815,-3.606765940356027e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10589,42,0.693149204389112,0.30952380952380953,0.25000101191458335,run_1_to_2,1e-05,,,,,
M2,42,2,-29.11228658434269,62.22457316868538,62.53226547637769,65.69991240525212,-0.06870337061779586,-3.606765940356027e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10589,42,0.693149204389112,0.30952380952380953,0.25000101191458335,run_1_to_2,1e-05,0.0,,,,
M5,42,3,-21.89284141359374,49.78568282718748,50.4172617745559,54.99869168203759,0.14493383664221188,0.24798348241999502,True,100,100,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10589,42,0.7377718498177168,0.5476190476190477,0.23647263819272307,run_1_to_2,0.3247705813839411,0.0,5.0,,,
M6,42,3,-25.30836222826394,56.61672445652788,57.2483034038963,61.82973331137799,0.027611099942742034,0.1306607457205251,True,100,100,96,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10589,42,0.63475360777896,0.6428571428571429,0.22131621296290405,run_1_to_2,0.1039453306501816,0.0,5.0,,,
M7,42,4,-21.088419938974155,50.17683987794831,51.25792095902939,57.12751835108178,0.13821573738814752,0.2756152650918583,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10589,42,0.7515665960330067,0.6428571428571429,0.22104200586610345,run_1_to_2,0.4057379257477184,0.0,5.0,0.7256612133692184,,
M8,42,3,-27.309664544491902,60.619329088983804,61.25090803635222,65.8323379438339,-0.04113339831777402,0.06191624746000912,True,100,100,18,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10589,42,0.6419126405629666,0.6904761904761905,0.22513068129490207,run_1_to_2,0.3428902519522723,0.49360900305042205,,,0.0,
M3,42,3,-24.34134802379612,54.68269604759224,55.314274994960655,59.89570490244235,0.060827923686906656,0.1638775694646898,True,100,100,38,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10589,42,0.6447032641098585,0.6428571428571429,0.22446815824040828,run_1_to_2,0.6657773076407275,0.0,,,,2.8048732344238756
M4,42,3,-22.85886279777324,51.71772559554648,52.3493045429149,56.930734450396585,0.11175111615772473,0.2148007619355078,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10589,42,0.6412230887687989,0.6428571428571429,0.2161522379348367,run_1_to_2,1.8508423061087202,0.0,2.4707960443596426,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10590,42,0.6931471805599452,0.40476190476190477,0.25,run_1_to_2,,,,,,
M1,42,1,-29.112201584342703,60.224403168685406,60.32440316868541,61.962072786968776,-0.034350568951904865,-6.870259772195908e-07,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10590,42,0.6931463472462548,0.5952380952380952,0.24999958334315475,run_1_to_2,1e-05,,,,,
M2,42,2,-28.7126436512885,61.425287302577,61.732979610269304,64.90062653914373,-0.05497568305485292,0.013724080797002491,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10590,42,0.6644482991296244,0.6904761904761905,0.2356262434686005,run_1_to_2,0.07488430829045478,1.0,,,,
M5,42,3,-17.3452603841739,40.6905207683478,41.32209971571622,45.90352962319791,0.30114270805137205,0.4041923538291552,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10590,42,0.5825023267420308,0.7857142857142857,0.17571236171079518,run_1_to_2,0.8554216054138276,0.10427208192017919,5.0,,,
M6,42,3,-23.277918775457213,52.555837550914426,53.18741649828284,57.768846405764535,0.09735659280392613,0.20040623858170925,True,100,100,36,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10590,42,0.52962025013524,0.7380952380952381,0.17768444182145396,run_1_to_2,1.3281709841759544,0.0,0.7869308266662932,,,
M7,42,4,-15.434052044425009,38.86810408885002,39.9491851699311,45.81878256198349,0.3324426069316671,0.46984213463537794,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10590,42,0.766120022741916,0.7142857142857143,0.18381518561263435,run_1_to_2,1.5971142087356378,0.0997023766490766,5.0,0.36889157830455893,,
M8,42,3,-28.550543366935994,63.10108673387199,63.732665681240405,68.3140955887221,-0.08375743935311278,0.019292206424670333,True,100,100,96,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10590,42,0.6670348912715255,0.6904761904761905,0.236501848203769,run_1_to_2,0.15890617426786607,1.0,,,0.4642910441266861,
M3,42,3,-21.177383847045586,48.35476769409117,48.98634664145959,53.56777654894128,0.1695097195761525,0.27255936535393555,True,100,100,8,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10590,42,0.4520175970893565,0.7380952380952381,0.15125640570187895,run_1_to_2,0.5807470925580924,0.002325752838051677,,,,0.9999968540355519
M4,42,3,-21.099297674405793,48.19859534881159,48.830174296180004,53.411604203661696,0.17219197038637699,0.2752416161641601,True,100,100,57,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10590,42,0.4720457505809265,0.7380952380952381,0.15959038389483848,run_1_to_2,2.065852134908068,0.0,0.8005913626578379,,,
M0,41,0,-28.419034402957756,56.83806880591551,56.83806880591551,56.83806880591551,0.0,0.0,True,1,1,1,,exact,sub-10596,41,0.6931471805599453,0.8048780487804879,0.25,run_1_to_2,,,,,,
