parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-0.875386,0.00462368,0.141623,0.138352,-1.10923,-0.87503,-0.638146,969.583,3178.92,3.54741,1.0029,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
mu[2],-1.16329,0.0023141,0.101328,0.101115,-1.3346,-1.15982,-1.00296,1973.93,2824.68,7.22202,1.0008,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
mu[3],0.873075,0.00280482,0.174578,0.168354,0.597049,0.868788,1.16753,3942.95,4166.23,14.4261,1.00064,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
tau[1],0.744951,0.00253083,0.135577,0.135501,0.536531,0.73838,0.982849,2858.42,5137.26,10.4581,1.00021,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
tau[2],0.717438,0.00222147,0.0889269,0.0879831,0.580153,0.714897,0.87141,1609.34,3233.55,5.8881,1.00063,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
tau[3],1.01692,0.002928,0.16084,0.157342,0.770162,1.00823,1.29602,3002.56,4717.51,10.9855,1.00047,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"beta[1,1]",0.0416899,0.00188774,0.118766,0.117959,-0.155601,0.0410003,0.235683,3991.85,5259.59,14.605,1.00072,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"beta[2,1]",-0.0209168,0.00176915,0.0884199,0.0879071,-0.167515,-0.0198909,0.123494,2512.12,4497.44,9.1911,0.9998,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"beta[3,1]",-0.44892,0.00239232,0.150705,0.149495,-0.702886,-0.443902,-0.210769,4025.87,5189.25,14.7295,1.00001,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[1,1]",0.431208,0.00180193,0.156296,0.166397,0.184464,0.425349,0.697659,7324.54,5133.23,26.7983,0.999911,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[1,2]",0.325349,0.00144857,0.143683,0.138317,0.124184,0.305161,0.585523,8759.16,5406.9,32.0472,1.0003,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[1,3]",0.63648,0.00490169,0.400402,0.351371,0.155365,0.551382,1.40661,7212.37,6101.18,26.3879,1.00089,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[2,1]",0.291238,0.00141962,0.117451,0.113604,0.125447,0.277596,0.507762,7232.05,5075.47,26.4599,0.999915,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[2,2]",0.337414,0.00193923,0.17437,0.160027,0.110122,0.307415,0.667036,7110.31,5313.79,26.0145,1.00005,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[2,3]",1.31126,0.00740484,0.611031,0.578478,0.493126,1.21937,2.47369,7555.17,5327.68,27.6421,1.00049,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[3,1]",0.371356,0.00152549,0.126604,0.126203,0.180414,0.36359,0.595748,6978.6,5575.36,25.5326,1.00017,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[3,2]",0.292464,0.00139799,0.126435,0.120109,0.122466,0.274417,0.524139,7436.4,5386.85,27.2076,0.99994,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[3,3]",1.29469,0.0070576,0.580815,0.526108,0.519753,1.20753,2.37668,7644.02,5417.82,27.9672,0.999986,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[4,1]",0.170494,0.00120796,0.0870125,0.0799047,0.0575159,0.155719,0.331847,5248.9,5769.39,19.2041,0.999788,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[4,2]",0.452946,0.00142418,0.138838,0.136009,0.24833,0.440752,0.697606,8948.77,6005.17,32.7409,1.00047,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[4,3]",2.25496,0.00697517,0.629195,0.601191,1.35323,2.1847,3.40515,8683.57,5823.03,31.7706,0.999743,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[5,1]",0.378477,0.00140206,0.123825,0.120568,0.199752,0.365189,0.605717,8720.76,5897.04,31.9066,1.0003,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[5,2]",0.644893,0.00313715,0.292543,0.276184,0.24031,0.602424,1.18189,7596.05,4870.31,27.7917,1.00086,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[5,3]",0.637141,0.00392392,0.339783,0.303777,0.192512,0.585598,1.25981,8264.08,5261.15,30.2358,1.00001,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[6,1]",0.225759,0.00142055,0.11051,0.106922,0.0786395,0.209522,0.435189,6455.26,5610.13,23.6179,1.00038,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[6,2]",0.275699,0.00140232,0.125215,0.115928,0.109546,0.255494,0.508971,7337.22,4710.26,26.8447,1.00006,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[6,3]",1.66713,0.0077396,0.640999,0.587691,0.782851,1.58398,2.8532,7735.78,5507.1,28.3029,1.00053,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[7,1]",0.418126,0.00149062,0.127917,0.129158,0.219272,0.41264,0.641584,7446.0,5238.62,27.2427,0.999884,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[7,2]",0.428654,0.00192107,0.17547,0.170828,0.17849,0.409785,0.750491,7649.31,5142.9,27.9865,1.00022,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[7,3]",1.28,0.00637338,0.575117,0.550174,0.46145,1.22272,2.33667,8423.6,5572.41,30.8194,1.00016,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[8,1]",0.233035,0.00234389,0.13507,0.122162,0.0671729,0.205834,0.492957,3555.3,4353.72,13.0078,1.00025,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[8,2]",0.195879,0.00154406,0.110765,0.0954572,0.0614221,0.172436,0.412544,5051.66,6131.16,18.4825,0.999847,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[8,3]",1.2631,0.00699249,0.631515,0.597569,0.387579,1.18274,2.44358,8180.43,5750.3,29.9297,1.00037,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[9,1]",0.458862,0.00107957,0.0958997,0.094153,0.307348,0.45532,0.625975,8073.64,6202.85,29.5391,1.00077,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[9,2]",0.7882,0.00218216,0.219617,0.214743,0.467546,0.770232,1.18001,10044.5,6263.15,36.7499,1.00043,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[9,3]",0.730427,0.00351855,0.315969,0.292576,0.283289,0.6912,1.30225,7912.34,5622.43,28.9489,1.00041,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[10,1]",0.358594,0.00178245,0.136289,0.13498,0.160796,0.344677,0.60724,6370.66,5382.82,23.3084,1.00026,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[10,2]",0.26551,0.00171142,0.15358,0.13699,0.0780581,0.233226,0.564961,7112.24,6154.3,26.0216,1.00066,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[10,3]",1.08087,0.0073382,0.609136,0.530943,0.32013,0.962237,2.24364,7815.45,6170.94,28.5944,1.00011,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[11,1]",0.290795,0.00143222,0.110328,0.107742,0.132998,0.278414,0.49137,6187.23,6242.02,22.6372,1.0003,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[11,2]",0.576507,0.00308579,0.245945,0.232505,0.244713,0.537662,1.04932,5858.56,5602.44,21.4347,0.999838,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[11,3]",1.12298,0.0065933,0.481594,0.419225,0.523295,1.03373,2.01899,6045.69,5154.66,22.1194,1.00007,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[12,1]",0.289447,0.00262517,0.150972,0.144277,0.0906174,0.264863,0.577462,3509.08,5257.23,12.8387,1.00058,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[12,2]",0.188923,0.00147259,0.107935,0.0938781,0.0582455,0.167271,0.401417,4561.21,4483.65,16.6881,1.00017,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
"natural[12,3]",0.701953,0.00575522,0.456697,0.389738,0.164086,0.601973,1.59547,6902.91,5656.33,25.2557,1.00035,H5_recovery_negative_3,111,0,diag_e,4,2000,2000,0.95,0,0.6450516685838974,True
