parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-0.118808,0.00931949,0.429487,0.423018,-0.793157,-0.130398,0.604299,2152.59,3595.69,7.26838,1.00036,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
mu[2],-1.25692,0.00250505,0.143115,0.142633,-1.50284,-1.25112,-1.03206,3319.72,5690.62,11.2093,1.00026,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
mu[3],-3.57541,0.00744137,0.532312,0.52801,-4.48783,-3.5519,-2.73256,5137.93,5668.02,17.3486,1.00012,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
tau[1],2.20884,0.00464656,0.393112,0.386351,1.60879,2.18308,2.89988,7258.99,6389.44,24.5105,1.00022,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
tau[2],0.736989,0.00272754,0.125916,0.124236,0.544855,0.729013,0.953596,2133.28,4552.9,7.20317,1.00093,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
tau[3],1.91277,0.00601749,0.42333,0.411898,1.25011,1.90077,2.63465,4933.47,5184.66,16.6582,1.00081,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"beta[1,1]",0.530137,0.00389033,0.308236,0.30481,0.0295451,0.52923,1.04126,6268.63,6224.6,21.1665,1.00039,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"beta[2,1]",-0.168459,0.00155293,0.10689,0.106003,-0.342414,-0.167988,0.00656303,4741.42,5690.09,16.0098,1.00085,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"beta[3,1]",0.0043215,0.00377313,0.327888,0.326439,-0.545102,0.0135917,0.540374,7601.93,6053.82,25.6685,0.999961,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[1,1]",0.584627,0.00362569,0.304416,0.381405,0.0531279,0.631198,0.981993,6733.13,5232.93,22.7349,1.00106,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[1,2]",0.186726,0.00105731,0.106388,0.0981792,0.0522145,0.166978,0.38908,9555.02,6245.77,32.2633,1.00045,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[1,3]",0.0860128,0.00176342,0.139112,0.0419571,0.00132949,0.0328688,0.362667,9014.84,6064.23,30.4393,1.00072,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[2,1]",0.393091,0.00404036,0.294431,0.336943,0.0180119,0.336331,0.933345,5552.97,4351.45,18.75,1.0004,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[2,2]",0.203812,0.00116593,0.114388,0.103538,0.0588322,0.183373,0.419422,9037.71,5745.43,30.5165,1.00038,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[2,3]",0.0775496,0.0017263,0.133233,0.0364133,0.0016141,0.0299051,0.333357,9317.8,5565.32,31.4622,1.00056,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[3,1]",0.518728,0.00308328,0.24156,0.275994,0.170613,0.493066,0.939924,6645.09,5130.13,22.4377,1.00087,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[3,2]",0.307262,0.00168675,0.152864,0.138945,0.101812,0.285231,0.590049,6978.87,4324.38,23.5647,0.999903,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[3,3]",0.034329,0.000698525,0.0559115,0.0206104,0.00123869,0.0185191,0.111611,8108.55,5922.61,27.3791,1.0009,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[4,1]",0.723591,0.00374935,0.279674,0.201214,0.113581,0.834921,0.992853,6399.27,5601.04,21.6076,1.00039,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[4,2]",0.160407,0.000884844,0.0841362,0.0816327,0.0455868,0.148448,0.316114,8434.67,5631.63,28.4803,1.00035,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[4,3]",0.0458276,0.00126887,0.097722,0.0190744,0.000691377,0.0153109,0.18598,9581.69,5925.36,32.3533,1.00005,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[5,1]",0.268184,0.00332698,0.257459,0.20118,0.0112739,0.179972,0.851173,7432.54,4805.6,25.0965,1.00016,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[5,2]",0.187916,0.0012007,0.113698,0.0945667,0.0545769,0.163718,0.4032,8540.91,6273.66,28.839,1.00032,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[5,3]",0.210093,0.00251157,0.22708,0.148828,0.00576448,0.122942,0.731784,8300.78,6177.96,28.0282,0.999969,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[6,1]",0.544056,0.0031513,0.262623,0.327478,0.145843,0.526776,0.963233,6977.45,5352.38,23.5599,1.00013,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[6,2]",0.294102,0.00155811,0.139399,0.129848,0.102457,0.277705,0.537407,7515.78,5109.61,25.3776,1.00036,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[6,3]",0.0340727,0.000703048,0.0572512,0.0194263,0.000852436,0.0164569,0.119606,8635.49,5961.11,29.1584,1.00029,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[7,1]",0.891958,0.0010591,0.106168,0.0833353,0.67296,0.924161,0.995479,10285.4,5560.62,34.7295,1.00019,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[7,2]",0.651724,0.00238493,0.250822,0.248053,0.28166,0.629956,1.09611,9732.79,4918.31,32.8635,1.00141,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[7,3]",0.0065829,0.000109412,0.00969571,0.00403029,0.000203473,0.00351221,0.0232241,10587.0,5606.93,35.7479,1.00016,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[8,1]",0.665758,0.00298179,0.255917,0.294504,0.191546,0.712081,0.985665,7496.63,5258.93,25.3129,1.00111,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[8,2]",0.212727,0.00124141,0.117869,0.108956,0.0587217,0.192399,0.431933,7887.21,5342.08,26.6318,1.00036,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[8,3]",0.04896,0.00121137,0.0892568,0.0260031,0.00112237,0.021505,0.176783,9096.21,5832.95,30.714,1.00022,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[9,1]",0.733659,0.00252337,0.23656,0.228168,0.262969,0.803271,0.990521,9669.13,6402.85,32.6485,0.999882,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[9,2]",0.230754,0.00109357,0.113301,0.111708,0.0743065,0.216094,0.433871,9673.67,5548.0,32.6639,1.00103,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[9,3]",0.0393244,0.000856952,0.0686037,0.0205934,0.000771891,0.0166952,0.150736,9006.91,6352.41,30.4125,1.00009,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[10,1]",0.733444,0.00207548,0.200818,0.218968,0.359131,0.771123,0.983901,9043.27,5492.35,30.5353,0.999925,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[10,2]",0.5979,0.00255606,0.258166,0.24432,0.232389,0.568998,1.06241,9202.31,4574.18,31.0723,1.00082,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[10,3]",0.0221158,0.000531621,0.0416296,0.0102241,0.000409794,0.0083088,0.08972,9277.5,5938.5,31.3262,1.00043,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[11,1]",0.0419427,0.000516859,0.0442911,0.0295762,0.00200231,0.027637,0.131059,6394.96,5469.61,21.5931,1.00082,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[11,2]",0.628112,0.00293425,0.259282,0.232633,0.291592,0.583946,1.12055,7973.66,6128.05,26.9237,1.00057,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[11,3]",0.344169,0.00240847,0.202972,0.200082,0.0715457,0.306906,0.742964,6723.28,5836.15,22.7017,1.0001,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[12,1]",0.294955,0.00514934,0.315894,0.182243,0.00805427,0.144683,0.950376,4375.56,5325.0,14.7744,1.00048,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[12,2]",0.136712,0.000900847,0.0800163,0.0691072,0.0397476,0.119792,0.288954,6759.72,5652.75,22.8247,1.00016,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[12,3]",0.244066,0.00270217,0.234263,0.208184,0.00437381,0.173859,0.746805,6826.91,6005.87,23.0516,1.00006,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[13,1]",0.271619,0.00299125,0.226503,0.174575,0.019206,0.208023,0.781744,6687.59,4677.01,22.5811,1.00026,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[13,2]",0.241484,0.00201,0.169736,0.123868,0.0589641,0.197261,0.572659,6692.88,6007.66,22.599,1.0003,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[13,3]",0.12837,0.00240292,0.174013,0.0724043,0.0042567,0.0643401,0.522818,7380.82,5327.11,24.9219,1.00015,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[14,1]",0.347864,0.00298393,0.238421,0.228109,0.0381624,0.300223,0.845084,6329.77,4341.51,21.3729,1.00009,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[14,2]",0.274937,0.00203729,0.172082,0.142514,0.0764464,0.236053,0.609193,6094.49,5781.15,20.5785,0.999889,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
"natural[14,3]",0.131228,0.00195876,0.154205,0.0840748,0.00577249,0.0770169,0.457609,6690.3,5894.89,22.5903,1.00031,H8_train_age,111,0,diag_e,4,2000,2000,0.95,0,0.8126920494614509,True
