run,model,participant_id,parameter,age,mean,median,ci_low,ci_high
HPreference_full_age,HPreference,sub-10317,alpha,63,0.17210497160658708,0.10401777185,0.0047000097568,0.7111478033649998
HPreference_full_age,HPreference,sub-10317,kappa,63,0.718477529332732,0.6506468160000001,0.19544589021,1.6303945126249995
HPreference_full_age,HPreference,sub-10317,preference_friend,63,2.183728127128025,2.0758599259999997,0.9851571537525,4.005086587649998
HPreference_full_age,HPreference,sub-10317,preference_stranger,63,0.0886166525642559,0.10582739375,-0.4481688128875,0.5605372533949994
HPreference_full_age,HPreference,sub-10369,alpha,32,0.23797538667068147,0.18333675815,0.01229923900925,0.7525941249224998
HPreference_full_age,HPreference,sub-10369,kappa,32,0.16675674563106338,0.13452935389999998,0.024249710544000002,0.49935506763500004
HPreference_full_age,HPreference,sub-10369,preference_friend,32,2.635212623907386,2.33948067,0.754485409775,6.087707819974997
HPreference_full_age,HPreference,sub-10369,preference_stranger,32,0.6958570381521185,0.4791798797,-0.6942404528874999,3.0821934218249964
HPreference_full_age,HPreference,sub-10402,alpha,36,0.29017884269712474,0.22602348215,0.017539730419,0.8433630012724997
HPreference_full_age,HPreference,sub-10402,kappa,36,0.08916268700058162,0.069543195325,0.018085272088999998,0.27773447500499987
HPreference_full_age,HPreference,sub-10402,preference_friend,36,3.2840771305095755,3.0688970849999997,0.8112522275474999,6.963012567449995
HPreference_full_age,HPreference,sub-10402,preference_stranger,36,1.5405541851038658,1.3736649440000002,0.035535072206250004,3.934364603549987
HPreference_full_age,HPreference,sub-10418,alpha,68,0.04507978559615621,0.03035904967,0.0024301245055500004,0.17168130315749938
HPreference_full_age,HPreference,sub-10418,kappa,68,0.3283461751129531,0.3072346805,0.109613366645,0.6669583014724996
HPreference_full_age,HPreference,sub-10418,preference_friend,68,3.3455396559291373,3.2428609555000003,1.800134180175,5.470227586975
HPreference_full_age,HPreference,sub-10418,preference_stranger,68,0.3242698733921245,0.2767255889,-0.21192139227749998,1.1870831948499996
HPreference_full_age,HPreference,sub-10462,alpha,62,0.3270217792500414,0.25068896905000004,0.0164724038565,0.9101088169
HPreference_full_age,HPreference,sub-10462,kappa,62,0.19845091532583187,0.1365218949,0.0119174965975,0.8164709580074994
HPreference_full_age,HPreference,sub-10462,preference_friend,62,1.281238321748955,0.8637553268,-0.370175783365,5.265712578199999
HPreference_full_age,HPreference,sub-10462,preference_stranger,62,-0.2623049846693312,-0.34470714420000004,-1.9073632115999999,2.302248629949999
HPreference_full_age,HPreference,sub-10478,alpha,28,0.1021802393888918,0.073306570635,0.0050130963345000005,0.36700144112749944
HPreference_full_age,HPreference,sub-10478,kappa,28,0.2543476555733994,0.22986525115,0.07272515467675,0.5692430993174998
HPreference_full_age,HPreference,sub-10478,preference_friend,28,3.068237127928231,2.9014066014999997,1.393969861525,5.712787808999999
HPreference_full_age,HPreference,sub-10478,preference_stranger,28,0.663967444553802,0.51318893585,-0.07323970299775,2.2442262287499983
HPreference_full_age,HPreference,sub-10486,alpha,42,0.10508704619092167,0.05726001748,0.0024526067616,0.4923126064599992
HPreference_full_age,HPreference,sub-10486,kappa,42,0.2702883062253128,0.25194646315,0.1057047004875,0.5382987273874998
HPreference_full_age,HPreference,sub-10486,preference_friend,42,5.107592661179938,5.007820043500001,2.6399056180000002,8.203457485975001
HPreference_full_age,HPreference,sub-10486,preference_stranger,42,2.9668112556834476,2.8801466695,1.3589759952,5.0902845741499965
HPreference_full_age,HPreference,sub-10529,alpha,68,0.29275356672953656,0.23965470155000002,0.014926338115500001,0.8228590820625
HPreference_full_age,HPreference,sub-10529,kappa,68,0.08274144744828868,0.07098535468,0.021377267554,0.21171322898999997
HPreference_full_age,HPreference,sub-10529,preference_friend,68,3.8378686389554693,3.648326293,1.388318313625,7.313364722274998
HPreference_full_age,HPreference,sub-10529,preference_stranger,68,1.481069305558119,1.3298581375,-0.079330473464,3.8495171644499973
HPreference_full_age,HPreference,sub-10541,alpha,69,0.3703067111504049,0.3367868518,0.02466810136825,0.8779523182974998
HPreference_full_age,HPreference,sub-10541,kappa,69,0.05671113920789744,0.048063847565,0.01166652984375,0.15127010748499983
HPreference_full_age,HPreference,sub-10541,preference_friend,69,3.744257099883507,3.548316326,1.18186522115,7.353495864075
HPreference_full_age,HPreference,sub-10541,preference_stranger,69,1.38619716955672,1.247285483,-0.42301405167,3.841284763474999
HPreference_full_age,HPreference,sub-10555,alpha,28,0.4347494804677026,0.42579816215,0.039689794279000004,0.8870239353249999
HPreference_full_age,HPreference,sub-10555,kappa,28,0.18347824957523914,0.13538233514999998,0.016053670293250003,0.6035806514449995
HPreference_full_age,HPreference,sub-10555,preference_friend,28,1.712826534122417,1.2462883215,0.030005341511000004,5.608043156049998
HPreference_full_age,HPreference,sub-10555,preference_stranger,28,0.4375698403342585,0.24905714,-1.049545308375,2.926150064249996
HPreference_full_age,HPreference,sub-10559,alpha,28,0.06134313492711277,0.055415165785,0.0096976910324,0.14919985216749998
HPreference_full_age,HPreference,sub-10559,kappa,28,2.5069400910033965,2.3512832775000003,0.9800292370325,4.913689063424997
HPreference_full_age,HPreference,sub-10559,preference_friend,28,0.11438972255041514,0.13944951945,-0.16933530991749998,0.25272996493249994
HPreference_full_age,HPreference,sub-10559,preference_stranger,28,-0.018502837118298237,0.01061182974,-0.3526218847025,0.15070712491249996
HPreference_full_age,HPreference,sub-10572,alpha,70,0.33446713382368176,0.2719545963,0.02020257832625,0.9167678391299997
HPreference_full_age,HPreference,sub-10572,kappa,70,0.1449712853273266,0.10633958925,0.00751769955895,0.5303665338474994
HPreference_full_age,HPreference,sub-10572,preference_friend,70,0.776873946398638,0.3363475822,-0.9731035454925,5.304750800599998
HPreference_full_age,HPreference,sub-10572,preference_stranger,70,-0.5033500651216456,-0.5593987549,-2.2337081146749997,2.249193025999998
HPreference_full_age,HPreference,sub-10581,alpha,48,0.08125051760069439,0.064066118805,0.006410501790075,0.255451897555
HPreference_full_age,HPreference,sub-10581,kappa,48,0.46953537998513967,0.3916094301,0.09277106279875,1.2462722865249998
HPreference_full_age,HPreference,sub-10581,preference_friend,48,1.5979477205983155,1.385296654,0.5264885862775001,3.8591719243249964
HPreference_full_age,HPreference,sub-10581,preference_stranger,48,0.11886642629467058,0.11825847340000001,-0.4779784338225,0.830722186737498
HPreference_full_age,HPreference,sub-10584,alpha,50,0.35794548006836036,0.3249307003,0.02503027700175,0.8825440001774997
HPreference_full_age,HPreference,sub-10584,kappa,50,0.25989899222013313,0.2302193252,0.05818394693725,0.6340848473924999
HPreference_full_age,HPreference,sub-10584,preference_friend,50,-0.6551880088637434,-0.58050605365,-2.010998525425,0.18541555800249993
HPreference_full_age,HPreference,sub-10584,preference_stranger,50,-0.3019142272601159,-0.18624843995,-1.7024986936,0.4311040353024999
HPreference_full_age,HPreference,sub-10585,alpha,63,0.21308627387589446,0.16003129729999999,0.0107475339795,0.7065058084349999
HPreference_full_age,HPreference,sub-10585,kappa,63,0.11124483891228547,0.097639874565,0.03664239927225,0.26583631535
HPreference_full_age,HPreference,sub-10585,preference_friend,63,4.144101270612259,4.0003292405,1.718836087625,7.421463616
HPreference_full_age,HPreference,sub-10585,preference_stranger,63,1.8213257712446016,1.690567556,0.4041589624525,3.975859231549998
HPreference_full_age,HPreference,sub-10589,alpha,34,0.1799059442235572,0.13130469575,0.009021191276424999,0.6099363322575
HPreference_full_age,HPreference,sub-10589,kappa,34,0.14493811919185134,0.12696960615,0.042657099527500006,0.3481709295474999
HPreference_full_age,HPreference,sub-10589,preference_friend,34,3.4927609659447567,3.297890231,1.4269342494250001,6.6842006943499985
HPreference_full_age,HPreference,sub-10589,preference_stranger,34,1.2386462120701403,1.061296719,0.07598493385775001,3.3238923089499997
HPreference_full_age,HPreference,sub-10590,alpha,56,0.09097097503706073,0.0752167361,0.00803101755795,0.2778214412499991
