condition,replicate,method,participant_id,parameter,true,recovered
negative,4,hierarchical,sub-10317,alpha,0.3560809777764235,0.3298709255413589
negative,4,hierarchical,sub-10369,alpha,0.2128392223446092,0.11563366106725811
negative,4,hierarchical,sub-10402,alpha,0.22693121807463798,0.28316676606402474
negative,4,hierarchical,sub-10418,alpha,0.22820838951722364,0.17783750402366863
negative,4,hierarchical,sub-10462,alpha,0.11486531970906638,0.3067612984390775
negative,4,hierarchical,sub-10478,alpha,0.22411139182019316,0.31488541363907
negative,4,hierarchical,sub-10486,alpha,0.36616643241766555,0.2745802150210925
negative,4,hierarchical,sub-10529,alpha,0.34536688141105715,0.3415934629417262
negative,4,hierarchical,sub-10541,alpha,0.7127606216523116,0.6680870612281751
negative,4,hierarchical,sub-10555,alpha,0.3383272861798111,0.45533756163260625
negative,4,hierarchical,sub-10559,alpha,0.2948034466729573,0.23661793096842876
negative,4,hierarchical,sub-10572,alpha,0.2617460905468208,0.1789068003264015
negative,4,hierarchical,sub-10581,alpha,0.3404318733755467,0.4361871363664875
negative,4,hierarchical,sub-10584,alpha,0.26677091982541395,0.20650167118654886
negative,4,hierarchical,sub-10585,alpha,0.3131104710225858,0.22362184494192502
negative,4,hierarchical,sub-10589,alpha,0.4646041506130528,0.291268826417449
negative,4,hierarchical,sub-10590,alpha,0.35315373967949226,0.18416298183888088
negative,4,hierarchical,sub-10596,alpha,0.20915916593404937,0.45976465207510503
negative,4,hierarchical,sub-10603,alpha,0.28752258699390487,0.2690368438494437
negative,4,hierarchical,sub-10606,alpha,0.300841947120693,0.272125747321235
negative,4,hierarchical,sub-10608,alpha,0.08444472139201549,0.14976112321590712
negative,4,hierarchical,sub-10617,alpha,0.14483849349434594,0.35157327376967873
negative,4,hierarchical,sub-10636,alpha,0.4835299839447957,0.45631082993866245
negative,4,hierarchical,sub-10638,alpha,0.3913954268413566,0.3305947459637313
negative,4,hierarchical,sub-10640,alpha,0.1954619986022192,0.22088701657948526
negative,4,hierarchical,sub-10641,alpha,0.3201416505481102,0.38399962992939246
negative,4,hierarchical,sub-10642,alpha,0.16520731496888139,0.229824988726805
negative,4,hierarchical,sub-10644,alpha,0.17615328856408327,0.2188681253428275
negative,4,hierarchical,sub-10647,alpha,0.2246282987992075,0.2336917530649475
negative,4,hierarchical,sub-10649,alpha,0.17611232179616168,0.16413124119189748
negative,4,hierarchical,sub-10652,alpha,0.2508555295873028,0.20463025182881162
negative,4,hierarchical,sub-10656,alpha,0.2690191568166989,0.28033682091209927
negative,4,hierarchical,sub-10661,alpha,0.18698332674614912,0.25052872326223474
negative,4,hierarchical,sub-10663,alpha,0.32619451924466253,0.28998834942321
negative,4,hierarchical,sub-10668,alpha,0.17237374579806988,0.27575462979091625
negative,4,hierarchical,sub-10673,alpha,0.36789428845832206,0.45823635827938874
negative,4,hierarchical,sub-10674,alpha,0.49431174256261645,0.3446863793990087
negative,4,hierarchical,sub-10677,alpha,0.22906301664756562,0.14939503859754
negative,4,hierarchical,sub-10685,alpha,0.33157085214977355,0.3265439707877263
negative,4,hierarchical,sub-10690,alpha,0.19662157572451053,0.2575787793506851
negative,4,hierarchical,sub-10691,alpha,0.28027467634657605,0.21859233274333628
negative,4,hierarchical,sub-10700,alpha,0.5570609018648883,0.316109029957845
negative,4,hierarchical,sub-10701,alpha,0.09167170966028511,0.24759965766943162
negative,4,hierarchical,sub-10713,alpha,0.28512435478786935,0.24297603295303777
negative,4,hierarchical,sub-10716,alpha,0.2678279876779013,0.21685287666431877
negative,4,hierarchical,sub-10718,alpha,0.3218306333798538,0.2607005757038088
negative,4,hierarchical,sub-10720,alpha,0.12743394733698932,0.21470332412390997
negative,4,hierarchical,sub-10723,alpha,0.2681130951910932,0.2900983521620275
negative,4,hierarchical,sub-10741,alpha,0.28886671690317683,0.3344163663330512
negative,4,hierarchical,sub-10748,alpha,0.10959189515605419,0.21010501676239574
negative,4,hierarchical,sub-10767,alpha,0.32648958279203727,0.3202619818491238
negative,4,hierarchical,sub-10770,alpha,0.41584462524506977,0.43063069597523745
negative,4,hierarchical,sub-10781,alpha,0.50376888822598,0.431982525798825
negative,4,hierarchical,sub-10783,alpha,0.5871607286988552,0.5676336807948
negative,4,hierarchical,sub-10785,alpha,0.24267365681267045,0.2273203885208725
negative,4,hierarchical,sub-10794,alpha,0.16320685834865453,0.2143283587611125
negative,4,hierarchical,sub-10800,alpha,0.2705462116900836,0.28961562423452125
negative,4,hierarchical,sub-10801,alpha,0.27244261882030096,0.16309777209795237
negative,4,hierarchical,sub-10802,alpha,0.4066155408658443,0.2095011622114925
negative,4,hierarchical,sub-10803,alpha,0.20296677206111688,0.17063450128214924
negative,4,hierarchical,sub-10804,alpha,0.5988438330747625,0.46995734705242503
negative,4,hierarchical,sub-10806,alpha,0.1866663443849491,0.20955211520425124
negative,4,hierarchical,sub-10807,alpha,0.19809104085879953,0.280319390664925
negative,4,hierarchical,sub-10809,alpha,0.2619515704706782,0.34991096673939626
negative,4,hierarchical,sub-10810,alpha,0.13425076329820015,0.3215883467441937
negative,4,hierarchical,sub-10812,alpha,0.08928572951799342,0.18414761563817372
negative,4,hierarchical,sub-10817,alpha,0.26671958934483425,0.21697028198927126
negative,4,hierarchical,sub-10827,alpha,0.23505879837139804,0.21961231675721235
negative,4,hierarchical,sub-10831,alpha,0.575512070637564,0.41467862434693753
negative,4,hierarchical,sub-10834,alpha,0.29695611788570003,0.178482637103015
negative,4,hierarchical,sub-10836,alpha,0.3641203731223485,0.2503791404661875
negative,4,hierarchical,sub-10838,alpha,0.571097631565069,0.38921404950053123
negative,4,hierarchical,sub-10843,alpha,0.3557979431190519,0.36455903516405125
negative,4,hierarchical,sub-10850,alpha,0.19625646795573315,0.25906104273629627
negative,4,hierarchical,sub-10854,alpha,0.46681862000924756,0.3697126117391863
negative,4,hierarchical,sub-10857,alpha,0.6638505466340665,0.49567774118996
negative,4,hierarchical,sub-10858,alpha,0.34342654847455817,0.3550459374701025
negative,4,hierarchical,sub-10860,alpha,0.2713186603743689,0.163058289963015
negative,4,hierarchical,sub-10862,alpha,0.3912705077133824,0.201890461850512
negative,4,hierarchical,sub-10863,alpha,0.12978802553439403,0.15326456836552224
negative,4,hierarchical,sub-10866,alpha,0.4000897263060434,0.4019340013630225
negative,4,hierarchical,sub-10875,alpha,0.6733388071511056,0.41359021995316875
negative,4,hierarchical,sub-10881,alpha,0.3231760513940569,0.43453805118558125
negative,4,hierarchical,sub-10886,alpha,0.21202103814671425,0.17607968758596237
negative,4,hierarchical,sub-10887,alpha,0.14426699352364178,0.19941506328667502
negative,4,hierarchical,sub-10896,alpha,0.2350107965325221,0.23306284718617165
negative,4,hierarchical,sub-10897,alpha,0.3084879155294725,0.20306190812382124
negative,4,hierarchical,sub-10898,alpha,0.11288153337495464,0.25379401085130504
negative,4,hierarchical,sub-10908,alpha,0.20762341123429007,0.29495252624028
negative,4,hierarchical,sub-10918,alpha,0.18542020848198318,0.2065360984989625
negative,4,hierarchical,sub-10924,alpha,0.26977063300032306,0.20219646671522376
negative,4,hierarchical,sub-10926,alpha,0.29809468828371405,0.40823393175024625
negative,4,hierarchical,sub-10928,alpha,0.4074872107006949,0.3317099134469749
negative,4,hierarchical,sub-10929,alpha,0.3393743436583418,0.2285874299186886
negative,4,hierarchical,sub-10930,alpha,0.4403409463241763,0.37823396813534
negative,4,hierarchical,sub-10938,alpha,0.3514459987871317,0.3933210976871225
negative,4,hierarchical,sub-10940,alpha,0.17971298503869623,0.35499881231026253
negative,4,hierarchical,sub-10950,alpha,0.138559038424986,0.21670079084062127
negative,4,hierarchical,sub-10951,alpha,0.34502231104503495,0.20906283819389604
negative,4,hierarchical,sub-10952,alpha,0.26251059480890676,0.24815049620561125
negative,4,hierarchical,sub-10953,alpha,0.09083338276363431,0.19176054414524601
negative,4,hierarchical,sub-10954,alpha,0.34450722408356677,0.281302537912535
negative,4,hierarchical,sub-10956,alpha,0.2535241279976903,0.27297579536624117
negative,4,hierarchical,sub-10958,alpha,0.2085076855284322,0.381424830156925
negative,4,hierarchical,sub-10969,alpha,0.20726252450305954,0.1811700099120475
negative,4,hierarchical,sub-10974,alpha,0.17361748770379773,0.2713702137235149
negative,4,hierarchical,sub-10977,alpha,0.2327361328673016,0.2918182326136175
negative,4,hierarchical,sub-10983,alpha,0.4091514344233248,0.24891480075097114
negative,4,hierarchical,sub-10984,alpha,0.18897108543777522,0.22971995016274474
negative,4,hierarchical,sub-11005,alpha,0.32798675687662526,0.22874129878889313
negative,4,hierarchical,sub-11031,alpha,0.09605470680596419,0.15001916385251238
negative,4,MLE_theta10,sub-10317,alpha,0.3560809777764235,0.83505592360772
negative,4,MLE_theta10,sub-10369,alpha,0.2128392223446092,0.0
negative,4,MLE_theta10,sub-10402,alpha,0.22693121807463798,1.0
negative,4,MLE_theta10,sub-10418,alpha,0.22820838951722364,0.0
negative,4,MLE_theta10,sub-10462,alpha,0.11486531970906638,1.0
negative,4,MLE_theta10,sub-10478,alpha,0.22411139182019316,0.4666618298512418
negative,4,MLE_theta10,sub-10486,alpha,0.36616643241766555,0.2371323071643936
negative,4,MLE_theta10,sub-10529,alpha,0.34536688141105715,0.568306561087667
negative,4,MLE_theta10,sub-10541,alpha,0.7127606216523116,0.8877134761976194
negative,4,MLE_theta10,sub-10555,alpha,0.3383272861798111,0.4137932882425602
negative,4,MLE_theta10,sub-10559,alpha,0.2948034466729573,0.2069817660917736
negative,4,MLE_theta10,sub-10572,alpha,0.2617460905468208,0.0
negative,4,MLE_theta10,sub-10581,alpha,0.3404318733755467,0.5590545025006002
negative,4,MLE_theta10,sub-10584,alpha,0.26677091982541395,0.1640122478878926
negative,4,MLE_theta10,sub-10585,alpha,0.3131104710225858,0.0
negative,4,MLE_theta10,sub-10589,alpha,0.4646041506130528,0.6805432404649628
negative,4,MLE_theta10,sub-10590,alpha,0.35315373967949226,0.067408205010088
