participant_id,partner,trait,rating,normalized
sub-10585,computer,0,3.0,0.8
sub-10589,friend,2,-1.0,0.4
sub-10589,stranger,2,-2.0,0.3
sub-10589,computer,2,-3.0,0.2
sub-10589,friend,1,2.0,0.7
sub-10589,stranger,1,1.0,0.6
sub-10589,computer,1,0.0,0.5
sub-10589,friend,0,3.0,0.8
sub-10589,stranger,0,3.0,0.8
sub-10589,computer,0,-2.0,0.3
sub-10590,friend,2,5.0,1.0
sub-10590,stranger,2,3.0,0.8
sub-10590,computer,2,-4.0,0.1
sub-10590,friend,1,5.0,1.0
sub-10590,stranger,1,4.0,0.9
sub-10590,computer,1,-5.0,0.0
sub-10590,friend,0,5.0,1.0
sub-10590,stranger,0,3.0,0.8
sub-10590,computer,0,-2.0,0.3
sub-10596,friend,2,5.0,1.0
sub-10596,stranger,2,2.0,0.7
sub-10596,computer,2,-2.0,0.3
sub-10596,friend,1,5.0,1.0
sub-10596,stranger,1,1.0,0.6
sub-10596,computer,1,-1.0,0.4
sub-10596,friend,0,3.0,0.8
sub-10596,stranger,0,1.0,0.6
sub-10596,computer,0,0.0,0.5
sub-10603,friend,2,5.0,1.0
sub-10603,stranger,2,5.0,1.0
sub-10603,computer,2,0.0,0.5
sub-10603,friend,1,5.0,1.0
sub-10603,stranger,1,2.0,0.7
sub-10603,computer,1,-4.0,0.1
sub-10603,friend,0,5.0,1.0
sub-10603,stranger,0,2.0,0.7
sub-10603,computer,0,5.0,1.0
sub-10606,friend,2,5.0,1.0
sub-10606,stranger,2,2.0,0.7
sub-10606,computer,2,0.0,0.5
sub-10606,friend,1,4.0,0.9
sub-10606,stranger,1,2.0,0.7
sub-10606,computer,1,0.0,0.5
sub-10606,friend,0,2.0,0.7
sub-10606,stranger,0,2.0,0.7
sub-10606,computer,0,0.0,0.5
sub-10608,friend,2,5.0,1.0
sub-10608,stranger,2,3.0,0.8
sub-10608,computer,2,0.0,0.5
sub-10608,friend,1,5.0,1.0
sub-10608,stranger,1,4.0,0.9
sub-10608,computer,1,0.0,0.5
sub-10608,friend,0,3.0,0.8
sub-10608,stranger,0,3.0,0.8
sub-10608,computer,0,0.0,0.5
sub-10617,friend,2,5.0,1.0
sub-10617,stranger,2,0.0,0.5
sub-10617,computer,2,0.0,0.5
sub-10617,friend,1,5.0,1.0
sub-10617,stranger,1,0.0,0.5
sub-10617,computer,1,0.0,0.5
sub-10617,friend,0,5.0,1.0
sub-10617,stranger,0,0.0,0.5
sub-10617,computer,0,0.0,0.5
sub-10636,friend,2,5.0,1.0
sub-10636,stranger,2,4.0,0.9
sub-10636,computer,2,-3.0,0.2
sub-10636,friend,1,5.0,1.0
sub-10636,stranger,1,5.0,1.0
sub-10636,computer,1,-5.0,0.0
sub-10636,friend,0,5.0,1.0
sub-10636,stranger,0,5.0,1.0
sub-10636,computer,0,-5.0,0.0
sub-10638,friend,2,5.0,1.0
sub-10638,stranger,2,4.0,0.9
sub-10638,computer,2,0.0,0.5
sub-10638,friend,1,5.0,1.0
sub-10638,stranger,1,5.0,1.0
sub-10638,computer,1,0.0,0.5
sub-10638,friend,0,5.0,1.0
sub-10638,stranger,0,4.0,0.9
sub-10638,computer,0,0.0,0.5
sub-10640,friend,2,1.0,0.6
sub-10640,stranger,2,0.0,0.5
sub-10640,computer,2,0.0,0.5
sub-10640,friend,1,3.0,0.8
sub-10640,stranger,1,1.0,0.6
sub-10640,computer,1,0.0,0.5
sub-10640,friend,0,4.0,0.9
sub-10640,stranger,0,2.0,0.7
sub-10640,computer,0,0.0,0.5
sub-10641,friend,2,5.0,1.0
sub-10641,stranger,2,1.0,0.6
sub-10641,computer,2,3.0,0.8
sub-10641,friend,1,2.0,0.7
sub-10641,stranger,1,1.0,0.6
sub-10641,computer,1,1.0,0.6
sub-10641,friend,0,4.0,0.9
sub-10641,stranger,0,3.0,0.8
sub-10641,computer,0,3.0,0.8
sub-10642,friend,2,5.0,1.0
sub-10642,stranger,2,2.0,0.7
sub-10642,computer,2,-5.0,0.0
sub-10642,friend,1,4.0,0.9
sub-10642,stranger,1,1.0,0.6
sub-10642,computer,1,-5.0,0.0
sub-10642,friend,0,3.0,0.8
sub-10642,stranger,0,3.0,0.8
sub-10642,computer,0,-3.0,0.2
sub-10644,friend,2,5.0,1.0
sub-10644,stranger,2,0.0,0.5
sub-10644,computer,2,0.0,0.5
sub-10644,friend,1,5.0,1.0
sub-10644,stranger,1,0.0,0.5
sub-10644,computer,1,0.0,0.5
sub-10644,friend,0,5.0,1.0
sub-10644,stranger,0,0.0,0.5
sub-10644,computer,0,0.0,0.5
sub-10647,friend,2,2.0,0.7
sub-10647,stranger,2,-2.0,0.3
sub-10647,computer,2,-5.0,0.0
sub-10647,friend,1,1.0,0.6
sub-10647,stranger,1,-2.0,0.3
sub-10647,computer,1,-5.0,0.0
sub-10647,friend,0,2.0,0.7
sub-10647,stranger,0,-2.0,0.3
sub-10647,computer,0,-5.0,0.0
sub-10649,friend,2,5.0,1.0
sub-10649,stranger,2,5.0,1.0
sub-10649,computer,2,3.0,0.8
sub-10649,friend,1,5.0,1.0
sub-10649,stranger,1,5.0,1.0
sub-10649,computer,1,-2.0,0.3
sub-10649,friend,0,5.0,1.0
sub-10649,stranger,0,4.0,0.9
sub-10649,computer,0,-3.0,0.2
sub-10652,friend,2,5.0,1.0
sub-10652,stranger,2,0.0,0.5
sub-10652,computer,2,0.0,0.5
sub-10652,friend,1,5.0,1.0
sub-10652,stranger,1,0.0,0.5
sub-10652,computer,1,0.0,0.5
sub-10652,friend,0,5.0,1.0
sub-10652,stranger,0,-2.0,0.3
sub-10652,computer,0,0.0,0.5
sub-10656,friend,2,2.0,0.7
sub-10656,stranger,2,1.0,0.6
sub-10656,computer,2,-5.0,0.0
sub-10656,friend,1,1.0,0.6
sub-10656,stranger,1,1.0,0.6
sub-10656,computer,1,0.0,0.5
sub-10656,friend,0,2.0,0.7
sub-10656,stranger,0,2.0,0.7
sub-10656,computer,0,0.0,0.5
sub-10657,friend,2,4.0,0.9
sub-10657,stranger,2,-2.0,0.3
sub-10657,computer,2,0.0,0.5
sub-10657,friend,1,4.0,0.9
sub-10657,stranger,1,1.0,0.6
sub-10657,computer,1,0.0,0.5
sub-10657,friend,0,3.0,0.8
sub-10657,stranger,0,2.0,0.7
sub-10657,computer,0,0.0,0.5
sub-10661,friend,2,5.0,1.0
sub-10661,stranger,2,3.0,0.8
sub-10661,computer,2,0.0,0.5
sub-10661,friend,1,5.0,1.0
sub-10661,stranger,1,5.0,1.0
sub-10661,computer,1,0.0,0.5
sub-10661,friend,0,5.0,1.0
sub-10661,stranger,0,4.0,0.9
sub-10661,computer,0,0.0,0.5
sub-10663,friend,2,5.0,1.0
sub-10663,stranger,2,3.0,0.8
sub-10663,computer,2,2.0,0.7
sub-10663,friend,1,5.0,1.0
sub-10663,stranger,1,3.0,0.8
sub-10663,computer,1,2.0,0.7
sub-10663,friend,0,5.0,1.0
sub-10663,stranger,0,4.0,0.9
sub-10663,computer,0,1.0,0.6
sub-10668,friend,2,-2.0,0.3
sub-10668,stranger,2,5.0,1.0
sub-10668,computer,2,-5.0,0.0
sub-10668,friend,1,4.0,0.9
sub-10668,stranger,1,4.0,0.9
sub-10668,computer,1,-5.0,0.0
sub-10668,friend,0,5.0,1.0
sub-10668,stranger,0,5.0,1.0
sub-10668,computer,0,-5.0,0.0
sub-10673,friend,2,2.0,0.7
sub-10673,stranger,2,1.0,0.6
sub-10673,computer,2,0.0,0.5
sub-10673,friend,1,3.0,0.8
sub-10673,stranger,1,-1.0,0.4
sub-10673,computer,1,0.0,0.5
sub-10673,friend,0,-1.0,0.4
sub-10673,stranger,0,1.0,0.6
sub-10673,computer,0,0.0,0.5
sub-10674,friend,2,5.0,1.0
sub-10674,stranger,2,2.0,0.7
sub-10674,computer,2,0.0,0.5
sub-10674,friend,1,5.0,1.0
sub-10674,stranger,1,3.0,0.8
sub-10674,computer,1,0.0,0.5
sub-10674,friend,0,5.0,1.0
sub-10674,stranger,0,4.0,0.9
sub-10674,computer,0,0.0,0.5
sub-10677,friend,2,0.0,0.5
sub-10677,stranger,2,0.0,0.5
sub-10677,computer,2,0.0,0.5
sub-10677,friend,1,1.0,0.6
sub-10677,stranger,1,0.0,0.5
sub-10677,computer,1,0.0,0.5
sub-10677,friend,0,0.0,0.5
sub-10677,stranger,0,0.0,0.5
sub-10677,computer,0,-1.0,0.4
sub-10685,friend,2,5.0,1.0
sub-10685,stranger,2,5.0,1.0
sub-10685,computer,2,5.0,1.0
sub-10685,friend,1,5.0,1.0
sub-10685,stranger,1,4.0,0.9
sub-10685,computer,1,3.0,0.8
sub-10685,friend,0,5.0,1.0
sub-10685,stranger,0,5.0,1.0
sub-10685,computer,0,5.0,1.0
sub-10690,friend,2,5.0,1.0
sub-10690,stranger,2,0.0,0.5
sub-10690,computer,2,0.0,0.5
sub-10690,friend,1,5.0,1.0
sub-10690,stranger,1,4.0,0.9
sub-10690,computer,1,-3.0,0.2
sub-10690,friend,0,5.0,1.0
sub-10690,stranger,0,2.0,0.7
sub-10690,computer,0,0.0,0.5
sub-10691,friend,2,5.0,1.0
sub-10691,stranger,2,2.0,0.7
sub-10691,computer,2,2.0,0.7
sub-10691,friend,1,4.0,0.9
sub-10691,stranger,1,2.0,0.7
sub-10691,computer,1,2.0,0.7
sub-10691,friend,0,5.0,1.0
sub-10691,stranger,0,4.0,0.9
sub-10691,computer,0,3.0,0.8
sub-10701,friend,2,4.0,0.9
sub-10701,stranger,2,-2.0,0.3
sub-10701,computer,2,0.0,0.5
sub-10701,friend,1,3.0,0.8
sub-10701,stranger,1,1.0,0.6
sub-10701,computer,1,-4.0,0.1
sub-10701,friend,0,-2.0,0.3
sub-10701,stranger,0,2.0,0.7
sub-10701,computer,0,5.0,1.0
sub-10713,friend,2,5.0,1.0
sub-10713,stranger,2,0.0,0.5
sub-10713,computer,2,5.0,1.0
sub-10713,friend,1,4.0,0.9
sub-10713,stranger,1,-3.0,0.2
sub-10713,computer,1,0.0,0.5
sub-10713,friend,0,5.0,1.0
sub-10713,stranger,0,-2.0,0.3
sub-10713,computer,0,0.0,0.5
sub-10716,friend,2,5.0,1.0
sub-10716,stranger,2,4.0,0.9
sub-10716,computer,2,0.0,0.5
sub-10716,friend,1,5.0,1.0
sub-10716,stranger,1,4.0,0.9
sub-10716,computer,1,0.0,0.5
sub-10716,friend,0,5.0,1.0
sub-10716,stranger,0,4.0,0.9
sub-10716,computer,0,0.0,0.5
sub-10718,friend,2,4.0,0.9
sub-10718,stranger,2,2.0,0.7
sub-10718,computer,2,2.0,0.7
sub-10718,friend,1,5.0,1.0
sub-10718,stranger,1,2.0,0.7
sub-10718,computer,1,0.0,0.5
sub-10718,friend,0,5.0,1.0
sub-10718,stranger,0,2.0,0.7
sub-10718,computer,0,0.0,0.5
sub-10720,friend,2,4.0,0.9
sub-10720,stranger,2,4.0,0.9
sub-10720,computer,2,0.0,0.5
sub-10720,friend,1,3.0,0.8
sub-10720,stranger,1,5.0,1.0
sub-10720,computer,1,-1.0,0.4
sub-10720,friend,0,5.0,1.0
sub-10720,stranger,0,5.0,1.0
sub-10720,computer,0,0.0,0.5
sub-10723,friend,2,3.0,0.8
sub-10723,stranger,2,-1.0,0.4
sub-10723,computer,2,-2.0,0.3
sub-10723,friend,1,4.0,0.9
sub-10723,stranger,1,2.0,0.7
sub-10723,computer,1,0.0,0.5
sub-10723,friend,0,4.0,0.9
sub-10723,stranger,0,2.0,0.7
sub-10723,computer,0,0.0,0.5
sub-10741,friend,2,5.0,1.0
sub-10741,stranger,2,3.0,0.8
sub-10741,computer,2,3.0,0.8
sub-10741,friend,1,2.0,0.7
sub-10741,stranger,1,2.0,0.7
sub-10741,computer,1,1.0,0.6
sub-10741,friend,0,3.0,0.8
sub-10741,stranger,0,2.0,0.7
sub-10741,computer,0,2.0,0.7
sub-10748,friend,2,4.0,0.9
sub-10748,stranger,2,3.0,0.8
sub-10748,computer,2,4.0,0.9
sub-10748,friend,1,4.0,0.9
sub-10748,stranger,1,4.0,0.9
sub-10748,computer,1,4.0,0.9
sub-10748,friend,0,4.0,0.9
sub-10748,stranger,0,3.0,0.8
sub-10748,computer,0,4.0,0.9
sub-10767,friend,2,4.0,0.9
sub-10767,stranger,2,2.0,0.7
sub-10767,computer,2,-1.0,0.4
sub-10767,friend,1,5.0,1.0
sub-10767,stranger,1,3.0,0.8
sub-10767,computer,1,-2.0,0.3
sub-10767,friend,0,5.0,1.0
sub-10767,stranger,0,2.0,0.7
sub-10767,computer,0,-2.0,0.3
sub-10770,friend,2,5.0,1.0
sub-10770,stranger,2,-1.0,0.4
sub-10770,computer,2,0.0,0.5
sub-10770,friend,1,5.0,1.0
sub-10770,stranger,1,0.0,0.5
sub-10770,computer,1,-5.0,0.0
sub-10770,friend,0,5.0,1.0
sub-10770,stranger,0,3.0,0.8
sub-10770,computer,0,0.0,0.5
sub-10777,friend,2,4.0,0.9
sub-10777,stranger,2,1.0,0.6
sub-10777,computer,2,0.0,0.5
sub-10777,friend,1,4.0,0.9
sub-10777,stranger,1,2.0,0.7
sub-10777,computer,1,0.0,0.5
sub-10777,friend,0,4.0,0.9
sub-10777,stranger,0,3.0,0.8
sub-10777,computer,0,0.0,0.5
sub-10781,friend,2,5.0,1.0
sub-10781,stranger,2,-2.0,0.3
sub-10781,computer,2,0.0,0.5
sub-10781,friend,1,5.0,1.0
sub-10781,stranger,1,1.0,0.6
sub-10781,computer,1,0.0,0.5
sub-10781,friend,0,3.0,0.8
sub-10781,stranger,0,3.0,0.8
sub-10781,computer,0,0.0,0.5
sub-10783,friend,2,5.0,1.0
sub-10783,stranger,2,3.0,0.8
sub-10783,computer,2,2.0,0.7
sub-10783,friend,1,5.0,1.0
sub-10783,stranger,1,3.0,0.8
sub-10783,computer,1,2.0,0.7
sub-10783,friend,0,5.0,1.0
sub-10783,stranger,0,4.0,0.9
sub-10783,computer,0,3.0,0.8
sub-10785,friend,2,2.0,0.7
sub-10785,stranger,2,3.0,0.8
sub-10785,computer,2,-1.0,0.4
sub-10785,friend,1,2.0,0.7
sub-10785,stranger,1,3.0,0.8
sub-10785,computer,1,-4.0,0.1
sub-10785,friend,0,1.0,0.6
sub-10785,stranger,0,2.0,0.7
sub-10785,computer,0,0.0,0.5
sub-10794,friend,2,5.0,1.0
sub-10794,stranger,2,-3.0,0.2
sub-10794,computer,2,2.0,0.7
sub-10794,friend,1,5.0,1.0
sub-10794,stranger,1,0.0,0.5
sub-10794,computer,1,2.0,0.7
sub-10794,friend,0,0.0,0.5
sub-10794,stranger,0,-1.0,0.4
sub-10794,computer,0,0.0,0.5
sub-10800,friend,2,3.0,0.8
sub-10800,stranger,2,0.0,0.5
sub-10800,computer,2,-1.0,0.4
sub-10800,friend,1,3.0,0.8
sub-10800,stranger,1,1.0,0.6
sub-10800,computer,1,-1.0,0.4
sub-10800,friend,0,2.0,0.7
sub-10800,stranger,0,2.0,0.7
sub-10800,computer,0,-2.0,0.3
sub-10801,friend,2,4.0,0.9
sub-10801,stranger,2,3.0,0.8
sub-10801,computer,2,0.0,0.5
sub-10801,friend,1,4.0,0.9
sub-10801,stranger,1,3.0,0.8
sub-10801,computer,1,1.0,0.6
sub-10801,friend,0,1.0,0.6
sub-10801,stranger,0,3.0,0.8
sub-10801,computer,0,0.0,0.5
sub-10802,friend,2,4.0,0.9
sub-10802,stranger,2,2.0,0.7
sub-10802,computer,2,0.0,0.5
sub-10802,friend,1,3.0,0.8
sub-10802,stranger,1,2.0,0.7
sub-10802,computer,1,0.0,0.5
sub-10802,friend,0,3.0,0.8
sub-10802,stranger,0,3.0,0.8
sub-10802,computer,0,0.0,0.5
sub-10804,friend,2,-3.0,0.2
sub-10804,stranger,2,0.0,0.5
sub-10804,computer,2,-2.0,0.3
sub-10804,friend,1,-1.0,0.4
sub-10804,stranger,1,0.0,0.5
sub-10804,computer,1,0.0,0.5
sub-10804,friend,0,0.0,0.5
sub-10804,stranger,0,2.0,0.7
sub-10804,computer,0,0.0,0.5
sub-10806,friend,2,3.0,0.8
sub-10806,stranger,2,0.0,0.5
sub-10806,computer,2,-5.0,0.0
sub-10806,friend,1,5.0,1.0
sub-10806,stranger,1,2.0,0.7
sub-10806,computer,1,-4.0,0.1
sub-10806,friend,0,2.0,0.7
sub-10806,stranger,0,2.0,0.7
sub-10806,computer,0,-3.0,0.2
sub-10807,friend,2,5.0,1.0
sub-10807,stranger,2,0.0,0.5
sub-10807,computer,2,0.0,0.5
sub-10807,friend,1,5.0,1.0
sub-10807,stranger,1,3.0,0.8
sub-10807,computer,1,-3.0,0.2
sub-10807,friend,0,5.0,1.0
sub-10807,stranger,0,3.0,0.8
sub-10807,computer,0,-5.0,0.0
sub-10809,friend,2,5.0,1.0
sub-10809,stranger,2,3.0,0.8
sub-10809,computer,2,0.0,0.5
sub-10809,friend,1,5.0,1.0
sub-10809,stranger,1,3.0,0.8
sub-10809,computer,1,0.0,0.5
sub-10809,friend,0,5.0,1.0
sub-10809,stranger,0,3.0,0.8
sub-10809,computer,0,-1.0,0.4
sub-10810,friend,2,5.0,1.0
sub-10810,stranger,2,3.0,0.8
sub-10810,computer,2,0.0,0.5
sub-10810,friend,1,5.0,1.0
sub-10810,stranger,1,3.0,0.8
sub-10810,computer,1,0.0,0.5
sub-10810,friend,0,5.0,1.0
sub-10810,stranger,0,4.0,0.9
sub-10810,computer,0,0.0,0.5
sub-10812,friend,2,0.0,0.5
sub-10812,stranger,2,2.0,0.7
sub-10812,computer,2,-2.0,0.3
sub-10812,friend,1,5.0,1.0
sub-10812,stranger,1,2.0,0.7
sub-10812,computer,1,-1.0,0.4
sub-10812,friend,0,3.0,0.8
sub-10812,stranger,0,2.0,0.7
sub-10812,computer,0,-1.0,0.4
sub-10817,friend,2,5.0,1.0
sub-10817,stranger,2,0.0,0.5
sub-10817,computer,2,0.0,0.5
sub-10817,friend,1,5.0,1.0
sub-10817,stranger,1,0.0,0.5
sub-10817,computer,1,0.0,0.5
sub-10817,friend,0,3.0,0.8
sub-10817,stranger,0,3.0,0.8
sub-10817,computer,0,-3.0,0.2
sub-10827,friend,2,5.0,1.0
sub-10827,stranger,2,-2.0,0.3
sub-10827,computer,2,2.0,0.7
sub-10827,friend,1,5.0,1.0
sub-10827,stranger,1,2.0,0.7
sub-10827,computer,1,1.0,0.6
sub-10827,friend,0,5.0,1.0
sub-10827,stranger,0,3.0,0.8
sub-10827,computer,0,1.0,0.6
sub-10831,friend,2,5.0,1.0
sub-10831,stranger,2,5.0,1.0
sub-10831,computer,2,0.0,0.5
sub-10831,friend,1,5.0,1.0
sub-10831,stranger,1,3.0,0.8
sub-10831,computer,1,0.0,0.5
sub-10831,friend,0,5.0,1.0
sub-10831,stranger,0,3.0,0.8
sub-10831,computer,0,0.0,0.5
sub-10834,friend,2,5.0,1.0
sub-10834,stranger,2,4.0,0.9
sub-10834,computer,2,0.0,0.5
sub-10834,friend,1,5.0,1.0
sub-10834,stranger,1,4.0,0.9
sub-10834,computer,1,0.0,0.5
sub-10834,friend,0,5.0,1.0
sub-10834,stranger,0,4.0,0.9
sub-10834,computer,0,0.0,0.5
sub-10838,friend,2,5.0,1.0
sub-10838,stranger,2,-5.0,0.0
sub-10838,computer,2,0.0,0.5
sub-10838,friend,1,5.0,1.0
sub-10838,stranger,1,-5.0,0.0
sub-10838,computer,1,0.0,0.5
sub-10838,friend,0,5.0,1.0
sub-10838,stranger,0,-5.0,0.0
sub-10838,computer,0,0.0,0.5
sub-10843,friend,2,5.0,1.0
sub-10843,stranger,2,3.0,0.8
sub-10843,computer,2,3.0,0.8
sub-10843,friend,1,3.0,0.8
sub-10843,stranger,1,4.0,0.9
sub-10843,computer,1,1.0,0.6
sub-10843,friend,0,3.0,0.8
sub-10843,stranger,0,5.0,1.0
sub-10843,computer,0,0.0,0.5
sub-10850,friend,2,3.0,0.8
sub-10850,stranger,2,-1.0,0.4
sub-10850,computer,2,-4.0,0.1
sub-10850,friend,1,4.0,0.9
sub-10850,stranger,1,3.0,0.8
sub-10850,computer,1,-4.0,0.1
sub-10850,friend,0,2.0,0.7
sub-10850,stranger,0,3.0,0.8
sub-10850,computer,0,-4.0,0.1
sub-10854,friend,2,5.0,1.0
sub-10854,stranger,2,0.0,0.5
sub-10854,computer,2,-3.0,0.2
sub-10854,friend,1,4.0,0.9
sub-10854,stranger,1,4.0,0.9
sub-10854,computer,1,-2.0,0.3
sub-10854,friend,0,1.0,0.6
sub-10854,stranger,0,5.0,1.0
sub-10854,computer,0,-2.0,0.3
sub-10857,friend,2,3.0,0.8
sub-10857,stranger,2,-1.0,0.4
sub-10857,computer,2,1.0,0.6
sub-10857,friend,1,5.0,1.0
sub-10857,stranger,1,2.0,0.7
sub-10857,computer,1,1.0,0.6
sub-10857,friend,0,5.0,1.0
sub-10857,stranger,0,3.0,0.8
sub-10857,computer,0,0.0,0.5
sub-10858,friend,2,5.0,1.0
sub-10858,stranger,2,3.0,0.8
sub-10858,computer,2,0.0,0.5
sub-10858,friend,1,4.0,0.9
sub-10858,stranger,1,3.0,0.8
sub-10858,computer,1,-1.0,0.4
sub-10858,friend,0,2.0,0.7
sub-10858,stranger,0,2.0,0.7
sub-10858,computer,0,1.0,0.6
sub-10860,friend,2,5.0,1.0
sub-10860,stranger,2,5.0,1.0
sub-10860,computer,2,0.0,0.5
sub-10860,friend,1,5.0,1.0
sub-10860,stranger,1,4.0,0.9
sub-10860,computer,1,0.0,0.5
sub-10860,friend,0,5.0,1.0
sub-10860,stranger,0,5.0,1.0
sub-10860,computer,0,0.0,0.5
sub-10862,friend,2,5.0,1.0
sub-10862,stranger,2,4.0,0.9
sub-10862,computer,2,0.0,0.5
sub-10862,friend,1,5.0,1.0
sub-10862,stranger,1,5.0,1.0
sub-10862,computer,1,0.0,0.5
sub-10862,friend,0,5.0,1.0
sub-10862,stranger,0,4.0,0.9
sub-10862,computer,0,0.0,0.5
sub-10863,friend,2,5.0,1.0
sub-10863,stranger,2,0.0,0.5
sub-10863,computer,2,0.0,0.5
sub-10863,friend,1,0.0,0.5
sub-10863,stranger,1,0.0,0.5
sub-10863,computer,1,0.0,0.5
sub-10863,friend,0,5.0,1.0
sub-10863,stranger,0,0.0,0.5
sub-10863,computer,0,-5.0,0.0
sub-10866,friend,2,5.0,1.0
sub-10866,stranger,2,4.0,0.9
sub-10866,computer,2,0.0,0.5
sub-10866,friend,1,5.0,1.0
sub-10866,stranger,1,5.0,1.0
sub-10866,computer,1,0.0,0.5
sub-10866,friend,0,3.0,0.8
sub-10866,stranger,0,4.0,0.9
sub-10866,computer,0,0.0,0.5
sub-10875,friend,2,3.0,0.8
sub-10875,stranger,2,1.0,0.6
sub-10875,computer,2,0.0,0.5
sub-10875,friend,1,3.0,0.8
sub-10875,stranger,1,2.0,0.7
sub-10875,computer,1,0.0,0.5
sub-10875,friend,0,0.0,0.5
sub-10875,stranger,0,0.0,0.5
sub-10875,computer,0,0.0,0.5
sub-10881,friend,2,3.0,0.8
sub-10881,stranger,2,2.0,0.7
sub-10881,computer,2,5.0,1.0
sub-10881,friend,1,5.0,1.0
sub-10881,stranger,1,0.0,0.5
sub-10881,computer,1,4.0,0.9
sub-10881,friend,0,5.0,1.0
sub-10881,stranger,0,3.0,0.8
sub-10881,computer,0,5.0,1.0
sub-10887,friend,2,5.0,1.0
sub-10887,stranger,2,1.0,0.6
sub-10887,computer,2,1.0,0.6
sub-10887,friend,1,5.0,1.0
sub-10887,stranger,1,1.0,0.6
sub-10887,computer,1,1.0,0.6
