participant_id,partner,offer_pair,high_probability,investment,rt,n
sub-10767,computer,2-8,0.0,2.0,1.6710125,8
sub-10767,computer,4-8,0.0,4.0,1.6926751,4
sub-10767,friend,0-2,1.0,2.0,1.49345155,4
sub-10767,friend,0-4,1.0,4.0,1.4245608,4
sub-10767,friend,0-8,1.0,8.0,1.5675897,4
sub-10767,friend,2-4,1.0,4.0,1.646124,4
sub-10767,friend,2-8,1.0,8.0,1.5672505,8
sub-10767,friend,4-8,1.0,8.0,1.60774895,4
sub-10767,stranger,0-2,1.0,2.0,1.8000376500000002,4
sub-10767,stranger,0-4,1.0,4.0,1.48305035,4
sub-10767,stranger,0-8,1.0,8.0,2.2688205000000004,4
sub-10767,stranger,2-4,0.75,3.5,2.2807466,4
sub-10767,stranger,2-8,0.0,2.0,1.90857965,8
sub-10767,stranger,4-8,0.0,4.0,1.62224705,4
sub-10770,computer,0-2,0.75,1.5,1.86887545,4
sub-10770,computer,0-4,1.0,4.0,1.8261020000000001,4
sub-10770,computer,0-8,1.0,8.0,2.06576675,4
sub-10770,computer,2-4,1.0,4.0,1.9647854,4
sub-10770,computer,2-8,0.625,5.75,2.00064975,8
sub-10770,computer,4-8,0.75,7.0,1.94666295,4
sub-10770,friend,0-2,1.0,2.0,2.1163681,4
sub-10770,friend,0-4,0.75,3.0,1.7271835000000002,4
sub-10770,friend,0-8,0.75,6.0,1.8111291,4
sub-10770,friend,2-4,0.5,3.0,1.7092498,4
sub-10770,friend,2-8,0.625,5.75,2.0580750500000002,8
sub-10770,friend,4-8,0.5,6.0,1.6135929,4
sub-10770,stranger,0-2,1.0,2.0,1.8451241999999999,4
sub-10770,stranger,0-4,1.0,4.0,1.9942979,4
sub-10770,stranger,0-8,0.5,4.0,1.8047511,4
sub-10770,stranger,2-4,0.5,3.0,1.8379396,4
sub-10770,stranger,2-8,0.5,5.0,1.89407995,8
sub-10770,stranger,4-8,0.3333333333333333,5.333333333333333,1.9775782,3
sub-10777,computer,0-2,0.0,0.0,1.17379605,2
sub-10777,computer,0-4,0.0,0.0,1.46512175,2
sub-10777,computer,0-8,0.0,0.0,1.2714067,3
sub-10777,computer,2-4,0.0,2.0,1.3705477,3
sub-10777,computer,2-8,0.0,2.0,1.65791865,4
sub-10777,computer,4-8,0.0,4.0,1.59728275,2
sub-10777,friend,0-2,1.0,2.0,1.5615451,2
sub-10777,friend,0-4,1.0,4.0,1.3856644,2
sub-10777,friend,0-8,1.0,8.0,1.4902188,2
sub-10777,friend,2-4,1.0,4.0,1.5940098,2
sub-10777,friend,2-8,1.0,8.0,1.368793,4
sub-10777,friend,4-8,1.0,8.0,1.5219352000000002,2
sub-10777,stranger,0-2,1.0,2.0,1.4843662499999999,2
sub-10777,stranger,0-4,0.0,0.0,2.0988913499999997,2
sub-10777,stranger,0-8,0.0,0.0,1.47337455,2
sub-10777,stranger,2-4,1.0,4.0,1.814177,2
sub-10777,stranger,2-8,0.0,2.0,1.5559870500000001,4
sub-10777,stranger,4-8,0.5,6.0,1.45878065,2
sub-10781,computer,0-2,0.25,0.5,1.6107869,4
sub-10781,computer,0-4,0.25,1.0,1.6721988,4
sub-10781,computer,0-8,0.25,2.0,1.55144215,4
sub-10781,computer,2-4,0.25,2.5,1.7046868,4
sub-10781,computer,2-8,0.25,3.5,1.5326805000000001,8
sub-10781,computer,4-8,0.0,4.0,1.49712735,4
sub-10781,friend,0-2,1.0,2.0,1.4959582,4
sub-10781,friend,0-4,1.0,4.0,1.4168374,4
sub-10781,friend,0-8,1.0,8.0,1.31129565,4
sub-10781,friend,2-4,0.75,3.5,1.39231555,4
sub-10781,friend,2-8,1.0,8.0,1.3845325,7
sub-10781,friend,4-8,1.0,8.0,1.31717445,4
sub-10781,stranger,0-2,0.25,0.5,1.4874892,4
sub-10781,stranger,0-4,0.25,1.0,1.67162825,4
sub-10781,stranger,0-8,0.0,0.0,1.42283625,4
sub-10781,stranger,2-4,0.0,2.0,1.46613045,4
sub-10781,stranger,2-8,0.0,2.0,1.53678235,8
sub-10781,stranger,4-8,0.0,4.0,1.4583589,4
sub-10783,computer,0-2,0.25,0.5,2.04740475,4
sub-10783,computer,0-4,0.0,0.0,2.1751837500000004,4
sub-10783,computer,0-8,0.0,0.0,1.6527877499999999,4
sub-10783,computer,2-4,0.0,2.0,1.7957674,4
sub-10783,computer,2-8,0.0,2.0,1.7476814,7
sub-10783,computer,4-8,0.0,4.0,1.7168625,4
sub-10783,friend,0-2,1.0,2.0,2.22885765,4
sub-10783,friend,0-4,0.75,3.0,1.9119464,4
sub-10783,friend,0-8,0.75,6.0,2.4165798,4
sub-10783,friend,2-4,1.0,4.0,2.13976365,4
sub-10783,friend,2-8,0.2857142857142857,3.7142857142857144,1.8955054,7
sub-10783,friend,4-8,0.0,4.0,1.98366805,4
sub-10783,stranger,0-2,0.5,1.0,2.0732026,4
sub-10783,stranger,0-4,0.0,0.0,2.2481418,3
sub-10783,stranger,0-8,0.0,0.0,1.82460625,4
sub-10783,stranger,2-4,0.25,2.5,1.7599103,4
sub-10783,stranger,2-8,0.0,2.0,1.6803134000000002,8
sub-10783,stranger,4-8,0.0,4.0,1.7731401500000001,4
sub-10785,computer,0-2,1.0,2.0,1.9577583500000002,4
sub-10785,computer,0-4,1.0,4.0,2.28843965,4
sub-10785,computer,0-8,0.25,2.0,2.3884369999999997,4
sub-10785,computer,2-4,0.0,2.0,1.73914855,4
sub-10785,computer,2-8,0.0,2.0,1.7375516,7
sub-10785,computer,4-8,0.0,4.0,1.98567505,4
sub-10785,friend,0-2,1.0,2.0,1.9546484,4
sub-10785,friend,0-4,1.0,4.0,1.8641299,4
sub-10785,friend,0-8,0.5,4.0,2.4110154,4
sub-10785,friend,2-4,0.0,2.0,1.7026268500000001,4
sub-10785,friend,2-8,0.0,2.0,1.7962619499999999,8
sub-10785,friend,4-8,0.25,5.0,1.92721755,4
sub-10785,stranger,0-2,1.0,2.0,1.8360091500000002,4
sub-10785,stranger,0-4,0.5,2.0,2.18604705,4
sub-10785,stranger,0-8,0.25,2.0,2.0161976,4
sub-10785,stranger,2-4,0.0,2.0,1.8619474500000002,4
sub-10785,stranger,2-8,0.125,2.75,1.95145355,8
sub-10785,stranger,4-8,0.0,4.0,2.0197354499999998,4
sub-10794,computer,0-2,1.0,2.0,1.84258545,4
sub-10794,computer,0-4,1.0,4.0,2.1022835,4
sub-10794,computer,0-8,0.6666666666666666,5.333333333333333,2.3776479,3
sub-10794,computer,2-4,0.5,3.0,2.04832305,4
sub-10794,computer,2-8,0.125,2.75,2.11031915,8
sub-10794,computer,4-8,0.0,4.0,2.1990314499999997,4
sub-10794,friend,0-2,1.0,2.0,1.79335585,4
sub-10794,friend,0-4,1.0,4.0,1.9494721,4
sub-10794,friend,0-8,0.75,6.0,2.02882225,4
sub-10794,friend,2-4,1.0,4.0,1.97450385,4
sub-10794,friend,2-8,0.375,4.25,2.3963473000000004,8
sub-10794,friend,4-8,0.25,5.0,1.82052265,4
sub-10794,stranger,0-2,1.0,2.0,1.88853385,4
sub-10794,stranger,0-4,1.0,4.0,2.01895215,4
sub-10794,stranger,0-8,0.25,2.0,2.1788061499999998,4
sub-10794,stranger,2-4,0.25,2.5,2.16658625,4
sub-10794,stranger,2-8,0.0,2.0,1.93503865,8
sub-10794,stranger,4-8,0.0,4.0,1.8338364999999999,4
sub-10800,computer,0-2,1.0,2.0,1.6001642999999999,4
sub-10800,computer,0-4,1.0,4.0,1.3662808,3
sub-10800,computer,0-8,1.0,8.0,1.54705775,4
sub-10800,computer,2-4,0.75,3.5,1.58875725,4
sub-10800,computer,2-8,1.0,8.0,1.63383845,8
sub-10800,computer,4-8,0.75,7.0,1.65175685,4
sub-10800,friend,0-2,0.75,1.5,1.58719315,4
sub-10800,friend,0-4,0.75,3.0,1.8078201,4
sub-10800,friend,0-8,1.0,8.0,1.3887353999999998,4
sub-10800,friend,2-4,0.5,3.0,1.8510651,4
sub-10800,friend,2-8,0.5,5.0,1.667818,8
sub-10800,friend,4-8,1.0,8.0,1.5595925,4
sub-10800,stranger,0-2,0.6666666666666666,1.3333333333333333,2.1191711,3
sub-10800,stranger,0-4,1.0,4.0,1.49573285,4
sub-10800,stranger,0-8,1.0,8.0,1.5031455500000002,4
sub-10800,stranger,2-4,0.75,3.5,1.6214556,4
sub-10800,stranger,2-8,0.8333333333333334,7.0,1.7358169499999998,6
sub-10800,stranger,4-8,0.75,7.0,1.4845638,4
sub-10801,computer,0-2,0.25,0.5,1.8156761,4
sub-10801,computer,0-4,0.5,2.0,1.8853476000000002,4
sub-10801,computer,0-8,0.75,6.0,1.74853625,4
sub-10801,computer,2-4,0.75,3.5,2.0173452999999997,4
sub-10801,computer,2-8,0.75,6.5,1.8894549500000002,8
sub-10801,computer,4-8,0.5,6.0,1.9381751999999999,4
sub-10801,friend,0-2,1.0,2.0,1.92928385,4
sub-10801,friend,0-4,1.0,4.0,1.7375308,4
sub-10801,friend,0-8,1.0,8.0,1.8206448000000002,4
sub-10801,friend,2-4,1.0,4.0,2.1011606499999997,4
sub-10801,friend,2-8,1.0,8.0,1.8148851000000001,8
sub-10801,friend,4-8,0.75,7.0,1.65322455,4
sub-10801,stranger,0-2,1.0,2.0,2.10619595,4
sub-10801,stranger,0-4,0.75,3.0,2.0003497,4
sub-10801,stranger,0-8,1.0,8.0,1.8573300000000001,4
sub-10801,stranger,2-4,1.0,4.0,1.92330485,4
sub-10801,stranger,2-8,0.875,7.25,1.6322637,8
sub-10801,stranger,4-8,1.0,8.0,2.01839595,4
sub-10802,computer,0-2,1.0,2.0,2.13379705,4
sub-10802,computer,0-4,0.75,3.0,2.10960555,4
sub-10802,computer,0-8,0.5,4.0,2.54555885,4
sub-10802,computer,2-4,0.75,3.5,2.1452063,4
sub-10802,computer,2-8,0.0,2.0,2.132022,8
sub-10802,computer,4-8,0.0,4.0,1.8319846499999999,4
sub-10802,friend,0-2,1.0,2.0,2.0392289,4
sub-10802,friend,0-4,1.0,4.0,1.83264095,4
sub-10802,friend,0-8,1.0,8.0,1.9660006500000002,4
sub-10802,friend,2-4,1.0,4.0,1.86500575,4
sub-10802,friend,2-8,0.375,4.25,2.0863576,8
sub-10802,friend,4-8,0.5,6.0,1.9711536,4
sub-10802,stranger,0-2,1.0,2.0,1.7935753,4
sub-10802,stranger,0-4,1.0,4.0,2.08694165,4
sub-10802,stranger,0-8,0.75,6.0,2.5048548,4
sub-10802,stranger,2-4,0.25,2.5,2.0218397,4
sub-10802,stranger,2-8,0.0,2.0,2.0049441,8
sub-10802,stranger,4-8,0.0,4.0,1.961303,4
sub-10803,computer,0-2,1.0,2.0,1.411371,2
sub-10803,computer,0-4,1.0,4.0,1.7957726,2
sub-10803,computer,0-8,0.5,4.0,1.9502695,2
sub-10803,computer,2-4,1.0,4.0,1.5102682,2
sub-10803,computer,2-8,0.0,2.0,1.3748563,4
sub-10803,computer,4-8,0.5,6.0,1.9382172,2
sub-10803,friend,0-2,1.0,2.0,1.4396756499999999,2
sub-10803,friend,0-4,0.5,2.0,1.8525757999999999,2
sub-10803,friend,0-8,0.5,4.0,1.9413101,2
sub-10803,friend,2-4,0.5,3.0,1.5786197,2
sub-10803,friend,2-8,0.25,3.5,1.6070448499999999,4
sub-10803,friend,4-8,0.5,6.0,2.00262675,2
sub-10803,stranger,0-2,1.0,2.0,1.5005655500000001,2
sub-10803,stranger,0-4,0.5,2.0,1.446299,2
sub-10803,stranger,0-8,0.5,4.0,1.69812975,2
sub-10803,stranger,2-4,1.0,4.0,1.50327125,2
sub-10803,stranger,2-8,1.0,8.0,1.5473114,4
sub-10803,stranger,4-8,0.0,4.0,1.8461908999999999,2
sub-10804,computer,0-2,0.5,1.0,1.6754533,4
sub-10804,computer,0-4,0.75,3.0,1.79964775,4
sub-10804,computer,0-8,0.75,6.0,1.67080275,4
sub-10804,computer,2-4,1.0,4.0,2.0022719,4
sub-10804,computer,2-8,0.625,5.75,1.73143325,8
sub-10804,computer,4-8,0.25,5.0,1.7804433999999998,4
sub-10804,friend,0-2,1.0,2.0,1.4803347,4
sub-10804,friend,0-4,1.0,4.0,1.4706989,4
sub-10804,friend,0-8,1.0,8.0,1.7429556000000002,4
sub-10804,friend,2-4,0.6666666666666666,3.3333333333333335,2.0625932,3
sub-10804,friend,2-8,1.0,8.0,1.9995456,7
sub-10804,friend,4-8,0.5,6.0,1.95181245,4
sub-10804,stranger,0-2,1.0,2.0,1.724673,4
sub-10804,stranger,0-4,1.0,4.0,1.8120776,3
sub-10804,stranger,0-8,1.0,8.0,1.6278403,4
sub-10804,stranger,2-4,1.0,4.0,1.53753715,4
sub-10804,stranger,2-8,0.75,6.5,1.82863505,8
sub-10804,stranger,4-8,0.0,4.0,1.8660711499999998,4
sub-10806,computer,0-2,0.25,0.5,2.19960105,4
sub-10806,computer,0-4,0.0,0.0,2.0586134,4
sub-10806,computer,0-8,0.0,0.0,1.81418025,4
sub-10806,computer,2-4,0.0,2.0,2.3195804,4
sub-10806,computer,2-8,0.0,2.0,1.80429965,8
sub-10806,computer,4-8,0.0,4.0,2.36237845,4
sub-10806,friend,0-2,1.0,2.0,2.2203928499999996,4
sub-10806,friend,0-4,0.75,3.0,1.9830442499999998,4
sub-10806,friend,0-8,1.0,8.0,2.25695405,2
sub-10806,friend,2-4,0.75,3.5,1.67422885,4
sub-10806,friend,2-8,0.875,7.25,1.5300647500000002,8
sub-10806,friend,4-8,0.75,7.0,1.71307885,4
sub-10806,stranger,0-2,0.75,1.5,1.6449425500000001,4
sub-10806,stranger,0-4,0.75,3.0,1.9170652000000001,4
sub-10806,stranger,0-8,0.5,4.0,2.5963054999999997,4
sub-10806,stranger,2-4,0.25,2.5,2.0472357,4
sub-10806,stranger,2-8,0.375,4.25,1.8833829500000001,8
sub-10806,stranger,4-8,0.25,5.0,2.1001343500000003,4
sub-10807,computer,0-2,1.0,2.0,2.010837,3
sub-10807,computer,0-4,1.0,4.0,2.0557442999999997,4
sub-10807,computer,0-8,1.0,8.0,1.8188708,3
sub-10807,computer,2-4,0.5,3.0,1.86681405,4
sub-10807,computer,2-8,0.875,7.25,1.88388155,8
sub-10807,computer,4-8,0.75,7.0,2.1852080999999997,4
sub-10807,friend,0-2,1.0,2.0,2.2427231,4
sub-10807,friend,0-4,1.0,4.0,1.99932355,4
sub-10807,friend,0-8,1.0,8.0,1.94947225,4
sub-10807,friend,2-4,1.0,4.0,2.16091645,4
sub-10807,friend,2-8,1.0,8.0,1.79374565,8
sub-10807,friend,4-8,1.0,8.0,1.7585207,4
sub-10807,stranger,0-2,1.0,2.0,1.73269365,4
sub-10807,stranger,0-4,1.0,4.0,1.820615,3
sub-10807,stranger,0-8,0.75,6.0,1.7016996999999998,4
sub-10807,stranger,2-4,1.0,4.0,1.9164039499999999,4
sub-10807,stranger,2-8,0.875,7.25,2.0770281500000003,8
sub-10807,stranger,4-8,0.75,7.0,2.181119,4
sub-10809,computer,0-2,0.25,0.5,1.7328310500000002,4
sub-10809,computer,0-4,0.25,1.0,1.67680905,4
sub-10809,computer,0-8,0.25,2.0,1.8171969,4
sub-10809,computer,2-4,0.25,2.5,1.86125995,4
sub-10809,computer,2-8,0.0,2.0,1.7893413,8
sub-10809,computer,4-8,0.0,4.0,1.7656021,4
sub-10809,friend,0-2,1.0,2.0,1.6293416,4
sub-10809,friend,0-4,1.0,4.0,1.8741086999999998,4
sub-10809,friend,0-8,0.75,6.0,1.76356615,4
sub-10809,friend,2-4,0.75,3.5,1.62034595,4
sub-10809,friend,2-8,0.375,4.25,1.7792842,8
sub-10809,friend,4-8,0.0,4.0,1.59962545,4
sub-10809,stranger,0-2,0.0,0.0,2.0737486499999997,4
sub-10809,stranger,0-4,0.5,2.0,1.4932547999999999,4
sub-10809,stranger,0-8,0.0,0.0,1.7655495,4
sub-10809,stranger,2-4,0.0,2.0,1.72664485,4
sub-10809,stranger,2-8,0.125,2.75,1.73401185,8
sub-10809,stranger,4-8,0.0,4.0,1.7361836,3
sub-10810,computer,0-2,0.75,1.5,2.20184435,4
sub-10810,computer,0-4,1.0,4.0,2.1737107499999997,4
sub-10810,computer,0-8,1.0,8.0,2.16939365,4
sub-10810,computer,2-4,1.0,4.0,2.2214167,4
sub-10810,computer,2-8,0.875,7.25,2.06390465,8
sub-10810,computer,4-8,0.25,5.0,2.0619174,4
sub-10810,friend,0-2,1.0,2.0,1.99456355,4
sub-10810,friend,0-4,1.0,4.0,1.8950403,4
sub-10810,friend,0-8,1.0,8.0,1.73128965,4
sub-10810,friend,2-4,1.0,4.0,1.8334264999999998,4
sub-10810,friend,2-8,1.0,8.0,2.1274615,8
sub-10810,friend,4-8,1.0,8.0,2.08390405,4
sub-10810,stranger,0-2,1.0,2.0,2.0142575000000003,4
sub-10810,stranger,0-4,1.0,4.0,1.97743555,4
sub-10810,stranger,0-8,1.0,8.0,1.9994038500000002,4
sub-10810,stranger,2-4,1.0,4.0,2.10491885,4
sub-10810,stranger,2-8,0.875,7.25,2.1084218999999997,8
sub-10810,stranger,4-8,0.5,6.0,2.01807105,4
sub-10812,computer,0-2,1.0,2.0,1.84111655,4
sub-10812,computer,0-4,1.0,4.0,2.3207149,4
sub-10812,computer,0-8,0.5,4.0,2.0606613,4
sub-10812,computer,2-4,0.5,3.0,1.86703335,4
sub-10812,computer,2-8,0.375,4.25,1.9051219499999998,8
sub-10812,computer,4-8,0.0,4.0,1.92584,4
sub-10812,friend,0-2,1.0,2.0,1.9061398500000002,4
sub-10812,friend,0-4,1.0,4.0,1.7796768,4
sub-10812,friend,0-8,1.0,8.0,1.72397125,4
sub-10812,friend,2-4,1.0,4.0,1.7855444,4
sub-10812,friend,2-8,1.0,8.0,1.8174679500000002,8
sub-10812,friend,4-8,0.5,6.0,1.76517795,4
sub-10812,stranger,0-2,0.75,1.5,1.91416995,4
sub-10812,stranger,0-4,0.75,3.0,1.75655785,4
sub-10812,stranger,0-8,0.75,6.0,2.0023075,4
sub-10812,stranger,2-4,0.25,2.5,1.82124455,4
sub-10812,stranger,2-8,0.375,4.25,2.0576725,8
sub-10812,stranger,4-8,0.75,7.0,1.72870095,4
sub-10817,computer,0-2,1.0,2.0,1.35246,4
sub-10817,computer,0-4,0.75,3.0,1.61354025,4
sub-10817,computer,0-8,0.5,4.0,2.1846755,4
sub-10817,computer,2-4,0.0,2.0,1.59674855,4
sub-10817,computer,2-8,0.0,2.0,1.55038695,8
sub-10817,computer,4-8,0.0,4.0,1.73357995,4
sub-10817,friend,0-2,1.0,2.0,1.8482067,4
sub-10817,friend,0-4,1.0,4.0,1.50686885,4
sub-10817,friend,0-8,1.0,8.0,1.4110266,4
sub-10817,friend,2-4,0.5,3.0,1.7705052000000001,4
sub-10817,friend,2-8,1.0,8.0,1.58384395,8
sub-10817,friend,4-8,0.75,7.0,1.5244397,4
sub-10817,stranger,0-2,1.0,2.0,1.6910855,4
sub-10817,stranger,0-4,0.75,3.0,1.70680545,4
sub-10817,stranger,0-8,1.0,8.0,1.7090888,4
sub-10817,stranger,2-4,0.0,2.0,1.5959669,4
sub-10817,stranger,2-8,0.0,2.0,1.4561160499999999,8
sub-10817,stranger,4-8,0.0,4.0,1.5017931500000001,4
sub-10827,computer,0-2,1.0,2.0,2.2019079,3
sub-10827,computer,0-4,0.5,2.0,1.73296975,2
sub-10827,computer,0-8,0.0,0.0,1.8267120000000001,2
sub-10827,computer,2-4,0.3333333333333333,2.6666666666666665,1.8140641,3
sub-10827,computer,2-8,0.42857142857142855,4.571428571428571,1.8520956,7
sub-10827,computer,4-8,0.5,6.0,2.7240542,2
sub-10827,friend,0-2,0.6666666666666666,1.3333333333333333,1.7946285,3
sub-10827,friend,0-4,0.0,0.0,2.0402858,1
sub-10827,friend,0-8,0.75,6.0,1.6761102,4
sub-10827,friend,2-4,1.0,4.0,1.7038785,1
sub-10827,friend,2-8,1.0,8.0,1.95406145,6
sub-10827,friend,4-8,0.6666666666666666,6.666666666666667,1.9777429,3
sub-10827,stranger,0-2,0.6666666666666666,1.3333333333333333,1.8267651,3
sub-10827,stranger,0-4,0.6666666666666666,2.6666666666666665,1.7230433,3
sub-10827,stranger,0-8,0.0,0.0,2.1049302,2
sub-10827,stranger,2-4,0.6666666666666666,3.3333333333333335,1.851685,3
sub-10827,stranger,2-8,0.2,3.2,1.7978243,5
sub-10827,stranger,4-8,0.0,4.0,1.8989271,3
sub-10831,computer,0-2,0.75,1.5,1.4472157499999998,4
sub-10831,computer,0-4,0.75,3.0,1.3299257500000001,4
sub-10831,computer,0-8,0.5,4.0,1.5894468000000002,4
sub-10831,computer,2-4,0.75,3.5,1.3243088,4
sub-10831,computer,2-8,0.5,5.0,1.40362155,8
sub-10831,computer,4-8,0.25,5.0,1.68457435,4
sub-10831,friend,0-2,1.0,2.0,1.3706323999999999,4
sub-10831,friend,0-4,1.0,4.0,1.3918842,4
sub-10831,friend,0-8,0.75,6.0,1.3018807,4
sub-10831,friend,2-4,0.75,3.5,1.5122508,4
sub-10831,friend,2-8,0.75,6.5,1.2744292,8
sub-10831,friend,4-8,0.5,6.0,1.3779953,4
sub-10831,stranger,0-2,1.0,2.0,1.35798445,4
sub-10831,stranger,0-4,1.0,4.0,1.3860545,4
sub-10831,stranger,0-8,0.75,6.0,1.39779575,4
sub-10831,stranger,2-4,0.5,3.0,1.69096145,4
sub-10831,stranger,2-8,0.5,5.0,1.4172061999999999,8
sub-10831,stranger,4-8,0.75,7.0,1.4813393000000001,4
sub-10834,computer,0-2,1.0,2.0,1.4615122500000002,4
sub-10834,computer,0-4,1.0,4.0,1.37963455,4
sub-10834,computer,0-8,1.0,8.0,1.4206059500000001,4
sub-10834,computer,2-4,1.0,4.0,1.43065295,4
sub-10834,computer,2-8,1.0,8.0,1.30478165,8
sub-10834,computer,4-8,1.0,8.0,1.3650849,4
sub-10834,friend,0-2,1.0,2.0,1.38649485,4
sub-10834,friend,0-4,1.0,4.0,1.41797015,4
sub-10834,friend,0-8,1.0,8.0,1.22615375,4
sub-10834,friend,2-4,1.0,4.0,1.34894875,4
sub-10834,friend,2-8,1.0,8.0,1.3100695999999998,8
sub-10834,friend,4-8,0.75,7.0,1.24879155,4
sub-10834,stranger,0-2,1.0,2.0,1.3909083,4
sub-10834,stranger,0-4,1.0,4.0,1.32663055,4
sub-10834,stranger,0-8,1.0,8.0,1.2509804,4
sub-10834,stranger,2-4,1.0,4.0,1.3806864,4
sub-10834,stranger,2-8,1.0,8.0,1.2508586,8
sub-10834,stranger,4-8,0.75,7.0,1.2700730500000001,4
sub-10836,computer,0-2,1.0,2.0,2.6259003,1
sub-10836,computer,0-4,0.5,2.0,1.6952993,2
sub-10836,computer,0-8,1.0,8.0,2.4577925499999997,2
sub-10836,computer,2-4,1.0,4.0,1.8129993,2
sub-10836,computer,2-8,0.0,2.0,2.07081545,4
sub-10836,computer,4-8,0.5,6.0,2.25618575,2
sub-10836,friend,0-2,0.5,1.0,1.9734181499999999,2
sub-10836,friend,0-4,0.5,2.0,1.6554472,2
sub-10836,friend,0-8,1.0,8.0,2.0246864,2
sub-10836,friend,2-4,1.0,4.0,2.0785697499999998,2
sub-10836,friend,2-8,0.25,3.5,2.26338105,4
sub-10836,friend,4-8,0.5,6.0,1.8638443,2
sub-10836,stranger,0-2,0.0,0.0,2.0939247500000002,2
sub-10836,stranger,0-4,1.0,4.0,1.68808405,2
sub-10836,stranger,0-8,1.0,8.0,2.0710015000000004,2
sub-10836,stranger,2-4,0.5,3.0,1.7162150500000002,2
sub-10836,stranger,2-8,0.25,3.5,1.78007625,4
sub-10836,stranger,4-8,0.0,4.0,1.80943635,2
sub-10838,computer,0-2,0.25,0.5,1.10207065,4
sub-10838,computer,0-4,0.5,2.0,0.91250275,4
sub-10838,computer,0-8,0.5,4.0,0.90251845,4
sub-10838,computer,2-4,0.5,3.0,0.9125092,4
sub-10838,computer,2-8,0.8333333333333334,7.0,1.22382105,6
sub-10838,computer,4-8,0.5,6.0,1.39453315,4
sub-10838,friend,0-2,0.0,0.0,1.0180686,3
sub-10838,friend,0-4,0.6666666666666666,2.6666666666666665,0.9565086,3
sub-10838,friend,0-8,0.6666666666666666,5.333333333333333,0.9772571,3
sub-10838,friend,2-4,0.5,3.0,1.1001511000000002,4
sub-10838,friend,2-8,0.42857142857142855,4.571428571428571,0.9128718,7
sub-10838,friend,4-8,0.3333333333333333,5.333333333333333,0.8571306,3
sub-10838,stranger,0-2,0.75,1.5,1.36161025,4
sub-10838,stranger,0-4,0.0,0.0,1.5511522,4
sub-10838,stranger,0-8,0.5,4.0,1.2355032,4
sub-10838,stranger,2-4,0.5,3.0,0.95216405,4
sub-10838,stranger,2-8,0.3333333333333333,4.0,0.9804071999999999,6
sub-10838,stranger,4-8,0.75,7.0,1.00681205,4
sub-10843,computer,0-2,0.75,1.5,2.4344815,4
sub-10843,computer,0-4,0.75,3.0,2.25586,4
sub-10843,computer,0-8,0.5,4.0,2.3273192,4
sub-10843,computer,2-4,0.25,2.5,1.93302975,4
sub-10843,computer,2-8,0.0,2.0,2.0441810499999997,8
sub-10843,computer,4-8,0.0,4.0,1.85389995,4
sub-10843,friend,0-2,0.75,1.5,2.3784400999999997,4
sub-10843,friend,0-4,0.75,3.0,2.0210546000000003,4
sub-10843,friend,0-8,0.5,4.0,1.90563435,4
sub-10843,friend,2-4,0.25,2.5,2.1708103000000003,4
sub-10843,friend,2-8,0.125,2.75,1.73723875,8
sub-10843,friend,4-8,0.0,4.0,1.8156747,4
sub-10843,stranger,0-2,0.75,1.5,2.02848125,4
sub-10843,stranger,0-4,1.0,4.0,1.9995787,4
sub-10843,stranger,0-8,0.5,4.0,1.91280645,4
sub-10843,stranger,2-4,0.5,3.0,1.97648655,4
sub-10843,stranger,2-8,0.25,3.5,2.187558,8
sub-10843,stranger,4-8,0.5,6.0,2.1292822,4
sub-10850,computer,0-2,1.0,2.0,1.5353034,4
sub-10850,computer,0-4,1.0,4.0,1.94429475,4
sub-10850,computer,0-8,0.75,6.0,1.6870470499999999,4
sub-10850,computer,2-4,0.75,3.5,1.73391285,4
sub-10850,computer,2-8,0.875,7.25,1.4960733,8
sub-10850,computer,4-8,0.75,7.0,1.6608615,4
sub-10850,friend,0-2,1.0,2.0,1.5172471,4
sub-10850,friend,0-4,1.0,4.0,1.3548761,4
sub-10850,friend,0-8,1.0,8.0,1.3152086,4
sub-10850,friend,2-4,0.75,3.5,1.47925295,4
sub-10850,friend,2-8,0.875,7.25,1.49332135,8
sub-10850,friend,4-8,0.75,7.0,1.2611637500000001,4
sub-10850,stranger,0-2,0.75,1.5,1.46578975,4
sub-10850,stranger,0-4,1.0,4.0,1.6255663,4
sub-10850,stranger,0-8,1.0,8.0,1.3929056499999999,4
sub-10850,stranger,2-4,1.0,4.0,1.60569355,4
sub-10850,stranger,2-8,0.75,6.5,1.46873515,8
sub-10850,stranger,4-8,0.75,7.0,1.37880805,4
sub-10854,computer,0-2,1.0,2.0,1.8282333,4
sub-10854,computer,0-4,1.0,4.0,1.8763676,4
sub-10854,computer,0-8,1.0,8.0,2.0261067500000003,4
sub-10854,computer,2-4,0.0,2.0,1.85924375,4
sub-10854,computer,2-8,0.0,2.0,1.6824265,8
sub-10854,computer,4-8,0.25,5.0,2.0361627,4
sub-10854,friend,0-2,1.0,2.0,1.58180355,4
sub-10854,friend,0-4,1.0,4.0,1.6453134999999999,4
sub-10854,friend,0-8,1.0,8.0,1.8308768999999998,4
sub-10854,friend,2-4,1.0,4.0,1.7860662,4
sub-10854,friend,2-8,0.625,5.75,1.90886415,8
sub-10854,friend,4-8,1.0,8.0,1.7825345000000001,4
sub-10854,stranger,0-2,1.0,2.0,1.56236555,4
sub-10854,stranger,0-4,1.0,4.0,1.5423798,4
