run,model,category,label,measure,n_subjects,observed,mean,median,ci_low,ci_high
H5_full_age,H5,partner,friend,high_probability,111,0.7787168939641232,0.7390538598008618,0.7388424732734191,0.7217866605586126,0.7584534592594057
H5_full_age,H5,partner,friend,investment,111,4.963929540869012,4.910638670919717,4.908883555149541,4.829673146803155,5.0017642503595185
H5_full_age,H5,offer,friend:0-2,high_probability,111,0.882132132132132,0.6686236236236236,0.6711711711711712,0.6204767267267267,0.7143581081081081
H5_full_age,H5,offer,friend:0-2,investment,111,1.764264264264264,1.3372472472472472,1.3423423423423424,1.2409534534534534,1.4287162162162161
H5_full_age,H5,offer,friend:0-4,high_probability,111,0.8746246246246245,0.7434784784784785,0.7439939939939939,0.7015578078078079,0.7868618618618617
H5_full_age,H5,offer,friend:0-4,investment,111,3.498498498498498,2.973913913913914,2.9759759759759756,2.8062312312312314,3.1474474474474468
H5_full_age,H5,offer,friend:0-8,high_probability,111,0.8603603603603603,0.8061086086086086,0.8063063063063063,0.7680180180180182,0.8419857357357357
H5_full_age,H5,offer,friend:0-8,investment,111,6.882882882882883,6.4488688688688685,6.45045045045045,6.144144144144145,6.735885885885885
H5_full_age,H5,offer,friend:2-4,high_probability,111,0.7897897897897899,0.6700050050050049,0.670795795795796,0.6283408408408407,0.7117117117117118
H5_full_age,H5,offer,friend:2-4,investment,111,3.5795795795795793,3.34001001001001,3.341591591591592,3.256681681681682,3.4234234234234235
H5_full_age,H5,offer,friend:2-8,high_probability,111,0.7037859287859289,0.7746531531531532,0.7746675246675248,0.7466524560274561,0.8018562312312313
H5_full_age,H5,offer,friend:2-8,investment,111,6.222715572715573,6.6479189189189185,6.648005148005147,6.479914736164736,6.811137387387387
H5_full_age,H5,offer,friend:4-8,high_probability,111,0.6373873873873874,0.735990990990991,0.734984984984985,0.6985172672672673,0.7789226726726727
H5_full_age,H5,offer,friend:4-8,investment,111,6.54954954954955,6.943963963963964,6.93993993993994,6.794069069069068,7.115690690690691
H5_full_age,H5,time,friend:1,high_probability,111,0.852230802230802,0.7385775775775776,0.7396771771771773,0.703634706134706,0.768992117117117
