condition,replicate,method,level,parameter,n,rmse,bias,pearson,spearman,ceiling_rate,interval_coverage,true,probability_positive,mean,median,ci_low,ci_high
negative,0,hierarchical,participant,alpha,111.0,0.11746714465535488,0.01789977880742664,0.5269563795767924,0.5345823095823096,,0.8198198198198198,,,,,,
negative,0,MLE_theta10,participant,alpha,111.0,0.2517601715432649,0.06585142229691314,0.3713873710351835,0.4466169389729756,,,,,,,,
negative,0,hierarchical,participant,kappa,111.0,0.1639592238001094,-0.040707559769484265,0.7015637340687692,0.6136012636012635,,0.918918918918919,,,,,,
negative,0,MLE_theta10,participant,kappa,111.0,0.25229734241367024,0.048785651477874344,0.6113285633443666,0.597972972972973,,,,,,,,
negative,0,hierarchical,participant,theta,111.0,0.6540692520967913,0.1262670314058441,0.5608367662211996,0.5965689715689715,0.0,0.9279279279279279,,,,,,
negative,0,MLE_theta10,participant,theta,111.0,2.568943927628425,0.9261351764629706,0.46880486740790484,0.5041856921965239,0.07207207207207207,,,,,,,
negative,0,hierarchical,participant,friend_value_probability_effect,111.0,0.09386152941396857,-0.01185211958034476,0.6679102382424766,0.6276061776061775,,0.9099099099099099,,,,,,
negative,0,MLE_theta10,participant,friend_value_probability_effect,111.0,0.12614602855340967,0.030846615805574858,0.6518650457955153,0.6144030908516152,,,,,,,,
negative,0,hierarchical,population,mu_alpha,,,0.13857728910316247,,,,1.0,-1.0,0.0,-0.8614227108968375,-0.85989390465,-1.099160484325,-0.6343982022575
negative,0,hierarchical,population,mu_kappa,,,-0.13465959732737476,,,,1.0,-1.2,0.0,-1.3346595973273747,-1.33010925,-1.54776674885,-1.147852496375
negative,0,hierarchical,population,mu_theta,,,0.19645839213505,,,,1.0,1.0,1.0,1.19645839213505,1.187355786,0.83070907211,1.629150207975
negative,0,hierarchical,population,tau_alpha,,,-0.28371537706042255,,,,1.0,0.65,1.0,0.3662846229395775,0.3716802091,0.0226112862675,0.73743299156
negative,0,hierarchical,population,tau_kappa,,,-0.06151227912504997,,,,1.0,0.65,1.0,0.58848772087495,0.58369331455,0.4265156252075,0.7701587530875
negative,0,hierarchical,population,tau_theta,,,0.13937419999547496,,,,1.0,1.0,1.0,1.139374199995475,1.1297491275,0.80510707789,1.5350498618750001
negative,0,hierarchical,population,beta_alpha,,,-0.019153540719921765,,,,1.0,0.0,0.42225,-0.019153540719921765,-0.0181392331,-0.21294805738,0.16963512518249987
negative,0,hierarchical,population,beta_kappa,,,0.04298952470194659,,,,1.0,0.0,0.707,0.04298952470194659,0.04358651236,-0.12268887933,0.2018240858299998
negative,0,hierarchical,population,beta_theta,,,0.027649823511343374,,,,1.0,-0.35,0.023,-0.3223501764886566,-0.32198072015,-0.6377701344275,-0.007085605292800002
negative,0,hierarchical,population,friend_probability_change_25_to_75,,,0.040404430078913145,,,,1.0,-0.11066878286828091,,-0.07026435278936777,-0.07145841194183115,-0.15618728307771232,0.02179735614914932
