run,model,participant_id,n,posterior_draws,log_loss,brier,accuracy
HPreference_train_age,HPreference,sub-10317,15,8000,0.40780208539303026,0.13391763456840663,0.7333333333333333
HPreference_train_age,HPreference,sub-10369,15,8000,0.6370692349531989,0.22389942043441607,0.6
HPreference_train_age,HPreference,sub-10402,42,8000,0.6333697582905279,0.2214751749089528,0.6428571428571429
HPreference_train_age,HPreference,sub-10418,42,8000,0.6004077432440711,0.2208150027572923,0.5714285714285714
HPreference_train_age,HPreference,sub-10462,14,8000,0.6523514442643553,0.2299466227999367,0.6428571428571429
HPreference_train_age,HPreference,sub-10478,41,8000,0.5302711605028384,0.1813008128778923,0.7073170731707317
HPreference_train_age,HPreference,sub-10486,15,8000,0.4243164929421778,0.1489811657830404,0.6
HPreference_train_age,HPreference,sub-10529,40,8000,0.6362319446724085,0.22268662092615626,0.6
HPreference_train_age,HPreference,sub-10541,42,8000,0.6546257812940703,0.2314247004473857,0.5952380952380952
HPreference_train_age,HPreference,sub-10555,14,8000,0.6690514636537663,0.23872173588779086,0.5
HPreference_train_age,HPreference,sub-10559,40,8000,0.4300049709966999,0.1352892770710264,0.75
HPreference_train_age,HPreference,sub-10572,42,8000,0.7536657326136865,0.27669759363831953,0.5
HPreference_train_age,HPreference,sub-10581,41,8000,0.5763555737128238,0.1908993532070468,0.7073170731707317
HPreference_train_age,HPreference,sub-10584,41,8000,0.7047171776946458,0.25597735221037793,0.4146341463414634
HPreference_train_age,HPreference,sub-10585,42,8000,0.6404233054834068,0.2257370141674501,0.6428571428571429
HPreference_train_age,HPreference,sub-10589,42,8000,0.6360179472943501,0.20993321673305354,0.6428571428571429
HPreference_train_age,HPreference,sub-10590,42,8000,0.5381046074259428,0.17318131383805985,0.7142857142857143
HPreference_train_age,HPreference,sub-10596,41,8000,0.38783047731859477,0.12082062394585626,0.8292682926829268
HPreference_train_age,HPreference,sub-10603,42,8000,0.7468657700286103,0.2605787749617306,0.7380952380952381
HPreference_train_age,HPreference,sub-10606,41,8000,0.3760219593806352,0.12611984952154395,0.6829268292682927
HPreference_train_age,HPreference,sub-10608,15,8000,0.20222557449036185,0.0571663262443152,0.9333333333333333
HPreference_train_age,HPreference,sub-10617,15,8000,0.7273028090596954,0.2576723117921562,0.6
HPreference_train_age,HPreference,sub-10636,42,8000,0.4616054037264855,0.16299481838837698,0.6190476190476191
HPreference_train_age,HPreference,sub-10638,41,8000,0.3899129419975954,0.13586399230469468,0.6829268292682927
HPreference_train_age,HPreference,sub-10640,41,8000,0.754750159761578,0.26417550183542327,0.6097560975609756
HPreference_train_age,HPreference,sub-10641,15,8000,0.675281005407454,0.2480781924265581,0.5333333333333333
HPreference_train_age,HPreference,sub-10642,42,8000,0.2117218489271148,0.056164025666435684,0.9523809523809523
HPreference_train_age,HPreference,sub-10644,41,8000,0.2744164182064342,0.07863422787638719,0.926829268292683
HPreference_train_age,HPreference,sub-10647,42,8000,0.4450045737974188,0.14790014718987507,0.7619047619047619
HPreference_train_age,HPreference,sub-10649,39,8000,0.48911840636497944,0.15578983043624073,0.6410256410256411
HPreference_train_age,HPreference,sub-10652,42,8000,0.6627362404394754,0.23183307889743357,0.5714285714285714
HPreference_train_age,HPreference,sub-10656,42,8000,0.47692257359162304,0.15342901999724323,0.8333333333333334
HPreference_train_age,HPreference,sub-10661,42,8000,0.4870700404643091,0.16302125746243512,0.6666666666666666
HPreference_train_age,HPreference,sub-10663,38,8000,0.5976646250093903,0.20579318187663875,0.6842105263157895
HPreference_train_age,HPreference,sub-10668,13,8000,0.6378744714637387,0.2262090786353071,0.6153846153846154
HPreference_train_age,HPreference,sub-10673,42,8000,0.7343788324336828,0.26891757847000586,0.47619047619047616
HPreference_train_age,HPreference,sub-10674,42,8000,0.372674129731817,0.13106059696267003,0.6666666666666666
HPreference_train_age,HPreference,sub-10677,42,8000,0.6230093758295474,0.21582691592983677,0.7380952380952381
HPreference_train_age,HPreference,sub-10685,42,8000,0.6040728385715094,0.18154056485020428,0.7857142857142857
HPreference_train_age,HPreference,sub-10690,15,8000,0.7455417394541987,0.27157804806926644,0.3333333333333333
HPreference_train_age,HPreference,sub-10691,42,8000,0.5751304281330427,0.18611371523586046,0.6190476190476191
