model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,kappa,alpha,theta,theta_stranger,alpha_negative,phi
M1,83,1,-57.531370988112954,117.06274197622591,117.11212469227529,119.4815825840225,-0.017384562180514544,-2.694217996923598e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,1e-05,,,,,
M2,83,2,-57.53131825473372,119.06263650946744,119.21263650946744,123.90031772506063,-0.034765513538397096,-1.777613361841901e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,1e-05,0.5242229959922692,,,,
M5,83,3,-44.58006134444455,95.1601226888891,95.46392015724354,102.41664451227889,0.17296965606237563,0.22511525994992854,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,0.2785249062437723,0.1340306137472183,5.0,,,
M6,83,3,-47.24538682402366,100.49077364804732,100.79457111640176,107.74729547143711,0.12664132049919757,0.17878692438675048,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,0.3838226012478645,0.0,1.9202129522066491,,,
M7,83,4,-42.176754073567665,92.35350814713533,92.86632865995584,102.02887057832172,0.19736175775559867,0.2668892296056692,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,0.3274346013657868,0.10825770951957468,5.0,1.0375713163566371,,
M8,83,3,-53.41696577663278,112.83393155326556,113.13772902161999,120.09045337665535,0.019367750024693032,0.07151335391224589,True,100,100,29,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,0.4691201571587919,0.19053287625983434,,,0.0,
M3,83,3,-51.34182442932429,108.68364885864858,108.98744632700301,115.94017068203837,0.05543758292717012,0.10758318681472301,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,0.24056781854578058,0.0,,,,1.423606815871944
M4,83,3,-45.00138253516944,96.00276507033888,96.30656253869331,103.25928689372867,0.16564630675538491,0.2177919106429378,True,100,100,98,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10930,0.5013808534623374,0.0,2.0374641300521685,,,
M0,83,0,-57.53121598647546,115.06243197295092,115.06243197295092,115.06243197295092,0.0,0.0,True,1,1,1,,exact,sub-10938,,,,,,
M1,83,1,-57.53148098807546,117.06296197615092,117.1123446922003,119.48180258394751,-0.01738647418533867,-4.606222820946471e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,1e-05,,,,,
M2,83,2,-57.531374321744714,119.06274864348943,119.21274864348943,123.90042985908262,-0.03476648808777926,-2.7521627439242025e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,1e-05,0.5304786914497155,,,,
M5,83,3,-46.518164739607734,99.03632947921547,99.3401269475699,106.29285130260526,0.13928179874994207,0.19142740263749503,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,0.23802163096343,0.14746377988028347,5.0,,,
M6,83,3,-41.61364538256992,89.22729076513984,89.53108823349427,96.48381258852963,0.2245315066335852,0.2766771105211381,True,100,100,91,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,0.18824369709401295,0.1971318887488711,5.0,,,
M7,83,4,-39.67958973167798,87.35917946335596,87.87199997617647,97.03454189454234,0.24076713862703242,0.31029461047710294,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,0.3172055009348011,0.16275701096853,5.0,2.2214606374815697,,
M8,83,3,-40.54523684946339,87.09047369892679,87.39427116728122,94.34699552231658,0.24310244268607004,0.2952480465736229,True,100,100,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,1.3466553959728367,0.22836596168457693,,,0.023933008248694432,
M3,83,3,-39.925751395281246,85.85150279056249,86.15530025891692,93.10802461395228,0.25387025705536437,0.3060158609429172,True,100,100,8,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,1.6677967287539002,0.0,,,,1.450351053091664
M4,83,3,-37.950307278849714,81.90061455769943,82.20441202605386,89.15713638108922,0.28820716585450956,0.3403527697420625,True,100,100,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10938,2.642598258094091,0.036695778182773135,1.1772002924009224,,,
M0,84,0,-58.224363167035406,116.44872633407081,116.44872633407081,116.44872633407081,0.0,0.0,True,1,1,1,,exact,sub-10940,,,,,,
M1,84,1,-58.224543168685386,118.44908633737077,118.49786682517565,120.87990313621408,-0.017178032480675492,-3.0915177116064285e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,1e-05,,,,,
M2,84,2,-58.224418423460804,120.44883684692161,120.59698499506976,125.31047044460823,-0.03435083095177174,-9.490258441324784e-07,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,1e-05,0.7440684873435855,,,,
M5,84,3,-57.50083995557158,121.00167991114316,121.30167991114315,128.2941303076731,-0.039098354446666296,0.01242646844222528,True,100,100,77,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,0.04013060945430515,0.3075962096631454,5.0,,,
M6,84,3,-56.21617640237759,118.43235280475518,118.73235280475518,125.72480320128513,-0.017034333763288206,0.034490489125603374,True,100,100,81,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,0.04821679646743758,0.4745021219805708,5.0,,,
M7,84,4,-56.203775775319656,120.40755155063931,120.91388066456337,130.13081874601255,-0.033996294688628276,0.034703469163227085,True,100,100,85,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,0.05234988487350744,0.48579549513062775,4.255879419100481,5.0,,
M8,84,3,-51.924015158841506,109.84803031768301,110.14803031768301,117.14048071421296,0.05668328219796557,0.10820810508685708,True,100,99,28,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10940,0.43996335598107256,1.0,,,0.11722099887354967,
M3,84,3,-52.15178016927337,110.30356033854675,110.60356033854674,117.59601073507669,0.052771431590369414,0.10429625447926094,True,100,100,5,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,0.3971892788001394,0.0,,,,1.5262123804535612
M4,84,3,-50.617440101828734,107.23488020365747,107.53488020365747,114.52733060018741,0.07912363166584105,0.13064845455473262,True,100,100,88,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10940,0.1312989903284459,0.35798311281727146,5.0,,,
M0,84,0,-58.224363167035406,116.44872633407081,116.44872633407081,116.44872633407081,0.0,0.0,True,1,1,1,,exact,sub-10950,,,,,,
M1,84,1,-58.224578168685404,118.44915633737081,118.49793682517569,120.87997313621412,-0.01717863360360951,-3.6926406457027383e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,1e-05,,,,,
M2,84,2,-58.22442818302912,120.44885636605824,120.59700451420639,125.31048996374486,-0.03435099857178136,-1.1166458535605273e-06,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,1e-05,1.0,,,,
M5,84,3,-54.20413460729999,114.40826921459998,114.70826921459998,121.70071961112993,0.017522365282185388,0.06904718817107691,True,100,100,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,0.08436817547662288,0.6368402171973201,5.0,,,
M6,84,3,-52.457679274638274,110.91535854927655,111.21535854927654,118.20780894580649,0.04751763251510378,0.09904245540399537,True,100,100,91,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,0.0838698882985709,0.17447601726746262,5.0,,,
M7,84,4,-52.1713470437865,112.342694087573,112.84902320149705,122.06596128294625,0.03526043071281293,0.10396019456466832,True,100,100,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,0.10839008801619167,0.16229301612165473,5.0,3.1788660784693636,,
M8,84,3,-52.44678919242499,110.89357838484997,111.19357838484997,118.18602878137992,0.0477046690341988,0.09922949192309038,True,100,100,12,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10950,0.3663068997481595,0.9999999999999778,,,0.05676070536718861,
M3,84,3,-50.74282418695301,107.48564837390602,107.78564837390601,114.77809877043596,0.07697016740613641,0.12849499029502798,True,100,100,6,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10950,0.4189874991126337,0.002547407350457522,,,,1.814374434287988
M4,84,3,-50.090475256973065,106.18095051394613,106.48095051394613,113.47340091047607,0.08817422176579458,0.13969904465468608,True,100,100,89,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10950,0.22740019972173797,0.11737161233286672,3.6293541053279332,,,
M0,84,0,-58.224363167035406,116.44872633407081,116.44872633407081,116.44872633407081,0.0,0.0,True,1,1,1,,exact,sub-10951,,,,,,
M1,84,1,-56.01074660910466,114.02149321820932,114.07027370601419,116.45231001705262,0.020843792734136005,0.03801873369709985,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,0.37439617377490814,,,,,
M2,84,2,-56.01074660910465,116.0214932182093,116.16964136635745,120.88312681589593,0.0036688517711722787,0.03801873369709996,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,0.3743961744784041,0.0,,,,
M5,84,3,-15.698579923278201,37.397159846556406,37.6971598465564,44.68961024308634,0.6788529937264357,0.7303778166153274,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,2.3848313525364033,0.0,5.0,,,
M6,84,3,-49.68195955286677,105.36391910573354,105.66391910573354,112.65636950226349,0.09519045486626376,0.14671527775515536,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,1.719393900292929,0.0,0.5066098249890306,,,
M7,84,4,-15.698579923278201,39.397159846556406,39.90348896048046,49.12042704192966,0.6616780527634719,0.7303778166153274,True,100,100,100,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,2.38483134809159,0.0,5.0,0.0,,
M8,84,3,-54.54811576958566,115.09623153917131,115.39623153917131,122.38868193570126,0.011614509127557399,0.06313933201644895,True,100,100,24,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,0.8937029246448428,0.04174834173342171,,,0.0,
M3,84,3,-15.187901983610104,36.37580396722021,36.675803967220205,43.66825436375015,0.6876238571913234,0.739148680080215,True,100,100,96,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10951,2.4664901994456825,0.0,,,,1.1111117365476493
M4,84,3,-15.134195259439371,36.268390518878746,36.56839051887874,43.56084091540868,0.6885462670082698,0.7400710898971614,True,100,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10951,10.356567747453301,0.0,0.8518855719441107,,,
M0,42,0,-29.112181583517703,58.224363167035406,58.224363167035406,58.224363167035406,0.0,0.0,True,1,1,1,,exact,sub-10952,,,,,,
M1,42,1,-29.112376584342698,60.224753168685396,60.3247531686854,61.962422786968766,-0.034356580181241735,-6.698255313963841e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10952,1e-05,,,,,
M2,42,2,-29.11236123902416,62.22472247804832,62.53241478574063,65.70006171461506,-0.06870593499728955,-6.171145434219483e-06,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10952,1e-05,0.2932199193247982,,,,
M5,42,3,-23.9512686973279,53.9025373946558,54.53411634202422,59.11554624950591,0.07422710249283535,0.17727674827061846,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10952,0.2589835224511266,0.09521182850357791,5.0,,,
M6,42,3,-21.8368070750235,49.673614150047,50.30519309741542,54.8866230048971,0.14685860955589702,0.2499082553336801,True,100,100,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10952,0.17207626706940332,0.049076278959757774,5.0,,,
M7,42,4,-20.328802154455996,48.65760430891199,49.73868538999307,55.608282782045464,0.16430851859518109,0.3017080462988919,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10952,0.37215529401800634,0.10949105361922036,5.0,1.8099792719081444,,
M8,42,3,-21.551780461244118,49.103560922488235,49.73513986985665,54.316569777338344,0.15664924008496584,0.2596988858627489,True,100,100,100,alpha;alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10952,0.6160759631652003,1.0,,,0.0,
M3,42,3,-14.744097131633223,35.48819426326645,36.11977321063487,40.70120311811655,0.39049235864620635,0.49354200442398954,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10952,1.2518179564408107,0.025758484122616426,,,,2.0855315056070998
M4,42,3,-15.55379664958577,37.10759329917154,37.73917224653996,42.32060215402164,0.36267927580905585,0.465728921586839,True,100,100,94,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10952,0.2698354566124409,0.07404461627552032,5.0,,,
M0,84,0,-58.224363167035406,116.44872633407081,116.44872633407081,116.44872633407081,0.0,0.0,True,1,1,1,,exact,sub-10953,,,,,,
M1,84,1,-54.736288494158146,111.47257698831629,111.52135747612117,113.9033937871596,0.04273253561811255,0.059907476581076424,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10953,0.47611946812255,,,,,
M2,84,2,-54.71944542410898,113.43889084821797,113.58703899636612,118.30052444590459,0.02584687338887813,0.06019675531480584,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10953,0.47993342694925756,0.007065080942834392,,,,
M5,84,3,-11.244261200214327,28.488522400428653,28.788522400428654,35.780972796958594,0.7553556548252823,0.8068804777141739,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10953,3.9332210538922117,0.03788386135473676,1.055104697938824,,,
M6,84,3,-45.06162553353977,96.12325106707954,96.42325106707953,103.41570146360948,0.17454441887737854,0.22606924176627008,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10953,2.850104677960062,0.008722809834157285,0.49405267783671586,,,
M7,84,4,-11.244261200214325,30.48852240042865,30.9948515143527,40.2117895958019,0.7381807138623185,0.8068804777141739,True,100,100,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10953,3.9332210516753623,0.03788386124403968,1.0551046981686183,0.0,,
M8,84,3,-48.33591793409592,102.67183586819183,102.97183586819183,109.96428626472178,0.1183086402023455,0.16983346309123704,True,100,100,25,alpha_negative,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10953,1.974995293506549,0.05156214946339256,,,0.0,
M3,84,3,-53.18868980042007,112.37737960084014,112.67737960084014,119.66982999737009,0.03496256989149624,0.08648739278038775,True,100,100,25,phi,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10953,0.2187067840832397,0.06881489069956986,,,,0.0
M4,84,3,-54.71944542410899,115.43889084821798,115.73889084821798,122.73134124474792,0.008671932425914157,0.06019675531480573,True,100,100,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10953,0.479933426959805,0.007065080951766393,0.0,,,
M0,59,0,-40.89568365303677,81.79136730607354,81.79136730607354,81.79136730607354,0.0,0.0,True,1,1,1,,exact,sub-10954,,,,,,
M1,59,1,-40.53082101804019,83.06164203608039,83.13181747467688,85.13917947998611,-0.015530669945317328,0.008921788374834594,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10954,0.18304860428363928,,,,,
M2,59,2,-37.818109965381474,79.63621993076295,79.85050564504866,83.79129481857439,0.026349325684283522,0.07525424232458733,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10954,0.23823318938196428,0.7521776166077266,,,,
M5,59,3,-37.818109965381474,81.63621993076295,82.07258356712659,87.86883226248011,0.0018968673641315968,0.07525424232458733,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10954,0.23823318655629155,0.7521776184660736,0.0,,,
M6,59,3,-37.43978585745248,80.87957171490496,81.31593535126859,87.11218404662212,0.011147821844774043,0.08450519680522983,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10954,0.2568644803710508,0.6647907874705721,0.4254243646747354,,,
M7,59,4,-35.79144215254515,79.5828843050903,80.32362504583105,87.89303408071318,0.02700141926615331,0.12481125254676095,True,100,100,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10954,0.34233665401928165,0.5598853366849034,0.0,1.224628192901089,,
M8,59,3,-37.78102913269869,81.56205826539738,81.99842190176102,87.79467059711455,0.0028035848797838686,0.07616095984023963,True,100,100,91,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10954,0.25834044877214446,0.7793707486383494,,,0.6654406146473812,
M3,59,3,-37.78107797589873,81.56215595179746,81.9985195881611,87.79476828351463,0.0028023905434706444,0.07615976550392645,True,100,100,84,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10954,0.26244140544127226,0.6976651132454906,,,,3.169866195536763
M4,59,3,-37.76177544227514,81.52355088455027,81.95991452091391,87.75616321626744,0.003274384942374927,0.07663175990283067,True,100,100,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10954,0.24342251102926735,0.7073648117301197,0.16923962741355553,,,
M0,84,0,-58.224363167035406,116.44872633407081,116.44872633407081,116.44872633407081,0.0,0.0,True,1,1,1,,exact,sub-10956,,,,,,
M1,84,1,-58.22436816868539,118.44873633737078,118.49751682517565,120.87955313621408,-0.017175026866006995,-8.590304312328101e-08,True,100,100,100,kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10956,1e-05,,,,,
M2,84,2,-58.22436816868539,120.44873633737078,120.59688448551893,125.3103699350574,-0.034349967828970845,-8.590304312328101e-08,True,100,100,100,alpha;kappa,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10956,1e-05,0.0,,,,
M5,84,3,-33.229233108653766,72.45846621730753,72.75846621730753,79.75091661383748,0.3777650602254163,0.4292898831143078,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10956,0.8484043106010833,0.0,5.0,,,
M6,84,3,-45.69106992946253,97.38213985892506,97.68213985892505,104.674590255455,0.16373374853793668,0.21525857142682825,True,100,100,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10956,1.7193939071727986,0.0,0.6863689893606633,,,
M7,84,4,-29.870571603939908,67.74114320787982,68.24747232180387,77.46441040325307,0.4182749323204923,0.4869746961723477,True,100,100,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10956,1.7243465859630498,0.0,5.0,0.41962824651495745,,
M8,84,3,-54.99597542145956,115.99195084291912,116.29195084291912,123.28440123944907,0.003922546046929534,0.05544736893582103,True,100,100,35,alpha_negative,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10956,1.0883243546805375,0.06808662697305558,,,0.0,
M3,84,3,-45.69106992946256,97.38213985892511,97.68213985892511,104.67459025545506,0.16373374853793618,0.2152585714268277,True,100,100,30,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10956,1.0199177983771357,0.0,,,,0.771394617280415
M4,84,3,-45.69106992946254,97.38213985892509,97.68213985892508,104.67459025545503,0.16373374853793643,0.21525857142682803,True,100,100,49,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10956,4.079671198440342,0.0,0.5785459623972997,,,
M0,82,0,-56.83806880591551,113.67613761183102,113.67613761183102,113.67613761183102,0.0,0.0,True,1,1,1,,exact,sub-10958,,,,,,
M1,82,1,-54.1277302860685,110.255460572137,110.305460572137,112.66217981940125,0.030091425619812883,0.047685267581873414,True,100,99,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10958,0.42478963666726127,,,,,
M2,82,2,-53.894875735372196,111.78975147074439,111.9416502049216,116.6031899652729,0.016594389822849713,0.05178207374697075,True,100,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10958,0.4414765968114756,0.03263461840552026,,,,
