run,model,category,label,measure,n_subjects,observed,mean,median,ci_low,ci_high
H7_full_age,H7,partner,friend,high_probability,111,0.7787168939641232,0.7453985649777637,0.745995787319317,0.7263260840084157,0.7625860635808419
H7_full_age,H7,partner,friend,investment,111,4.963929540869012,4.934412997988417,4.935782010287552,4.849200317709482,5.018232261216277
H7_full_age,H7,offer,friend:0-2,high_probability,111,0.882132132132132,0.68001001001001,0.680930930930931,0.6309872372372373,0.7211148648648648
H7_full_age,H7,offer,friend:0-2,investment,111,1.764264264264264,1.36002002002002,1.361861861861862,1.2619744744744745,1.4422297297297295
H7_full_age,H7,offer,friend:0-4,high_probability,111,0.8746246246246245,0.749044044044044,0.7484984984984985,0.7094219219219219,0.7868243243243241
H7_full_age,H7,offer,friend:0-4,investment,111,3.498498498498498,2.996176176176176,2.993993993993994,2.8376876876876875,3.1472972972972966
H7_full_age,H7,offer,friend:0-8,high_probability,111,0.8603603603603603,0.8081856856856856,0.8085585585585585,0.7739864864864864,0.8435623123123123
H7_full_age,H7,offer,friend:0-8,investment,111,6.882882882882883,6.465485485485485,6.468468468468468,6.191891891891891,6.748498498498498
H7_full_age,H7,offer,friend:2-4,high_probability,111,0.7897897897897899,0.6772122122122123,0.6771771771771772,0.6354917417417417,0.7222222222222222
H7_full_age,H7,offer,friend:2-4,investment,111,3.5795795795795793,3.354424424424424,3.354354354354354,3.2709834834834837,3.4444444444444446
H7_full_age,H7,offer,friend:2-8,high_probability,111,0.7037859287859289,0.7789282496782496,0.7789146289146289,0.751643876018876,0.804554912054912
H7_full_age,H7,offer,friend:2-8,investment,111,6.222715572715573,6.673569498069498,6.673487773487773,6.509863256113257,6.827329472329472
H7_full_age,H7,offer,friend:4-8,high_probability,111,0.6373873873873874,0.7452977977977978,0.7454954954954955,0.7008070570570571,0.7913663663663663
H7_full_age,H7,offer,friend:4-8,investment,111,6.54954954954955,6.981191191191192,6.981981981981982,6.803228228228228,7.1654654654654655
H7_full_age,H7,time,friend:1,high_probability,111,0.852230802230802,0.7439821964821963,0.7433826683826681,0.7096731552981554,0.7775485306735306
H7_full_age,H7,time,friend:1,investment,111,5.74075504075504,5.277876662376661,5.273959673959672,5.0985515873015865,5.443932861432861
H7_full_age,H7,time,friend:2,high_probability,111,0.795145145145145,0.73822434339101,0.7384938509938509,0.7033775740025737,0.770865508365508
H7_full_age,H7,time,friend:2,investment,111,4.826576576576578,4.725213284713285,4.725650650650651,4.55953667953668,4.892410982410982
H7_full_age,H7,time,friend:3,high_probability,111,0.7673673673673673,0.7397059202059201,0.7404189904189902,0.7013888888888886,0.7751401401401401
H7_full_age,H7,time,friend:3,investment,111,4.724052624052623,4.723364793364794,4.723087373087374,4.560830115830116,4.882590447590447
H7_full_age,H7,recent,friend:0,high_probability,111,0.7549592049592049,0.7271930457396142,0.7278469388763504,0.6998103305456246,0.7516802339412632
H7_full_age,H7,recent,friend:0,investment,111,5.002802102802104,4.997605734796911,4.9980872576460795,4.860566599904836,5.1140828297078285
H7_full_age,H7,recent,friend:1,high_probability,111,0.7922443047443047,0.770276048432137,0.7702133852869149,0.74514061657444,0.7943669189441245
H7_full_age,H7,recent,friend:1,investment,111,4.829201454201454,4.876504733970678,4.874433783992606,4.771713908552144,4.98885490319314
H7_full_age,H7,partner,stranger,high_probability,111,0.5190448454674236,0.5082186036800834,0.5081835693162924,0.4864797432427105,0.5300704248183272
H7_full_age,H7,partner,stranger,investment,111,3.7121821802523556,3.7534639833089365,3.7541763994319295,3.636883339257481,3.856274607311983
