model,draw,high_probability,extreme_trial_fraction,nearly_deterministic_participant_fraction
H5,0,0.4984210466913728,0.07729064865379,0.018018018018018018
H5,1,0.5254330067034758,0.19662554398063783,0.0
H5,2,0.4203038623769301,0.06584109992536372,0.0
H5,3,0.4087716796296001,0.4963943725949468,0.05405405405405406
H5,4,0.5191662256157292,0.01839537823868815,0.0
H5,5,0.48336462435698946,0.00021450021450021448,0.0
H5,6,0.4878841266221108,0.01387863122256894,0.0
H5,7,0.482750414308253,0.0,0.0
H5,8,0.5178972212859855,0.12928840898108665,0.0
H5,9,0.48533883238819175,0.0,0.0
H5,10,0.4751849652238659,0.29072292073158507,0.036036036036036036
H5,11,0.5182415102986474,0.07734939682580885,0.0
H5,12,0.4103993213277251,0.3234863347281924,0.1891891891891892
H5,13,0.4944153360194791,0.11205938448431374,0.0
H5,14,0.4228626944481317,0.06091454856515095,0.0
H5,15,0.5483614131504059,0.017260353070538612,0.0
H5,16,0.5156013474275297,0.03873129310979236,0.0
H5,17,0.5123852670906048,0.02967083071570177,0.009009009009009009
H5,18,0.5076797617666204,0.04639051672163685,0.0
H5,19,0.5132843104166104,0.011152516638173429,0.0
H5,20,0.47995013663577035,0.007936507936507936,0.0
H5,21,0.417768088215133,0.015400723787544496,0.0
H5,22,0.4893892432319019,0.0,0.0
H5,23,0.4138930265537013,0.10247250654248832,0.0
H5,24,0.49543025033751376,0.007899912412291455,0.0
H5,25,0.3646571730986015,0.11026673287193352,0.036036036036036036
H5,26,0.479955654200666,0.07526322269892181,0.0
H5,27,0.4729987495096253,0.10992945501753905,0.0
H5,28,0.4133897264799428,0.00021450021450021448,0.0
H5,29,0.4376024187804785,0.013699647293861549,0.0
H5,30,0.435055499192196,0.09005577309126513,0.009009009009009009
H5,31,0.5078470698155632,0.0013586147067440662,0.0
H5,32,0.5003988824528466,0.006814021947727501,0.0
H5,33,0.47621706418298043,0.0,0.0
H5,34,0.48197549647268423,0.222190545483091,0.018018018018018018
H5,35,0.4425285098205624,0.08041767965738408,0.0
H5,36,0.44369906716112484,0.07362526395635483,0.0
H5,37,0.4356371684651849,0.0474101325927286,0.0
H5,38,0.5279377510707811,0.03820739464748231,0.0
H5,39,0.4718930525197701,0.20462808934667587,0.04504504504504504
