condition,replicate,method,level,parameter,n,rmse,bias,pearson,spearman,ceiling_rate,interval_coverage,true,probability_positive,mean,median,ci_low,ci_high
zero,3,hierarchical,participant,alpha,111.0,0.09654890209967101,0.029558330163128935,0.5921511432984565,0.5025096525096525,,0.8648648648648649,,,,,,
zero,3,MLE_theta10,participant,alpha,111.0,0.2636634236487664,0.08400228590497766,0.2741797774154925,0.34366203299705095,,,,,,,,
zero,3,hierarchical,participant,kappa,111.0,0.19784802708053262,-0.016558655955566007,0.862182639679923,0.7676991926991926,,0.9459459459459459,,,,,,
zero,3,MLE_theta10,participant,kappa,111.0,0.28716650208222577,0.06265960013978522,0.8383218469633262,0.7223587223587223,,,,,,,,
zero,3,hierarchical,participant,theta,111.0,0.6350192223394981,0.25290424837586056,0.6429522873240371,0.6566865566865566,0.0,0.9819819819819819,,,,,,
zero,3,MLE_theta10,participant,theta,111.0,2.799875515747934,0.966117310355041,0.27173214178522614,0.5152269831786721,0.09009009009009009,,,,,,,
zero,3,hierarchical,participant,friend_value_probability_effect,111.0,0.08936984714755115,-0.01958702825512371,0.8215861361231563,0.758976833976834,,0.9279279279279279,,,,,,
zero,3,MLE_theta10,participant,friend_value_probability_effect,111.0,0.10932727641309671,0.014550301236425443,0.8239224466197214,0.7417426333557908,,,,,,,,
zero,3,hierarchical,population,mu_alpha,,,0.09255870815034994,,,,1.0,-1.0,0.0,-0.9074412918496501,-0.90576851655,-1.161775808175,-0.660557745375
zero,3,hierarchical,population,mu_kappa,,,-0.16285907859693727,,,,1.0,-1.2,0.0,-1.3628590785969372,-1.35725792,-1.6158919227000001,-1.132590671275
zero,3,hierarchical,population,mu_theta,,,0.11831269476753725,,,,1.0,1.0,1.0,1.1183126947675373,1.1094755040000002,0.665980596855,1.6245586566499999
zero,3,hierarchical,population,tau_alpha,,,-0.19785892497448754,,,,1.0,0.65,1.0,0.4521410750255125,0.445543037,0.26034294942,0.680734315525
zero,3,hierarchical,population,tau_kappa,,,0.21800983064456247,,,,0.0,0.65,1.0,0.8680098306445625,0.8611332944500001,0.6946221692550001,1.074428874925
zero,3,hierarchical,population,tau_theta,,,0.5362998950829998,,,,0.0,1.0,1.0,1.5362998950829998,1.5199987505,1.150920339,2.009168619525
zero,3,hierarchical,population,beta_alpha,,,0.022605426016455914,,,,1.0,0.0,0.600375,0.022605426016455914,0.022772373324999998,-0.15185595722749998,0.1938541072625
zero,3,hierarchical,population,beta_kappa,,,-0.05038439667488635,,,,1.0,0.0,0.3075,-0.05038439667488635,-0.05070092755,-0.25031166978249997,0.14412328615249997
zero,3,hierarchical,population,beta_theta,,,0.32780189433549733,,,,1.0,0.0,0.955625,0.32780189433549733,0.3270778127,-0.06130763980225,0.7217642160774994
zero,3,hierarchical,population,friend_probability_change_25_to_75,,,0.06401336986550023,,,,1.0,0.0,,0.06401336986550023,0.06282690879349104,-0.049888551932757395,0.18398005781058593
