condition,replicate,method,participant_id,parameter,true,recovered
negative,0,hierarchical,sub-10317,alpha,0.45733308477593587,0.33612333440748626
negative,0,hierarchical,sub-10369,alpha,0.12632971536055654,0.302103887572615
negative,0,hierarchical,sub-10402,alpha,0.44867973160607966,0.3480008588264012
negative,0,hierarchical,sub-10418,alpha,0.26934475229204674,0.30071689764502124
negative,0,hierarchical,sub-10462,alpha,0.43316517179043945,0.31163910053778
negative,0,hierarchical,sub-10478,alpha,0.53205703682754,0.268433303332365
negative,0,hierarchical,sub-10486,alpha,0.2109995871591942,0.2699578423717737
negative,0,hierarchical,sub-10529,alpha,0.09182014885523784,0.25061465398542
negative,0,hierarchical,sub-10541,alpha,0.3054660890306164,0.30052769064508256
negative,0,hierarchical,sub-10555,alpha,0.2614818528619508,0.3132457264022712
negative,0,hierarchical,sub-10559,alpha,0.10640932468416407,0.30370723981644626
negative,0,hierarchical,sub-10572,alpha,0.46501423662064717,0.3357210509067912
negative,0,hierarchical,sub-10581,alpha,0.34620588629582727,0.33052988422097124
negative,0,hierarchical,sub-10584,alpha,0.0938994888164151,0.25569392472409497
negative,0,hierarchical,sub-10585,alpha,0.1639319647900948,0.24181748330995123
negative,0,hierarchical,sub-10589,alpha,0.5153165957046011,0.37149684793618626
negative,0,hierarchical,sub-10590,alpha,0.22683485350493887,0.2892362707597825
negative,0,hierarchical,sub-10596,alpha,0.49311685578189707,0.30595835487047873
negative,0,hierarchical,sub-10603,alpha,0.1774086721195826,0.2805044888189662
negative,0,hierarchical,sub-10606,alpha,0.30046140818284817,0.3271430063851075
negative,0,hierarchical,sub-10608,alpha,0.22348634218500096,0.2814098131590938
negative,0,hierarchical,sub-10617,alpha,0.313420569220949,0.30313052415735503
negative,0,hierarchical,sub-10636,alpha,0.17026936106542384,0.3019794016462075
negative,0,hierarchical,sub-10638,alpha,0.313399923320352,0.3038233755572813
negative,0,hierarchical,sub-10640,alpha,0.37136019110315655,0.3260101642457025
negative,0,hierarchical,sub-10641,alpha,0.17112020109014178,0.29409131919423875
negative,0,hierarchical,sub-10642,alpha,0.261174943980405,0.33207570125253755
negative,0,hierarchical,sub-10644,alpha,0.19205201497661434,0.28834726472163996
negative,0,hierarchical,sub-10647,alpha,0.27548775633517136,0.30156420904883874
negative,0,hierarchical,sub-10649,alpha,0.33031417345975583,0.3150066566129687
negative,0,hierarchical,sub-10652,alpha,0.25685336732603714,0.29885460091085503
negative,0,hierarchical,sub-10656,alpha,0.1644394675915849,0.30698156799294374
negative,0,hierarchical,sub-10661,alpha,0.2949678975796698,0.27375478565682126
negative,0,hierarchical,sub-10663,alpha,0.23775263054086987,0.29407210250099
negative,0,hierarchical,sub-10668,alpha,0.13289169253496455,0.28409356481168246
negative,0,hierarchical,sub-10673,alpha,0.17945625017583644,0.26867457532338873
negative,0,hierarchical,sub-10674,alpha,0.3974917923078842,0.33286453604672
negative,0,hierarchical,sub-10677,alpha,0.281810299102618,0.30529198664007506
negative,0,hierarchical,sub-10685,alpha,0.3150652984731978,0.31735058666156873
negative,0,hierarchical,sub-10690,alpha,0.33824526780780073,0.27453680873398373
negative,0,hierarchical,sub-10691,alpha,0.18675504031244733,0.25904389694907376
negative,0,hierarchical,sub-10700,alpha,0.3359873883665057,0.34237128289300006
negative,0,hierarchical,sub-10701,alpha,0.48181924529893533,0.3098484529058525
negative,0,hierarchical,sub-10713,alpha,0.13751004209989645,0.27197602569193
negative,0,hierarchical,sub-10716,alpha,0.12201089403912445,0.2696179058134025
negative,0,hierarchical,sub-10718,alpha,0.49936881642191605,0.3325257045205813
negative,0,hierarchical,sub-10720,alpha,0.09222687011877566,0.26177129287302
negative,0,hierarchical,sub-10723,alpha,0.2920941006444451,0.34436387392703127
negative,0,hierarchical,sub-10741,alpha,0.2046208840296735,0.307541333915615
negative,0,hierarchical,sub-10748,alpha,0.24249240557447208,0.26175480889985875
negative,0,hierarchical,sub-10767,alpha,0.42237649978785424,0.351214405597225
negative,0,hierarchical,sub-10770,alpha,0.34509892406642684,0.30222898807567256
negative,0,hierarchical,sub-10781,alpha,0.09080511716651157,0.2788067622913288
negative,0,hierarchical,sub-10783,alpha,0.3120931306279688,0.30041326536127
negative,0,hierarchical,sub-10785,alpha,0.18601721643537034,0.340785079384975
negative,0,hierarchical,sub-10794,alpha,0.08696532578837785,0.3128239727410963
negative,0,hierarchical,sub-10800,alpha,0.28066028378218266,0.30200679770395
negative,0,hierarchical,sub-10801,alpha,0.4727365079718744,0.2971438655854075
negative,0,hierarchical,sub-10802,alpha,0.23237867083797753,0.32622131406865873
negative,0,hierarchical,sub-10803,alpha,0.43859262216405603,0.31936061702896745
negative,0,hierarchical,sub-10804,alpha,0.2600564456022657,0.31960136702471253
negative,0,hierarchical,sub-10806,alpha,0.1819123104118806,0.2931844260306212
negative,0,hierarchical,sub-10807,alpha,0.37887212956565613,0.28036341121959624
negative,0,hierarchical,sub-10809,alpha,0.33668967234546254,0.3066960813135912
negative,0,hierarchical,sub-10810,alpha,0.2651693792838158,0.30414888281134506
negative,0,hierarchical,sub-10812,alpha,0.5287340252469541,0.3233693621899175
negative,0,hierarchical,sub-10817,alpha,0.2068245002531805,0.31765245966484873
negative,0,hierarchical,sub-10827,alpha,0.2148103790088208,0.28240443416113
negative,0,hierarchical,sub-10831,alpha,0.4220689834919525,0.31148711971793624
negative,0,hierarchical,sub-10834,alpha,0.34160855716818767,0.3209896368231525
negative,0,hierarchical,sub-10836,alpha,0.2669995957918636,0.2746732924879575
negative,0,hierarchical,sub-10838,alpha,0.3381662292559745,0.2724813226512088
negative,0,hierarchical,sub-10843,alpha,0.6309386427215404,0.3590353709930313
negative,0,hierarchical,sub-10850,alpha,0.15920357103898403,0.254180775010915
negative,0,hierarchical,sub-10854,alpha,0.13379225416930812,0.26507522357923374
negative,0,hierarchical,sub-10857,alpha,0.3266774014858876,0.29764133871530496
negative,0,hierarchical,sub-10858,alpha,0.40732773923661897,0.32528715192515
negative,0,hierarchical,sub-10860,alpha,0.18431722419717378,0.3179180958398125
