condition,replicate,method,level,parameter,n,rmse,bias,pearson,spearman,ceiling_rate,interval_coverage,true,probability_positive,mean,median,ci_low,ci_high
positive,2,hierarchical,participant,alpha,111.0,0.1018783536783612,0.016318880044484337,0.45528007510510426,0.45858195858195855,,0.9369369369369369,,,,,,
positive,2,MLE_theta10,participant,alpha,111.0,0.30774810144927606,0.11800666493742089,0.304127983732882,0.3381366686531794,,,,,,,,
positive,2,hierarchical,participant,kappa,111.0,0.17794853214051948,0.013280422612294814,0.8045032408106986,0.7269041769041769,,0.918918918918919,,,,,,
positive,2,MLE_theta10,participant,kappa,111.0,0.22517792250526,0.05906801543633728,0.806643617539912,0.7356265356265357,,,,,,,,
positive,2,hierarchical,participant,theta,111.0,0.7064490178383872,-0.20161840666511616,0.5093377374722726,0.5873113373113372,0.0,0.7567567567567568,,,,,,
positive,2,MLE_theta10,participant,theta,111.0,2.7884156574323775,0.7764142802261939,0.3429048900666082,0.5735133767139415,0.0990990990990991,,,,,,,
positive,2,hierarchical,participant,friend_value_probability_effect,111.0,0.0792195593008855,0.0020519541403123598,0.8542476664525319,0.7638118638118637,,0.963963963963964,,,,,,
positive,2,MLE_theta10,participant,friend_value_probability_effect,111.0,0.1102073352006632,0.027817100493637698,0.8347453298555935,0.7723921916021705,,,,,,,,
positive,2,hierarchical,population,mu_alpha,,,0.01110951685501238,,,,1.0,-1.0,0.0,-0.9888904831449876,-0.9867430071500001,-1.2628853648749998,-0.7126954848575001
positive,2,hierarchical,population,mu_kappa,,,0.059339857044375055,,,,1.0,-1.2,0.0,-1.140660142955625,-1.1360784155,-1.3530907449,-0.9535328964175
positive,2,hierarchical,population,mu_theta,,,-0.226690145305375,,,,1.0,1.0,1.0,0.773309854694625,0.77089374055,0.50589694295,1.05280941485
positive,2,hierarchical,population,tau_alpha,,,-0.04395700962546256,,,,1.0,0.65,1.0,0.6060429903745375,0.6000541088,0.364778221515,0.8824650513249996
positive,2,hierarchical,population,tau_kappa,,,0.04212471868036238,,,,1.0,0.65,1.0,0.6921247186803624,0.6884033359,0.5320700947325,0.8788078351374998
positive,2,hierarchical,population,tau_theta,,,-0.43843276324966884,,,,0.0,1.0,1.0,0.5615672367503312,0.5552577883500001,0.2847096907025,0.8655145983674998
positive,2,hierarchical,population,beta_alpha,,,-0.12033049316449035,,,,1.0,0.0,0.118875,-0.12033049316449035,-0.121075722,-0.3264686138975,0.09113673527399987
positive,2,hierarchical,population,beta_kappa,,,0.10239891950934321,,,,1.0,0.0,0.888875,0.10239891950934321,0.10110162975,-0.06436143865475,0.27200924793
positive,2,hierarchical,population,beta_theta,,,-0.13064199732248533,,,,1.0,0.35,0.980625,0.21935800267751465,0.21824264655,0.012156200138000001,0.43975718356499993
positive,2,hierarchical,population,friend_probability_change_25_to_75,,,0.027185016669095285,,,,1.0,0.11285486504425624,,0.14003988171335152,0.13859120855309892,0.02911455914662004,0.2598009213486344
