run,model,age,parameter,mean,median,ci_low,ci_high
H2_full_age,H2,21.0,alpha,0.209808465423678,0.183143790564139,0.0490316976098612,0.5152767144422498
H2_full_age,H2,21.0,kappa,0.0296883102271439,0.0270564416290383,0.0099539018024184,0.0655133282189061
H2_full_age,H2,21.983333333333334,alpha,0.2099963306403555,0.1835896158706883,0.0496360406855568,0.5150797025137179
H2_full_age,H2,21.983333333333334,kappa,0.0291138211179797,0.0266608239684807,0.0099938690220364,0.0630141753756266
H2_full_age,H2,22.966666666666665,alpha,0.2102045630549538,0.1839248966402981,0.0500596776828099,0.5141901078726778
H2_full_age,H2,22.966666666666665,kappa,0.0285573334572704,0.0262715136268993,0.010035210519199,0.0609770716527419
H2_full_age,H2,23.95,alpha,0.210433347812458,0.183979588742486,0.050921495564799,0.5116943819298756
H2_full_age,H2,23.95,kappa,0.0280182330259167,0.0259013543690372,0.0100880391127714,0.0589961527856938
H2_full_age,H2,24.933333333333337,alpha,0.2106828584323389,0.1841553875205948,0.0517798178237237,0.5099352020306473
H2_full_age,H2,24.933333333333337,kappa,0.0274959300725492,0.0255089550899727,0.0101117368039598,0.0571048756923852
H2_full_age,H2,25.0,alpha,0.2107005287096067,0.1841114369761201,0.0518487532062117,0.5100007838627721
H2_full_age,H2,25.0,kappa,0.0274611134508052,0.0254854360089315,0.0101199881645071,0.0569965551184509
H2_full_age,H2,25.916666666666664,alpha,0.2109532563468296,0.1844360394954804,0.0525335482762984,0.5080025426806625
H2_full_age,H2,25.916666666666664,kappa,0.026989858271994,0.0251473274630875,0.0101103965452539,0.0552359819589459
H2_full_age,H2,26.9,alpha,0.2112446904561653,0.1852772109152205,0.0528551562334591,0.5048184282632452
H2_full_age,H2,26.9,kappa,0.0264994737319684,0.0247518871399928,0.0101272168206043,0.0535330882829783
H2_full_age,H2,27.883333333333333,alpha,0.2115572967022639,0.186012443827797,0.0533144722845664,0.5037508086610623
H2_full_age,H2,27.883333333333333,kappa,0.0260242540456614,0.0243527559513483,0.0101416021883925,0.0518048874684643
H2_full_age,H2,28.866666666666667,alpha,0.2118911976622541,0.1866468643152703,0.0535031016569909,0.5027118298692317
H2_full_age,H2,28.866666666666667,kappa,0.0255636973879773,0.0239369632490656,0.010110269789761,0.0503019318072849
H2_full_age,H2,29.85,alpha,0.2122465021632048,0.1873114995488284,0.0538261549646513,0.5002585367180669
H2_full_age,H2,29.85,kappa,0.0251173216533307,0.023543850778831,0.0100708335333099,0.0487615881639354
H2_full_age,H2,30.833333333333332,alpha,0.212623304919363,0.1873415174392056,0.0541485655272091,0.5033859640347408
H2_full_age,H2,30.833333333333332,kappa,0.0246846636329921,0.0231645355246234,0.0100841281757683,0.0473111995082612
H2_full_age,H2,31.816666666666663,alpha,0.2130216861931692,0.1876768765422405,0.0547518430701745,0.5026209240920062
H2_full_age,H2,31.816666666666663,kappa,0.0242652782300837,0.0228561227282854,0.0101033643505896,0.045921277257761
H2_full_age,H2,32.8,alpha,0.2134417114812895,0.1881230391351183,0.0550137889905952,0.5022016477105243
H2_full_age,H2,32.8,kappa,0.0238587377104202,0.022533007062163,0.0100676556972623,0.0447115942697881
H2_full_age,H2,33.78333333333333,alpha,0.2138834312268848,0.1886577546812304,0.0554565787306901,0.5013615322418085
H2_full_age,H2,33.78333333333333,kappa,0.023464630987485,0.022207239309862,0.010064534499234,0.0437680301561409
H2_full_age,H2,34.766666666666666,alpha,0.2143468805593165,0.1891020248820594,0.0558815512534386,0.5023611032435235
H2_full_age,H2,34.766666666666666,kappa,0.0230825629399138,0.0218796360629082,0.0100107123400488,0.0425636150948836
H2_full_age,H2,35.75,alpha,0.2148320790624723,0.1897794136345499,0.0563355657976497,0.5027113498322647
H2_full_age,H2,35.75,kappa,0.0227121537599442,0.0215465936735229,0.0099873423481694,0.0415934117017805
H2_full_age,H2,36.733333333333334,alpha,0.2153390305728774,0.1908393471452586,0.0566399682780151,0.5034781602761689
H2_full_age,H2,36.733333333333334,kappa,0.0223530383313644,0.0211994791096534,0.0099193151611602,0.0407450706981472
H2_full_age,H2,37.71666666666667,alpha,0.2158677230087308,0.191370202341826,0.0568605312908213,0.5029755417043628
H2_full_age,H2,37.71666666666667,kappa,0.0220048656355707,0.0209102989632999,0.0098014389399067,0.0398276938484799
H2_full_age,H2,38.7,alpha,0.2164181282309658,0.1919459758442361,0.0570591651021044,0.5042925420067842
