condition,replicate,method,participant_id,parameter,true,recovered
zero,4,hierarchical,sub-10317,alpha,0.15774827674333486,0.252903653561585
zero,4,hierarchical,sub-10369,alpha,0.3589922732240163,0.3519560712701625
zero,4,hierarchical,sub-10402,alpha,0.44769482054980475,0.37166831893178254
zero,4,hierarchical,sub-10418,alpha,0.290684875818296,0.2769946771598338
zero,4,hierarchical,sub-10462,alpha,0.15663858134449565,0.3121863108833962
zero,4,hierarchical,sub-10478,alpha,0.381107788520708,0.46130077794657504
zero,4,hierarchical,sub-10486,alpha,0.31851422669141166,0.27464501970433003
zero,4,hierarchical,sub-10529,alpha,0.24378625945914856,0.25721840740975876
zero,4,hierarchical,sub-10541,alpha,0.3134108810446258,0.30862622791564004
zero,4,hierarchical,sub-10555,alpha,0.6561359333501312,0.37092154233477
zero,4,hierarchical,sub-10559,alpha,0.29562342809682024,0.32019951386535
zero,4,hierarchical,sub-10572,alpha,0.15904032080965202,0.2942520562948525
zero,4,hierarchical,sub-10581,alpha,0.3518955222438617,0.28630286984373127
zero,4,hierarchical,sub-10584,alpha,0.09923676710703985,0.2796023943062162
zero,4,hierarchical,sub-10585,alpha,0.13836365530520334,0.30143118611539627
zero,4,hierarchical,sub-10589,alpha,0.25305600251123095,0.2953861290854412
zero,4,hierarchical,sub-10590,alpha,0.4030884546031203,0.4076682135118
zero,4,hierarchical,sub-10596,alpha,0.25490015342699934,0.3889779639902538
zero,4,hierarchical,sub-10603,alpha,0.2798537384078937,0.2651723149290037
zero,4,hierarchical,sub-10606,alpha,0.22876290808951924,0.2971061190201825
zero,4,hierarchical,sub-10608,alpha,0.267223531600008,0.30148670399389377
zero,4,hierarchical,sub-10617,alpha,0.24352054160485082,0.27512984853266875
zero,4,hierarchical,sub-10636,alpha,0.3586449074913831,0.3094164716208612
zero,4,hierarchical,sub-10638,alpha,0.18438660025401118,0.22926187319505498
zero,4,hierarchical,sub-10640,alpha,0.1386955373492378,0.2905770018325138
zero,4,hierarchical,sub-10641,alpha,0.18493855409169652,0.2894492771677387
zero,4,hierarchical,sub-10642,alpha,0.39693714539979763,0.4142194245404625
zero,4,hierarchical,sub-10644,alpha,0.48833178217354595,0.32735828580110377
zero,4,hierarchical,sub-10647,alpha,0.12242031918778504,0.34264016298166
zero,4,hierarchical,sub-10649,alpha,0.3948764004751679,0.3496523585491125
zero,4,hierarchical,sub-10652,alpha,0.17211131543951994,0.26375580448085245
zero,4,hierarchical,sub-10656,alpha,0.3486223551704498,0.43183582417755134
zero,4,hierarchical,sub-10661,alpha,0.33472667582917914,0.296563533601985
zero,4,hierarchical,sub-10663,alpha,0.35261152524127665,0.37965277442078127
zero,4,hierarchical,sub-10668,alpha,0.37303023492339854,0.2869674428419912
zero,4,hierarchical,sub-10673,alpha,0.41379644780126995,0.3647465071459
zero,4,hierarchical,sub-10674,alpha,0.16693110421642118,0.31429292211162624
zero,4,hierarchical,sub-10677,alpha,0.525419021700958,0.4563012365291
zero,4,hierarchical,sub-10685,alpha,0.2907859165313544,0.33783749490709
zero,4,hierarchical,sub-10690,alpha,0.15112952209081945,0.30136086391878125
zero,4,hierarchical,sub-10691,alpha,0.19332716770180938,0.30012742545031124
zero,4,hierarchical,sub-10700,alpha,0.258802372380058,0.2970757711857475
zero,4,hierarchical,sub-10701,alpha,0.5552630504299936,0.42215178297857503
zero,4,hierarchical,sub-10713,alpha,0.22090084639638327,0.24382649816049
zero,4,hierarchical,sub-10716,alpha,0.15300193898534536,0.2592328609491188
zero,4,hierarchical,sub-10718,alpha,0.21304991277225419,0.3214930252414025
zero,4,hierarchical,sub-10720,alpha,0.3386968236147223,0.3137720634078363
zero,4,hierarchical,sub-10723,alpha,0.2453322032337989,0.4419032098628525
zero,4,hierarchical,sub-10741,alpha,0.12873011648647414,0.37280173919131876
zero,4,hierarchical,sub-10748,alpha,0.21445264340875977,0.3634824007393325
zero,4,hierarchical,sub-10767,alpha,0.49721645586538626,0.39600775221052253
zero,4,hierarchical,sub-10770,alpha,0.4590534480097247,0.286687106020885
zero,4,hierarchical,sub-10781,alpha,0.34295413243414063,0.335907212194495
zero,4,hierarchical,sub-10783,alpha,0.3738750110227943,0.2892614074791175
zero,4,hierarchical,sub-10785,alpha,0.40146128003174547,0.30516898820528626
zero,4,hierarchical,sub-10794,alpha,0.27336237901174226,0.31669073362809
zero,4,hierarchical,sub-10800,alpha,0.36091688342372585,0.329868186294065
zero,4,hierarchical,sub-10801,alpha,0.3744342728219631,0.37862714338958753
zero,4,hierarchical,sub-10802,alpha,0.08347207389624514,0.2927172214892512
zero,4,hierarchical,sub-10803,alpha,0.4863716087342841,0.3612493567906137
zero,4,hierarchical,sub-10804,alpha,0.20632008518992714,0.3036967237192975
zero,4,hierarchical,sub-10806,alpha,0.36169932959872303,0.3126404637187962
zero,4,hierarchical,sub-10807,alpha,0.3924999178845269,0.3253322868942675
zero,4,hierarchical,sub-10809,alpha,0.21982295407416713,0.264565995142205
zero,4,hierarchical,sub-10810,alpha,0.3460693753824829,0.3352111767014
zero,4,hierarchical,sub-10812,alpha,0.33344888039167875,0.3070216588490175
zero,4,hierarchical,sub-10817,alpha,0.29401977514653704,0.30355188560424
zero,4,hierarchical,sub-10827,alpha,0.32792125039401926,0.3738107482733412
zero,4,hierarchical,sub-10831,alpha,0.21211431011943033,0.3032122620445788
zero,4,hierarchical,sub-10834,alpha,0.41109907862995965,0.2592121238715287
zero,4,hierarchical,sub-10836,alpha,0.20116538275262605,0.2935674359666937
zero,4,hierarchical,sub-10838,alpha,0.211202207596105,0.32367362382218007
zero,4,hierarchical,sub-10843,alpha,0.13669257974706936,0.26538077605039495
zero,4,hierarchical,sub-10850,alpha,0.22129685647119937,0.304245468156885
zero,4,hierarchical,sub-10854,alpha,0.5364446195385654,0.41851971256549997
zero,4,hierarchical,sub-10857,alpha,0.37933165692188386,0.296578697326435
zero,4,hierarchical,sub-10858,alpha,0.2079305664725155,0.24766491504127122
zero,4,hierarchical,sub-10860,alpha,0.3478854723605256,0.3564694203238325
zero,4,hierarchical,sub-10862,alpha,0.1464747338897274,0.29154324625354744
zero,4,hierarchical,sub-10863,alpha,0.5010270552623743,0.3867608633690012
zero,4,hierarchical,sub-10866,alpha,0.45899105929367345,0.335754581289705
zero,4,hierarchical,sub-10875,alpha,0.5157505817797847,0.3628568656494437
zero,4,hierarchical,sub-10881,alpha,0.2490500708096716,0.296731496290075
zero,4,hierarchical,sub-10886,alpha,0.28398139025766395,0.3070265178615762
zero,4,hierarchical,sub-10887,alpha,0.2956961959719001,0.29205560285333754
zero,4,hierarchical,sub-10896,alpha,0.36653473798925185,0.3580046005938175
zero,4,hierarchical,sub-10897,alpha,0.2956841718328543,0.32656125122965374
zero,4,hierarchical,sub-10898,alpha,0.18009928157316282,0.29111447828057624
zero,4,hierarchical,sub-10908,alpha,0.28647267207315164,0.2791584438654937
zero,4,hierarchical,sub-10918,alpha,0.20007136814450652,0.327782438004175
zero,4,hierarchical,sub-10924,alpha,0.3849035425095439,0.35255867020055
zero,4,hierarchical,sub-10926,alpha,0.1884249243083731,0.3076787972411113
zero,4,hierarchical,sub-10928,alpha,0.2568128645141488,0.30237697193034
zero,4,hierarchical,sub-10929,alpha,0.16715711862638413,0.3104741494476775
zero,4,hierarchical,sub-10930,alpha,0.3177049472740449,0.3695984973818
zero,4,hierarchical,sub-10938,alpha,0.3085838008204288,0.2655714367601438
zero,4,hierarchical,sub-10940,alpha,0.4108254282292853,0.41222396581064996
zero,4,hierarchical,sub-10950,alpha,0.11578725491270635,0.33940359512064006
zero,4,hierarchical,sub-10951,alpha,0.34392915021327886,0.311865088629025
zero,4,hierarchical,sub-10952,alpha,0.3329684571399549,0.35111338676926374
zero,4,hierarchical,sub-10953,alpha,0.1203174528614267,0.292471287395765
zero,4,hierarchical,sub-10954,alpha,0.16794459220628888,0.29117307571552625
zero,4,hierarchical,sub-10956,alpha,0.1693255056013968,0.30980961389631
zero,4,hierarchical,sub-10958,alpha,0.30814148665829927,0.38063732967425
zero,4,hierarchical,sub-10969,alpha,0.3374276944406615,0.33750771246699
zero,4,hierarchical,sub-10974,alpha,0.17694955822485445,0.23719982073227375
zero,4,hierarchical,sub-10977,alpha,0.23627044172626066,0.3222144322012
zero,4,hierarchical,sub-10983,alpha,0.5630085447546644,0.41833735194661625
zero,4,hierarchical,sub-10984,alpha,0.48717164483443814,0.4366594743281625
zero,4,hierarchical,sub-11005,alpha,0.30139985951952075,0.3671535112658488
zero,4,hierarchical,sub-11031,alpha,0.4434181132349829,0.29030221542937373
zero,4,MLE_theta10,sub-10317,alpha,0.15774827674333486,0.056233441953156264
zero,4,MLE_theta10,sub-10369,alpha,0.3589922732240163,0.36141275610685697
zero,4,MLE_theta10,sub-10402,alpha,0.44769482054980475,0.4457317584097926
zero,4,MLE_theta10,sub-10418,alpha,0.290684875818296,0.1511020551373366
zero,4,MLE_theta10,sub-10462,alpha,0.15663858134449565,0.8790564015756483
zero,4,MLE_theta10,sub-10478,alpha,0.381107788520708,0.5465910383786814
zero,4,MLE_theta10,sub-10486,alpha,0.31851422669141166,0.03846721821842682
zero,4,MLE_theta10,sub-10529,alpha,0.24378625945914856,0.14666397993463545
zero,4,MLE_theta10,sub-10541,alpha,0.3134108810446258,0.25703160211556
zero,4,MLE_theta10,sub-10555,alpha,0.6561359333501312,0.5193347110210101
zero,4,MLE_theta10,sub-10559,alpha,0.29562342809682024,0.2843048347617868
