parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.67748,0.00816625,0.286546,0.272004,-3.19338,-2.65476,-2.25368,1236.71,3165.4,0.557561,1.00417,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
mu[2],-1.42715,0.00247232,0.136529,0.135305,-1.65409,-1.42511,-1.20631,3044.55,4496.51,1.37261,1.00085,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
mu[3],5.55701,0.0105724,0.631209,0.636059,4.55649,5.53382,6.6165,3550.24,5448.83,1.60059,1.00064,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
tau[1],1.15126,0.00680765,0.281485,0.277713,0.694529,1.14489,1.62158,1692.84,2318.22,0.763204,1.00389,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
tau[2],1.28739,0.00214102,0.102011,0.100673,1.12914,1.28239,1.4612,2281.78,4115.26,1.02872,1.00005,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
tau[3],5.01282,0.00569749,0.439648,0.431505,4.32574,4.99799,5.77417,5987.46,5618.41,2.6994,1.00007,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"beta[1,1]",-0.083313,0.00277851,0.205426,0.199411,-0.432722,-0.0736976,0.240904,5523.13,6168.75,2.49006,0.99967,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"beta[2,1]",-0.113472,0.00201729,0.119386,0.115916,-0.311688,-0.112905,0.0838047,3525.47,4633.47,1.58943,1.0007,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"beta[3,1]",0.250465,0.00551694,0.391654,0.393445,-0.403216,0.249121,0.88457,5068.88,5144.83,2.28526,1.00026,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[1,1]",0.0797695,0.00108615,0.0790407,0.0530044,0.00641801,0.0536414,0.247977,5109.44,6000.06,2.30355,1.00026,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[1,2]",0.619214,0.00290712,0.288419,0.294156,0.210028,0.584479,1.13786,8942.96,5668.94,4.03185,1.0004,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[1,3]",6.9843,0.0348624,2.97049,2.96036,2.8326,6.58446,12.4089,8857.6,5397.53,3.99337,1.00016,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[2,1]",0.194329,0.00201135,0.14961,0.135331,0.0237524,0.155171,0.500487,5114.78,4667.62,2.30596,1.00102,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[2,2]",0.176194,0.00128855,0.126654,0.0972915,0.0414358,0.140844,0.42828,8155.91,5846.96,3.67702,0.999976,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[2,3]",7.68008,0.0403714,3.736,3.8453,2.46415,7.21354,14.4609,10120.8,5863.2,4.56288,1.00019,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[3,1]",0.14182,0.00173528,0.118171,0.0852447,0.0200808,0.110332,0.371952,3450.1,4394.23,1.55545,1.00046,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[3,2]",0.0811663,0.000717259,0.0676363,0.042389,0.0173566,0.0596272,0.21859,7391.22,5994.15,3.33227,1.00017,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[3,3]",7.70757,0.0515339,4.3119,4.61379,1.80408,7.1602,15.6763,8039.57,6092.69,3.62457,1.00027,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[4,1]",0.0401006,0.000573541,0.0363772,0.0266919,0.00428241,0.0301814,0.107625,3931.47,5308.87,1.77247,1.0015,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[4,2]",0.248871,0.000984668,0.10576,0.100062,0.107058,0.232886,0.447344,11783.7,5874.23,5.31257,1.00074,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[4,3]",10.4576,0.0298088,3.24527,3.25945,5.60396,10.1699,16.2068,13300.0,5993.36,5.9962,1.00009,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[5,1]",0.0971924,0.00156565,0.109489,0.0576992,0.00818423,0.0608158,0.308745,5451.84,5253.09,2.45791,1.0008,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[5,2]",0.443572,0.00575436,0.354202,0.384532,0.0259578,0.383216,1.11153,2897.73,4022.65,1.30642,1.00362,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[5,3]",2.58468,0.0755467,3.5909,0.92778,0.12706,1.05971,10.995,4086.8,3222.41,1.8425,1.00294,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[6,1]",0.0922241,0.000893343,0.0714955,0.0593013,0.0121297,0.0750566,0.232659,5683.21,5879.89,2.56223,1.00041,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[6,2]",0.197169,0.000955174,0.0994742,0.0845627,0.0778552,0.176573,0.387989,10428.6,6943.3,4.70162,0.999838,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[6,3]",9.21457,0.0355928,3.36281,3.42171,4.30267,8.91838,15.3405,10203.4,6039.49,4.6001,1.00052,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[7,1]",0.0854141,0.00118382,0.082005,0.0552352,0.00852504,0.0604698,0.250394,4025.33,5666.56,1.81478,1.00192,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
"natural[7,2]",0.130166,0.000603599,0.0652104,0.0581889,0.045791,0.118934,0.252655,11724.7,5202.64,5.28597,0.999957,H5_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.66016619584371,True
