run,model,n_subjects,n_trials,log_loss,median_log_loss,worst_log_loss,brier,accuracy
H2_train_age,H2,111,4017,0.6800582904650762,0.6938385888842168,0.7191734778808937,0.24396436702535518,0.45891590603423743
H2_train_noage,H2,111,4017,0.6795453145739201,0.6938172872688091,0.7201518948582202,0.24368111673222556,0.44538767618166014
H5_train_age,H5,111,4017,0.6017929416368386,0.6180759555795301,0.8461565483021548,0.20940814026939755,0.5883472662824222
