model,draw,high_probability,extreme_trial_fraction,nearly_deterministic_participant_fraction
H5,0,0.42953628886154815,0.3569300384222733,0.009009009009009009
H5,1,0.5094524960479486,0.0016514795002730482,0.0
H5,2,0.39482474299348913,0.2082502816582163,0.0
H5,3,0.4727341101721379,0.0,0.0
H5,4,0.40817168904988693,0.49034878179091135,0.036036036036036036
H5,5,0.4515545104843856,0.0,0.0
H5,6,0.512852996521542,0.15379598165577352,0.0
H5,7,0.5117366877528813,0.0176486771275683,0.0
H5,8,0.5188160876197245,0.020514903052821516,0.0
H5,9,0.48354266504373067,0.029946744478910162,0.0
H5,10,0.42912863325484896,0.042392326061173526,0.0
H5,11,0.5043081338982403,0.06438704698324264,0.009009009009009009
H5,12,0.519304451655611,0.0,0.0
H5,13,0.4192267918015488,0.032649097657669116,0.0
H5,14,0.4779153411602354,0.0,0.0
H5,15,0.4581989474118055,0.1122783251392831,0.036036036036036036
H5,16,0.4387603083854239,0.038779208842659396,0.0
H5,17,0.44407811060770613,0.0018749336456622596,0.0
H5,18,0.5263599043988403,0.06275807182712959,0.0
H5,19,0.46556208813950734,0.010690303609820788,0.0
H5,20,0.5324265324574081,0.17960060152101798,0.0
H5,21,0.46126658200854204,0.10185375176008574,0.009009009009009009
H5,22,0.5143180312742417,0.059675107132644456,0.0
H5,23,0.4829534650220692,0.09528180219367147,0.0
H5,24,0.4082961182260567,0.12791033781270847,0.0
H5,25,0.5160916248606036,0.00979040138931738,0.0
H5,26,0.4893772976904656,0.0,0.0
H5,27,0.47601838483039677,0.0,0.0
H5,28,0.4431030268261721,0.12108376619068605,0.04504504504504504
H5,29,0.51094515929314,0.0835310422493644,0.0
H5,30,0.45481062036398123,0.14028861980280458,0.0
H5,31,0.4277674825392505,0.3297578670570799,0.009009009009009009
H5,32,0.5159277512208302,0.05154689825606918,0.0
H5,33,0.47132073904145383,0.002736863847974959,0.0
H5,34,0.4855218924821335,0.087409524202702,0.009009009009009009
H5,35,0.46077481334607095,0.13898104757223614,0.0
