run,parameter,mean,sd,ci_low,ci_high,divergences,accepted
HPreference_train_noage,mu.1,-1.8306415815640875,0.3614022248070684,-2.6074942565250003,-1.1913966707000003,1,False
HPreference_train_noage,mu.2,-1.2456019992750498,0.16571110516754245,-1.5805036528749998,-0.9382557365150002,1,False
HPreference_train_noage,mu.3,2.06157359599625,0.27892173427944333,1.579743326475,2.6557663146249997,1,False
HPreference_train_noage,mu.4,0.5792793117795625,0.14332919673308284,0.305679617235,0.8726524803424998,1,False
HPreference_train_noage,tau.1,1.1123466851665276,0.3656931504791022,0.3608752065475001,1.85124123145,1,False
HPreference_train_noage,tau.2,1.1592792839662374,0.14329683992836015,0.9010591030625,1.461948934275,1,False
HPreference_train_noage,tau.3,1.3211541395033373,0.21950954471691392,0.9475532871875,1.8014154823499997,1,False
HPreference_train_noage,tau.4,1.0929752443520502,0.1785297453659955,0.7889435667225,1.4892784965999997,1,False
HPreference_train_noage,Omega.1.1,1.0,0.0,1.0,1.0,1,False
HPreference_train_noage,Omega.2.1,-0.46456937404788684,0.22460354889864861,-0.8387909063350001,0.034442844459999615,1,False
HPreference_train_noage,Omega.3.1,0.012171375403447666,0.2557442426341753,-0.48348325983,0.5094697648974997,1,False
HPreference_train_noage,Omega.4.1,0.18679174544732738,0.2501991716298449,-0.34747586984249995,0.6264860450199998,1,False
HPreference_train_noage,Omega.1.2,-0.46456937404788684,0.22460354889864861,-0.8387909063350001,0.034442844459999615,1,False
HPreference_train_noage,Omega.2.2,1.0,0.0,1.0,1.0,1,False
HPreference_train_noage,Omega.3.2,-0.3666689123846555,0.1476929751507361,-0.6295907230575,-0.06165013358525006,1,False
HPreference_train_noage,Omega.4.2,-0.31477722001795655,0.13648356417823174,-0.5695869175424999,-0.036858993126000196,1,False
HPreference_train_noage,Omega.1.3,0.012171375403447666,0.2557442426341753,-0.48348325983,0.5094697648974997,1,False
HPreference_train_noage,Omega.2.3,-0.3666689123846555,0.1476929751507361,-0.6295907230575,-0.06165013358525006,1,False
HPreference_train_noage,Omega.3.3,1.0,0.0,1.0,1.0,1,False
HPreference_train_noage,Omega.4.3,0.6626244121772624,0.11036109529271716,0.415125684125,0.8460155371449999,1,False
HPreference_train_noage,Omega.1.4,0.18679174544732738,0.2501991716298449,-0.34747586984249995,0.6264860450199998,1,False
HPreference_train_noage,Omega.2.4,-0.31477722001795655,0.13648356417823174,-0.5695869175424999,-0.036858993126000196,1,False
HPreference_train_noage,Omega.3.4,0.6626244121772624,0.11036109529271716,0.415125684125,0.8460155371449999,1,False
HPreference_train_noage,Omega.4.4,1.0,0.0,1.0,1.0,1,False
