model,draw,high_probability,extreme_trial_fraction,nearly_deterministic_participant_fraction
H4,0,0.7914423878370462,0.12494904377005105,0.0
H4,1,0.5975212894304174,0.17861362767958563,0.0
H4,2,0.41458792477942136,0.01071860921278908,0.0
H4,3,0.5914525617521813,0.08783614000427478,0.0
H4,4,0.504120230357449,0.0,0.0
H4,5,0.45439839813287175,0.0,0.0
H4,6,0.49889895239269144,0.00012135922330097088,0.0
H4,7,0.49227764237131766,0.1293595049158397,0.009708737864077669
H4,8,0.5883780699716258,0.027872710907762492,0.0
H4,9,0.6478995359581255,0.02835720131835686,0.0
H4,10,0.6830211442324707,0.049438974098763966,0.0
H4,11,0.4477436500377579,0.00048665352702143705,0.0
H4,12,0.5832598172283936,0.0033458200004127313,0.0
H4,13,0.6008177173130531,0.08789666777183096,0.0
H4,14,0.45896718023990757,0.04796714808345513,0.0
H4,15,0.4222688597936434,0.043093555438669405,0.0
H4,16,0.5355915368172788,0.055998977341086414,0.0
H4,17,0.46300878415359475,0.0,0.0
H4,18,0.5708892031659091,0.05194808826268178,0.0
H4,19,0.5578291831073136,0.0,0.0
H4,20,0.62854615351855,0.1304264491283134,0.038834951456310676
H4,21,0.4980846018888705,0.0,0.0
H4,22,0.6064617788299733,0.2453112900796165,0.009708737864077669
H4,23,0.4806437937857353,0.11276121005014078,0.02912621359223301
H4,24,0.6913236187989241,0.13670180955947908,0.02912621359223301
H4,25,0.727112798727224,0.08655694756272254,0.0
H4,26,0.4216492086123375,0.5848449465918337,0.0
H4,27,0.629251341989675,0.2407777314901917,0.0
H4,28,0.5513377541581272,0.0010458599731628384,0.0
H4,29,0.46718190101375007,0.05757925061467483,0.0
H4,30,0.3676542720497474,0.0,0.0
H4,31,0.4898743335332316,0.029137991878540857,0.0
H4,32,0.5469810931840654,0.004449742021975946,0.0
H4,33,0.4940269176969434,0.02146808058530725,0.0
H4,34,0.40674820595949734,0.14804821278554495,0.019417475728155338
H4,35,0.5202209383980072,0.0072177346441345365,0.0
H4,36,0.4606253409297711,0.2629951316360455,0.02912621359223301
H4,37,0.430741197064526,0.008831981470106786,0.0
H4,38,0.44252135296533257,0.001392566646953838,0.0
H4,39,0.7084458407726042,0.13575339244062842,0.0
H4,40,0.7527260214273501,0.3956778502687655,0.038834951456310676
H4,41,0.5277950216635032,0.0015525068373354722,0.0
H4,42,0.47240673815936873,0.07175456100058729,0.0
H4,43,0.5102867395646299,0.005865474721613411,0.0
H4,44,0.5227512879917067,0.49235508246753606,0.05825242718446602
H4,45,0.5334622228209899,0.006448223459882144,0.0
H4,46,0.5292426107710758,0.0,0.0
H4,47,0.525216200044793,0.017309773840544655,0.0
H4,48,0.7516536940553886,0.13933848395168058,0.0
H4,49,0.6390612116789394,0.04240358737505145,0.0
H4,50,0.5576816836084895,0.010305063092430516,0.0
H4,51,0.6261158681156457,0.013893401268856203,0.0
H4,52,0.6031061915587596,0.03823839169008622,0.0
H4,53,0.5720746461994328,0.06963018501168734,0.0
H4,54,0.5370104308738856,0.0018492834026814608,0.0
H4,55,0.4527568989308824,0.03225114263665805,0.0
H4,56,0.5002422677873645,0.0,0.0
H4,57,0.5329936583565783,0.00011839924224484964,0.0
H4,58,0.5082510638585946,0.0,0.0
H4,59,0.4920433711273555,0.0008455605031997469,0.0
H4,60,0.59694290067213,0.11218658059658516,0.0
H4,61,0.5900624917910612,0.00037057425170141257,0.0
H4,62,0.5721926858012498,0.1738840025208445,0.0
H4,63,0.51846844183581,0.09752645543802899,0.019417475728155338
H4,64,0.5286188619574351,0.0,0.0
H4,65,0.5768540489435322,0.0,0.0
H4,66,0.6872262747115006,0.1963689035456544,0.009708737864077669
H4,67,0.5278093897834264,0.0567001548671539,0.009708737864077669
H4,68,0.782256297578847,0.24752845909063037,0.0
H4,69,0.5668015727195151,0.005880083164739819,0.0
H4,70,0.5268576045020735,0.011815547643717433,0.0
H4,71,0.42889461956517044,0.1988437679815429,0.0
H4,72,0.5533639962382092,0.0002367984844896993,0.0
H4,73,0.6404899993909695,0.08365077516064416,0.0
H4,74,0.5176770538964017,0.0,0.0
H4,75,0.4178605537413542,0.09368819107830803,0.009708737864077669
H4,76,0.541584877056951,0.0009723441508835512,0.0
H4,77,0.5094335792472439,0.0,0.0
H4,78,0.44928976064824017,0.002625510436519419,0.0
H4,79,0.6108455352170461,0.0038888832818146286,0.0
