condition,replicate,method,level,parameter,n,rmse,bias,pearson,spearman,ceiling_rate,interval_coverage,true,probability_positive,mean,median,ci_low,ci_high
zero,2,hierarchical,participant,alpha,111.0,0.10244209552025438,0.008161782315765548,0.672188748938792,0.5761583011583011,,0.990990990990991,,,,,,
zero,2,MLE_theta10,participant,alpha,111.0,0.24172327504102806,0.057267888157360086,0.43123909592864973,0.44093950276567384,,,,,,,,
zero,2,hierarchical,participant,kappa,111.0,0.14610927582596453,0.007376299055435211,0.8930349883158575,0.7005265005265005,,0.9819819819819819,,,,,,
zero,2,MLE_theta10,participant,kappa,111.0,0.3392416276295858,0.09490216603698748,0.8530480711167067,0.6695156195156194,,,,,,,,
zero,2,hierarchical,participant,theta,111.0,0.5205694905906082,0.05632688115197711,0.6715215632618876,0.6528957528957529,0.0,0.972972972972973,,,,,,
zero,2,MLE_theta10,participant,theta,111.0,2.6608523581544503,0.9022904741981933,0.4805504396217847,0.5740083414104232,0.07207207207207207,,,,,,,
zero,2,hierarchical,participant,friend_value_probability_effect,111.0,0.08247137115570993,0.006614926331012479,0.7772860489990326,0.7541769041769041,,0.990990990990991,,,,,,
zero,2,MLE_theta10,participant,friend_value_probability_effect,111.0,0.12031094645398503,0.041862147445329526,0.7886542677357284,0.7545312947431378,,,,,,,,
zero,2,hierarchical,population,mu_alpha,,,0.030211053595625037,,,,1.0,-1.0,0.0,-0.969788946404375,-0.9701843089,-1.269990274,-0.6773772134775001
zero,2,hierarchical,population,mu_kappa,,,0.03452565283118747,,,,1.0,-1.2,0.0,-1.1654743471688125,-1.162007026,-1.36822793645,-0.9845115580625
zero,2,hierarchical,population,mu_theta,,,-0.06360634547156241,,,,1.0,1.0,1.0,0.9363936545284376,0.931856955,0.5978534424425,1.2996151569999994
zero,2,hierarchical,population,tau_alpha,,,0.19592533908527499,,,,1.0,0.65,1.0,0.845925339085275,0.83752892025,0.613871735785,1.13242932305
zero,2,hierarchical,population,tau_kappa,,,0.023503414056062488,,,,1.0,0.65,1.0,0.6735034140560625,0.6692354247,0.5157333366925001,0.8541920223624999
zero,2,hierarchical,population,tau_theta,,,0.02058491388008754,,,,1.0,1.0,1.0,1.0205849138800875,1.0083916145,0.7136037282975,1.3890015710749999
zero,2,hierarchical,population,beta_alpha,,,-0.11674686504687509,,,,1.0,0.0,0.173875,-0.11674686504687509,-0.11767748920000001,-0.35699691312,0.13132358591749968
zero,2,hierarchical,population,beta_kappa,,,0.08105362747459276,,,,1.0,0.0,0.83175,0.08105362747459276,0.08011950612999999,-0.08711122422749999,0.2507925653199999
zero,2,hierarchical,population,beta_theta,,,0.3329741636670827,,,,0.0,0.0,0.99,0.3329741636670827,0.32888532935000003,0.0507515126285,0.627512621685
zero,2,hierarchical,population,friend_probability_change_25_to_75,,,0.1641341861994298,,,,0.0,0.0,,0.1641341861994298,0.16177348244413842,0.053779941162147744,0.2821009599667384
