condition,replicate,method,participant_id,parameter,true,recovered
zero,1,hierarchical,sub-10317,alpha,0.42513621660363354,0.25009008334364624
zero,1,hierarchical,sub-10369,alpha,0.1508702583205553,0.23977596543819374
zero,1,hierarchical,sub-10402,alpha,0.31332994659164126,0.2597548594192788
zero,1,hierarchical,sub-10418,alpha,0.36241186840150935,0.28525989412807
zero,1,hierarchical,sub-10462,alpha,0.282726354780862,0.33955043268077373
zero,1,hierarchical,sub-10478,alpha,0.16239510100003174,0.2889892404789787
zero,1,hierarchical,sub-10486,alpha,0.5439636292410418,0.311706066130635
zero,1,hierarchical,sub-10529,alpha,0.23748847306866264,0.24439340049206498
zero,1,hierarchical,sub-10541,alpha,0.11880466665361841,0.205887057338195
zero,1,hierarchical,sub-10555,alpha,0.4714223534436061,0.461837485444315
zero,1,hierarchical,sub-10559,alpha,0.5777150318514558,0.36209282643149626
zero,1,hierarchical,sub-10572,alpha,0.07289974980985478,0.2258753962543325
zero,1,hierarchical,sub-10581,alpha,0.1093366387295241,0.21060577863931748
zero,1,hierarchical,sub-10584,alpha,0.5668763889242254,0.32331301075387
zero,1,hierarchical,sub-10585,alpha,0.31121864243277614,0.30458698639855253
zero,1,hierarchical,sub-10589,alpha,0.15977175397405344,0.15468915410114248
zero,1,hierarchical,sub-10590,alpha,0.2500497802153038,0.3451269663871075
zero,1,hierarchical,sub-10596,alpha,0.34216546536582143,0.31498507116995494
zero,1,hierarchical,sub-10603,alpha,0.36608758548107506,0.30685193274223377
zero,1,hierarchical,sub-10606,alpha,0.12716305847622353,0.26133519647112124
zero,1,hierarchical,sub-10608,alpha,0.2697823215975156,0.26454899707601
zero,1,hierarchical,sub-10617,alpha,0.5653973105717113,0.3541857469099763
zero,1,hierarchical,sub-10636,alpha,0.13455179423612978,0.34680754948690373
zero,1,hierarchical,sub-10638,alpha,0.20917267238484138,0.21287699031523724
zero,1,hierarchical,sub-10640,alpha,0.5298004125660147,0.2635694658471125
zero,1,hierarchical,sub-10641,alpha,0.23814638216431547,0.218553178354285
zero,1,hierarchical,sub-10642,alpha,0.32840977422557865,0.29828043171025254
zero,1,hierarchical,sub-10644,alpha,0.13103848326145498,0.227314727858515
zero,1,hierarchical,sub-10647,alpha,0.2953856318643699,0.3104083739702163
zero,1,hierarchical,sub-10649,alpha,0.38075244671658504,0.2969208018636025
zero,1,hierarchical,sub-10652,alpha,0.2757372438339469,0.28126096874721124
zero,1,hierarchical,sub-10656,alpha,0.22224299452653432,0.36621946493909874
zero,1,hierarchical,sub-10661,alpha,0.38447964027192183,0.38603588182844123
zero,1,hierarchical,sub-10663,alpha,0.16297546355086512,0.28352967498311127
zero,1,hierarchical,sub-10668,alpha,0.4083306445730229,0.27698981272983
zero,1,hierarchical,sub-10673,alpha,0.358728802036138,0.268887094657195
zero,1,hierarchical,sub-10674,alpha,0.20403733727230877,0.195943149905495
zero,1,hierarchical,sub-10677,alpha,0.282755661993114,0.28508226838533507
zero,1,hierarchical,sub-10685,alpha,0.18819994450870287,0.27779879233008753
zero,1,hierarchical,sub-10690,alpha,0.3146459818059358,0.2907221396920013
zero,1,hierarchical,sub-10691,alpha,0.10434110105151594,0.299505592525655
zero,1,hierarchical,sub-10700,alpha,0.5975204345524271,0.3852976451662225
zero,1,hierarchical,sub-10701,alpha,0.36482197384250137,0.21559605987361874
zero,1,hierarchical,sub-10713,alpha,0.31587125701647734,0.4323158967967625
zero,1,hierarchical,sub-10716,alpha,0.23512212366653476,0.25218275292949377
zero,1,hierarchical,sub-10718,alpha,0.24047704403207248,0.3042035293882637
zero,1,hierarchical,sub-10720,alpha,0.09237045969787903,0.30107669180727126
zero,1,hierarchical,sub-10723,alpha,0.40629826910330136,0.470949256385275
zero,1,hierarchical,sub-10741,alpha,0.1913969555262448,0.3447763389014375
zero,1,hierarchical,sub-10748,alpha,0.2586183488168706,0.29894472591226245
zero,1,hierarchical,sub-10767,alpha,0.3086037043385115,0.429005604930225
zero,1,hierarchical,sub-10770,alpha,0.36627911767312604,0.33130537123333126
zero,1,hierarchical,sub-10781,alpha,0.2070846150020041,0.25322367175293875
zero,1,hierarchical,sub-10783,alpha,0.3334589596819014,0.3384017083447412
zero,1,hierarchical,sub-10785,alpha,0.40192707229005753,0.3037852128532838
zero,1,hierarchical,sub-10794,alpha,0.24839381124004845,0.279406517086885
zero,1,hierarchical,sub-10800,alpha,0.4083123422777952,0.3348763953666625
zero,1,hierarchical,sub-10801,alpha,0.09732880788295212,0.23221974252682998
zero,1,hierarchical,sub-10802,alpha,0.26774877401681585,0.33418338623694877
zero,1,hierarchical,sub-10803,alpha,0.21976677623453045,0.2580654694135812
zero,1,hierarchical,sub-10804,alpha,0.2709079346025265,0.30274645282175006
zero,1,hierarchical,sub-10806,alpha,0.27871893675867593,0.289958551495115
zero,1,hierarchical,sub-10807,alpha,0.18526050046438222,0.36127019018566625
zero,1,hierarchical,sub-10809,alpha,0.4289754025676595,0.25108019273680127
zero,1,hierarchical,sub-10810,alpha,0.13613232139187448,0.231592127947715
zero,1,hierarchical,sub-10812,alpha,0.2701348645725235,0.27811939815981246
zero,1,hierarchical,sub-10817,alpha,0.2760690860404537,0.219108615685775
zero,1,hierarchical,sub-10827,alpha,0.24348929891083657,0.3579742507840712
zero,1,hierarchical,sub-10831,alpha,0.3034871456428843,0.33850550491796627
zero,1,hierarchical,sub-10834,alpha,0.31316393071025533,0.32715249678195873
zero,1,hierarchical,sub-10836,alpha,0.3180735647139228,0.28499379244546125
zero,1,hierarchical,sub-10838,alpha,0.22553997517058244,0.3256103915515788
zero,1,hierarchical,sub-10843,alpha,0.3132337790299949,0.3730230988800025
zero,1,hierarchical,sub-10850,alpha,0.39092307745778654,0.39782650097652505
zero,1,hierarchical,sub-10854,alpha,0.14464855575099816,0.25045002138713124
zero,1,hierarchical,sub-10857,alpha,0.28381325570717997,0.30833480064097624
zero,1,hierarchical,sub-10858,alpha,0.20312644422200873,0.2732740555798425
zero,1,hierarchical,sub-10860,alpha,0.3393689071962836,0.29036013174101005
zero,1,hierarchical,sub-10862,alpha,0.2555049118290984,0.2838816228792275
zero,1,hierarchical,sub-10863,alpha,0.15433070380809283,0.26228155853644003
zero,1,hierarchical,sub-10866,alpha,0.5919948226946992,0.5136502682969125
zero,1,hierarchical,sub-10875,alpha,0.3995008618553335,0.2995271247685138
zero,1,hierarchical,sub-10881,alpha,0.31553655476316234,0.28226011294410125
zero,1,hierarchical,sub-10886,alpha,0.30631964158195946,0.3780312333810863
zero,1,hierarchical,sub-10887,alpha,0.23378143729159087,0.36443182895899745
zero,1,hierarchical,sub-10896,alpha,0.592075269790293,0.4879726915973
zero,1,hierarchical,sub-10897,alpha,0.282660091350917,0.26411813608694
zero,1,hierarchical,sub-10898,alpha,0.33124444529361485,0.2754796726583075
zero,1,hierarchical,sub-10908,alpha,0.11224510948358535,0.178130167925235
zero,1,hierarchical,sub-10918,alpha,0.19666277658069892,0.21176830739689625
