parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,max_depth_hits,min_bfmi,passed
"natural[4,3]",1.48787,0.0080169,0.690914,0.660825,0.490728,1.41171,2.74721,7538.55,5104.31,70.7506,1.00114,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[5,1]",0.4219,0.00189912,0.136425,0.13609,0.212531,0.412374,0.660815,5083.17,5261.75,47.7065,1.00049,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[5,2]",0.495619,0.00217817,0.194729,0.180508,0.224165,0.469706,0.857227,7158.53,6082.24,67.184,0.999957,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[5,3]",1.6043,0.00744592,0.663264,0.634732,0.622774,1.54316,2.78631,7691.79,5018.71,72.1888,1.00062,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[6,1]",0.191167,0.00146294,0.102799,0.0901493,0.0603191,0.172457,0.385848,5396.45,5351.63,50.6467,1.00077,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[6,2]",0.220247,0.00131175,0.104916,0.0960266,0.0817634,0.201508,0.417364,6344.42,6144.67,59.5435,1.00039,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[6,3]",1.60478,0.00873196,0.700809,0.653225,0.649702,1.49995,2.86635,7039.86,5534.43,66.0703,1.00039,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[7,1]",0.511542,0.00228932,0.160429,0.166556,0.238182,0.518483,0.76875,5056.54,3971.56,47.4565,1.0007,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[7,2]",0.401447,0.00176226,0.157631,0.156216,0.164217,0.390029,0.679859,7014.03,3835.29,65.8279,1.00133,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[7,3]",0.773298,0.00576954,0.469396,0.420529,0.187682,0.683798,1.64184,7321.59,6225.92,68.7144,1.00019,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[8,1]",0.273757,0.0019897,0.13379,0.127101,0.0926412,0.252303,0.527222,4695.25,5882.96,44.0657,1.00003,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[8,2]",0.185352,0.00108905,0.0902777,0.0833247,0.0670593,0.169431,0.36036,5876.12,5035.05,55.1484,1.00026,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[8,3]",1.44701,0.0089282,0.709669,0.662509,0.48366,1.33461,2.78152,6753.22,5806.55,63.3801,1.00077,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[9,1]",0.196669,0.00194228,0.115353,0.102867,0.0536125,0.174005,0.420635,3809.09,4779.04,35.749,1.00116,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[9,2]",0.139523,0.00093916,0.077195,0.0668882,0.0441804,0.123732,0.287473,6224.77,6205.59,58.4206,1.00096,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[9,3]",1.10978,0.00871515,0.676857,0.601893,0.27372,0.970036,2.42556,6819.29,5396.72,64.0002,1.00063,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[10,1]",0.242662,0.0020708,0.134346,0.123074,0.0694653,0.218412,0.495167,4681.5,5026.8,43.9367,1.00066,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[10,2]",0.187239,0.00119402,0.100774,0.0888105,0.0610225,0.169109,0.380967,6366.36,5107.34,59.7494,1.00035,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[10,3]",1.40037,0.00946373,0.748065,0.695228,0.429622,1.27987,2.80081,7018.37,5884.86,65.8687,1.00044,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[11,1]",0.573423,0.00133564,0.0982718,0.100443,0.416051,0.569951,0.739926,5438.62,5412.27,51.0424,1.00073,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[11,2]",0.653911,0.00188674,0.174098,0.169699,0.395273,0.639349,0.971071,8279.35,6488.65,77.7032,1.00021,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[11,3]",1.44788,0.00764131,0.567431,0.524379,0.674257,1.37376,2.50726,5775.42,5745.91,54.2033,1.00081,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[12,1]",0.301535,0.0018572,0.13332,0.133507,0.106101,0.286886,0.540857,5072.44,5316.52,47.6057,1.00049,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[12,2]",0.202006,0.00100799,0.0885654,0.0849019,0.078172,0.190526,0.367017,7324.9,5505.69,68.7455,0.999776,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[12,3]",1.79831,0.00916233,0.754637,0.710322,0.71819,1.72004,3.16666,7142.24,5450.88,67.0311,0.999744,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[13,1]",0.289354,0.00108906,0.0792551,0.0767433,0.171567,0.283214,0.432707,5355.26,5681.12,50.26,1.00073,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[13,2]",0.505856,0.00209497,0.174447,0.167172,0.258677,0.486088,0.818626,6540.27,5733.96,61.3816,1.00032,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[13,3]",1.87158,0.00782109,0.60468,0.561966,1.033,1.79285,2.97991,6677.04,5319.09,62.6652,1.00034,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[14,1]",0.263621,0.00175092,0.124447,0.120282,0.0898393,0.246305,0.497743,5220.8,5971.56,48.9981,1.00012,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[14,2]",0.181342,0.000850358,0.0744917,0.071648,0.0781745,0.172067,0.321154,7324.97,5480.9,68.7461,1.00107,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[14,3]",2.02458,0.00961336,0.785535,0.744145,0.926508,1.92358,3.45532,7209.18,5341.29,67.6595,1.00002,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[15,1]",0.319636,0.00128391,0.101406,0.0992913,0.162973,0.314005,0.495458,6162.16,5625.64,57.833,1.00026,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[15,2]",0.396729,0.00154732,0.132924,0.127479,0.203063,0.381879,0.637232,6878.07,6097.42,64.5519,1.0,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[15,3]",2.08252,0.00787061,0.642489,0.59792,1.17244,2.0071,3.21784,7008.47,6156.07,65.7758,1.00016,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[16,1]",0.294642,0.00167087,0.122044,0.120582,0.112586,0.285174,0.51059,5407.19,5052.14,50.7475,1.00023,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[16,2]",0.223505,0.00113969,0.0979408,0.0970774,0.0833788,0.212133,0.404011,6947.18,5704.12,65.2005,0.999983,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[16,3]",1.09212,0.00736178,0.590246,0.518199,0.344763,0.984936,2.20892,7193.7,5645.16,67.5142,1.00086,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[17,1]",0.224256,0.00130685,0.099297,0.0948321,0.0843227,0.211661,0.402373,5928.85,5543.28,55.6433,1.00115,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[17,2]",0.330862,0.00167808,0.143281,0.135944,0.137606,0.309519,0.59612,6775.68,5264.14,63.591,1.0003,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[17,3]",1.72996,0.00773631,0.651502,0.593098,0.843905,1.6355,2.91812,7629.4,6334.11,71.6033,1.00058,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[18,1]",0.202188,0.00149581,0.0976367,0.0875651,0.0709124,0.186727,0.385656,4542.93,5231.48,42.6362,1.00121,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[18,2]",0.245839,0.00156304,0.117685,0.11528,0.0829209,0.230192,0.463635,5296.42,5470.03,49.7078,1.00103,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[18,3]",0.859162,0.00756723,0.529154,0.428455,0.242168,0.741984,1.86477,5993.87,5098.78,56.2535,1.00087,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[19,1]",0.226512,0.0016297,0.110022,0.099305,0.0808823,0.208981,0.435447,4986.44,5138.6,46.7986,1.00109,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[19,2]",0.174729,0.00103845,0.0909845,0.0822843,0.0582591,0.157531,0.349701,7106.84,5578.23,66.6989,1.00005,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[19,3]",1.16563,0.00768102,0.64809,0.588463,0.328756,1.05084,2.40644,8033.53,5854.6,75.3961,1.00021,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[20,1]",0.313249,0.00145772,0.115348,0.111422,0.139808,0.302889,0.523649,6245.88,6131.3,58.6187,1.00067,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[20,2]",0.341086,0.00109893,0.109264,0.108975,0.176893,0.332765,0.529204,9630.88,5705.36,90.3875,1.00072,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[20,3]",2.40373,0.00871819,0.722216,0.687995,1.34347,2.3304,3.72978,6962.63,6300.98,65.3455,1.00056,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[21,1]",0.27414,0.00184251,0.133188,0.133622,0.0856524,0.257794,0.51355,5198.54,4850.8,48.7892,1.0008,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[21,2]",0.200266,0.00112015,0.0994797,0.0924474,0.0685596,0.184435,0.389014,7341.93,5357.38,68.9053,1.0003,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[21,3]",1.37202,0.0084855,0.711026,0.670833,0.410438,1.25602,2.68003,7673.64,5881.46,72.0184,1.00003,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[22,1]",0.233556,0.00153515,0.115217,0.111623,0.0761685,0.217166,0.444901,5793.51,5465.21,54.3731,1.00081,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[22,2]",0.293652,0.00216294,0.174765,0.15077,0.083052,0.256977,0.631224,6388.53,5938.57,59.9574,1.00051,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[22,3]",1.26712,0.00728183,0.654183,0.608213,0.377514,1.17503,2.48071,8527.94,5940.91,80.0363,1.00091,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[23,1]",0.180794,0.0015587,0.099151,0.0904218,0.0533739,0.163733,0.371285,4278.36,5089.4,40.1532,1.00081,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[23,2]",0.155969,0.000786271,0.0687884,0.0648398,0.0629448,0.146114,0.283322,6974.64,5517.71,65.4583,1.00049,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[23,3]",2.22644,0.00984803,0.811688,0.792556,1.02051,2.15534,3.68534,7027.8,5523.15,65.9572,0.999798,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[24,1]",0.277142,0.00168431,0.126773,0.117036,0.103372,0.259307,0.517324,6020.72,5593.1,56.5055,1.00026,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[24,2]",0.265688,0.00162466,0.137691,0.125471,0.0901245,0.240746,0.522487,6600.99,5948.99,61.9515,0.999872,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[24,3]",0.987611,0.00691174,0.55633,0.482489,0.292187,0.878016,2.05214,7181.37,5623.18,67.3984,0.999967,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[25,1]",0.522992,0.00147102,0.109218,0.109311,0.346617,0.521686,0.708084,5486.51,6240.96,51.4919,1.00018,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[25,2]",0.441198,0.00147935,0.131454,0.127532,0.248039,0.429794,0.676437,7589.88,6193.77,71.2323,0.999832,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[25,3]",1.33949,0.00654608,0.522045,0.487111,0.613574,1.27536,2.28715,6468.34,5822.77,60.7065,1.00127,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[26,1]",0.306727,0.00163864,0.128663,0.126787,0.114927,0.293782,0.536412,6119.68,5163.1,57.4343,1.00007,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[26,2]",0.261094,0.00125502,0.122469,0.115735,0.0947768,0.245086,0.487566,8528.08,5644.92,80.0375,0.999976,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[26,3]",1.58196,0.00843399,0.714987,0.664791,0.582907,1.48702,2.90124,7733.8,5457.1,72.583,1.00068,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[27,1]",0.225264,0.0013009,0.0957495,0.0935205,0.0908161,0.213697,0.402207,5424.98,5700.34,50.9144,1.00084,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[27,2]",0.382266,0.0017457,0.142998,0.136893,0.178392,0.363934,0.642519,6521.36,5839.28,61.2042,0.999942,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[27,3]",2.08192,0.0070525,0.626764,0.587755,1.19251,2.00883,3.23224,8322.24,5841.82,78.1057,1.00013,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[28,1]",0.211936,0.0017223,0.112175,0.102285,0.0684429,0.192739,0.422185,4603.02,4626.48,43.2002,1.00222,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[28,2]",0.174063,0.00118884,0.0972501,0.0852733,0.0531678,0.155142,0.361794,6023.5,5123.21,56.5316,1.00129,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[28,3]",0.93279,0.00768492,0.592943,0.509855,0.22101,0.80773,2.07055,7289.01,5141.28,68.4086,1.00143,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[29,1]",0.150268,0.00138963,0.094387,0.0795702,0.0405006,0.127277,0.334316,4937.69,5059.77,46.3411,1.00096,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[29,2]",0.19504,0.00115093,0.0914013,0.0819945,0.0775371,0.179506,0.367698,6109.51,5711.48,57.3388,1.00079,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[29,3]",2.08486,0.00940281,0.800465,0.779384,0.961714,1.99531,3.53418,7697.72,5710.7,72.2444,0.999873,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[30,1]",0.420552,0.00154964,0.1183,0.119298,0.230948,0.417282,0.62329,5864.6,6236.28,55.0403,1.0006,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[30,2]",0.321869,0.00124006,0.107078,0.106775,0.162925,0.312714,0.511077,7107.55,5249.14,66.7056,1.001,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[30,3]",1.59232,0.00835156,0.649161,0.609327,0.679761,1.51696,2.78453,6282.02,5830.2,58.9578,1.00019,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[31,1]",0.374937,0.00136007,0.113619,0.111208,0.2009,0.367759,0.572723,7074.35,5402.07,66.3941,1.00097,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[31,2]",0.495842,0.00204075,0.181451,0.172403,0.227379,0.476838,0.82022,7263.46,4664.48,68.1689,1.00056,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[31,3]",0.663276,0.00350488,0.32801,0.292172,0.218186,0.622535,1.24424,8510.88,5293.42,79.8761,1.00018,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[32,1]",0.29789,0.0016356,0.130114,0.131656,0.109252,0.285762,0.530956,6196.12,5712.37,58.1517,1.00022,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[32,2]",0.294488,0.00128721,0.116698,0.115037,0.127615,0.280939,0.502812,7557.39,5741.15,70.9274,1.00009,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[32,3]",1.56592,0.00757913,0.639487,0.580498,0.691703,1.47696,2.74495,8182.29,5550.59,76.7922,0.999861,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[33,1]",0.311048,0.00123882,0.102919,0.0971391,0.156572,0.302618,0.494059,7071.88,5190.12,66.3708,1.00079,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[33,2]",0.323425,0.00127723,0.119566,0.117645,0.147388,0.313441,0.538287,7622.19,4898.17,71.5356,1.00057,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[33,3]",1.16576,0.00587323,0.508186,0.464882,0.472962,1.10489,2.06639,8467.35,5478.56,79.4676,1.00119,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[34,1]",0.186514,0.00179594,0.110467,0.104506,0.0479573,0.163479,0.395789,3995.63,5269.77,37.4997,1.0019,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[34,2]",0.175485,0.00130273,0.0990252,0.0878859,0.0529894,0.155586,0.362718,5365.26,5721.42,50.3539,1.00001,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[34,3]",1.15057,0.00981703,0.714221,0.62196,0.294789,0.995311,2.53134,6096.57,5059.32,57.2174,1.00016,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[35,1]",0.283018,0.00175384,0.140288,0.144741,0.0838659,0.267308,0.536865,6193.89,4890.63,58.1307,0.999943,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[35,2]",0.217406,0.00108502,0.103208,0.0990384,0.0791416,0.201754,0.407723,8088.84,5246.63,75.9152,1.00004,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[35,3]",1.95522,0.00938922,0.814715,0.790966,0.77922,1.8598,3.45772,7966.66,5825.19,74.7685,1.00095,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[36,1]",0.214646,0.00145855,0.104838,0.0964429,0.0737485,0.198351,0.411298,5558.65,5857.8,52.1689,1.00057,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[36,2]",0.202179,0.0011056,0.0992079,0.0925486,0.0725438,0.186171,0.385018,7481.02,5426.86,70.2107,0.999929,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[36,3]",1.4181,0.0081419,0.680597,0.624545,0.496901,1.32039,2.67378,7628.52,5546.38,71.595,1.00029,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[37,1]",0.410812,0.00123953,0.0969,0.0938343,0.259734,0.40668,0.580187,6259.87,5641.35,58.75,1.00051,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[37,2]",0.61776,0.00210784,0.183056,0.179643,0.342597,0.60251,0.942906,7223.18,5750.38,67.7908,0.999748,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[37,3]",1.23773,0.0052481,0.450431,0.404468,0.63097,1.17413,2.05872,8359.32,5820.55,78.4537,1.00064,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[38,1]",0.321353,0.00168488,0.126268,0.125786,0.125556,0.313525,0.544491,5692.99,5097.21,53.4297,1.00068,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[38,2]",0.221087,0.00107438,0.0937391,0.0907102,0.0892262,0.209325,0.393632,7000.32,5335.68,65.6993,1.00016,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[38,3]",1.55839,0.00852875,0.68142,0.623717,0.627834,1.45394,2.80419,7149.28,5710.61,67.0972,0.999932,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[39,1]",0.336387,0.00158624,0.120804,0.1207,0.151697,0.3291,0.54776,5831.41,5319.66,54.7288,0.999876,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[39,2]",0.352717,0.00142543,0.126753,0.120926,0.170519,0.339277,0.581335,7206.57,5244.24,67.6349,1.00012,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[39,3]",1.48948,0.00699908,0.581514,0.533818,0.688409,1.40593,2.54876,7855.67,5502.44,73.7268,1.00011,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[40,1]",0.431654,0.00181208,0.149754,0.157685,0.188583,0.431387,0.676611,6820.65,5552.19,64.013,1.00116,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[40,2]",0.525622,0.00286505,0.247276,0.233936,0.185261,0.493417,0.975878,6569.65,5018.13,61.6573,0.999767,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[40,3]",0.872338,0.00617184,0.482969,0.40918,0.274853,0.777684,1.78138,7652.74,4724.64,71.8223,1.00022,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[41,1]",0.380216,0.00120042,0.0991001,0.0980072,0.227705,0.374643,0.55266,6892.42,6056.89,64.6865,1.00034,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[41,2]",0.6417,0.0023867,0.200268,0.194873,0.349126,0.621355,0.999086,6812.16,6070.84,63.9334,1.00006,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[41,3]",0.628802,0.00276663,0.271111,0.245831,0.24993,0.592432,1.13184,9791.75,4888.91,91.8973,1.00014,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[42,1]",0.528613,0.00125382,0.101331,0.0998358,0.361804,0.529578,0.695912,6590.58,5299.6,61.8537,1.00111,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[42,2]",0.437246,0.00127554,0.120982,0.121102,0.25624,0.428314,0.650764,8710.88,6019.41,81.7532,1.00122,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[42,3]",1.31986,0.00675516,0.543597,0.507996,0.556273,1.24673,2.31593,6519.96,5871.26,61.191,1.00074,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[43,1]",0.391152,0.000941614,0.0770613,0.0765262,0.271184,0.386878,0.525272,6805.0,6258.35,63.8661,1.00037,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[43,2]",0.649838,0.00188247,0.179656,0.175139,0.381311,0.637335,0.968281,8737.45,6387.7,82.0025,1.00012,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[43,3]",1.44956,0.00514546,0.439285,0.402618,0.843412,1.38957,2.26029,8044.25,5535.26,75.4967,1.00073,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[44,1]",0.354546,0.00100721,0.09121,0.0899235,0.214102,0.350425,0.510658,8252.0,5508.8,77.4465,1.0005,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[44,2]",0.53857,0.00208817,0.187561,0.18278,0.260966,0.519737,0.874461,7582.27,5630.25,71.161,0.999915,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[44,3]",0.513107,0.00307917,0.272607,0.242786,0.155964,0.472269,1.00984,7960.27,5403.82,74.7085,0.999946,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[45,1]",0.26603,0.00182671,0.129389,0.123991,0.0883121,0.247798,0.508776,5260.97,5419.23,49.3751,1.00147,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[45,2]",0.205795,0.00120411,0.105045,0.0978456,0.0697775,0.189617,0.405385,6875.79,5342.55,64.5305,1.00139,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[45,3]",1.05004,0.00771724,0.605301,0.522043,0.297761,0.932943,2.19156,7330.59,5334.39,68.7989,1.0009,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[46,1]",0.163167,0.00121597,0.0863724,0.0812769,0.0503034,0.148583,0.324282,5278.49,5214.29,49.5396,1.00006,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
"natural[46,2]",0.239828,0.00108684,0.0984114,0.0930731,0.103839,0.226815,0.419545,7822.35,5953.85,73.4141,1.00024,H5_recovery_zero_0,111,0,0,0.7025563889996439,True
