run,model,participant_id,n,posterior_draws,log_loss,brier,accuracy
H8_train_age,H8,sub-10317,15,8000,0.7154695160598952,0.26091289514024985,0.4666666666666667
H8_train_age,H8,sub-10369,15,8000,0.6606665179884853,0.23386774372685182,0.6666666666666666
H8_train_age,H8,sub-10402,42,8000,0.6877353098825686,0.2471677715746617,0.5952380952380952
H8_train_age,H8,sub-10418,42,8000,0.6686784472831031,0.2377097142956105,0.7142857142857143
H8_train_age,H8,sub-10462,14,8000,0.687449452817026,0.24715746946900913,0.5
H8_train_age,H8,sub-10478,41,8000,0.6127302434855134,0.21090020709652788,0.7317073170731707
H8_train_age,H8,sub-10486,15,8000,0.26926847155617345,0.0620119286427485,1.0
H8_train_age,H8,sub-10529,40,8000,0.6353310880527221,0.22183901971842887,0.675
H8_train_age,H8,sub-10541,42,8000,0.6251281539962888,0.2168401088159901,0.7380952380952381
H8_train_age,H8,sub-10555,14,8000,0.6642424642507725,0.23791820929880517,0.6428571428571429
H8_train_age,H8,sub-10559,40,8000,0.2394650062680938,0.05504261323911808,0.975
H8_train_age,H8,sub-10572,42,8000,0.656765681965467,0.23195251427283364,0.5714285714285714
H8_train_age,H8,sub-10581,41,8000,0.6859734121927091,0.24641120011080567,0.6341463414634146
H8_train_age,H8,sub-10584,41,8000,0.7353218198139891,0.2710641505689754,0.3170731707317073
H8_train_age,H8,sub-10585,42,8000,0.6532217677578599,0.2306411369224555,0.6428571428571429
H8_train_age,H8,sub-10589,42,8000,0.6372605302489535,0.22313725497707013,0.6904761904761905
H8_train_age,H8,sub-10590,42,8000,0.7032151046614549,0.25494673989809485,0.40476190476190477
H8_train_age,H8,sub-10596,41,8000,0.5341993139131446,0.17233817001691604,0.8048780487804879
H8_train_age,H8,sub-10603,42,8000,0.7227790892304548,0.26474802765101424,0.3333333333333333
H8_train_age,H8,sub-10606,41,8000,0.2095265947260047,0.04282550527559437,1.0
H8_train_age,H8,sub-10608,15,8000,0.6581317476289207,0.23262347456513668,0.6
H8_train_age,H8,sub-10617,15,8000,0.6913325686230639,0.249026837424469,0.6
H8_train_age,H8,sub-10636,42,8000,0.37606333803687997,0.10770085680839878,0.9047619047619048
H8_train_age,H8,sub-10638,41,8000,0.24018784465587706,0.05666723281922441,0.975609756097561
H8_train_age,H8,sub-10640,41,8000,0.6226595013786188,0.21529597580929197,0.6585365853658537
H8_train_age,H8,sub-10641,15,8000,0.6632573410242334,0.23497909375381468,0.6666666666666666
H8_train_age,H8,sub-10642,42,8000,0.692757844999692,0.24930984419099614,0.6190476190476191
H8_train_age,H8,sub-10644,41,8000,0.7067151901329881,0.25679010091639215,0.4146341463414634
H8_train_age,H8,sub-10647,42,8000,0.3485692290084186,0.0986661730031152,0.9047619047619048
H8_train_age,H8,sub-10649,39,8000,0.2753004068401954,0.06636147523321008,0.9743589743589743
H8_train_age,H8,sub-10652,42,8000,0.6731852405234419,0.23973200277124848,0.6428571428571429
H8_train_age,H8,sub-10656,42,8000,0.45224265034238575,0.14467505849927206,0.7857142857142857
H8_train_age,H8,sub-10661,42,8000,0.32333477911427666,0.08063176567649925,1.0
H8_train_age,H8,sub-10663,38,8000,0.6801515622476412,0.2437618527433382,0.5526315789473685
H8_train_age,H8,sub-10668,13,8000,0.6481062629902771,0.22799447511620985,0.6153846153846154
H8_train_age,H8,sub-10673,42,8000,0.6857957838505572,0.24637183149287617,0.47619047619047616
H8_train_age,H8,sub-10674,42,8000,0.16588354451642662,0.030530961691184272,1.0
H8_train_age,H8,sub-10677,42,8000,0.6869849200586948,0.2470434448365437,0.47619047619047616
H8_train_age,H8,sub-10685,42,8000,0.6482792440598563,0.228114809960347,0.6428571428571429
H8_train_age,H8,sub-10690,15,8000,0.665155137933342,0.23591355544346326,0.6666666666666666
H8_train_age,H8,sub-10691,42,8000,0.347475769331406,0.09945905963702303,0.9047619047619048
H8_train_age,H8,sub-10700,42,8000,0.657720744877178,0.2324773313978247,0.6904761904761905
H8_train_age,H8,sub-10701,42,8000,0.5668094743398079,0.1899145886261307,0.7380952380952381
H8_train_age,H8,sub-10713,42,8000,0.6456672820410503,0.22677496154145918,0.6428571428571429
