parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.82264,0.00265392,0.262901,0.255815,-3.28235,-2.80464,-2.42755,9846.72,18726.1,1.87865,1.00018,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
mu[2],-1.09622,0.001065,0.124729,0.123608,-1.30605,-1.09422,-0.895013,13755.9,19238.3,2.62448,1.00004,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
mu[3],3.92565,0.00387542,0.463851,0.458871,3.18388,3.91054,4.71269,14322.6,20114.6,2.7326,1.00037,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
mu[4],-0.157251,0.00412583,0.496535,0.489444,-0.997647,-0.147835,0.644764,14582.7,11054.2,2.78222,1.00019,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
tau[1],1.23415,0.00246172,0.246858,0.240195,0.844013,1.2262,1.65495,9784.51,12147.1,1.86678,1.0004,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
tau[2],1.14214,0.00106264,0.0988098,0.0975579,0.987606,1.13705,1.31133,8640.78,16583.2,1.64857,1.00007,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
tau[3],3.57516,0.00266769,0.343556,0.338823,3.03894,3.5585,4.16626,17413.5,12927.6,3.32231,1.00012,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
tau[4],4.1791,0.00207726,0.391502,0.390362,3.55975,4.16543,4.84777,35580.8,26319.0,6.78843,1.00019,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
"beta[1,1]",0.0626812,0.00128351,0.191354,0.186669,-0.255926,0.0660665,0.37045,22442.6,23783.2,4.28181,0.999979,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
"beta[2,1]",-0.131477,0.000882139,0.109432,0.108945,-0.310521,-0.131256,0.0480445,15399.2,20454.9,2.938,1.00013,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
"beta[3,1]",0.198029,0.00235428,0.3109,0.309017,-0.308745,0.195347,0.708913,17452.7,21796.5,3.32978,1.00005,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
"beta[4,1]",0.0753628,0.0020748,0.338703,0.338943,-0.483968,0.0775876,0.633504,26680.5,25125.3,5.09035,0.999946,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
"natural[1,1]",0.0639465,0.000409611,0.0615569,0.0425599,0.00548269,0.0441456,0.19117,21512.1,24153.3,4.10428,1.0001,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
"natural[1,2]",0.881519,0.00196031,0.371653,0.350417,0.368516,0.833652,1.55653,33578.8,22284.2,6.40646,1.00003,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
"natural[1,3]",4.16209,0.0082788,1.47625,1.43747,2.06121,3.9836,6.86475,35069.2,24949.7,6.69082,1.00003,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
"natural[1,4]",0.238398,0.00134205,0.231695,0.195229,0.00860094,0.185353,0.626266,32059.2,24808.3,6.11654,1.00019,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
"natural[2,1]",0.159909,0.000773231,0.126362,0.109459,0.0187177,0.127058,0.410087,24812.0,23050.2,4.73386,1.0,H7_full_age,111,0,diag_e,4,3000,8000,0.95,0,0.7058858620659134,True
