parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.67606,0.00779821,0.287358,0.277543,-3.19422,-2.65141,-2.25219,1383.71,3440.65,1.00408,1.00142,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
mu[2],-1.43846,0.00268544,0.142,0.14057,-1.67623,-1.43582,-1.2102,2839.52,3490.98,2.06047,1.00173,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
mu[3],0.562945,0.0084753,0.413467,0.405786,-0.078899,0.541761,1.28586,2379.04,4217.1,1.72633,1.00174,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
tau[1],1.13219,0.00669521,0.282321,0.272383,0.67728,1.13161,1.60611,1781.05,3230.3,1.2924,1.00158,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
tau[2],1.33237,0.0024919,0.110374,0.108375,1.16009,1.32681,1.52446,1964.8,3526.06,1.42574,1.00268,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
tau[3],2.90192,0.00459549,0.313666,0.307095,2.41143,2.88771,3.44524,4647.02,5716.19,3.37207,1.00021,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"beta[1,1]",-0.0822405,0.00274658,0.204575,0.200059,-0.429723,-0.0769916,0.239966,5719.12,5704.14,4.15003,1.00006,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"beta[2,1]",-0.122762,0.00225909,0.130187,0.128126,-0.335564,-0.124022,0.0897548,3337.85,4282.73,2.42208,1.00103,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"beta[3,1]",0.206493,0.00515999,0.304263,0.30013,-0.295522,0.206322,0.710077,3491.6,4499.47,2.53365,1.00199,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[1,1]",0.0793767,0.00110298,0.0781435,0.0506506,0.006679,0.0528335,0.242075,4824.19,5402.82,3.50063,1.00112,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[1,2]",0.610128,0.00296668,0.28493,0.283209,0.21289,0.573113,1.14016,8633.25,5303.31,6.26464,1.00017,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[1,3]",6.91973,0.0237792,2.21833,2.62293,2.91479,7.28183,9.79783,7937.26,5924.18,5.7596,1.00027,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[2,1]",0.193403,0.00185592,0.146821,0.129806,0.0259064,0.15229,0.49504,6171.95,5599.89,4.47862,1.00047,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[2,2]",0.169676,0.00131817,0.120021,0.0826464,0.0455298,0.136054,0.408053,8267.1,6121.84,5.99895,1.00163,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[2,3]",7.3329,0.024955,2.50036,2.40851,2.51105,8.15863,9.95754,9180.03,5570.17,6.66141,1.00058,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[3,1]",0.145225,0.00167673,0.122436,0.0875273,0.0193,0.111362,0.38799,4681.32,4277.56,3.39695,1.00021,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[3,2]",0.0766974,0.000734192,0.0669804,0.0336031,0.0185758,0.0550772,0.215464,6982.13,5643.27,5.06652,1.00021,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[3,3]",7.40114,0.0331884,2.91245,1.59038,1.71337,8.89449,9.98711,7918.65,6240.26,5.7461,1.00042,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[4,1]",0.0391771,0.000482106,0.0337466,0.0257707,0.00467601,0.0299114,0.103781,4441.35,5864.5,3.22283,0.999801,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[4,2]",0.270487,0.00103369,0.101903,0.0953858,0.132812,0.25429,0.462938,9795.63,5731.04,7.10811,1.00012,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[4,3]",8.6304,0.0123778,1.3407,1.04729,5.77083,9.05711,9.94536,10803.8,5843.53,7.83967,1.00017,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[5,1]",0.0867019,0.00168333,0.100633,0.0492629,0.00854625,0.0548414,0.282028,4499.35,4474.78,3.26491,1.00212,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[5,2]",0.497339,0.00700874,0.36162,0.402906,0.0266505,0.459863,1.1439,2160.97,3274.01,1.56809,1.00324,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[5,3]",2.28364,0.0781181,2.98123,0.690839,0.244411,0.963214,9.89086,2886.2,2745.89,2.09435,1.00315,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[6,1]",0.0925416,0.000799513,0.0697209,0.0583035,0.0133733,0.0758629,0.230621,6146.88,5395.87,4.46043,0.999777,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[6,2]",0.205156,0.000922252,0.0892658,0.0740197,0.09553,0.187363,0.374824,9537.85,5758.97,6.92106,1.0007,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[6,3]",8.18182,0.0155934,1.75103,1.47665,4.48696,8.74929,9.9477,10695.0,5860.36,7.7607,1.00058,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[7,1]",0.0866447,0.00104273,0.0807418,0.0546076,0.00962947,0.0623121,0.247377,4338.1,4944.91,3.1479,1.00036,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[7,2]",0.14179,0.000642342,0.065043,0.0592539,0.0553756,0.131987,0.262114,9785.12,4871.45,7.10048,1.00036,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[7,3]",8.92518,0.0115153,1.22741,0.751717,6.25135,9.37978,9.97277,11365.9,5871.78,8.24753,0.999934,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[8,1]",0.0930198,0.00121849,0.0847214,0.0589099,0.0106469,0.068954,0.256035,3804.83,4508.05,2.76094,1.00004,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[8,2]",0.0777565,0.000547067,0.050173,0.0322015,0.0260339,0.0657966,0.175861,8312.09,5386.76,6.0316,1.00015,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[8,3]",8.16299,0.0232314,2.22435,1.03904,3.22951,9.25248,9.98562,9180.28,5671.97,6.66159,0.999791,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[9,1]",0.12142,0.00159126,0.108131,0.0783833,0.0134132,0.0891195,0.332639,3813.41,4871.09,2.76717,1.00032,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[9,2]",0.0482638,0.00033936,0.0326549,0.0215776,0.0139239,0.0413118,0.108149,9191.76,4982.54,6.66992,1.00004,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[9,3]",8.46733,0.0240133,2.19547,0.614278,3.27356,9.56755,9.99328,10097.0,5988.93,7.32676,0.999703,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[10,1]",0.37763,0.00397075,0.213076,0.253276,0.0590811,0.372495,0.738847,3006.56,4357.01,2.18168,1.00099,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[10,2]",0.228485,0.00366702,0.198011,0.171045,0.0253734,0.169802,0.614873,2410.68,5210.36,1.74929,1.00041,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[10,3]",5.4365,0.0572161,3.31411,4.718,0.88259,5.0113,9.9618,4124.48,5212.6,2.99289,1.00077,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[11,1]",0.0573634,0.000283739,0.0261308,0.0263495,0.0176935,0.0553842,0.103536,8143.3,5365.94,5.90912,1.00055,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[11,2]",2.34667,0.00567115,0.549534,0.529145,1.55249,2.28674,3.34773,8863.68,7114.87,6.43185,1.00031,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[11,3]",0.244067,0.00172922,0.141904,0.168715,0.0257905,0.240468,0.478219,6579.51,5789.13,4.77436,1.0001,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[12,1]",0.0584279,0.00103242,0.0608886,0.0363515,0.0057975,0.0405124,0.168283,4010.22,4843.53,2.90998,1.00019,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[12,2]",0.469779,0.00483726,0.229072,0.226487,0.0669746,0.470667,0.856299,1991.78,633.996,1.44532,1.00051,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[12,3]",0.776247,0.0785613,1.76986,0.274921,0.0526504,0.361687,1.972,2355.55,653.274,1.70929,1.00189,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[13,1]",0.057862,0.000509337,0.0446952,0.037507,0.008207,0.048033,0.142734,6916.82,5415.54,5.01913,1.00011,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[13,2]",0.417047,0.0039019,0.253619,0.293028,0.0816574,0.391167,0.86797,3758.26,5040.75,2.72715,1.00058,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[13,3]",3.80965,0.0553168,2.78349,1.65692,1.16849,2.62642,9.75124,3570.71,3439.94,2.59106,1.0009,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[14,1]",0.094507,0.00127657,0.084165,0.0552183,0.0131149,0.0715855,0.258708,4557.43,5254.87,3.30705,1.00062,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[14,2]",0.464161,0.00251331,0.179476,0.182334,0.184605,0.457286,0.763032,4490.91,2074.51,3.25879,1.00054,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[14,3]",0.233856,0.0316945,0.674461,0.126013,0.0169304,0.139862,0.527914,4807.09,2246.66,3.48822,1.00171,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[15,1]",0.105383,0.00104672,0.086529,0.0686527,0.0123839,0.0823175,0.271787,5741.72,4541.25,4.16643,1.00033,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[15,2]",0.100218,0.000471801,0.0472315,0.0367908,0.044371,0.0911624,0.18587,10097.0,5825.33,7.32679,1.00036,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[15,3]",8.49586,0.016581,1.74235,1.00789,4.64831,9.23513,9.97642,10502.5,5698.63,7.62107,1.00059,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[16,1]",0.0933758,0.000993027,0.0784274,0.0585649,0.0127616,0.073178,0.243327,5238.22,4785.19,3.80107,1.00016,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[16,2]",0.119805,0.000604668,0.0581872,0.0426217,0.0536696,0.107531,0.22984,9288.14,5218.92,6.73986,1.00066,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[16,3]",8.26032,0.0180298,1.88014,1.26482,4.23518,9.0346,9.97011,9601.34,5996.2,6.96713,1.00011,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[17,1]",0.150636,0.00160352,0.0933563,0.0942371,0.0283467,0.13464,0.329494,3456.82,4895.79,2.50841,1.00143,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[17,2]",0.648259,0.00357309,0.286909,0.301618,0.223987,0.621446,1.15118,5843.46,5069.91,4.24026,1.00095,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
"natural[17,3]",4.2606,0.0356688,2.40587,1.99253,1.5897,3.45558,9.26796,5648.47,4440.67,4.09876,1.00211,H5_full_age_bounded_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.698371177116017,True
