participant_id,partner,trial_bin,high_probability,investment,rt,n
sub-10478,stranger,6,1.0,6.0,1.85783385,4
sub-10486,computer,1,1.0,8.0,1.5971298,2
sub-10486,computer,2,1.0,5.428571428571429,1.4783115,7
sub-10486,computer,3,1.0,6.0,1.6397237,5
sub-10486,friend,1,1.0,8.0,1.53647825,4
sub-10486,friend,2,1.0,5.2,1.579493,5
sub-10486,friend,3,1.0,5.2,1.673065,5
sub-10486,stranger,1,1.0,6.25,1.6286945,8
sub-10486,stranger,2,1.0,6.0,1.60028155,2
sub-10486,stranger,3,1.0,5.5,1.6182316,4
sub-10529,computer,1,0.0,2.0,1.44220015,2
sub-10529,computer,2,0.2857142857142857,2.5714285714285716,1.7986741,7
sub-10529,computer,3,0.8,5.6,1.8281641,5
sub-10529,computer,4,0.3333333333333333,4.0,1.73330915,6
sub-10529,computer,5,0.75,3.5,1.55506025,4
sub-10529,computer,6,1.0,6.0,1.1463919,4
sub-10529,friend,1,1.0,8.0,2.1167664,4
sub-10529,friend,2,0.8,4.0,1.9001017,5
sub-10529,friend,3,0.8,4.0,1.8290491,5
sub-10529,friend,4,0.6666666666666666,6.0,2.0565097,3
sub-10529,friend,5,0.6666666666666666,4.666666666666667,1.6231301,6
sub-10529,friend,6,1.0,4.5,1.4634735,4
sub-10529,stranger,1,0.5714285714285714,3.7142857142857144,2.272278,7
sub-10529,stranger,2,0.5,3.0,1.7990339,2
sub-10529,stranger,3,0.75,4.5,1.6131622,4
sub-10529,stranger,4,0.4,3.6,2.1376991,5
sub-10529,stranger,5,1.0,5.5,1.49734935,4
sub-10529,stranger,6,0.5,5.5,1.4840730500000001,4
sub-10541,computer,1,1.0,6.333333333333333,1.6797938499999998,6
sub-10541,computer,2,1.0,3.0,2.1874339999999997,2
sub-10541,computer,3,0.8333333333333334,6.0,1.69629915,6
sub-10541,computer,4,0.6,4.4,1.7786005,5
sub-10541,computer,5,0.8333333333333334,4.0,1.88866185,6
sub-10541,computer,6,0.6666666666666666,6.0,2.7378953,3
sub-10541,friend,1,0.6,4.8,1.9082313,5
sub-10541,friend,2,0.6,4.4,2.403636,5
sub-10541,friend,3,1.0,5.333333333333333,1.7794341,3
sub-10541,friend,4,0.8333333333333334,4.666666666666667,1.8539487499999998,6
sub-10541,friend,5,1.0,3.0,2.2651063000000002,2
sub-10541,friend,6,0.6666666666666666,5.666666666666667,2.4440875,6
sub-10541,stranger,1,0.5,5.0,2.3195411999999997,2
sub-10541,stranger,2,0.2857142857142857,2.5714285714285716,2.3342376,7
sub-10541,stranger,3,0.75,4.0,1.7960533,4
sub-10541,stranger,4,0.3333333333333333,2.0,1.911205,3
sub-10541,stranger,5,0.6666666666666666,6.0,1.780221,6
sub-10541,stranger,6,1.0,4.4,1.8552306,5
sub-10555,computer,1,0.6666666666666666,4.0,2.2940601000000003,6
sub-10555,computer,2,1.0,3.3333333333333335,2.0902479,3
sub-10555,computer,3,1.0,8.0,2.0621395,5
sub-10555,friend,1,0.5,4.333333333333333,1.9991967000000002,6
sub-10555,friend,2,0.6,4.8,2.6704142,5
sub-10555,friend,3,0.6666666666666666,4.0,2.0386105,3
sub-10555,stranger,1,0.0,3.0,2.19432605,2
sub-10555,stranger,2,0.6666666666666666,4.0,2.17056695,6
sub-10555,stranger,3,0.4,2.8,1.9811853,5
sub-10559,computer,1,0.0,2.0,1.8760898,2
sub-10559,computer,2,0.14285714285714285,2.0,2.2111406,7
sub-10559,computer,3,0.2,1.2,1.9726266,5
sub-10559,computer,4,0.0,2.3333333333333335,1.77655895,6
sub-10559,computer,5,0.0,0.6666666666666666,1.6121594,3
sub-10559,computer,6,0.0,1.0,1.92213625,4
sub-10559,friend,1,0.5,4.5,2.2130709,4
sub-10559,friend,2,0.0,1.5,1.526425,4
sub-10559,friend,3,0.3333333333333333,2.6666666666666665,1.8826554,3
sub-10559,friend,4,0.0,2.0,1.6530707,3
sub-10559,friend,5,0.0,2.3333333333333335,1.8356590000000002,6
sub-10559,friend,6,0.0,0.0,1.9834253,5
sub-10559,stranger,1,0.14285714285714285,2.5714285714285716,2.5816562,7
sub-10559,stranger,2,0.0,2.0,1.3524596,2
sub-10559,stranger,3,0.0,1.0,1.9635359499999998,4
sub-10559,stranger,4,0.0,1.2,1.9348115,5
sub-10559,stranger,5,0.25,2.5,2.11877105,4
sub-10559,stranger,6,0.0,2.0,2.3030779,4
sub-10572,computer,1,1.0,4.5,1.9194595,4
sub-10572,computer,2,0.3333333333333333,2.6666666666666665,1.80066265,6
sub-10572,computer,3,0.25,2.0,1.7042560500000001,4
sub-10572,computer,4,0.3333333333333333,2.6666666666666665,1.5927628,3
sub-10572,computer,5,0.5,1.6666666666666667,1.5833213,6
sub-10572,computer,6,0.4,3.6,1.7001476,5
sub-10572,friend,1,1.0,6.333333333333333,2.00678505,6
sub-10572,friend,2,0.6666666666666666,2.6666666666666665,2.144559,3
sub-10572,friend,3,0.25,2.5,1.9262051,4
sub-10572,friend,4,0.4,2.4,1.6233412,5
sub-10572,friend,5,0.5,3.0,1.65929795,4
sub-10572,friend,6,0.4,2.4,1.7883673,5
sub-10572,stranger,1,1.0,4.0,1.84057,4
sub-10572,stranger,2,0.75,5.0,1.8361755,4
sub-10572,stranger,3,0.16666666666666666,1.6666666666666667,1.7057628,6
sub-10572,stranger,4,0.5,2.3333333333333335,1.6684396000000001,6
sub-10572,stranger,5,0.5,2.0,1.5437508,4
sub-10572,stranger,6,0.25,3.5,1.4959037,4
sub-10581,computer,1,0.5,2.0,2.1095461,2
sub-10581,computer,2,0.0,1.2,2.2790906,5
sub-10581,computer,3,0.0,2.0,2.3562486,5
sub-10581,computer,4,0.0,2.3333333333333335,2.1183820000000004,6
sub-10581,computer,5,0.2,1.6,2.1012044,5
sub-10581,computer,6,1.0,4.666666666666667,1.6556236,3
sub-10581,friend,1,0.8333333333333334,4.333333333333333,1.9400130500000001,6
sub-10581,friend,2,1.0,6.4,1.9409003,5
sub-10581,friend,3,0.6666666666666666,6.666666666666667,2.3811667,3
sub-10581,friend,4,1.0,6.4,2.3808448,5
sub-10581,friend,5,1.0,4.0,2.02053115,4
sub-10581,friend,6,0.8,5.6,2.005967,5
sub-10581,stranger,1,0.6666666666666666,4.0,2.524245,3
sub-10581,stranger,2,0.0,1.0,1.92447175,4
sub-10581,stranger,3,0.2,3.6,2.170324,5
sub-10581,stranger,4,0.6666666666666666,2.6666666666666665,2.5425522,3
sub-10581,stranger,5,0.2,3.2,2.3277988,5
sub-10581,stranger,6,0.8,4.8,2.5838692,5
sub-10584,computer,1,0.0,2.0,2.0992385000000002,2
sub-10584,computer,2,0.42857142857142855,3.142857142857143,1.8485378,7
sub-10584,computer,3,0.8,4.8,2.296446,5
sub-10584,computer,4,0.16666666666666666,2.6666666666666665,1.66525905,6
sub-10584,computer,5,0.5,3.0,1.7652767,4
sub-10584,computer,6,0.5,3.0,1.7412763500000001,4
sub-10584,friend,1,0.5,4.5,2.0296235,4
sub-10584,friend,2,0.0,1.2,1.759741,5
sub-10584,friend,3,0.2,2.0,1.8620409,5
sub-10584,friend,4,0.0,2.0,1.4432184,3
sub-10584,friend,5,0.0,2.3333333333333335,1.49373025,6
sub-10584,friend,6,0.4,1.2,1.8447585,5
sub-10584,stranger,1,0.5,4.0,2.00409515,8
sub-10584,stranger,2,0.0,2.0,2.5869148500000003,2
sub-10584,stranger,3,1.0,5.5,1.7856585,4
sub-10584,stranger,4,0.25,3.5,1.6004475999999999,4
sub-10584,stranger,5,0.5,3.0,1.7592523500000001,4
sub-10584,stranger,6,0.2,2.8,1.6636094,5
sub-10585,computer,1,0.6666666666666666,4.333333333333333,1.9038868,6
sub-10585,computer,2,0.6666666666666666,2.0,1.810948,3
sub-10585,computer,3,0.4,4.8,1.8181971,5
sub-10585,computer,4,0.42857142857142855,4.0,1.6842332,7
sub-10585,computer,5,1.0,2.0,1.5915487,1
sub-10585,computer,6,0.5,4.333333333333333,1.37973105,6
sub-10585,friend,1,0.6666666666666666,5.666666666666667,1.732331,6
sub-10585,friend,2,0.8,5.2,1.9307218,5
sub-10585,friend,3,1.0,5.333333333333333,1.5176038,3
sub-10585,friend,4,0.8,4.4,1.6563613,5
sub-10585,friend,5,0.8333333333333334,5.666666666666667,1.43642935,6
sub-10585,friend,6,1.0,6.666666666666667,1.2690179,3
sub-10585,stranger,1,1.0,6.0,1.54453255,2
sub-10585,stranger,2,1.0,5.666666666666667,1.71632425,6
sub-10585,stranger,3,0.6666666666666666,5.0,1.6369789,6
sub-10585,stranger,4,0.0,4.0,1.4186652999999998,2
sub-10585,stranger,5,0.5714285714285714,3.7142857142857144,1.3288729,7
sub-10585,stranger,6,0.8,4.0,1.340929,5
sub-10589,computer,1,0.0,2.0,1.9674875,2
sub-10589,computer,2,0.5714285714285714,3.4285714285714284,1.660082,7
sub-10589,computer,3,1.0,6.0,1.5180904,5
sub-10589,computer,4,0.3333333333333333,4.0,1.8596008,6
sub-10589,computer,5,0.75,3.5,1.8123968000000001,4
sub-10589,computer,6,0.75,4.5,1.6548796000000001,4
sub-10589,friend,1,1.0,8.0,1.63834185,4
sub-10589,friend,2,1.0,5.2,1.8707803,5
sub-10589,friend,3,1.0,5.2,1.5967653,5
sub-10589,friend,4,0.6666666666666666,4.666666666666667,1.7315651,3
sub-10589,friend,5,0.8333333333333334,5.333333333333333,1.7942580499999998,6
sub-10589,friend,6,1.0,5.2,1.5891567,5
sub-10589,stranger,1,0.625,4.25,2.03459025,8
sub-10589,stranger,2,0.0,2.0,1.79055765,2
sub-10589,stranger,3,0.75,4.5,1.5912258000000001,4
sub-10589,stranger,4,0.6,4.0,1.9556723,5
sub-10589,stranger,5,0.75,5.0,1.6357746999999998,4
sub-10589,stranger,6,0.6,4.4,1.7479335,5
sub-10590,computer,1,0.3333333333333333,2.6666666666666665,1.9731064999999999,6
sub-10590,computer,2,0.3333333333333333,1.3333333333333333,1.5369017,3
sub-10590,computer,3,0.0,2.0,1.901015,5
sub-10590,computer,4,0.0,1.1428571428571428,1.7606391,7
sub-10590,computer,5,0.0,0.0,1.9493496,1
sub-10590,computer,6,0.0,2.0,1.7749755500000002,6
sub-10590,friend,1,1.0,6.333333333333333,1.8948960000000001,6
sub-10590,friend,2,1.0,6.0,1.8045503,5
sub-10590,friend,3,1.0,5.333333333333333,1.7197143,3
sub-10590,friend,4,1.0,5.2,1.705177,5
sub-10590,friend,5,0.5,5.0,1.6336115,6
sub-10590,friend,6,1.0,6.666666666666667,1.913059,3
sub-10590,stranger,1,0.5,4.0,1.91172545,2
sub-10590,stranger,2,0.8333333333333334,4.666666666666667,1.6402043000000002,6
sub-10590,stranger,3,0.3333333333333333,2.3333333333333335,2.0698334999999997,6
sub-10590,stranger,4,0.0,4.0,1.669191,2
sub-10590,stranger,5,0.42857142857142855,2.857142857142857,1.7657111,7
sub-10590,stranger,6,0.6,3.6,1.7968014,5
sub-10596,computer,1,0.16666666666666666,3.0,2.15907415,6
sub-10596,computer,2,0.6,3.2,1.665387,5
sub-10596,computer,3,1.0,5.0,1.77552325,2
sub-10596,computer,4,0.4,3.2,2.1316822,5
sub-10596,computer,5,0.3333333333333333,2.6666666666666665,2.3332372,3
sub-10596,computer,6,0.6,3.6,1.555646,5
sub-10596,friend,1,0.75,5.5,1.74810705,4
sub-10596,friend,2,1.0,6.0,1.5202806,4
sub-10596,friend,3,1.0,5.666666666666667,1.74900525,6
sub-10596,friend,4,1.0,7.2,1.7674227,5
sub-10596,friend,5,1.0,6.0,1.7532313,3
sub-10596,friend,6,1.0,5.0,1.74406865,6
sub-10596,stranger,1,1.0,6.666666666666667,1.7881675,3
sub-10596,stranger,2,0.8,4.8,2.1355813,5
sub-10596,stranger,3,1.0,5.666666666666667,1.8005422,6
sub-10596,stranger,4,0.6666666666666666,6.0,2.255107,3
sub-10596,stranger,5,1.0,6.25,1.9112382499999998,8
sub-10596,stranger,6,1.0,3.3333333333333335,1.6368496,3
sub-10603,computer,1,0.8,4.8,2.0758855,5
sub-10603,computer,2,0.3333333333333333,3.3333333333333335,2.2250175,3
sub-10603,computer,3,0.3333333333333333,2.6666666666666665,1.90655865,6
sub-10603,computer,4,0.3333333333333333,3.3333333333333335,2.1788851,6
sub-10603,computer,5,0.0,2.0,2.0895919999999997,4
sub-10603,computer,6,0.0,0.5,1.93883985,4
sub-10603,friend,1,1.0,5.333333333333333,2.3307362,3
sub-10603,friend,2,1.0,6.0,1.8647393,8
sub-10603,friend,3,0.6666666666666666,5.333333333333333,1.9183344,3
sub-10603,friend,4,0.25,1.5,2.2943376,4
sub-10603,friend,5,0.3333333333333333,4.666666666666667,2.0652099,3
sub-10603,friend,6,0.5714285714285714,4.857142857142857,2.022657,7
sub-10603,stranger,1,0.6666666666666666,4.0,2.4637209,6
sub-10603,stranger,2,0.0,1.3333333333333333,1.744004,3
sub-10603,stranger,3,0.0,2.4,1.9561619,5
sub-10603,stranger,4,0.25,2.0,2.2781404,4
sub-10603,stranger,5,0.0,1.4285714285714286,1.8176908,7
sub-10603,stranger,6,0.0,2.0,1.8246295,3
sub-10606,computer,1,0.75,3.0,1.9464251,4
sub-10606,computer,2,1.0,8.0,2.2527959500000003,4
sub-10606,computer,3,1.0,5.6,1.6705933,5
sub-10606,computer,4,1.0,6.0,1.588721,2
sub-10606,computer,5,1.0,4.0,1.6542023,5
sub-10606,computer,6,1.0,7.333333333333333,1.55040225,6
sub-10606,friend,1,1.0,6.4,1.7644764,5
sub-10606,friend,2,1.0,7.0,1.79758155,4
sub-10606,friend,3,1.0,4.8,1.5412041,5
sub-10606,friend,4,1.0,6.0,1.5188116,5
sub-10606,friend,5,1.0,7.0,1.6072856,4
sub-10606,friend,6,1.0,5.2,1.540075,5
sub-10606,stranger,1,0.75,4.5,2.03265575,4
sub-10606,stranger,2,1.0,5.666666666666667,2.0823922,6
sub-10606,stranger,3,1.0,6.0,1.7466782,3
sub-10606,stranger,4,1.0,7.333333333333333,1.8780015,6
sub-10606,stranger,5,1.0,6.4,1.680251,5
sub-10606,stranger,6,1.0,2.6666666666666665,1.5691237,3
sub-10608,computer,1,0.0,2.0,1.83399695,2
sub-10608,computer,2,0.14285714285714285,2.0,1.6642307,7
sub-10608,computer,3,0.0,0.8,1.585347,5
sub-10608,friend,1,1.0,8.0,1.4981699499999999,4
sub-10608,friend,2,1.0,5.2,1.4830486,5
sub-10608,friend,3,1.0,5.2,1.45777,5
sub-10608,stranger,1,0.125,1.75,1.8522265500000001,8
sub-10608,stranger,2,0.0,2.0,1.5713854999999999,2
sub-10608,stranger,3,0.25,1.5,1.4051152,4
sub-10617,computer,1,0.0,2.0,1.9668706999999999,2
sub-10617,computer,2,0.5714285714285714,4.0,2.0517766,7
sub-10617,computer,3,0.4,2.8,1.9741822,5
sub-10617,friend,1,1.0,8.0,2.0706641,4
sub-10617,friend,2,0.8,4.0,1.9647305,5
sub-10617,friend,3,0.6,3.2,2.032001,5
sub-10617,stranger,1,0.75,5.0,2.0907944499999997,8
sub-10617,stranger,2,0.0,2.0,1.753781,2
sub-10617,stranger,3,0.75,4.5,1.93844795,4
sub-10636,computer,1,1.0,8.0,1.50546655,2
sub-10636,computer,2,0.8571428571428571,4.857142857142857,1.4301687,7
sub-10636,computer,3,0.6,4.4,2.1417756,5
sub-10636,computer,4,0.8333333333333334,5.666666666666667,1.6238495,6
sub-10636,computer,5,1.0,5.0,1.6853935500000001,4
sub-10636,computer,6,1.0,6.0,1.6504804499999999,4
sub-10636,friend,1,1.0,8.0,1.6440082,4
sub-10636,friend,2,1.0,5.2,1.453133,5
sub-10636,friend,3,1.0,6.0,1.501996,4
sub-10636,friend,4,1.0,6.666666666666667,1.551395,3
sub-10636,friend,5,0.8333333333333334,6.0,1.70489165,6
sub-10636,friend,6,1.0,5.2,1.5583719,5
sub-10636,stranger,1,0.8571428571428571,5.428571428571429,1.4837222,7
sub-10636,stranger,2,1.0,6.0,1.45735585,2
sub-10636,stranger,3,1.0,5.5,1.6542894,4
sub-10636,stranger,4,1.0,6.4,1.4352932,5
sub-10636,stranger,5,0.75,5.0,1.57287295,4
sub-10636,stranger,6,0.8,5.2,1.5451792,5
sub-10638,computer,1,1.0,8.0,1.7270170999999999,2
sub-10638,computer,2,1.0,5.428571428571429,2.0821316,7
sub-10638,computer,3,0.8,5.6,1.5036889,5
sub-10638,computer,4,1.0,6.666666666666667,1.8454433,6
sub-10638,computer,5,1.0,5.0,1.8962777499999999,4
sub-10638,computer,6,1.0,6.666666666666667,1.9746093,3
sub-10638,friend,1,1.0,8.0,1.7413740500000001,4
sub-10638,friend,2,1.0,5.2,1.924085,5
sub-10638,friend,3,1.0,5.2,1.8664033,5
sub-10638,friend,4,1.0,6.666666666666667,1.9221005,3
sub-10638,friend,5,1.0,6.333333333333333,1.9651855,6
sub-10638,friend,6,1.0,5.2,1.8218477,5
sub-10638,stranger,1,1.0,6.25,1.7290456,8
sub-10638,stranger,2,1.0,6.0,1.6090415,2
sub-10638,stranger,3,1.0,5.5,1.65709855,4
sub-10638,stranger,4,1.0,6.4,1.5966979,5
sub-10638,stranger,5,1.0,5.5,1.8877062,4
sub-10638,stranger,6,0.8,5.2,1.9590763,5
sub-10640,computer,1,0.3333333333333333,2.3333333333333335,1.88414105,6
sub-10640,computer,2,0.0,0.0,2.46450915,2
sub-10640,computer,3,0.16666666666666666,3.0,1.81641695,6
sub-10640,computer,4,0.4,2.0,1.8540807,5
sub-10640,computer,5,0.0,1.5,1.6765922500000001,4
sub-10640,computer,6,0.6,4.8,2.0156002,5
sub-10640,friend,1,1.0,6.666666666666667,1.8517627,3
sub-10640,friend,2,0.75,4.75,1.8031297,8
sub-10640,friend,3,0.6666666666666666,5.333333333333333,2.4810524,3
sub-10640,friend,4,0.5,1.0,1.6393692500000001,4
sub-10640,friend,5,0.0,1.6,1.8714263,5
sub-10640,friend,6,0.8,5.2,1.8433928,5
sub-10640,stranger,1,0.2,2.0,2.1974065,5
sub-10640,stranger,2,0.25,1.5,1.5334094,4
sub-10640,stranger,3,0.0,1.6,2.0109086,5
sub-10640,stranger,4,0.6,3.2,1.8580619,5
sub-10640,stranger,5,0.0,2.0,1.8452122,5
sub-10640,stranger,6,0.0,1.3333333333333333,1.8105485,3
sub-10641,computer,1,0.6666666666666666,4.666666666666667,2.056009,3
sub-10641,computer,2,0.2,3.2,1.6870619,5
sub-10641,computer,3,0.8333333333333334,3.6666666666666665,1.85160685,6
sub-10641,friend,1,1.0,6.333333333333333,1.64413915,6
sub-10641,friend,2,1.0,5.2,1.5339527,5
sub-10641,friend,3,1.0,6.666666666666667,1.4883496,3
sub-10641,stranger,1,0.0,2.0,1.6975383,5
sub-10641,stranger,2,0.25,1.0,1.6578137000000002,4
sub-10641,stranger,3,0.4,3.2,1.7231685,5
sub-10642,computer,1,0.5,5.0,1.38787975,2
sub-10642,computer,2,0.0,1.0,1.4576486000000002,4
sub-10642,computer,3,0.0,1.25,1.43865855,8
sub-10642,computer,4,0.0,1.5,1.36425825,4
sub-10642,computer,5,0.0,1.7142857142857142,1.3983315,7
sub-10642,computer,6,0.0,0.6666666666666666,1.4143522,3
sub-10642,friend,1,1.0,6.333333333333333,1.5495779,6
sub-10642,friend,2,1.0,5.0,1.4366035,6
sub-10642,friend,3,1.0,8.0,1.4080934,2
sub-10642,friend,4,1.0,4.5,1.4109482500000001,4
sub-10642,friend,5,1.0,6.5,1.4832479,4
sub-10642,friend,6,1.0,6.666666666666667,1.3838347500000001,6
sub-10642,stranger,1,0.16666666666666666,2.6666666666666665,1.49523015,6
sub-10642,stranger,2,0.25,1.0,1.4778533,4
sub-10642,stranger,3,0.0,1.5,1.48541815,4
sub-10642,stranger,4,0.0,1.6666666666666667,1.4261913,6
sub-10642,stranger,5,0.0,0.6666666666666666,1.2850153,3
sub-10642,stranger,6,0.4,2.8,1.2847939,5
sub-10644,computer,1,0.0,1.2,1.7049401,5
sub-10644,computer,2,0.0,0.0,1.72368635,2
sub-10644,computer,3,0.3333333333333333,3.6666666666666665,1.8919853,6
sub-10644,computer,4,0.0,0.4,1.784079,5
sub-10644,computer,5,0.25,2.5,2.0171216000000003,4
sub-10644,computer,6,0.0,2.4,2.045468,5
sub-10644,friend,1,1.0,6.666666666666667,1.9479818,3
sub-10644,friend,2,1.0,5.75,1.78514855,8
sub-10644,friend,3,1.0,6.0,1.8905596,3
sub-10644,friend,4,1.0,4.0,1.7709884,4
sub-10644,friend,5,1.0,7.2,1.7746783,5
sub-10644,friend,6,1.0,6.4,2.0020874,5
sub-10644,stranger,1,0.0,1.6,2.0409627,5
sub-10644,stranger,2,0.25,2.0,1.7947616499999999,4
sub-10644,stranger,3,0.2,2.8,1.7556376,5
sub-10644,stranger,4,0.2,2.4,1.7533606,5
sub-10644,stranger,5,0.0,2.0,1.8577659,5
sub-10644,stranger,6,0.3333333333333333,2.0,1.95797,3
sub-10647,computer,1,0.14285714285714285,1.4285714285714286,1.5230746,7
sub-10647,computer,2,0.0,2.0,1.5024766,3
sub-10647,computer,3,0.0,1.5,1.4473464,4
sub-10647,computer,4,0.0,1.25,1.4591318,8
sub-10647,computer,5,0.0,0.6666666666666666,1.5054559,3
sub-10647,computer,6,0.0,2.6666666666666665,1.1721846,3
sub-10647,friend,1,0.25,3.5,1.4842768,4
sub-10647,friend,2,0.5,2.0,1.66872505,4
sub-10647,friend,3,0.2,2.8,1.8022738,5
sub-10647,friend,4,0.25,2.5,1.540956,4
sub-10647,friend,5,0.3333333333333333,2.0,1.6497568,6
sub-10647,friend,6,0.0,1.5,1.4875025,4
sub-10647,stranger,1,0.0,1.3333333333333333,1.4935223,3
sub-10647,stranger,2,0.16666666666666666,1.6666666666666667,1.6130151499999998,6
sub-10647,stranger,3,0.0,1.6,1.4126452,5
sub-10647,stranger,4,0.5,2.0,1.5684466000000001,2
sub-10647,stranger,5,0.0,0.8,1.5002989,5
sub-10647,stranger,6,0.0,2.0,1.5674839,7
sub-10649,computer,1,1.0,8.0,1.7653756,1
sub-10649,computer,2,0.8333333333333334,4.333333333333333,1.83679105,6
sub-10649,computer,3,1.0,7.0,1.76844125,4
sub-10649,computer,4,1.0,6.4,1.7725006,5
sub-10649,computer,5,1.0,5.0,2.0045845,4
sub-10649,computer,6,1.0,6.0,1.9094847499999998,4
sub-10649,friend,1,1.0,8.0,2.1747218999999998,4
sub-10649,friend,2,1.0,5.2,2.1686354,5
sub-10649,friend,3,1.0,4.5,1.79853295,4
sub-10649,friend,4,0.6666666666666666,4.666666666666667,1.5533587,3
sub-10649,friend,5,1.0,8.0,1.505405,4
sub-10649,friend,6,1.0,5.2,1.6930779,5
sub-10649,stranger,1,1.0,6.25,1.9149843,8
sub-10649,stranger,2,1.0,6.0,2.0657507500000003,2
sub-10649,stranger,3,1.0,5.5,1.7138911499999998,4
sub-10649,stranger,4,1.0,6.4,2.1137493,5
sub-10649,stranger,5,1.0,5.5,1.81459095,4
