condition,replicate,method,level,parameter,n,rmse,bias,pearson,spearman,ceiling_rate,interval_coverage,true,probability_positive,mean,median,ci_low,ci_high
negative,3,hierarchical,participant,alpha,111.0,0.12332689820978351,0.03880859230174096,0.5116100229017644,0.5032555282555282,,0.972972972972973,,,,,,
negative,3,MLE_theta10,participant,alpha,111.0,0.27017030291316496,0.07121231255436725,0.34889239667694627,0.38751812230354016,,,,,,,,
negative,3,hierarchical,participant,kappa,111.0,0.1719825152284691,-0.00405238541284196,0.8539424635296097,0.699087399087399,,0.972972972972973,,,,,,
negative,3,MLE_theta10,participant,kappa,111.0,0.3364653147850985,0.07223421751905217,0.8385437164874185,0.6282467532467533,,,,,,,,
negative,3,hierarchical,participant,theta,111.0,0.512070330448194,-0.006111388963996635,0.7089293536303612,0.7139434889434889,0.0,0.963963963963964,,,,,,
negative,3,MLE_theta10,participant,theta,111.0,2.6798368683508107,0.7792486846194095,0.3460042161663654,0.5888926366506944,0.09009009009009009,,,,,,,
negative,3,hierarchical,participant,friend_value_probability_effect,111.0,0.08607772980027018,-0.009238966877066589,0.7992213758184171,0.7909705159705159,,0.954954954954955,,,,,,
negative,3,MLE_theta10,participant,friend_value_probability_effect,111.0,0.12298454711648268,0.028993600572214718,0.7469647224421138,0.7360257212009885,,,,,,,,
negative,3,hierarchical,population,mu_alpha,,,0.12461371206746252,,,,1.0,-1.0,0.0,-0.8753862879325375,-0.87503007015,-1.1468673656750001,-0.5899704704425003
negative,3,hierarchical,population,mu_kappa,,,0.0367111286822126,,,,1.0,-1.2,0.0,-1.1632888713177874,-1.159819919,-1.371308932625,-0.9751283122275
negative,3,hierarchical,population,mu_theta,,,-0.12692493213900002,,,,1.0,1.0,1.0,0.873075067861,0.8687882728,0.5392399043975,1.2300690191249999
negative,3,hierarchical,population,tau_alpha,,,0.0949507704078999,,,,1.0,0.65,1.0,0.7449507704078999,0.7383799772499999,0.50175558705,1.0264195520999995
negative,3,hierarchical,population,tau_kappa,,,0.06743798896431252,,,,1.0,0.65,1.0,0.7174379889643125,0.7148970284,0.55444720079,0.9009236945775
negative,3,hierarchical,population,tau_theta,,,0.016918220821450003,,,,1.0,1.0,1.0,1.01691822082145,1.008226009,0.72981931738,1.3670855226999998
negative,3,hierarchical,population,beta_alpha,,,0.041689891457058245,,,,1.0,0.0,0.63875,0.041689891457058245,0.041000316895,-0.18871342783749998,0.274287153365
negative,3,hierarchical,population,beta_kappa,,,-0.020916821174339274,,,,1.0,0.0,0.409375,-0.020916821174339274,-0.01989090274,-0.1977850938075,0.14903606612749998
negative,3,hierarchical,population,beta_theta,,,-0.09892000179927424,,,,1.0,-0.35,0.00125,-0.4489200017992742,-0.443901807,-0.752384516515,-0.16609313683000013
negative,3,hierarchical,population,friend_probability_change_25_to_75,,,-0.037863089331641786,,,,1.0,-0.11066878286828091,,-0.1485318721999227,-0.1496467493003242,-0.24371505429493867,-0.051181587107876424
