condition,replicate,method,participant_id,parameter,true,recovered
positive,4,hierarchical,sub-10317,alpha,0.2542580210099783,0.3385184585704875
positive,4,hierarchical,sub-10369,alpha,0.37428908156899465,0.30191230094822874
positive,4,hierarchical,sub-10402,alpha,0.21015999302083713,0.22902438707099004
positive,4,hierarchical,sub-10418,alpha,0.15804558574532473,0.273988686187375
positive,4,hierarchical,sub-10462,alpha,0.31777826674989806,0.20069987648943124
positive,4,hierarchical,sub-10478,alpha,0.18140635848529532,0.22227042834034125
positive,4,hierarchical,sub-10486,alpha,0.41303424383319937,0.27393013680701384
positive,4,hierarchical,sub-10529,alpha,0.20665791356712265,0.2099518866466825
positive,4,hierarchical,sub-10541,alpha,0.40052691638056753,0.24708970270181124
positive,4,hierarchical,sub-10555,alpha,0.12826171520414464,0.24739959013685875
positive,4,hierarchical,sub-10559,alpha,0.34016947277589993,0.292929495707285
positive,4,hierarchical,sub-10572,alpha,0.2653351842874118,0.20056300745988376
positive,4,hierarchical,sub-10581,alpha,0.13972584716278882,0.28451992083377503
positive,4,hierarchical,sub-10584,alpha,0.18715427061575454,0.246301520846405
positive,4,hierarchical,sub-10585,alpha,0.23494950534182343,0.24775744218831625
positive,4,hierarchical,sub-10589,alpha,0.2344987052206978,0.21728237247432
positive,4,hierarchical,sub-10590,alpha,0.3064022994887997,0.22780620189700498
positive,4,hierarchical,sub-10596,alpha,0.21489759106785772,0.17408269829026063
positive,4,hierarchical,sub-10603,alpha,0.6708318820888948,0.39805409545842624
positive,4,hierarchical,sub-10606,alpha,0.10944694184863658,0.19129658520491752
positive,4,hierarchical,sub-10608,alpha,0.4421933920270716,0.2519334638223312
positive,4,hierarchical,sub-10617,alpha,0.20973682469121122,0.251700222957405
positive,4,hierarchical,sub-10636,alpha,0.31429545936171055,0.22628320466465998
positive,4,hierarchical,sub-10638,alpha,0.16189120326223938,0.2653125811153087
positive,4,hierarchical,sub-10640,alpha,0.4541611968876782,0.21055848452324125
positive,4,hierarchical,sub-10641,alpha,0.07377240890173072,0.20374455659868249
positive,4,hierarchical,sub-10642,alpha,0.1303972321309852,0.155111738257765
positive,4,hierarchical,sub-10644,alpha,0.17330618550842486,0.31740433288637754
positive,4,hierarchical,sub-10647,alpha,0.45898075548919315,0.24819097726320374
positive,4,hierarchical,sub-10649,alpha,0.35471844788812945,0.1789320145351712
positive,4,hierarchical,sub-10652,alpha,0.22888193064018267,0.24347950776238625
positive,4,hierarchical,sub-10656,alpha,0.34449922146351847,0.2684848586025163
positive,4,hierarchical,sub-10661,alpha,0.18858503926546788,0.22420170291894248
positive,4,hierarchical,sub-10663,alpha,0.28420765075266957,0.2566710820754613
positive,4,hierarchical,sub-10668,alpha,0.5060069430349864,0.320678994148755
positive,4,hierarchical,sub-10673,alpha,0.19375510636595047,0.2614075138347875
positive,4,hierarchical,sub-10674,alpha,0.23092905076569697,0.21756981716725
