model,draw,high_probability,extreme_trial_fraction,nearly_deterministic_participant_fraction
H8,0,0.39287281435933635,0.011259816552205619,0.0
H8,1,0.43725111222203117,0.0,0.0
H8,2,0.23435916234759532,0.05719277630671172,0.0
H8,3,0.3771403926382053,0.021207997847602904,0.0
H8,4,0.34187706050918437,0.0,0.0
H8,5,0.3796612830992399,0.07019691994523802,0.0
H8,6,0.5449368043318704,0.004888891065175148,0.0
H8,7,0.3036731142545315,0.18404073737520577,0.0
H8,8,0.4259728211037343,0.008533305395551128,0.0
H8,9,0.44777925259572204,0.052806353603906384,0.0
H8,10,0.3773470068476952,0.003683446449804995,0.0
H8,11,0.5248388929430644,0.059413415953397004,0.02702702702702703
H8,12,0.3650649646243485,0.025666603110310326,0.0
H8,13,0.45290336418942784,0.03405780563380271,0.0
H8,14,0.21550768792659145,0.05696326054424082,0.0
H8,15,0.5506519398602202,0.0,0.0
H8,16,0.4942739443393928,0.016535005335092293,0.0
H8,17,0.4871321602613876,0.0,0.0
H8,18,0.31719035114529,0.0035754342983258646,0.0
H8,19,0.4968033778637583,0.04557576060031899,0.0
H8,20,0.15935992009050118,0.173380014172769,0.0
H8,21,0.58277371203015,0.0045045045045045045,0.0
H8,22,0.553393203947115,0.007688716354015119,0.0
H8,23,0.42301209151205804,0.002930925131924251,0.0
H8,24,0.4338502848588639,0.06546064666305577,0.0
H8,25,0.4088476072394969,0.046279757041503215,0.009009009009009009
H8,26,0.2605560278247949,0.1987327463073816,0.009009009009009009
H8,27,0.27838378467490743,0.12073068388629062,0.0
H8,28,0.43248999660983506,0.011179007113966464,0.0
H8,29,0.21060856166657646,0.08096888201334491,0.0
H8,30,0.6596933863272658,0.12938800821261837,0.018018018018018018
H8,31,0.40285926520308896,0.0,0.0
H8,32,0.39389734650026087,0.0077978335513353625,0.0
H8,33,0.2636488062409248,0.14441021801606702,0.009009009009009009
H8,34,0.4496047426324385,0.0014176680353583087,0.0
H8,35,0.3386053669172989,0.011445608508657452,0.0
H8,36,0.4326516098931501,0.004303313640663039,0.0
H8,37,0.4281155888749032,0.09129332677998887,0.0
H8,38,0.5025578024445316,0.0,0.0
H8,39,0.3103923812235428,0.07493355641019468,0.009009009009009009
H8,40,0.3759079813799596,0.011461938408750046,0.0
H8,41,0.3279090382023095,0.10218366622124996,0.0
H8,42,0.5140785167614611,0.0,0.0
H8,43,0.4816095211526503,0.0,0.0
H8,44,0.5453194912613909,0.042865009652162535,0.0
H8,45,0.40010044378411375,0.11277715839817909,0.009009009009009009
H8,46,0.5106031181839572,0.0,0.0
H8,47,0.5612032014621149,0.012978193876584184,0.0
H8,48,0.4827816157613763,0.018300230411834723,0.0
H8,49,0.486881377361199,0.0,0.0
H8,50,0.4199555684790138,0.010495645828440422,0.0
H8,51,0.4028229055958716,0.06198370076647414,0.018018018018018018
H8,52,0.4724395342876319,0.0,0.0
H8,53,0.32723358265226926,0.1831847109027343,0.02702702702702703
H8,54,0.4878640194281775,0.0,0.0
H8,55,0.2911625586609109,0.004853395930326673,0.0
H8,56,0.3349266297524117,0.02918982652181221,0.0
H8,57,0.380520031866332,0.09823596924847454,0.0
H8,58,0.3255473248677754,0.08092447503893029,0.009009009009009009
H8,59,0.4677386278766566,0.021109348483887288,0.0
H8,60,0.4397184882935296,0.0,0.0
H8,61,0.5582904419271274,0.0,0.0
H8,62,0.38107265831172604,0.13964680503154045,0.009009009009009009
H8,63,0.2918153432182575,0.06358369493210526,0.0
H8,64,0.48349402869567115,0.10464496266592492,0.009009009009009009
H8,65,0.27204808939866426,0.22678055569508734,0.018018018018018018
H8,66,0.49944690905536626,0.022976327744179636,0.0
H8,67,0.3548751131220894,0.0838608879133813,0.0
H8,68,0.7272392506984345,0.16215304578098416,0.02702702702702703
H8,69,0.4720066074023887,0.01323169970646054,0.0
H8,70,0.4081839357137733,0.06682302362590051,0.009009009009009009
H8,71,0.5764879778410276,0.024485519200966352,0.0
H8,72,0.3527867052911162,0.09984988356639572,0.0
H8,73,0.26658043696827877,0.20310755388745788,0.018018018018018018
H8,74,0.44921232472797235,0.0,0.0
H8,75,0.42317996007991726,0.05095415249510449,0.0
H8,76,0.17455800126868246,0.053561783264552396,0.0
H8,77,0.35373865895804696,0.0,0.0
H8,78,0.5320654057638944,0.0,0.0
H8,79,0.45710383039488817,0.005878687970211961,0.0
H8,80,0.29975596790245196,0.009775856320225889,0.0
H8,81,0.22400099368909432,0.11088762403172484,0.0
H8,82,0.4618139219796039,0.0,0.0
H8,83,0.23932686042785353,0.1711346638151108,0.0
H8,84,0.41198079723785913,0.004005835396242684,0.0
H8,85,0.5963273097318996,0.0,0.0
H8,86,0.4231269286417513,0.00044488933377822263,0.0
H8,87,0.3237086960524655,0.14387311205024444,0.07207207207207207
H8,88,0.34466405357407137,0.22005250228376505,0.0990990990990991
H8,89,0.6879082613254804,0.08043776024121949,0.0
H8,90,0.3682058224380031,0.07611492412949847,0.0
H8,91,0.29634145936924816,0.007403306921379211,0.0
