parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-0.560527,0.00420732,0.365251,0.359692,-1.14988,-0.569179,0.0543972,7597.31,15263.6,1.68086,1.0,H8_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.7201025644761557,True
mu[2],-1.08321,0.00128403,0.125805,0.125701,-1.29447,-1.07983,-0.882427,9631.21,17330.5,2.13085,1.00044,H8_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.7201025644761557,True
mu[3],-3.30131,0.00426892,0.459078,0.451794,-4.07859,-3.28558,-2.57128,11542.0,18345.0,2.55361,1.00018,H8_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.7201025644761557,True
tau[1],2.3327,0.00208848,0.33804,0.332535,1.82044,2.30959,2.92705,25668.7,23768.7,5.67906,1.00019,H8_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.7201025644761557,True
tau[2],0.873468,0.00111875,0.104144,0.103381,0.712209,0.867801,1.0539,8609.13,16601.2,1.90472,1.00022,H8_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.7201025644761557,True
tau[3],2.31319,0.00225297,0.371158,0.362756,1.74171,2.29348,2.96143,26730.4,25802.7,5.91397,0.999951,H8_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.7201025644761557,True
"beta[1,1]",0.172794,0.00199264,0.273935,0.272122,-0.274617,0.172342,0.625466,18930.7,23909.0,4.18832,1.00015,H8_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.7201025644761557,True
"beta[2,1]",-0.065129,0.000904502,0.100962,0.100337,-0.230632,-0.0653615,0.101709,12529.1,20961.8,2.772,1.00011,H8_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.7201025644761557,True
"beta[3,1]",-0.192376,0.00204482,0.299384,0.2968,-0.689623,-0.189962,0.289873,21474.8,24593.3,4.7512,1.00011,H8_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.7201025644761557,True
"natural[1,1]",0.357347,0.00198961,0.296249,0.301877,0.0132706,0.271093,0.930387,23246.8,20628.0,5.14324,1.00009,H8_full_age,111,0,diag_e,4,3000,8000,0.99,0,0.7201025644761557,True
