parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-1.39429,0.0320768,0.730397,0.729439,-2.54986,-1.4171,-0.14878,515.8,1049.98,0.598527,1.00348,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
mu[2],-3.94344,0.00557714,0.344293,0.341766,-4.52622,-3.93538,-3.4003,3806.36,4729.99,4.41684,1.00168,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
tau[1],1.34889,0.00788327,0.398258,0.392161,0.759826,1.31898,2.05078,2449.08,3875.54,2.84188,1.00093,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
tau[2],2.41693,0.00446941,0.269838,0.261881,1.99008,2.40427,2.88137,3634.09,5041.22,4.21695,1.00077,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"beta[1,1]",0.0622536,0.00412861,0.287297,0.27533,-0.410414,0.0612522,0.526802,4869.41,5847.5,5.65039,1.00043,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"beta[2,1]",-0.253463,0.00456621,0.274528,0.2644,-0.709082,-0.252961,0.196646,3642.15,4761.73,4.2263,1.00119,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[1,1]",0.310953,0.00630219,0.256009,0.233587,0.0232944,0.232955,0.833398,1483.62,3839.17,1.72157,1.00226,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[1,2]",0.0330672,0.00057644,0.0552672,0.0138541,0.000179747,0.0100505,0.148503,11076.9,6083.93,12.8535,1.00004,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[2,1]",0.302688,0.00631081,0.248323,0.220625,0.027708,0.228261,0.828766,1330.4,3743.26,1.54378,1.00148,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[2,2]",0.0257867,0.000445789,0.0422274,0.0124112,0.000262367,0.00936681,0.109318,11715.4,6267.66,13.5944,0.999659,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[3,1]",0.312026,0.00643615,0.252373,0.223876,0.0281111,0.236977,0.828514,1294.14,3129.16,1.5017,1.00212,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[3,2]",0.0223947,0.000337789,0.0346766,0.011622,0.000211224,0.00870461,0.0906771,11330.7,4884.21,13.1479,0.999916,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[4,1]",0.340266,0.00799223,0.277281,0.270421,0.0259322,0.257759,0.892608,1148.5,3600.31,1.33271,1.00109,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[4,2]",0.00992255,0.000174773,0.0163266,0.00477744,0.0001142,0.00363201,0.0413258,12148.7,5999.52,14.0972,1.00031,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[5,1]",0.263162,0.00515791,0.247243,0.187664,0.0167145,0.17428,0.814849,2334.92,4357.56,2.7094,1.00055,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[5,2]",0.0963899,0.00163151,0.14973,0.0386347,0.000320429,0.0269752,0.422981,7222.5,6384.15,8.38088,1.00065,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[6,1]",0.322976,0.00682686,0.25809,0.239004,0.0291098,0.244357,0.85242,1237.74,2743.49,1.43626,1.00176,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[6,2]",0.0151765,0.00024132,0.0236346,0.00813971,0.000217367,0.00633764,0.0598013,13129.7,5964.16,15.2355,1.00018,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[7,1]",0.331653,0.0069182,0.261279,0.248655,0.0300203,0.256916,0.867154,1193.9,2481.73,1.38539,1.0023,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[7,2]",0.0107458,0.000180631,0.0162809,0.00593105,0.000161564,0.0046528,0.0421332,12702.5,5313.11,14.7398,1.00066,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[8,1]",0.334183,0.00639953,0.263745,0.253852,0.0290687,0.26063,0.868972,1447.63,3756.75,1.6798,1.00066,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[8,2]",0.0144909,0.000249303,0.0236209,0.00681128,0.000141251,0.00512735,0.0606498,11282.1,4979.28,13.0915,1.00061,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[9,1]",0.340446,0.00714717,0.266041,0.264148,0.0284557,0.269641,0.881147,1271.48,3015.08,1.47541,1.00081,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[9,2]",0.0129958,0.000216331,0.0212352,0.0063359,0.00012702,0.00477602,0.0536595,11788.3,5343.81,13.679,1.00068,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[10,1]",0.331052,0.00521515,0.242417,0.254852,0.0348288,0.278303,0.803362,1923.78,3241.31,2.23233,1.00064,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[10,2]",0.0649356,0.00124964,0.0998361,0.0291082,0.0003571,0.0209268,0.283532,6486.54,5807.5,7.52688,1.00063,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[11,1]",0.0604608,0.000338038,0.0319621,0.0334528,0.0131986,0.0575623,0.117663,8434.67,5844.71,9.78747,0.99985,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[11,2]",1.92511,0.00442458,0.393802,0.378482,1.32679,1.89763,2.62709,8002.03,7157.98,9.28543,1.00009,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
"natural[12,1]",0.205878,0.00403656,0.217335,0.127554,0.0131493,0.125109,0.712436,3049.35,4255.59,3.53841,1.00017,H2_full_age_attempt99_short,111,0,diag_e,4,2000,2000,0.99,0,0.7946562511294653,True
