participant_id,partner,investment,high_probability,rt,age
sub-10572,friend,3.4074074074074074,0.5555555555555556,1.7877635,70
sub-10572,stranger,2.9285714285714284,0.5,1.6706908500000002,70
sub-10581,computer,2.1538461538461537,0.19230769230769232,2.1114282500000003,48
sub-10581,friend,5.5,0.8928571428571429,1.9918694000000001,48
sub-10581,stranger,3.28,0.4,2.2531147,48
sub-10584,computer,3.2142857142857144,0.42857142857142855,1.8412263,50
sub-10584,friend,2.142857142857143,0.17857142857142858,1.7313817,50
sub-10584,stranger,3.6296296296296298,0.4444444444444444,1.780493,50
sub-10585,computer,4.0,0.5357142857142857,1.71901535,63
sub-10585,friend,5.428571428571429,0.8214285714285714,1.68513615,63
sub-10585,stranger,4.642857142857143,0.7142857142857143,1.56495295,63
sub-10589,computer,4.071428571428571,0.6071428571428571,1.68883265,34
sub-10589,friend,5.571428571428571,0.9285714285714286,1.74988575,34
sub-10589,stranger,4.214285714285714,0.6071428571428571,1.7200328,34
sub-10590,computer,1.7857142857142858,0.10714285714285714,1.81001105,56
sub-10590,friend,5.714285714285714,0.8928571428571429,1.7123287,56
sub-10590,stranger,3.4285714285714284,0.5,1.87646765,56
sub-10596,computer,3.3076923076923075,0.46153846153846156,1.9196223,27
sub-10596,friend,5.857142857142857,0.9642857142857143,1.7399235,27
sub-10596,stranger,5.571428571428571,0.9285714285714286,1.8768348499999998,27
sub-10603,computer,2.857142857142857,0.32142857142857145,2.064597,69
sub-10603,friend,4.785714285714286,0.6785714285714286,2.03112285,69
sub-10603,stranger,2.2857142857142856,0.17857142857142858,2.1455102,69
sub-10606,computer,5.6923076923076925,0.9615384615384616,1.6624175,22
sub-10606,friend,6.0,1.0,1.5747813000000002,22
sub-10606,stranger,5.703703703703703,0.9629629629629629,1.7832817,22
sub-10608,computer,1.5714285714285714,0.07142857142857142,1.67789405,29
sub-10608,friend,6.0,1.0,1.4704093,29
sub-10608,stranger,1.7142857142857142,0.14285714285714285,1.65807105,29
sub-10617,computer,3.2857142857142856,0.42857142857142855,2.0129794,73
sub-10617,friend,4.857142857142857,0.7857142857142857,2.00763265,73
sub-10617,stranger,4.428571428571429,0.6428571428571429,2.01609565,73
sub-10636,computer,5.357142857142857,0.8571428571428571,1.6128892,27
sub-10636,friend,6.074074074074074,0.9629629629629629,1.5583719,27
sub-10636,stranger,5.555555555555555,0.8888888888888888,1.4964265,27
sub-10638,computer,6.0,0.9629629629629629,1.8886685,72
sub-10638,friend,6.0,1.0,1.85837695,72
sub-10638,stranger,5.857142857142857,0.9642857142857143,1.72911965,72
sub-10640,computer,2.5714285714285716,0.2857142857142857,1.8308908499999998,31
sub-10640,friend,4.0,0.6071428571428571,1.8329403,31
sub-10640,stranger,2.0,0.18518518518518517,1.9719579,31
sub-10641,computer,3.7142857142857144,0.5714285714285714,1.8611735500000002,44
sub-10641,friend,6.0,1.0,1.5536314999999998,44
sub-10641,stranger,2.142857142857143,0.21428571428571427,1.7103534,44
sub-10642,computer,1.5714285714285714,0.03571428571428571,1.4281163,32
sub-10642,friend,6.0,1.0,1.4219230500000002,32
sub-10642,stranger,1.8571428571428572,0.14285714285714285,1.4261913,32
sub-10644,computer,1.9259259259259258,0.1111111111111111,1.8919123,69
sub-10644,friend,6.0,1.0,1.8671049499999999,69
sub-10644,stranger,2.1481481481481484,0.14814814814814814,1.8565892,69
sub-10647,computer,1.5,0.03571428571428571,1.4887396000000002,24
sub-10647,friend,2.3703703703703702,0.25925925925925924,1.568001,24
sub-10647,stranger,1.5714285714285714,0.07142857142857142,1.51056265,24
sub-10649,computer,5.75,0.9583333333333334,1.785282,63
sub-10649,friend,5.92,0.96,1.843147,63
sub-10649,stranger,6.0,1.0,1.87512065,63
sub-10652,computer,4.142857142857143,0.6071428571428571,1.7573222,70
sub-10652,friend,5.214285714285714,0.8571428571428571,1.77772365,70
sub-10652,stranger,3.9285714285714284,0.5714285714285714,1.87107085,70
sub-10656,computer,1.4285714285714286,0.0,1.65893175,21
sub-10656,friend,2.857142857142857,0.4642857142857143,1.73299155,21
sub-10656,stranger,2.4285714285714284,0.2857142857142857,1.704052,21
sub-10657,computer,4.142857142857143,0.5714285714285714,2.17815795,59
sub-10657,friend,3.857142857142857,0.5,2.1216589,59
sub-10657,stranger,4.074074074074074,0.6666666666666666,2.1166916,59
sub-10661,computer,6.0,1.0,1.41903005,50
sub-10661,friend,6.0,1.0,1.4013489,50
sub-10661,stranger,5.071428571428571,0.8214285714285714,1.4683120500000002,50
sub-10663,computer,2.32,0.16,1.9033489,22
sub-10663,friend,4.25,0.5416666666666666,1.9592596,22
sub-10663,stranger,3.259259259259259,0.4074074074074074,1.9929194,22
sub-10668,computer,2.5,0.3333333333333333,2.27518675,37
sub-10668,friend,5.230769230769231,0.8461538461538461,2.159788,37
sub-10668,stranger,3.3333333333333335,0.4166666666666667,2.1152903,37
sub-10673,computer,3.857142857142857,0.4642857142857143,1.48224715,48
sub-10673,friend,4.214285714285714,0.6071428571428571,1.6693520999999998,48
sub-10673,stranger,3.5,0.42857142857142855,1.4340760499999998,48
sub-10674,computer,6.0,1.0,1.5812647,33
sub-10674,friend,6.0,1.0,1.5126869,33
sub-10674,stranger,6.0,1.0,1.5956982,33
sub-10677,computer,3.142857142857143,0.35714285714285715,1.81944745,33
sub-10677,friend,4.769230769230769,0.8076923076923077,1.7606247,33
sub-10677,stranger,3.0,0.32142857142857145,1.85650205,33
sub-10685,computer,1.7142857142857142,0.07142857142857142,1.88154735,34
sub-10685,friend,5.777777777777778,0.9259259259259259,1.8090407,34
sub-10685,stranger,2.5,0.25,2.0408288,34
sub-10690,computer,3.0,0.35714285714285715,1.81477005,56
sub-10690,friend,4.714285714285714,0.7857142857142857,2.0210327,56
sub-10690,stranger,4.153846153846154,0.6153846153846154,1.9893018,56
sub-10691,computer,5.714285714285714,0.9285714285714286,1.8166115,58
sub-10691,friend,5.785714285714286,0.9642857142857143,1.7401553,58
sub-10691,stranger,5.785714285714286,0.9285714285714286,1.78580765,58
sub-10700,computer,2.0,0.14285714285714285,1.59392,23
sub-10700,friend,5.285714285714286,0.7857142857142857,1.4922549,23
sub-10700,stranger,2.142857142857143,0.10714285714285714,1.55537545,23
sub-10701,computer,2.142857142857143,0.17857142857142858,1.5957612,27
sub-10701,friend,2.2857142857142856,0.14285714285714285,1.55718405,27
sub-10701,stranger,2.5925925925925926,0.25925925925925924,1.673356,27
sub-10713,computer,3.4814814814814814,0.48148148148148145,2.1813927,71
sub-10713,friend,3.259259259259259,0.37037037037037035,2.3198538,71
sub-10713,stranger,1.7777777777777777,0.1111111111111111,1.9824475,71
sub-10716,computer,3.5714285714285716,0.4642857142857143,1.8210152499999999,69
sub-10716,friend,4.142857142857143,0.6071428571428571,1.7540972,69
sub-10716,stranger,4.0,0.5714285714285714,1.795823,69
sub-10718,computer,6.0,1.0,1.56993985,28
sub-10718,friend,5.857142857142857,0.9642857142857143,1.5518866500000001,28
sub-10718,stranger,6.0,1.0,1.5459380999999999,28
sub-10720,computer,2.7857142857142856,0.35714285714285715,1.6579614,33
sub-10720,friend,5.071428571428571,0.8214285714285714,1.5110381,33
sub-10720,stranger,4.142857142857143,0.5714285714285714,1.56121775,33
sub-10723,computer,3.4074074074074074,0.5185185185185185,2.151616,21
sub-10723,friend,3.7857142857142856,0.5,1.909421,21
sub-10723,stranger,3.0714285714285716,0.4642857142857143,2.0015719499999998,21
sub-10741,computer,3.4285714285714284,0.4642857142857143,1.9533206,37
sub-10741,friend,4.592592592592593,0.6666666666666666,2.0561717,37
sub-10741,stranger,2.642857142857143,0.32142857142857145,1.9153015999999998,37
sub-10748,computer,5.285714285714286,0.8214285714285714,1.7545464499999999,33
sub-10748,friend,5.357142857142857,0.8928571428571429,1.57677685,33
sub-10748,stranger,4.214285714285714,0.6071428571428571,1.6693666999999999,33
sub-10767,computer,1.4285714285714286,0.0,1.6468022,25
sub-10767,friend,6.0,1.0,1.4889238,25
sub-10767,stranger,3.642857142857143,0.5357142857142857,1.8900611,25
sub-10770,computer,5.142857142857143,0.8214285714285714,1.9272991,64
sub-10770,friend,4.5,0.6785714285714286,1.86305085,64
sub-10770,stranger,4.0,0.6296296296296297,1.8745569,64
sub-10777,computer,1.375,0.0,1.47732625,38
sub-10777,friend,6.0,1.0,1.4513194,38
sub-10777,stranger,2.2857142857142856,0.35714285714285715,1.5559870500000001,38
sub-10781,computer,2.4285714285714284,0.21428571428571427,1.57931155,37
sub-10781,friend,5.851851851851852,0.9629629629629629,1.3763299,37
sub-10781,stranger,1.6428571428571428,0.07142857142857142,1.50897945,37
sub-10783,computer,1.4814814814814814,0.037037037037037035,1.7540357,51
sub-10783,friend,3.7777777777777777,0.5925925925925926,1.9887689,51
sub-10783,stranger,1.7037037037037037,0.1111111111111111,1.820112,51
sub-10785,computer,2.5925925925925926,0.3333333333333333,1.8702791,61
sub-10785,friend,3.0,0.39285714285714285,1.8896451,61
sub-10785,stranger,2.5,0.2857142857142857,1.9968266,61
sub-10794,computer,3.3333333333333335,0.48148148148148145,2.1105838,39
sub-10794,friend,4.214285714285714,0.6785714285714286,2.0972289,39
sub-10794,stranger,2.642857142857143,0.35714285714285715,2.0313346,39
sub-10800,computer,5.851851851851852,0.9259259259259259,1.620212,26
sub-10800,friend,4.785714285714286,0.7142857142857143,1.6647381,26
sub-10800,stranger,5.44,0.84,1.5925606,26
sub-10801,computer,4.428571428571429,0.6071428571428571,1.8978798000000001,34
sub-10801,friend,5.857142857142857,0.9642857142857143,1.8337661,34
sub-10801,stranger,5.642857142857143,0.9285714285714286,1.92927525,34
sub-10802,computer,2.9285714285714284,0.42857142857142855,2.16657385,42
sub-10802,friend,4.642857142857143,0.75,1.99322335,42
sub-10802,stranger,3.2142857142857144,0.42857142857142855,2.00651535,42
sub-10803,computer,3.4285714285714284,0.5714285714285714,1.6509672,21
sub-10803,friend,3.4285714285714284,0.5,1.5331917499999999,21
sub-10803,stranger,4.571428571428571,0.7142857142857143,1.5724532,21
sub-10804,computer,4.357142857142857,0.6428571428571429,1.7673963499999998,25
sub-10804,friend,5.615384615384615,0.8846153846153846,1.71585005,25
sub-10804,stranger,5.037037037037037,0.7777777777777778,1.6514735,25
sub-10806,computer,1.5,0.03571428571428571,1.9886397000000002,27
sub-10806,friend,5.230769230769231,0.8461538461538461,1.67422885,27
sub-10806,stranger,3.5,0.4642857142857143,1.9886952,27
sub-10807,computer,5.538461538461538,0.8461538461538461,1.9420501,58
sub-10807,friend,6.0,1.0,1.93139955,58
sub-10807,stranger,5.407407407407407,0.8888888888888888,1.85337,58
sub-10809,computer,2.0,0.14285714285714285,1.7656021,68
sub-10809,friend,4.0,0.6071428571428571,1.7288339000000001,68
sub-10809,stranger,1.8518518518518519,0.1111111111111111,1.7361836,68
sub-10810,computer,5.285714285714286,0.8214285714285714,2.1737107499999997,68
sub-10810,friend,6.0,1.0,1.90690045,68
sub-10810,stranger,5.5,0.8928571428571429,2.03281235,68
sub-10812,computer,3.642857142857143,0.5357142857142857,1.9310044,62
sub-10812,friend,5.714285714285714,0.9285714285714286,1.7855444,62
sub-10812,stranger,4.071428571428571,0.5714285714285714,1.8777973000000001,62
sub-10817,computer,2.7142857142857144,0.32142857142857145,1.59674855,27
sub-10817,friend,5.714285714285714,0.8928571428571429,1.60416765,27
sub-10817,stranger,3.2857142857142856,0.39285714285714285,1.5322578,27
sub-10827,computer,3.263157894736842,0.47368421052631576,1.9003283,23
sub-10827,friend,5.555555555555555,0.7777777777777778,1.8545815,23
sub-10827,stranger,2.6315789473684212,0.3684210526315789,1.8267651,23
sub-10831,computer,3.857142857142857,0.5714285714285714,1.41406885,25
sub-10831,friend,4.928571428571429,0.7857142857142857,1.3706323999999999,25
sub-10831,stranger,4.571428571428571,0.7142857142857143,1.4141856,25
sub-10834,computer,6.0,1.0,1.3833552,40
sub-10834,friend,5.857142857142857,0.9642857142857143,1.342298,40
sub-10834,stranger,5.857142857142857,0.9642857142857143,1.33403245,40
sub-10836,computer,3.8461538461538463,0.5384615384615384,2.0448382,37
sub-10836,friend,4.0,0.5714285714285714,2.05720745,37
sub-10836,stranger,3.7142857142857144,0.42857142857142855,1.9671005,37
sub-10838,computer,4.0,0.5384615384615384,0.9980943,23
sub-10838,friend,3.652173913043478,0.43478260869565216,0.9565086,23
sub-10838,stranger,3.3076923076923075,0.46153846153846156,1.05175065,23
sub-10843,computer,2.7142857142857144,0.32142857142857145,2.12996125,27
sub-10843,friend,2.9285714285714284,0.35714285714285715,2.0210546000000003,27
sub-10843,stranger,3.642857142857143,0.5357142857142857,2.03581225,27
sub-10850,computer,5.285714285714286,0.8571428571428571,1.6135872999999998,32
sub-10850,friend,5.571428571428571,0.8928571428571429,1.37736535,32
sub-10850,stranger,5.357142857142857,0.8571428571428571,1.46873515,32
sub-10854,computer,3.5714285714285716,0.4642857142857143,1.8282333,46
sub-10854,friend,5.357142857142857,0.8928571428571429,1.78563975,46
sub-10854,stranger,2.7142857142857144,0.39285714285714285,1.7899897999999999,46
sub-10857,computer,2.2142857142857144,0.2857142857142857,1.6208521,22
sub-10857,friend,6.0,1.0,1.4360906500000001,22
sub-10857,stranger,2.4285714285714284,0.2857142857142857,1.64271945,22
sub-10858,computer,2.0714285714285716,0.14285714285714285,2.0983347500000002,80
sub-10858,friend,5.851851851851852,0.9629629629629629,1.9888616,80
sub-10858,stranger,5.642857142857143,0.9285714285714286,2.0272256,80
sub-10860,computer,5.642857142857143,0.9285714285714286,1.9768248,25
sub-10860,friend,6.0,1.0,1.6655053,25
sub-10860,stranger,4.769230769230769,0.7307692307692307,1.94734755,25
sub-10862,computer,3.642857142857143,0.4642857142857143,2.4876368500000003,60
sub-10862,friend,6.074074074074074,0.9629629629629629,2.1640792,60
sub-10862,stranger,4.592592592592593,0.7407407407407407,2.3063517,60
sub-10863,computer,5.285714285714286,0.8571428571428571,1.6867287,42
sub-10863,friend,6.148148148148148,1.0,1.5745701,42
sub-10863,stranger,6.0,1.0,1.5619389,42
sub-10866,computer,3.5714285714285716,0.4642857142857143,1.878371,72
sub-10866,friend,4.571428571428571,0.7142857142857143,1.7917694,72
sub-10866,stranger,3.7142857142857144,0.5714285714285714,1.72602705,72
sub-10875,computer,5.857142857142857,0.9642857142857143,1.3520758000000002,32
sub-10875,friend,6.0,1.0,1.29150615,32
sub-10875,stranger,5.857142857142857,0.9642857142857143,1.3199307,32
sub-10881,computer,2.1818181818181817,0.18181818181818182,2.43446,62
sub-10881,friend,2.769230769230769,0.38461538461538464,2.1265564,62
sub-10881,stranger,2.2857142857142856,0.21428571428571427,2.28652985,62
sub-10886,computer,4.142857142857143,0.5714285714285714,1.83682465,55
sub-10886,friend,5.076923076923077,0.7692307692307693,1.9637558,55
sub-10886,stranger,3.8461538461538463,0.46153846153846156,1.7404698,55
sub-10887,computer,4.142857142857143,0.6785714285714286,1.45128765,35
sub-10887,friend,4.571428571428571,0.6428571428571429,1.3630360000000001,35
sub-10887,stranger,5.0,0.75,1.4475769500000002,35
sub-10896,computer,3.111111111111111,0.48148148148148145,1.7555534,28
sub-10896,friend,5.703703703703703,0.9259259259259259,1.6214876,28
sub-10896,stranger,3.3333333333333335,0.4444444444444444,1.6871424,28
sub-10897,computer,2.142857142857143,0.14285714285714285,1.64820375,31
sub-10897,friend,5.846153846153846,1.0,1.4944319,31
sub-10897,stranger,5.571428571428571,0.9285714285714286,1.6061779999999999,31
sub-10898,computer,3.6153846153846154,0.4230769230769231,2.1491194,61
sub-10898,friend,5.461538461538462,0.8461538461538461,1.9621138999999999,61
sub-10898,stranger,4.666666666666667,0.7777777777777778,2.02637,61
sub-10908,computer,4.857142857142857,0.7142857142857143,1.5193273500000002,42
sub-10908,friend,4.7407407407407405,0.7037037037037037,1.5926328,42
sub-10908,stranger,4.857142857142857,0.75,1.6173622,42
sub-10918,computer,1.5,0.03571428571428571,1.4853988,24
sub-10918,friend,3.9285714285714284,0.5714285714285714,1.49200245,24
sub-10918,stranger,2.142857142857143,0.21428571428571427,1.5045749499999999,24
sub-10924,computer,6.0,1.0,1.8891089,32
sub-10924,friend,5.857142857142857,0.9642857142857143,1.7830778,32
sub-10924,stranger,6.0,1.0,1.8393586499999999,32
sub-10926,computer,1.8571428571428572,0.07142857142857142,1.8439176499999999,35
sub-10926,friend,5.0,0.8571428571428571,1.85635415,35
sub-10926,stranger,2.0,0.21428571428571427,1.6803176,35
sub-10928,computer,1.5384615384615385,0.0,2.010147,55
sub-10928,friend,4.571428571428571,0.7142857142857143,2.1252481999999997,55
sub-10928,stranger,1.4285714285714286,0.0,1.9037391000000001,55
sub-10929,computer,4.714285714285714,0.6428571428571429,2.1263796,42
sub-10929,friend,5.285714285714286,0.8571428571428571,1.60263255,42
sub-10929,stranger,2.857142857142857,0.42857142857142855,1.66634395,42
sub-10930,computer,3.185185185185185,0.4074074074074074,2.0733576,49
sub-10930,friend,5.785714285714286,0.9642857142857143,1.6676385,49
sub-10930,stranger,4.428571428571429,0.6071428571428571,1.97264305,49
sub-10938,computer,4.142857142857143,0.5714285714285714,1.89962005,58
sub-10938,friend,5.857142857142857,0.9642857142857143,1.76149545,58
sub-10938,stranger,4.962962962962963,0.7777777777777778,1.8529773,58
sub-10940,computer,5.214285714285714,0.8214285714285714,2.0333537,22
sub-10940,friend,4.428571428571429,0.7142857142857143,1.8761572,22
sub-10940,stranger,4.071428571428571,0.5714285714285714,1.97747925,22
sub-10950,computer,4.571428571428571,0.75,1.54614445,24
sub-10950,friend,5.0,0.8214285714285714,1.5709157,24
sub-10950,stranger,4.642857142857143,0.7142857142857143,1.4910036500000001,24
sub-10951,computer,1.9285714285714286,0.21428571428571427,1.9986835,21
sub-10951,friend,6.0,1.0,1.83571175,21
sub-10951,stranger,1.5,0.03571428571428571,1.92820845,21
sub-10952,computer,5.714285714285714,0.9285714285714286,2.09953215,32
sub-10952,friend,6.0,1.0,1.6661953500000002,32
sub-10952,stranger,5.0,0.7857142857142857,2.0560913999999997,32
sub-10953,computer,1.6428571428571428,0.03571428571428571,1.7798208500000001,63
sub-10953,friend,5.928571428571429,0.9642857142857143,1.78445965,63
sub-10953,stranger,1.4285714285714286,0.0,1.85415475,63
sub-10954,computer,3.1578947368421053,0.5263157894736842,1.132325,46
sub-10954,friend,2.9411764705882355,0.35294117647058826,1.0590146,46
sub-10954,stranger,4.0,0.5217391304347826,0.8932144,46
sub-10956,computer,1.9285714285714286,0.10714285714285714,1.5263556,28
sub-10956,friend,6.0,1.0,1.4253548999999999,28
sub-10956,stranger,3.2857142857142856,0.4642857142857143,1.55752615,28
sub-10958,computer,2.4444444444444446,0.2222222222222222,1.7385108,34
sub-10958,friend,4.428571428571429,0.6428571428571429,1.651558,34
sub-10958,stranger,2.2222222222222223,0.2222222222222222,1.7073991,34
sub-10969,computer,3.857142857142857,0.5714285714285714,1.6045764,26
sub-10969,friend,3.7857142857142856,0.4642857142857143,1.5895963,26
sub-10969,stranger,3.0,0.32142857142857145,1.69203315,26
sub-10974,computer,4.333333333333333,0.75,2.24549735,80
sub-10974,friend,4.769230769230769,0.7692307692307693,2.0740447,80
sub-10974,stranger,4.0,0.6153846153846154,2.266562,80
sub-10977,computer,2.4285714285714284,0.21428571428571427,1.68576645,41
sub-10977,friend,5.142857142857143,0.7857142857142857,1.70621245,41
sub-10977,stranger,1.5714285714285714,0.07142857142857142,1.5993027,41
sub-10983,computer,2.0,0.21428571428571427,1.6640557999999999,24
sub-10983,friend,3.5555555555555554,0.5185185185185185,1.7404063,24
sub-10983,stranger,2.64,0.32,1.6774724,24
sub-10984,computer,2.642857142857143,0.32142857142857145,2.2421379999999997,52
sub-10984,friend,5.851851851851852,0.9629629629629629,1.9003134,52
sub-10984,stranger,3.230769230769231,0.38461538461538464,2.0389704,52
sub-11005,computer,4.214285714285714,0.6071428571428571,1.10448535,36
sub-11005,friend,3.4814814814814814,0.48148148148148145,1.3486437,36
sub-11005,stranger,4.615384615384615,0.6153846153846154,1.0020341,36
sub-11031,computer,3.357142857142857,0.4642857142857143,1.60386545,23
sub-11031,friend,4.148148148148148,0.6296296296296297,1.657742,23
sub-11031,stranger,1.9285714285714286,0.17857142857142858,1.6101486,23
