age,contrast,bootstrap_mean,bootstrap_low,bootstrap_high,successful_replicates,requested_replicates
21.0,computer,0.4700540734846881,0.3634824097374801,0.5881974743078213,500,500
21.0,friend,0.7615562903701515,0.6801113387669047,0.8401930102772323,500,500
21.0,friend - computer,0.29150221688546335,0.19857229983962973,0.4093017895302433,500,500
21.0,friend - stranger,0.25428696601824385,0.1737554813075277,0.34194734433960927,500,500
21.0,stranger,0.5072693243519076,0.4127145130996605,0.6098282122265611,500,500
21.983333333333334,computer,0.46999724262591674,0.3669115266935961,0.5862072419741097,500,500
21.983333333333334,friend,0.7621397155652064,0.6828847255749378,0.8386755680908672,500,500
21.983333333333334,friend - computer,0.29214247293928974,0.201907105189628,0.40649586354167666,500,500
21.983333333333334,friend - stranger,0.25454633970133456,0.17723050390707482,0.3394564624510777,500,500
21.983333333333334,stranger,0.5075933758638719,0.41550960875260007,0.6068284672484093,500,500
22.966666666666665,computer,0.4699411281648974,0.3706948090839089,0.5842143573163999,500,500
22.966666666666665,friend,0.7627164537482809,0.6862716749931586,0.8368304877532308,500,500
22.966666666666665,friend - computer,0.29277532558338343,0.20475216711187,0.40376898793651933,500,500
22.966666666666665,friend - stranger,0.2547989756424495,0.18070012896308907,0.3368498755203981,500,500
22.966666666666665,stranger,0.5079174781058313,0.41883910387761947,0.603839800957997,500,500
23.95,computer,0.46988573915560167,0.3740967041598346,0.5817805451715676,500,500
23.95,friend,0.7632864314058732,0.6886777681224457,0.8349953148380208,500,500
23.95,friend - computer,0.2934006922502715,0.20892345561771689,0.401961059862501,500,500
23.95,friend - stranger,0.2550448214086525,0.18395457577340538,0.3337714764362649,500,500
23.95,stranger,0.5082416099972207,0.422115493066999,0.6008496727488273,500,500
24.933333333333334,computer,0.4698310841370518,0.37701872089967253,0.5785953674879948,500,500
24.933333333333334,friend,0.7638495780543694,0.6912198188831588,0.8331308346621222,500,500
24.933333333333334,friend - computer,0.2940184939173175,0.21211943856074628,0.40014502121350887,500,500
24.933333333333334,friend - stranger,0.25528382777197856,0.1864180118573872,0.33152753151771924,500,500
24.933333333333334,stranger,0.5085657502823907,0.42769328028484777,0.5978527901919286,500,500
25.0,computer,0.46982740548319013,0.37721713305578436,0.5783166647011494,500,500
25.0,friend,0.7638875085306828,0.6913970685842709,0.8330140553492947,500,500
25.0,friend - computer,0.29406010304749264,0.2123833327414486,0.40002160643202994,500,500
25.0,friend - stranger,0.25529978286530153,0.18655956758231518,0.33134664331451413,500,500
25.0,stranger,0.5085877256653812,0.4279209941298481,0.5976493722564158,500,500
25.916666666666664,computer,0.4697771711365457,0.3793462697115557,0.5744801381240938,500,500
25.916666666666664,friend,0.7644058263427608,0.6940937476167508,0.8318339011696462,500,500
25.916666666666664,friend - computer,0.294628655206215,0.21547733861026264,0.3969242087833681,500,500
25.916666666666664,friend - stranger,0.2555159487948069,0.18842471543094774,0.32885632008649096,500,500
25.916666666666664,stranger,0.5088898775479538,0.43105504434635744,0.5948493551195152,500,500
26.9,computer,0.4697240076748191,0.38145901201283955,0.5703558798463668,500,500
26.9,friend,0.7649551121443798,0.6973131863812064,0.8309413428135096,500,500
26.9,friend - computer,0.2952311044695608,0.2182102991571083,0.39311197465298525,500,500
26.9,friend - stranger,0.25574114190361075,0.1909722055344187,0.32638820245105815,500,500
26.9,stranger,0.5092139702407691,0.4343322766634552,0.5927652729307115,500,500
27.883333333333333,computer,0.4696716007731174,0.3839962226656566,0.5662315515286754,500,500
27.883333333333333,friend,0.7654973746371728,0.7005151210258497,0.8304359509261927,500,500
27.883333333333333,friend - computer,0.2958257738640554,0.2209084839287894,0.3902157302033132,500,500
27.883333333333333,friend - stranger,0.25595936795064805,0.19368581683307587,0.324893340840075,500,500
27.883333333333333,stranger,0.5095380066865247,0.4368448317155303,0.5907930531596057,500,500
28.866666666666667,computer,0.46961995696213477,0.3855842475574617,0.5631874707651267,500,500
28.866666666666667,friend,0.7660325563721303,0.7039881338159655,0.8294593577429867,500,500
28.866666666666667,friend - computer,0.2964125994099955,0.2231400545025577,0.3876687640144001,500,500
28.866666666666667,friend - stranger,0.2561705912632606,0.19619004037561982,0.3224157885688267,500,500
28.866666666666667,stranger,0.5098619651088697,0.43957411116875555,0.5887613516842292,500,500
29.85,computer,0.4695690822927712,0.3872352588990773,0.5606827173611331,500,500
29.85,friend,0.7665606033296122,0.7067486841336037,0.828382078165046,500,500
29.85,friend - computer,0.2969915210368409,0.2257392257404617,0.3851004733671478,500,500
29.85,friend - stranger,0.25637477968056477,0.19838360627900212,0.32090962024729314,500,500
29.85,stranger,0.5101858236490473,0.4419934095222798,0.5867871715964127,500,500
30.833333333333332,computer,0.46951898234864997,0.3889010032024947,0.558439422571346,500,500
30.833333333333332,friend,0.7670814649634151,0.7096191120364012,0.8273007465241762,500,500
30.833333333333332,friend - computer,0.29756248261476514,0.22833932932844284,0.3829643259436349,500,500
30.833333333333332,friend - stranger,0.25657190457743506,0.1994228159635195,0.31985913447827136,500,500
30.833333333333332,stranger,0.51050956038598,0.44443666551535005,0.5847292999127947,500,500
31.816666666666666,computer,0.4694696622603282,0.3914071909582754,0.5555095720420612,500,500
31.816666666666666,friend,0.7675950942325501,0.7123222616556941,0.8255387802958489,500,500
31.816666666666666,friend - computer,0.2981254319722219,0.23094019520203912,0.3809830362469396,500,500
31.816666666666666,friend - stranger,0.2567619408757999,0.20121828515394843,0.31848334852416327,500,500
31.816666666666666,stranger,0.5108331533567503,0.4468699779767886,0.5816485369677985,500,500
32.8,computer,0.46942112672112596,0.3938098054747307,0.5521693084797767,500,500
32.8,friend,0.7681014476208123,0.7143036897680468,0.8229652596972354,500,500
32.8,friend - computer,0.2986803208996864,0.23263391475622497,0.37881188061962145,500,500
32.8,friend - stranger,0.25694486704338837,0.20301291028006432,0.31715202794009123,500,500
32.8,stranger,0.511156580577424,0.44874003312729854,0.5796378753518078,500,500
33.78333333333333,computer,0.4693733800044901,0.394977909533484,0.5478979246387408,500,500
33.78333333333333,friend,0.7686004851443421,0.7165110969708525,0.8199010300872732,500,500
33.78333333333333,friend - computer,0.299227105139852,0.234073239809851,0.3764805360100842,500,500
33.78333333333333,friend - stranger,0.2571206650801852,0.20480277615434453,0.31665398259411,500,500
33.78333333333333,stranger,0.5114798200641568,0.45078152265191607,0.5772422923770517,500,500
34.766666666666666,computer,0.4693264259828036,0.3958447109183706,0.5440426953190817,500,500
34.766666666666666,friend,0.7690921703474851,0.7186871786340537,0.8177681632237559,500,500
34.766666666666666,friend - computer,0.29976574436468145,0.23633141887298265,0.3730524201473525,500,500
34.766666666666666,friend - stranger,0.2572893204929611,0.20696296937641778,0.3153427608318474,500,500
34.766666666666666,stranger,0.511802849854524,0.45268809803675125,0.5750520668565144,500,500
35.75,computer,0.46928026814754153,0.39670110987677965,0.5411784116691276,500,500
35.75,friend,0.769576470287362,0.7209641564009934,0.8169224202494028,500,500
35.75,friend - computer,0.30029620213982045,0.23937968896796583,0.37056139769417135,500,500
35.75,friend - stranger,0.25745082225835214,0.20964398877220686,0.31395435525786974,500,500
35.75,stranger,0.5121256480290098,0.45476822956441215,0.5729928373111441,500,500
36.733333333333334,computer,0.469234909630669,0.3991687833338013,0.5377613813759079,500,500
36.733333333333334,friend,0.7700533555076552,0.7224260079493616,0.816456037570684,500,500
36.733333333333334,friend - computer,0.3008184458769862,0.24089162685025695,0.37053842504819584,500,500
36.733333333333334,friend - stranger,0.25760516277505974,0.21247677588191033,0.31309585585802935,500,500
36.733333333333334,stranger,0.5124481927325955,0.45634831765437384,0.5709461340026994,500,500
37.71666666666667,computer,0.46919035322716773,0.4020947430293004,0.5353594044688955,500,500
37.71666666666667,friend,0.7705228000022032,0.7240945849380445,0.8157247875929603,500,500
37.71666666666667,friend - computer,0.3013324467750355,0.24193098976381885,0.3698828599664429,500,500
37.71666666666667,friend - stranger,0.25775233780582946,0.21395370080292322,0.3122495321994863,500,500
37.71666666666667,stranger,0.5127704621963737,0.45789641214709287,0.5693593036364195,500,500
38.7,computer,0.4691466014185744,0.40324373478828257,0.5318904536285652,500,500
38.7,friend,0.7709847811690703,0.7252726784720968,0.8155324001326034,500,500
38.7,friend - computer,0.3018381797504959,0.24458101519616277,0.3678956484008833,500,500
38.7,friend - stranger,0.25789234640994146,0.214169826632264,0.31143759222198,500,500
38.7,stranger,0.5130924347591289,0.4591402372918004,0.5682460395281035,500,500
39.68333333333334,computer,0.46910365639740215,0.40390962972911576,0.5293604376298953,500,500
39.68333333333334,friend,0.7714392797558177,0.7258560950487305,0.8154749597852791,500,500
39.68333333333334,friend - computer,0.30233562335841563,0.24711600511822165,0.36589513119750783,500,500
39.68333333333334,friend - stranger,0.2580251908670121,0.21447501109720915,0.3107039960880904,500,500
39.68333333333334,stranger,0.5134140888888056,0.4599823816455863,0.567450354524235,500,500
40.0,computer,0.46908999871021695,0.40418118447413787,0.5285453888334631,500,500
40.0,friend,0.7715840481705738,0.7260317286122392,0.8156019484744229,500,500
40.0,friend - computer,0.3024940494603569,0.24760561718726826,0.36563329867790356,500,500
40.0,friend - stranger,0.25806644706079385,0.21430687644672286,0.31053109793102857,500,500
40.0,stranger,0.51351760110978,0.46060401162051334,0.5666525144945141,500,500
40.666666666666664,computer,0.4690615200923155,0.40473351525132845,0.5278434997477319,500,500
40.666666666666664,friend,0.7718862797967558,0.7270249743486369,0.8158663556970589,500,500
40.666666666666664,friend - computer,0.3028247597044403,0.2485882032503963,0.3654617793199068,500,500
40.666666666666664,friend - stranger,0.2581508765929537,0.2147718788826505,0.3096772097125424,500,500
40.666666666666664,stranger,0.5137354032038021,0.4623787322425811,0.5659646517967816,500,500
41.65,computer,0.4690201941939195,0.4060114550275339,0.5266876531848274,500,500
41.65,friend,0.7723257685429904,0.7281757181979306,0.8169860731512549,500,500
41.65,friend - computer,0.3033055743490709,0.25044508294352963,0.36703914597228365,500,500
41.65,friend - stranger,0.2582694120489789,0.21489858667652945,0.30810509840939015,500,500
41.65,stranger,0.5140563564940115,0.461582696293814,0.5659527364081056,500,500
42.63333333333333,computer,0.4689796801810187,0.40710875128083707,0.5286575618226798,500,500
42.63333333333333,friend,0.7727577363861012,0.7280456720727599,0.816890037832288,500,500
42.63333333333333,friend - computer,0.3037780562050826,0.25199730318918406,0.36842680066410183,500,500
42.63333333333333,friend - stranger,0.25838080864455903,0.2156587588423935,0.3083643075308043,500,500
42.63333333333333,stranger,0.5143769277415422,0.46138017371766266,0.5656963334354066,500,500
43.61666666666667,computer,0.4689399793471981,0.4073646829057227,0.5293404397678079,500,500
43.61666666666667,friend,0.7731821767763003,0.727055065058623,0.8160678690813417,500,500
43.61666666666667,friend - computer,0.3042421974291022,0.25326946465920236,0.3702033308320196,500,500
43.61666666666667,friend - stranger,0.25848508063525755,0.21546954181896996,0.3085221861533838,500,500
43.61666666666667,stranger,0.5146970961410428,0.46200667415776026,0.5656217728798937,500,500
44.599999999999994,computer,0.46890109282757164,0.40838213911836824,0.5272150158053043,500,500
44.599999999999994,friend,0.7735990861359184,0.7284772846769534,0.8157986487751495,500,500
44.599999999999994,friend - computer,0.30469799330834685,0.25376844297786194,0.37165098056748186,500,500
44.599999999999994,friend - stranger,0.2585822450163573,0.2149854798061139,0.30858175982666697,500,500
44.599999999999994,stranger,0.5150168411195611,0.4607034229656492,0.5661438073282626,500,500
