parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-2.10712,0.0107581,0.385217,0.367198,-2.77403,-2.09352,-1.50412,1283.19,2333.69,0.311448,1.00369,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
mu[2],-1.3617,0.00255457,0.148025,0.146735,-1.61089,-1.35862,-1.12447,3386.66,4834.81,0.82199,1.00036,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
mu[3],2.38144,0.00484882,0.286114,0.279831,1.93173,2.36673,2.87452,3526.11,4706.55,0.855837,1.00025,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
mu[4],0.779197,0.00261544,0.16681,0.161176,0.510754,0.775618,1.06223,4125.24,5055.13,1.00125,1.00119,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
tau[1],1.5929,0.00515858,0.319515,0.306714,1.10328,1.57281,2.15547,3734.81,4527.22,0.906491,1.00034,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
tau[2],1.2638,0.00245149,0.116676,0.114739,1.08374,1.25688,1.46355,2307.53,4620.72,0.560069,1.00068,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
tau[3],1.99907,0.00481667,0.258269,0.261271,1.59898,1.98792,2.44532,2861.47,4725.21,0.69452,1.0004,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
tau[4],1.41609,0.00305194,0.183975,0.179084,1.1335,1.4031,1.74343,3721.69,5644.1,0.903306,1.00126,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
"beta[1,1]",0.258705,0.00358856,0.247045,0.244767,-0.146774,0.260594,0.662384,4724.13,5551.77,1.14661,1.00013,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
"beta[2,1]",-0.20617,0.00206756,0.128602,0.127039,-0.415486,-0.207398,0.008074,3909.31,4840.92,0.948845,1.00111,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
"beta[3,1]",0.18236,0.00364582,0.210992,0.205601,-0.158069,0.180407,0.534182,3370.63,4883.74,0.818098,1.00259,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
"beta[4,1]",-0.00197646,0.00256422,0.145519,0.142848,-0.241318,-0.00320867,0.23081,3267.65,4681.29,0.793105,1.00221,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
"natural[1,1]",0.178055,0.00362598,0.195582,0.113494,0.00810425,0.102894,0.633606,3271.12,4327.45,0.793947,1.00079,HPreference_full_age_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.6086693135294635,True
