condition,replicate,method,participant_id,parameter,true,recovered
zero,3,hierarchical,sub-10317,alpha,0.21699636899926789,0.26429609117407127
zero,3,hierarchical,sub-10369,alpha,0.349753735128801,0.34894753843434373
zero,3,hierarchical,sub-10402,alpha,0.47338118059145273,0.36923105077002505
zero,3,hierarchical,sub-10418,alpha,0.14369662965663343,0.25621085947813
zero,3,hierarchical,sub-10462,alpha,0.20732972720270632,0.2751355043368375
zero,3,hierarchical,sub-10478,alpha,0.23275029037905717,0.356857491581175
zero,3,hierarchical,sub-10486,alpha,0.18092225612007148,0.29210594350875246
zero,3,hierarchical,sub-10529,alpha,0.6412453058409929,0.461063963646475
zero,3,hierarchical,sub-10541,alpha,0.16505836669589224,0.27518700657830375
zero,3,hierarchical,sub-10555,alpha,0.5229734935501216,0.3082260071261775
zero,3,hierarchical,sub-10559,alpha,0.3834630329462198,0.31656998007478
zero,3,hierarchical,sub-10572,alpha,0.46354938528501716,0.37366446113106244
zero,3,hierarchical,sub-10581,alpha,0.39145564347797057,0.4254191291984875
zero,3,hierarchical,sub-10584,alpha,0.23514371723681093,0.2816948193911337
zero,3,hierarchical,sub-10585,alpha,0.16860186397834334,0.26409712618700254
zero,3,hierarchical,sub-10589,alpha,0.41749357494482586,0.37789115982832755
zero,3,hierarchical,sub-10590,alpha,0.10444923212562701,0.28387388528801627
zero,3,hierarchical,sub-10596,alpha,0.22648098311921708,0.2593117000846837
zero,3,hierarchical,sub-10603,alpha,0.2076153116192442,0.23197672152471752
zero,3,hierarchical,sub-10606,alpha,0.13597250333946903,0.25052233954787123
zero,3,hierarchical,sub-10608,alpha,0.3461437900878429,0.3246109011276288
zero,3,hierarchical,sub-10617,alpha,0.2345834483766455,0.3232712666762925
zero,3,hierarchical,sub-10636,alpha,0.10708017402545428,0.21593060810195625
zero,3,hierarchical,sub-10638,alpha,0.2711435477477136,0.3125057605163113
zero,3,hierarchical,sub-10640,alpha,0.10093409741662979,0.28325522521841123
zero,3,hierarchical,sub-10641,alpha,0.3258019184332331,0.2821324814613625
zero,3,hierarchical,sub-10642,alpha,0.3181926574504733,0.2925849801176375
zero,3,hierarchical,sub-10644,alpha,0.44162846004711376,0.33107158510748624
zero,3,hierarchical,sub-10647,alpha,0.15879117655189742,0.2571053904604775
zero,3,hierarchical,sub-10649,alpha,0.34553488719694997,0.371645211550075
zero,3,hierarchical,sub-10652,alpha,0.27197248477668207,0.32744939673527373
zero,3,hierarchical,sub-10656,alpha,0.370556624358995,0.3473447365548125
zero,3,hierarchical,sub-10661,alpha,0.30489931404928705,0.2951023858518313
zero,3,hierarchical,sub-10663,alpha,0.28437446897563023,0.2772816181913037
zero,3,hierarchical,sub-10668,alpha,0.3501371324042078,0.37984256710234
zero,3,hierarchical,sub-10673,alpha,0.3319959531940259,0.2923117349989063
zero,3,hierarchical,sub-10674,alpha,0.11115921321420907,0.24162856695019128
zero,3,hierarchical,sub-10677,alpha,0.23342059498976242,0.24015186301285626
zero,3,hierarchical,sub-10685,alpha,0.23621776925430393,0.24721919991533378
zero,3,hierarchical,sub-10690,alpha,0.27174659387465633,0.2709585445307713
zero,3,hierarchical,sub-10691,alpha,0.28204150050583643,0.31642571003174996
zero,3,hierarchical,sub-10700,alpha,0.2639909668338288,0.32404974213731746
zero,3,hierarchical,sub-10701,alpha,0.24864888203493055,0.26365439084729875
zero,3,hierarchical,sub-10713,alpha,0.24588668925344842,0.3164218198977075
zero,3,hierarchical,sub-10716,alpha,0.1469792675102133,0.27289864593720375
zero,3,hierarchical,sub-10718,alpha,0.10942887757447495,0.27613707313197117
zero,3,hierarchical,sub-10720,alpha,0.16826698061220044,0.23797876581005875
zero,3,hierarchical,sub-10723,alpha,0.4318615462361298,0.3919498079876375
zero,3,hierarchical,sub-10741,alpha,0.2808228270387117,0.2873296848766438
zero,3,hierarchical,sub-10748,alpha,0.3697097803063784,0.23105156976189126
zero,3,hierarchical,sub-10767,alpha,0.28000467528868445,0.25474832644684375
zero,3,hierarchical,sub-10770,alpha,0.3529304767801313,0.29581791791675255
zero,3,hierarchical,sub-10781,alpha,0.40696663361093977,0.30479565336559494
zero,3,hierarchical,sub-10783,alpha,0.12519632309137985,0.255346585238475
zero,3,hierarchical,sub-10785,alpha,0.21382750720302643,0.3015521132134637
zero,3,hierarchical,sub-10794,alpha,0.15553093521532538,0.24999382175546123
zero,3,hierarchical,sub-10800,alpha,0.4887424715799984,0.4298923330442875
zero,3,hierarchical,sub-10801,alpha,0.23843337311510457,0.31784675488553377
zero,3,hierarchical,sub-10802,alpha,0.21947732205567186,0.2718501992118988
zero,3,hierarchical,sub-10803,alpha,0.256785081115157,0.321896533860275
zero,3,hierarchical,sub-10804,alpha,0.3259689967333853,0.3250847987411213
zero,3,hierarchical,sub-10806,alpha,0.22131439088431065,0.30196555697139754
zero,3,hierarchical,sub-10807,alpha,0.2659063750707461,0.2673894783908637
zero,3,hierarchical,sub-10809,alpha,0.30202570588739774,0.33941299028266253
zero,3,hierarchical,sub-10810,alpha,0.35016022507599115,0.32988417603806625
zero,3,hierarchical,sub-10812,alpha,0.24719657017888566,0.30443427661107125
zero,3,hierarchical,sub-10817,alpha,0.1990365596359329,0.26981410629569996
zero,3,hierarchical,sub-10827,alpha,0.27887763088038614,0.250862797587025
zero,3,hierarchical,sub-10831,alpha,0.4474668957897021,0.3846456847156
zero,3,hierarchical,sub-10834,alpha,0.2318301768164127,0.2997778732508938
zero,3,hierarchical,sub-10836,alpha,0.1903756182767105,0.27617648137157874
zero,3,hierarchical,sub-10838,alpha,0.22008492199365876,0.2674132125928099
zero,3,hierarchical,sub-10843,alpha,0.2562581323826233,0.2523472851473075
zero,3,hierarchical,sub-10850,alpha,0.2743896085210932,0.277101047158235
zero,3,hierarchical,sub-10854,alpha,0.2728022583755938,0.24597103836095874
zero,3,hierarchical,sub-10857,alpha,0.13419561892823698,0.252569327037175
zero,3,hierarchical,sub-10858,alpha,0.08802302092218181,0.34924623696697127
zero,3,hierarchical,sub-10860,alpha,0.2691996979263075,0.2912553369998713
zero,3,hierarchical,sub-10862,alpha,0.15494466379696756,0.26438900127607745
zero,3,hierarchical,sub-10863,alpha,0.11506058803260209,0.264248451605295
zero,3,hierarchical,sub-10866,alpha,0.2626366656351342,0.3263533397788037
zero,3,hierarchical,sub-10875,alpha,0.1047129939377115,0.2634801453618512
zero,3,hierarchical,sub-10881,alpha,0.2514800955573145,0.2689981840660825
zero,3,hierarchical,sub-10886,alpha,0.1929253462844448,0.29816854897918743
zero,3,hierarchical,sub-10887,alpha,0.4096439514815048,0.22688442495849626
zero,3,hierarchical,sub-10896,alpha,0.18041080511499535,0.29370266903766995
zero,3,hierarchical,sub-10897,alpha,0.297225999618534,0.26446848989177374
zero,3,hierarchical,sub-10898,alpha,0.25964671871289463,0.2857745726034112
zero,3,hierarchical,sub-10908,alpha,0.12609468998190443,0.21190521135795
zero,3,hierarchical,sub-10918,alpha,0.3928823496629788,0.3243839198623788
zero,3,hierarchical,sub-10924,alpha,0.23057055702349036,0.2603105239412788
zero,3,hierarchical,sub-10926,alpha,0.25806025898807217,0.305341945017285
zero,3,hierarchical,sub-10928,alpha,0.13909419891150315,0.30587954254313626
zero,3,hierarchical,sub-10929,alpha,0.12185477609979958,0.29007308767882
zero,3,hierarchical,sub-10930,alpha,0.10660287084945871,0.3113004362606063
zero,3,hierarchical,sub-10938,alpha,0.2546477965064098,0.29874686840583375
zero,3,hierarchical,sub-10940,alpha,0.14347429275239168,0.26745168695138
zero,3,hierarchical,sub-10950,alpha,0.3293726442548178,0.35926846329748746
zero,3,hierarchical,sub-10951,alpha,0.2698666356947753,0.33069412445193624
zero,3,hierarchical,sub-10952,alpha,0.14116301032615272,0.2843195941985563
zero,3,hierarchical,sub-10953,alpha,0.2639603244164156,0.3385214195631625
zero,3,hierarchical,sub-10954,alpha,0.36959377431497237,0.2626650874766812
zero,3,hierarchical,sub-10956,alpha,0.40038067843804376,0.34294192545845
zero,3,hierarchical,sub-10958,alpha,0.167425681452636,0.24635526852901624
zero,3,hierarchical,sub-10969,alpha,0.20911960631887735,0.20778960309848127
zero,3,hierarchical,sub-10974,alpha,0.2785836966575059,0.32395748122879625
zero,3,hierarchical,sub-10977,alpha,0.5115367132477469,0.245292384036665
zero,3,hierarchical,sub-10983,alpha,0.548010769736576,0.42432578128579995
zero,3,hierarchical,sub-10984,alpha,0.2546496051868383,0.27088727082325376
zero,3,hierarchical,sub-11005,alpha,0.4913344137100382,0.26584087074538504
zero,3,hierarchical,sub-11031,alpha,0.26020520000049735,0.296042169995905
zero,3,MLE_theta10,sub-10317,alpha,0.21699636899926789,0.0
