run,model,parameter,quantity,term,probability_positive,mean,median,ci_low,ci_high
H2_full_age,H2,alpha,latent_slope,age_z,0.58465625,0.05865749864739398,0.060051423085,-0.5224868475675,0.6338497627699999
H2_full_age,H2,kappa,latent_slope,age_z,0.17771875,-0.24860502036198498,-0.2482124268,-0.784685547905,0.2878324901724998
H2_full_age,H2,alpha,latent_age_variance_fraction,age,,0.048431268063132665,0.022581879249326694,5.0265101932120826e-05,0.23787905641862866
H2_full_age,H2,kappa,latent_age_variance_fraction,age,,0.022404037106273728,0.0121523495836794,3.007086701785521e-05,0.0978413724177191
H2_full_age,H2,alpha,natural_change_25_to_75,age,0.58465625,0.03904052629851175,0.023302044003114322,-0.213913103264348,0.3613687537450233
H2_full_age,H2,kappa,natural_change_25_to_75,age,0.17771875,-0.012691131356286526,-0.012369128327238443,-0.045408720880204166,0.01935456968717969
