model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,kappa,alpha,theta,theta_stranger,alpha_negative,phi,base_model,theta_upper,theta_at_upper,theta_near_upper,theta_stranger_at_upper,theta_stranger_near_upper,kappa_theta
M6_theta20,42,3,-21.890938710399862,49.781877420799724,50.41345636816814,54.99488627564983,0.14499919427226166,0.2480488400500448,True,101,101,95,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10608,3.3355934420468354,0.0,0.5136512920462952,,,,M6,20,False,False,False,False,1.713331881248506
M7_theta20,42,4,-4.298358490664116,16.596716981328232,17.677798062409313,23.547395454461707,0.7149523656666681,0.8523518933703789,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10608,4.3323714238280076,0.22502456666604317,20.0,0.056817817936655225,,,M7,20,True,True,False,False,86.64742847656015
M4_theta20,42,3,-27.045559730438864,60.09111946087773,60.722698408246146,65.30412831572784,-0.03206142913898307,0.07098821663880006,True,101,101,84,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10617,1.2163173901261668,0.04690206349935422,1.0358832200889159,,,,M4,20,False,False,False,False,1.2599627747340398
M5_theta20,42,3,-27.084364976699636,60.16872995339927,60.80030890076769,65.38173880824938,-0.03339438476614713,0.069655261011636,True,101,101,94,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10617,0.03165734661605435,0.44628235091973006,20.0,,,,M5,20,True,True,False,False,0.633146932321087
M6_theta20,42,3,-26.83564296928927,59.67128593857854,60.30286488594696,64.88429479342865,-0.024850813179221387,0.07819883259856175,True,101,101,89,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10617,0.281444370442632,0.04238363140942649,1.7276460421238835,,,,M6,20,False,False,False,False,0.48623625267326126
M7_theta20,42,4,-26.511240099826846,61.02248019965369,62.10356128073477,67.97315867278716,-0.04805749484268266,0.08934203286102815,True,101,101,25,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10617,0.30294755480137414,0.08748988862134593,2.308342090431701,1.2469074044485204,,,M7,20,False,False,False,False,0.6993065919413762
M4_theta20,82,3,-27.204219561606397,60.408439123212794,60.7161314309051,67.62859686500556,0.46859173444571983,0.5213732603319015,True,101,100,94,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10636,0.09005331432720817,0.0,20.0,,,,M4,20,True,True,False,False,1.8010662865441636
M5_theta20,82,3,-43.38298037068539,92.76596074137078,93.07365304906308,99.98611848316354,0.18394517362880553,0.23672669951498715,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10636,0.07731466847764536,0.07334028613795394,20.0,,,,M5,20,True,True,False,False,1.546293369552907
M6_theta20,82,3,-33.11934993119533,72.23869986239066,72.54639217008297,79.45885760418342,0.36452186553818744,0.417303391424369,True,101,101,67,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10636,0.06618048929716869,0.0,20.0,,,,M6,20,True,True,False,False,1.3236097859433738
M7_theta20,82,4,-32.594447957227395,73.18889591445479,73.70837643393531,82.8157729035118,0.3561630659516924,0.4265384337999345,True,101,101,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10636,0.08985536420823821,0.0,20.0,12.162138810905624,,,M7,20,True,True,False,False,1.7971072841647642
M4_theta20,83,3,-9.962793454807402,25.925586909614804,26.229384377969236,33.1821087330046,0.77468243574315,0.8268280396307028,True,101,101,85,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10638,0.1515470148998697,0.0,20.0,,,,M4,20,True,True,False,False,3.0309402979973936
M5_theta20,83,3,-41.93681502551636,89.87363005103272,90.17742751938715,97.13015187442251,0.21891421457039625,0.27105981845794913,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10638,0.1007149287405331,0.17338994656358764,20.0,,,,M5,20,True,True,False,False,2.014298574810662
M6_theta20,83,3,-26.666632462266893,59.333264924533786,59.63706239288822,66.58978674792358,0.4843385116483375,0.5364841155358904,True,101,101,90,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10638,0.09933553758107487,0.0,20.0,,,,M6,20,True,True,False,False,1.9867107516214975
M7_theta20,83,4,-26.465290049444665,60.93058009888933,61.44340061170984,70.60594253007572,0.47045635092075055,0.5399838227708211,True,101,101,101,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10638,0.1219183112119079,0.0,20.0,14.179624445795396,,,M7,20,True,True,False,False,2.438366224238158
M4_theta20,83,3,-41.67835764907863,89.35671529815725,89.66051276651169,96.61323712154704,0.2234066865615756,0.27555229044912855,True,101,101,101,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10640,5.48699042492383,0.04822223168885635,0.8293453910027931,,,,M4,20,False,False,False,False,4.5506102193870355
M5_theta20,83,3,-41.6499025170804,89.2998050341608,89.60360250251523,96.55632685755059,0.22390128990882485,0.2760468937963777,True,101,101,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10640,1.196926117145283,0.2011205876854971,0.5665024261253311,,,,M5,20,False,False,False,False,0.678061549255575
M6_theta20,83,3,-45.70421214996625,97.4084242999325,97.71222176828694,104.6649461233223,0.1534298151908396,0.2055754190783925,True,101,101,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10640,1.0260329323979545,0.23366891447116578,0.27883835261930745,,,,M6,20,False,False,False,False,0.28609733260300285
M7_theta20,83,4,-41.649902517080406,91.29980503416081,91.81262554698132,100.9751674653472,0.2065194219463071,0.2760468937963776,True,101,101,94,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10640,1.1969261106543605,0.2011205906794526,0.5665024217871195,0.0,,,M7,20,False,False,False,False,0.678061540385933
M4_theta20,42,3,-18.22815857990839,42.45631715981678,43.087896107185195,47.66932601466688,0.27081525927527783,0.3738649050530609,True,101,101,30,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10641,8.297242707731336,0.0021910770007516193,0.649104640413683,,,,M4,20,False,False,False,False,5.385778744227002
M5_theta20,42,3,-17.000493555054177,40.000987110108355,40.63256605747677,45.21399596495846,0.31298540792361107,0.41603505370139415,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10641,0.4944574797082612,0.5369628740936692,20.0,,,,M5,20,True,True,False,False,9.889149594165223
M6_theta20,42,3,-28.766147730249298,63.532295460498595,64.16387440786701,68.7453043153487,-0.09116342377563957,0.01188622200214351,True,101,101,62,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10641,0.07018033342523805,0.12839224038975403,2.235582916619361,,,,M6,20,False,False,False,False,0.15689395448811289
M7_theta20,42,4,-17.000493555054177,42.000987110108355,43.082068191189435,48.95166558324183,0.2786355259976834,0.41603505370139415,True,101,101,100,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10641,0.4944574754273394,0.5369628893670041,20.0,0.0,,,M7,20,True,True,False,False,9.889149508546788
M4_theta20,84,3,-23.44241074201879,52.88482148403758,53.18482148403758,60.17727188056752,0.5458531565873862,0.5973779794762777,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10642,8.929466796371091,0.0,0.626093533835871,,,,M4,20,False,False,False,False,5.59068142181005
M5_theta20,84,3,-15.698405099240299,37.396810198480594,37.69681019848059,44.68926059501054,0.6788559963189656,0.7303808192078571,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10642,2.384583280837058,0.0,14.976853043201862,,,,M5,20,False,False,False,False,35.71355336637277
M6_theta20,84,3,-43.66791293047317,93.33582586094634,93.63582586094634,100.62827625747629,0.198481350554386,0.2500061734432776,True,101,101,97,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10642,3.335593495280759,0.0,0.5205225318071016,,,,M6,20,False,False,False,False,1.7362515712428401
M7_theta20,84,4,-15.02570296717101,38.05140593434202,38.557735048266075,47.774673129715275,0.6732346747599517,0.7419344386118072,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10642,3.335593447324724,0.0,16.322931160770594,0.21590971272418633,,,M7,20,False,False,False,False,54.446662220998945
M4_theta20,82,3,-21.809758616392035,49.61951723278407,49.927209540476376,56.83967497457683,0.563501027786329,0.6162825536725106,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10644,19.877809711451594,0.0073654520063033,0.9138052134990547,,,,M4,20,False,False,False,False,18.164446147266606
M5_theta20,82,3,-21.625154199421576,49.25030839884315,49.55800070653546,56.470466140635914,0.5667489287240056,0.6195304546101872,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10644,1.6913174437194345,0.1267488058883072,20.0,,,,M5,20,True,True,False,False,33.82634887438869
M6_theta20,82,3,-47.572517100729314,101.14503420145863,101.45272650915093,108.36519194325139,0.11023512650616483,0.16301665239234642,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10644,1.6818269430314348,0.022203787197263566,0.5703426381671757,,,,M6,20,False,False,False,False,0.9592176156291847
M7_theta20,82,4,-21.62515419942155,51.2503083988431,51.76978891832362,60.87718538790011,0.5491550867619455,0.6195304546101876,True,101,101,101,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10644,1.6913174422796156,0.1267488064247114,20.0,0.0,,,M7,20,True,True,False,False,33.826348845592314
M4_theta20,83,3,-22.4858622486122,50.9717244972244,51.27552196557883,58.2282463206142,0.55700810748371,0.6091537113712628,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10647,4.695869433192269,0.0012042962531137054,0.549730020433042,,,,M4,20,False,False,False,False,2.581460399459683
M5_theta20,83,3,-22.600221485701326,51.20044297140265,51.50424043975708,58.45696479479245,0.5550203303243326,0.6071659342118855,True,101,100,99,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10647,3.7623443612363343,0.0016242238291209775,0.3577455425481692,,,,M5,20,False,False,False,False,1.3459619247635375
M6_theta20,83,3,-24.860343420451738,55.720686840903475,56.02448430925791,62.97720866429327,0.515735189275311,0.567880793162864,True,101,100,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10647,4.445482357777822,0.0,0.30775439269583166,,,,M6,20,False,False,False,False,1.3681167232579474
M7_theta20,83,4,-22.46523861768536,52.93047723537072,53.44329774819123,62.60583966655711,0.5399847167508705,0.6095121886009409,True,101,101,96,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10647,4.428911891247047,0.001369005497863315,0.37917439863375935,0.1252601093728448,,,M7,20,False,False,False,False,1.679330002965505
M4_theta20,77,3,-12.87939689465735,31.7587937893147,32.08756091260237,38.79021005487576,0.7024788681528603,0.7586877658498328,True,101,101,89,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10649,0.09593934761872645,0.003377550186995747,20.0,,,,M4,20,True,True,False,False,1.9187869523745291
M5_theta20,77,3,-43.848194571128275,93.69638914225655,94.02515626554423,100.7278054078176,0.12223820802119457,0.17844710571816713,True,101,101,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10649,0.05299253236223091,0.0,20.0,,,,M5,20,True,True,False,False,1.059850647244618
M6_theta20,77,3,-25.85395692212003,57.70791384424006,58.03668096752773,64.73933010980112,0.45938362907056696,0.5155925267675395,True,101,101,97,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10649,0.08519469918949846,0.0,20.0,,,,M6,20,True,True,False,False,1.7038939837899691
M7_theta20,77,4,-25.1182956413912,58.2365912827824,58.792146838337956,67.61181297019714,0.45443089972761297,0.5293760966569098,True,101,101,101,alpha;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10649,0.12890945107791937,0.0,10.413958974465634,20.0,,,M7,20,False,False,True,True,1.3424577349463371
M4_theta20,84,3,-51.78421583161145,109.5684316632229,109.86843166322289,116.86088205975284,0.05908432738980388,0.11060915027869545,True,101,101,22,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10652,1.192895015291867,0.018079945180502835,1.0662801323109339,,,,M4,20,False,False,False,False,1.2719602547384654
M5_theta20,84,3,-51.502569574589074,109.00513914917815,109.30513914917815,116.29758954570809,0.06392158522660289,0.11544640811549445,True,101,101,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10652,0.06106905601675587,0.4277995422561778,13.082785606319122,,,,M5,20,False,False,False,False,0.7989533670475099
M6_theta20,84,3,-54.88602040861342,115.77204081722684,116.07204081722683,123.06449121375678,0.005811016901143972,0.05733583979003554,True,101,101,37,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10652,0.014858408599361045,0.0,20.0,,,,M6,20,True,True,False,False,0.2971681719872209
M7_theta20,84,4,-51.36262376140906,110.72524752281812,111.23157663674218,120.44851471819138,0.04915020534301973,0.11784996919487511,True,101,101,99,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10652,0.052928522472413836,0.43074725833550936,14.985787213295556,1.1972180211508094,,,M7,20,False,False,False,False,0.7931755752857257
M4_theta20,84,3,-33.848053179614226,73.69610635922845,73.99610635922845,80.9885567557584,0.3671368620399733,0.4186616849288648,True,101,101,98,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10656,5.944608608261175,0.0,0.6608611246323388,,,,M4,20,False,False,False,False,3.9285607303545627
M5_theta20,84,3,-39.364808512630866,84.72961702526173,85.02961702526173,92.02206742179168,0.2723869148882965,0.32391173777718807,True,101,100,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10656,1.5682165485063078,0.036990599601246836,0.25892234607019204,,,,M5,20,False,False,False,False,0.40604630788535234
M6_theta20,84,3,-33.18337739168928,72.36675478337855,72.66675478337855,79.6592051799085,0.3785526294570958,0.4300774523459874,True,101,101,88,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10656,20.0,0.0015122391344482913,0.48080957810181263,,,,M6,20,False,False,False,False,9.616191562036253
M7_theta20,84,4,-33.116323339951286,74.23264667990257,74.73897579382663,83.95591387527583,0.36252933787405944,0.4312291017259149,True,101,100,77,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10656,20.0,0.000579620879734669,0.48416840659175847,0.4770616091546769,,,M7,20,False,False,False,False,9.68336813183517
M4_theta20,84,3,-22.380986546298466,50.76197309259693,51.06197309259693,58.054423489126876,0.5640830544855441,0.6156078773744357,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10661,0.2915741741257816,0.2271485488459671,7.540867583040827,,,,M4,20,False,False,False,False,2.198722237717008
M5_theta20,84,3,-42.72499025770314,91.44998051540628,91.74998051540628,98.74243091193622,0.21467599179185137,0.26620081468074286,True,101,101,99,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10661,0.09912211978575568,0.0,20.0,,,,M5,20,True,True,False,False,1.9824423957151136
M6_theta20,84,3,-37.72040702008036,81.44081404016072,81.74081404016071,88.73326443669066,0.30062941344226113,0.3521542363311527,True,101,101,101,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10661,0.05944450372211734,0.32523696219295806,20.0,,,,M6,20,True,True,False,False,1.1888900744423467
M7_theta20,84,4,-35.28957701782831,78.57915403565661,79.08548314958067,88.30242123102987,0.32520383425897753,0.393903598110833,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10661,0.12329322303135329,0.29016218784939307,20.0,6.911309548368644,,,M7,20,True,True,False,False,2.4658644606270657
M4_theta20,76,3,-42.44555369895826,90.89110739791651,91.22444073124984,97.8833074187755,0.13731480326394518,0.1942632917200885,True,101,101,1,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10663,3.632360429515872,0.02532964133358877,0.4741153842559948,,,,M4,20,False,False,False,False,1.722157960796188
M5_theta20,76,3,-41.41507072274844,88.83014144549688,89.1634747788302,95.82234146635587,0.1568762858889242,0.21382477434506753,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10663,1.0625141955435828,0.16519037496068673,0.3549454066292452,,,,M5,20,False,False,False,False,0.3771345331865623
M6_theta20,76,3,-42.63118991749674,91.26237983499348,91.59571316832681,98.25457985585247,0.13379090258111823,0.19073939103726145,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10663,0.9650502217114801,0.19714444907353598,0.14641321709041769,,,,M6,20,False,False,False,False,0.14129610761459865
M7_theta20,76,4,-41.41180750572795,90.8236150114559,91.38699529314604,100.14654837260122,0.13795540149581684,0.21388671943734128,True,101,101,95,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10663,1.0754975855092548,0.16112291617926647,0.3587392080740747,0.014148726081365644,,,M7,20,False,False,False,False,0.3858231521111695
M4_theta20,37,3,-25.41950893422628,56.83901786845256,57.566290595725285,61.671771606385235,-0.10812661091642826,0.008848662669163398,True,101,101,73,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,0.138367987891259,0.18668004454240095,1.1179866426899576,,,,M4,20,False,False,False,False,0.15469356223831338
M5_theta20,37,3,-21.11863192537911,48.23726385075822,48.964536578030945,53.07001758869089,0.05957214400619798,0.1765474175917896,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,0.5398891677571981,0.10843032712992492,1.8310973289310437,,,,M5,20,False,False,False,False,0.9885896129990096
M6_theta20,37,3,-23.3355133253774,52.6710266507548,53.398299378027524,57.503780388687474,-0.026867958751005127,0.09010731483458656,True,101,101,93,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,0.636116340361712,0.055886509266913686,0.8473804727395848,,,,M6,20,False,False,False,False,0.5390325652130822
M7_theta20,37,4,-20.9244798947251,49.8489597894502,51.0989597894502,56.292631440027094,0.028150715111984425,0.1841177465594399,True,101,101,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10668,0.6872335871497498,0.08901987851521262,1.5445223524452583,0.2672625386258166,,,M7,20,False,False,False,False,1.061447636703925
M4_theta20,84,3,-57.94487601931266,121.88975203862532,122.18975203862531,129.18220243515526,-0.04672464762684621,0.0048001752620453475,True,101,101,38,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10673,0.5957966761236562,0.0,0.9614245181454408,,,,M4,20,False,False,False,False,0.5728135322548414
M5_theta20,84,3,-57.65569330648309,121.31138661296617,121.61138661296617,128.60383700949612,-0.04175795160648858,0.009766871282402945,True,101,100,50,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10673,0.02272979548083862,0.0,7.656102464937606,,,,M5,20,False,False,False,False,0.1740216432083762
M6_theta20,84,3,-58.13572286377222,122.27144572754445,122.57144572754444,129.56389612407438,-0.05000243091340716,0.0015223919754844273,True,101,101,61,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10673,0.0023043331636458005,0.0,20.0,,,,M6,20,True,True,False,False,0.04608666327291601
M7_theta20,84,4,-57.655693306483066,123.31138661296613,123.81771572689019,133.03465380833939,-0.05893289256945207,0.009766871282403278,True,101,101,78,alpha;theta_stranger,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10673,0.02272979947633643,0.0,7.656100531718422,0.0,,,M7,20,False,False,False,False,0.17402162985663244
M4_theta20,84,3,-0.0,6.0,6.3,13.29245039652994,0.9484751771111084,1.0,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,13.24577180766737,0.0,11.022183441694267,,,,M4,20,False,False,False,False,145.99732669093203
M5_theta20,84,3,-43.34131789617635,92.6826357923527,92.9826357923527,99.97508618888264,0.20409060098723109,0.25561542387612257,True,101,101,101,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,0.09085039066188653,0.0,20.0,,,,M5,20,True,True,False,False,1.8170078132377308
M6_theta20,84,3,-22.816466586388493,51.63293317277699,51.932933172776984,58.92538356930693,0.5566037105064487,0.6081285333953403,True,101,101,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,0.1504987383984809,0.0,20.0,,,,M6,20,True,True,False,False,3.0099747679696183
M7_theta20,84,4,-22.816466586388508,53.632933172777015,54.13926228670107,63.35620036815027,0.5394287695434846,0.6081285333953401,True,101,101,100,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10674,0.15049873837358524,0.0,20.0,20.0,,,M7,20,True,True,True,True,3.0099747674717046
M4_theta20,82,3,-53.26898941740984,112.53797883481968,112.84567114251199,119.75813657661244,0.010012292825234815,0.06279381871141643,True,101,101,30,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10677,20.0,0.005213145039773873,0.9898430660506058,,,,M4,20,False,False,False,False,19.796861321012116
M5_theta20,82,3,-50.870043991832986,107.74008798366597,108.04778029135828,114.96024572545873,0.05221895951844204,0.10500048540462359,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10677,0.5257356885702476,0.14870034723037018,1.041162856979268,,,,M5,20,False,False,False,False,0.5473764715277616
M6_theta20,82,3,-54.3429968385739,114.6859936771478,114.99368598484011,121.90615141894057,-0.008883624008805872,0.043897901877375745,True,101,101,35,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10677,0.4730547751380882,0.15220515097208773,0.4622931441571682,,,,M6,20,False,False,False,False,0.21868997935714898
M7_theta20,82,4,-50.87004399183297,109.74008798366594,110.25956850314647,119.36696497272295,0.034625117556381764,0.10500048540462392,True,101,101,101,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10677,0.5257357077367504,0.14870034210609034,1.0411627944189528,0.0,,,M7,20,False,False,False,False,0.5473764585930209
M4_theta20,83,3,-39.876965613071256,85.75393122614251,86.05772869449694,93.0104530495323,0.25471824508018653,0.30686384896773944,True,101,100,88,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10685,20.0,0.015222259163656332,0.5058168663633488,,,,M4,20,False,False,False,False,10.116337327266976
M5_theta20,83,3,-26.939534632633777,59.87906926526755,60.182866733621985,67.13559108865735,0.47959496215633585,0.5317405660438888,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10685,1.3194717926141981,0.2152974336511297,1.9202286555714565,,,,M5,20,False,False,False,False,2.5336875463960213
M6_theta20,83,3,-34.437824073953394,74.87564814790679,75.17944561626122,82.13216997129658,0.3492606851425782,0.4014062890301311,True,101,101,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10685,2.7751519503113737,0.09758168216090381,0.6417150972157664,,,,M6,20,False,False,False,False,1.7808569035825867
M7_theta20,83,4,-24.903530745445522,57.807061490891044,58.319882003711555,67.48242392207743,0.4976026449320971,0.5671301167821676,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10685,2.036496390157458,0.15064202791624232,1.3694168186026618,0.3756316280952072,,,M7,20,False,False,False,False,2.7888124077052314
M4_theta20,41,3,-25.778104656192838,57.556209312385676,58.20485796103432,62.696925512498595,-0.012634850577390166,0.09292820119497303,True,101,101,90,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10690,1.4999716486562817,0.07443926718898447,0.7204495029439517,,,,M4,20,False,False,False,False,1.080653828704438
M5_theta20,41,3,-26.658117921341773,59.31623584268355,59.96488449133219,64.45695204279647,-0.043600479200484654,0.06196257257187854,True,101,101,90,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10690,0.344598133854642,0.1700318433018605,1.3566291394743673,,,,M5,20,False,False,False,False,0.4674918697956958
M6_theta20,41,3,-26.174832560749767,58.349665121499534,58.99831377014818,63.49038132161246,-0.026594786686818257,0.07896826508554489,True,101,101,90,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10690,0.6027702307832454,0.12534028025803107,0.7261689925338197,,,,M6,20,False,False,False,False,0.43771305121724735
M7_theta20,41,4,-25.750751029601965,59.50150205920393,60.61261317031504,66.35579032602116,-0.04686002373485315,0.09389071196163112,True,101,101,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10690,0.6691249393853852,0.1237965992687699,0.9328986984819372,0.49503346648619306,,,M7,20,False,False,False,False,0.6242257850744309
M4_theta20,84,3,-21.277348786681408,48.554697573362816,48.85469757336281,55.84714796989276,0.5830379678514648,0.6345627907403564,True,101,101,82,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10691,0.08572546606954964,0.0,20.0,,,,M4,20,True,True,False,False,1.714509321390993
M5_theta20,84,3,-47.23594442308535,100.4718888461707,100.7718888461707,107.76433924270064,0.13720062031477606,0.18872544320366758,True,101,101,101,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10691,0.057201822674549485,0.0,20.0,,,,M5,20,True,True,False,False,1.1440364534909897
M6_theta20,84,3,-33.53297871886323,73.06595743772645,73.36595743772645,80.3584078342564,0.3725482473023094,0.4240730701912009,True,101,101,98,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10691,0.06672349707187689,0.0,20.0,,,,M6,20,True,True,False,False,1.3344699414375376
M7_theta20,84,4,-33.532978718863234,75.06595743772647,75.57228655165052,84.78922463309972,0.3553733063393454,0.4240730701912008,True,101,101,96,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10691,0.06672349855418609,0.0,20.0,20.0,,,M7,20,True,True,True,True,1.3344699710837218
M5_theta20,84,3,-34.74305175379278,75.48610350758555,75.78610350758555,82.7785539041155,0.35176531436651987,0.4032901372554114,True,101,101,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10700,1.5293477677836456,0.11535240207092769,1.0736279179671655,,,,M5,20,False,False,False,False,1.6419504597732875
M6_theta20,84,3,-49.66692823270503,105.33385646541007,105.63385646541006,112.62630686194001,0.09544861690263705,0.14697343979152855,True,101,101,97,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10700,1.5073885650060106,0.033645865392109474,0.4947086512954588,,,,M6,20,False,False,False,False,0.7457181639723206
