parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-0.989808,0.00463101,0.138043,0.137372,-1.21746,-0.988142,-0.770169,905.472,2299.1,6.12227,1.00732,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
mu[2],-1.14412,0.00238729,0.101242,0.10093,-1.318,-1.13957,-0.984627,1812.78,4008.61,12.257,1.00119,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
mu[3],0.775265,0.00214061,0.138276,0.13815,0.553261,0.770793,1.01066,4248.32,4804.03,28.7246,1.00114,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
tau[1],0.604635,0.0028737,0.136122,0.130966,0.395369,0.59585,0.843674,2215.76,3842.09,14.9817,1.00198,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
tau[2],0.693372,0.00232546,0.0875104,0.0868494,0.555227,0.688079,0.842327,1443.54,2777.56,9.76038,1.00143,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
tau[3],0.558759,0.00337411,0.147398,0.141139,0.325964,0.553798,0.804402,2001.47,1863.01,13.5328,1.00047,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"beta[1,1]",-0.123339,0.00164925,0.104211,0.102891,-0.296593,-0.12263,0.0455014,4011.07,5449.31,27.1205,1.00017,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"beta[2,1]",0.106501,0.00173418,0.0866651,0.0837489,-0.0365454,0.10619,0.249927,2511.81,4349.79,16.9834,1.00261,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"beta[3,1]",0.220092,0.00160204,0.111356,0.108711,0.0426126,0.218376,0.40744,4960.11,5306.28,33.5373,1.00002,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[1,1]",0.316913,0.00146718,0.116051,0.109075,0.150386,0.302987,0.530942,6513.73,5864.63,44.042,1.0009,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[1,2]",0.30153,0.00133441,0.126901,0.123947,0.119062,0.286793,0.526685,7896.3,4341.63,53.3902,0.999689,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[1,3]",1.18911,0.00382584,0.36813,0.349485,0.637928,1.16689,1.82483,9617.22,5907.57,65.026,1.00059,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[2,1]",0.339473,0.00120107,0.105544,0.10011,0.183145,0.330888,0.53106,7887.62,5837.0,53.3315,1.00079,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[2,2]",0.429039,0.00228294,0.212305,0.201326,0.144905,0.394758,0.822473,7733.23,5427.92,52.2876,1.00004,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[2,3]",0.849679,0.00345141,0.280437,0.273498,0.430275,0.832171,1.3371,6479.48,6113.5,43.8105,1.00087,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[3,1]",0.181801,0.00200266,0.0924166,0.0795905,0.0665079,0.164114,0.355224,2440.61,3566.3,16.502,1.0019,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[3,2]",0.170422,0.00111928,0.0837076,0.079708,0.0584119,0.157806,0.326048,4843.82,4235.05,32.7511,1.00061,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[3,3]",1.36618,0.00487596,0.427084,0.389051,0.749599,1.31797,2.13735,7986.74,5811.73,54.0016,1.00034,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[4,1]",0.169565,0.000915805,0.067686,0.0636819,0.0719574,0.162654,0.292528,5596.54,5673.98,37.8405,1.00069,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[4,2]",0.391132,0.0012796,0.123939,0.123981,0.202801,0.382832,0.609029,9034.3,6040.02,61.0847,0.999978,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[4,3]",1.7916,0.00494181,0.411764,0.387479,1.20711,1.74358,2.54483,7078.66,6314.01,47.8618,1.00048,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[5,1]",0.177903,0.00168419,0.0877241,0.0777784,0.064886,0.163078,0.341683,3008.58,5056.83,20.3423,1.00257,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[5,2]",0.221178,0.00121259,0.115632,0.104695,0.0739337,0.200585,0.439869,8035.21,5738.38,54.3294,1.0013,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[5,3]",1.5749,0.00539026,0.464209,0.433899,0.884848,1.53292,2.40318,8041.19,6278.36,54.3698,0.999855,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[6,1]",0.335511,0.00148429,0.113965,0.110006,0.162318,0.327949,0.534055,6080.95,5563.63,41.1159,1.00062,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[6,2]",0.248846,0.00114895,0.105138,0.100451,0.0993425,0.236188,0.441575,7680.28,5244.57,51.9295,1.0005,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[6,3]",1.00324,0.00340894,0.317021,0.288193,0.539917,0.968379,1.56833,9088.87,5804.67,61.4536,1.00075,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[7,1]",0.302129,0.0016227,0.117207,0.107834,0.140895,0.284909,0.525673,5271.08,4930.72,35.64,1.00069,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[7,2]",0.267997,0.00133603,0.127465,0.121422,0.0960678,0.248973,0.506224,8033.16,5659.57,54.3156,1.00046,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
"natural[7,3]",1.08592,0.00395648,0.351752,0.33322,0.556781,1.05856,1.7074,8532.06,5600.71,57.6888,1.00071,H5_recovery_positive_2_attempt95,111,0,diag_e,4,2000,2000,0.95,0,0.7124990718820963,True
