model,n,k,log_likelihood,AIC,AICc,BIC,pseudo_r2_fareri,pseudo_r2_mcfadden,converged,n_starts,n_converged,n_near_best,boundary_parameters,optimizer_message,participant_id,kappa,alpha,theta,theta_stranger,alpha_negative,phi,theta_upper
M6,41,3,-26.72749082225511,59.45498164451022,60.103630293158865,64.59569784462315,-0.046041550910722505,0.05952150086164065,True,101,101,95,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10369,0.03313265398299428,0.5131649818121612,10.0,,,,10.0
M7,41,4,-22.142091614240226,52.28418322848045,53.395294339591565,59.13847149529768,0.08012034316269923,0.22087107885918345,True,101,101,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10369,0.1983478327122287,0.5553164723605237,10.0,0.06706288216069606,,,10.0
M4,83,3,-52.950040173853374,111.90008034770675,112.20387781606118,119.15660217109654,0.027483789200523606,0.07962939308807648,True,101,101,58,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10402,0.545951210597413,0.07515519514114892,1.356113141855684,,,,10.0
M5,83,3,-54.834033638691764,115.66806727738353,115.97186474573796,122.92458910077332,-0.0052635364475434,0.046882067440009445,True,101,101,60,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10402,0.041527282964779894,0.16617153751895114,9.510841043928036,,,,10.0
M6,83,3,-52.819632314497696,111.63926462899539,111.94306209734982,118.89578645238518,0.02975052139311857,0.08189612528067147,True,101,100,56,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10402,0.024789473234050827,1.0,10.0,,,,10.0
M7,83,4,-52.8196323144977,113.6392646289954,114.15208514181592,123.3146270601818,0.012368653430600816,0.08189612528067136,True,101,101,61,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10402,0.024789473320863085,1.0,10.0,10.0,,,10.0
M4,84,3,-54.98296584273289,115.96593168546578,116.26593168546577,123.25838208199572,0.004145984793513189,0.05567080768240473,True,101,100,91,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10418,0.025886484986278515,0.0,10.0,,,,10.0
M5,84,3,-39.97091480423989,85.94182960847978,86.24182960847978,93.23428000500972,0.2619770751126306,0.3135018980015222,True,101,101,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10418,0.2893433374190851,0.0,10.0,,,,10.0
M6,84,3,-53.206263874126535,112.41252774825307,112.71252774825307,119.70497814478301,0.03466073621310896,0.08618555910200054,True,101,101,79,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10418,0.038543594568473984,0.009553994920626639,10.0,,,,10.0
M7,84,4,-39.82380451442765,87.6476090288553,88.15393814277935,97.37087622422855,0.24732874469223645,0.3160285085440918,True,101,101,100,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10418,0.31792028584727167,0.0,10.0,0.2846792898682343,,,10.0
M4,41,3,-25.548128022768935,57.09625604553787,57.744904694186516,62.23697224565079,-0.004542505490536433,0.10102054628182677,True,101,101,39,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10462,3.1097530576574965,0.017565526451418907,0.5224023439937945,,,,10.0
M5,41,3,-24.78647116742218,55.57294233484436,56.22159098349301,60.71365853495729,0.022258435194045134,0.12782148696640827,True,101,101,35,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10462,0.9196538162681236,0.014746480762022507,0.656601664908938,,,,10.0
M6,41,3,-25.30704818543239,56.61409637086478,57.262745019513424,61.754812570977705,0.003940535626140464,0.10950358739850363,True,101,101,27,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10462,1.520982983173858,0.04859172340996507,0.5755334828681969,,,,10.0
M7,41,4,-24.258190444927525,56.51638088985505,57.627492000966164,63.37066915667228,0.005659726356272362,0.14641046205275665,True,101,101,23,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10462,1.53871684690945,0.0538685533180802,0.747119147968228,0.4052432601321505,,,10.0
M5,82,3,-42.852005196043564,91.70401039208713,92.01170269977943,98.92416813387989,0.19328706693723127,0.24606859282341287,True,101,101,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10478,0.17045188341697393,0.13082397006296917,10.0,,,,10.0
M6,82,3,-50.05103167298312,106.10206334596624,106.40975565365855,113.322221087759,0.0666285328212673,0.11941005870744892,True,101,101,81,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10478,0.04611633600819591,0.0,10.0,,,,10.0
M7,82,4,-42.429175231918286,92.85835046383657,93.3778309833171,102.48522745289358,0.1831324285408146,0.25350779638905674,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10478,0.17445149658034345,0.11249759987440347,10.0,0.6999547944889905,,,10.0
M4,42,3,-0.0,6.0,6.631578947368421,11.213008854850106,0.8969503542222169,1.0,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10486,10.2263920781554,0.0,8.31014574452265,,,,10.0
M5,42,3,-23.038103984671828,52.076207969343656,52.707786916712074,57.28921682419376,0.10559420255149515,0.2086438483292783,True,101,101,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10486,0.13125695068368531,0.0,10.0,,,,10.0
M6,42,3,-12.65199696244499,31.30399392488998,31.9355728722584,36.51700277974008,0.46235575243503557,0.5654053982128187,True,101,101,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10486,0.2360508889682465,0.0,10.0,,,,10.0
M7,42,4,-12.651996962444992,33.30399392488998,34.38507500597106,40.25467239802346,0.4280058705091079,0.5654053982128187,True,101,101,101,alpha;theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10486,0.2360508879595229,0.0,10.0,10.0,,,10.0
M4,81,3,-50.78415742118488,107.56831484236976,107.88000315405807,114.75166230638708,0.042047689013150966,0.09548083867570523,True,101,101,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10529,4.273457088643859,0.008591007919101761,0.7001245516730518,,,,10.0
M5,81,3,-52.00733694477965,110.0146738895593,110.32636220124762,117.19802135357662,0.020261577497013884,0.07369472715956804,True,101,101,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10529,0.0556705924892799,0.029895990954819093,10.0,,,,10.0
M6,81,3,-52.19835094229179,110.39670188458358,110.70839019627189,117.5800493486009,0.016859417658110963,0.07029256732066513,True,101,101,93,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10529,0.03320365170385175,0.045307737756565616,10.0,,,,10.0
M7,81,4,-51.10337874958599,110.20675749917199,110.73307328864567,119.78455411786175,0.018550972120320884,0.08979517167039319,True,101,101,96,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10529,0.057041659129318266,0.052540445801845435,10.0,3.40851840669492,,,10.0
M4,82,3,-50.21230228022741,106.42460456045482,106.73229686814713,113.64476230224759,0.06379116324428571,0.11657268913046726,True,101,101,91,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10541,0.05122248011877606,0.2691124168607219,10.0,,,,10.0
M5,82,3,-54.547566142135246,115.09513228427049,115.4028245919628,122.31529002606325,-0.012482784005952919,0.04029874188022864,True,101,101,87,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10541,0.03364610186054242,0.10904273240518288,10.0,,,,10.0
M6,82,3,-54.93489479880452,115.86978959760904,116.17748190530135,123.0899473394018,-0.019297383178769355,0.03348414270741229,True,101,101,80,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10541,0.0218591043192041,0.26388298715592573,10.0,,,,10.0
M7,82,4,-54.408910524595164,116.81782104919033,117.33730156867085,126.44469803824734,-0.027637140945861352,0.042738226902380716,True,101,101,95,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10541,0.03409103973184621,0.1299176673550691,10.0,2.591052301178867,,,10.0
M4,41,3,-18.15596045589818,42.31192091179636,42.96056956044501,47.45263711190928,0.25557075036665067,0.3611338021390139,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10555,0.7493765704364974,0.44799469124259556,1.4773534864757245,,,,10.0
M5,41,3,-20.928116531541097,47.85623306308219,48.50488171173084,52.99694926319512,0.15802499858859595,0.2635880503609591,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10555,0.3455790308655672,0.8427253178796019,8.849879329114458,,,,10.0
M6,41,3,-22.865585325205238,51.731170650410476,52.37981929905912,56.871886850523396,0.08984995906429402,0.19541301083665719,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10555,0.3699643890017565,0.6103420210062108,1.4100532243935762,,,,10.0
M7,41,4,-20.70802507066686,49.41605014133372,50.527161252444834,56.27033840815095,0.1305818234241156,0.27133255912059984,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10555,0.3267184463434663,0.8409456488137035,8.949060710730704,0.47749487144443437,,,10.0
M4,78,3,-18.218851552255227,42.437703104510454,42.76202742883478,49.50782958457923,0.607534206310286,0.6630224771137075,True,101,101,99,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10559,17.42993034560547,0.019764017734380662,0.770530974018612,,,,10.0
M5,78,3,-22.20861656161152,50.41723312322304,50.741557447547365,57.48735960329182,0.5337391525498931,0.5892274233533148,True,101,101,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10559,2.8305015692436335,0.07161568891688753,0.4011878464932434,,,,10.0
M6,78,3,-23.301764458967344,52.60352891793469,52.92785324225901,59.67365539800346,0.5135201903643362,0.5690084611677578,True,101,101,98,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10559,3.312338188908978,0.0297639318044195,0.257872218385347,,,,10.0
M7,78,4,-20.978460015800515,49.95692003160103,50.50486523708048,59.38375533835939,0.5379961487969402,0.6119805098681691,True,101,101,91,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10559,4.4797120625784,0.046547361903767,0.485008233685331,0.20884082471377266,,,10.0
M4,83,3,-53.94608556197537,113.89217112395075,114.19596859230518,121.14869294734054,0.010170659779512389,0.06231626366706533,True,101,101,100,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10572,2.113442309265409,0.0,0.4522966073611747,,,,10.0
M5,83,3,-53.94608556197535,113.8921711239507,114.19596859230514,121.14869294734049,0.01017065977951276,0.06231626366706566,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10572,0.5839978525190117,0.0,0.32736517391450093,,,,10.0
M6,83,3,-54.175352732982134,114.35070546596427,114.6545029343187,121.60722728935406,0.006185568084932921,0.05833117197248583,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10572,0.6408833941643836,0.0,0.2136485473152487,,,,10.0
M7,83,4,-53.918169819885414,115.83633963977083,116.34916015259134,125.51170207095723,-0.006725980439921873,0.06280149141014868,True,101,101,87,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10572,0.6408833960190999,0.0,0.3426884467387617,0.0871556346911382,,,10.0
M5,79,3,-42.14396032535754,90.28792065071508,90.60792065071507,97.39626420811615,0.17558268750023492,0.23036857512892972,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10581,0.6654171568944445,0.0246244257971519,1.6642223729125758,,,,10.0
M6,79,3,-46.028898425861534,98.05779685172307,98.37779685172306,105.16614040912413,0.10463609342735262,0.15942198105604743,True,101,101,96,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10581,1.2526267169595595,0.04049786939069944,0.6433951628309194,,,,10.0
M7,79,4,-40.62336605607327,89.24673211214655,89.7872726526871,98.72452352201464,0.18508976054595172,0.2581376107175448,True,101,101,99,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10581,1.2455213438412416,0.0,1.190230599364199,0.38018559527123935,,,10.0
M4,83,3,-52.865594009865326,111.73118801973065,112.03498548808508,118.98770984312044,0.028951621272904963,0.08109722516045781,True,101,101,99,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10584,0.5828580813766407,0.06956493872066016,0.14357221199714265,,,,10.0
M5,83,3,-52.89281299562915,111.7856259912583,112.08942345961273,119.04214781464809,0.02847850445628453,0.08062410834383738,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10584,0.4729356577824966,0.08723133350043774,0.0,,,,10.0
M6,83,3,-52.892812995629164,111.78562599125833,112.08942345961276,119.04214781464812,0.028478504456284283,0.08062410834383715,True,101,101,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10584,0.47293565777483537,0.08723133348616001,0.0,,,,10.0
M7,83,4,-51.98230301892114,111.96460603784227,112.47742655066278,121.63996846902867,0.02692300068746059,0.09645047253753114,True,101,101,98,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10584,0.6432776890160211,0.045336817466398054,0.0,0.4049279357328306,,,10.0
M4,84,3,-49.56064682096851,105.12129364193702,105.42129364193701,112.41374403846696,0.09727399387467232,0.14879881676356388,True,101,100,97,alpha,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10585,3.1185159868835655,0.0,0.6616998713477122,,,,10.0
M5,84,3,-50.677318364518506,107.35463672903701,107.65463672903701,114.64708712556696,0.07809522603917939,0.12962004892807089,True,101,101,101,theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10585,0.0870500416757149,0.19668220764450983,10.0,,,,10.0
M6,84,3,-49.864042357732224,105.72808471546445,106.02808471546444,113.02053511199439,0.09206319344232876,0.14358801633122031,True,101,100,86,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10585,0.05252159494294648,0.0,10.0,,,,10.0
M7,84,4,-48.284437818930506,104.56887563786101,105.07520475178507,114.29214283323427,0.10201786717811416,0.1707176310299695,True,101,101,99,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10585,0.09010340947393414,0.14919361196967804,10.0,3.6171565863296267,,,10.0
M4,84,3,-49.22577753550274,104.45155507100549,104.75155507100548,111.74400546753543,0.10302535408285671,0.15455017697174822,True,101,100,92,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10589,1.2628384201363443,0.005942239383686202,2.5912753827786967,,,,10.0
M5,84,3,-49.401406801679315,104.80281360335863,105.10281360335863,112.09526399988857,0.10000893180490543,0.15153375469379693,True,101,101,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10589,0.09327186257201603,0.03300912856101316,10.0,,,,10.0
M6,84,3,-51.73366008129399,109.46732016258798,109.76732016258798,116.75977055911792,0.05995261941684455,0.11147744230573609,True,101,101,88,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10589,0.04476961200722259,0.0,10.0,,,,10.0
M7,84,4,-48.428015885423484,104.85603177084697,105.36236088477102,114.57929896622022,0.09955192236252076,0.16825168621437614,True,101,101,100,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10589,0.09690607407514297,0.03807814538447585,10.0,2.1014556789032173,,,10.0
M4,84,3,-39.434088147330236,84.86817629466047,85.16817629466047,92.16062669119042,0.27119704125239913,0.32272186414129067,True,101,101,62,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10590,3.3247346565001994,0.005766962337630744,0.6693857905591151,,,,10.0
M5,84,3,-36.554955218141714,79.10991043628343,79.40991043628343,86.40236083281337,0.3206459793357372,0.3721708022246287,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10590,0.8841208583326916,0.18441176597868017,2.9309710138395837,,,,10.0
M6,84,3,-44.401658049025,94.80331609805,95.10331609805,102.09576649457995,0.1858793214613954,0.2374041443502869,True,101,101,42,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10590,2.110014903284399,0.0,0.6383871403058848,,,,10.0
M7,84,4,-33.83400563225212,75.66801126450424,76.1743403784283,85.3912784598775,0.350203186873628,0.41890295072548345,True,101,101,100,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10590,1.8847328171447657,0.07364165550587544,1.334389556993241,0.36788188450820675,,,10.0
M4,82,3,-32.58990728028724,71.17981456057448,71.48750686826679,78.39997230236725,0.37383679586623875,0.4266183217524203,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10596,1.9210815842029476,0.0,1.3998975966521916,,,,10.0
M5,82,3,-44.27571494066666,94.55142988133332,94.85912218902563,101.77158762312608,0.16823854269048696,0.22102006857666856,True,101,101,100,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10596,0.13749359367512068,0.0,10.0,,,,10.0
M6,82,3,-33.254120829773576,72.50824165954715,72.81593396723946,79.72839940133991,0.36215072764751693,0.41493225353369856,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10596,0.313851149311847,0.0,4.29890800159652,,,,10.0
M7,82,4,-32.5814186977043,73.1628373954086,73.68231791488913,82.78971438446561,0.3563923006846244,0.4267676685328665,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10596,0.3138511520849618,0.0,5.813973582080787,3.5192965466235178,,,10.0
M4,84,3,-54.36724085761521,114.73448171523042,115.03448171523041,122.02693211176036,0.014721025062331139,0.06624584795122268,True,101,100,48,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10603,1.2896793529190866,0.04448722561986374,0.48985366893199095,,,,10.0
M5,84,3,-48.047242201952244,102.09448440390449,102.39448440390449,109.38693480043443,0.12326662885935344,0.17479145174824495,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10603,0.797244627877081,0.06779723793554787,1.0383876321074383,,,,10.0
M6,84,3,-54.95726809177088,115.91453618354176,116.21453618354175,123.2069865800717,0.0045873421491666585,0.05611216503805816,True,101,101,60,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10603,0.6786649380243732,0.06450221705294018,0.4575465806257084,,,,10.0
M7,84,4,-48.047242201952244,104.09448440390449,104.60081351782854,113.81775159927774,0.10609168789638959,0.17479145174824495,True,101,101,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10603,0.7972446307775719,0.06779723620512844,1.0383876012836557,0.0,,,10.0
M4,81,3,-12.751709152638927,31.503418305277854,31.815106616966165,38.68676576929517,0.7194455224686732,0.7728786721312273,True,101,101,46,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10606,0.30701586586203233,0.06988607823740618,10.0,,,,10.0
M5,81,3,-43.291958533364856,92.58391706672971,92.89560537841803,99.76726453074703,0.1754916171713208,0.22892476683387497,True,101,101,31,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10606,0.1398691164465295,0.12685205722277773,10.0,,,,10.0
M6,81,3,-28.90152484041839,63.80304968083678,64.1147379925251,70.9863971448541,0.43180034957941116,0.48523349924196535,True,101,101,98,alpha;theta,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10606,0.16503977342172485,0.0,10.0,,,,10.0
M7,81,4,-28.729998156997816,65.45999631399563,65.98631210346932,75.03779293268539,0.41704437000733746,0.48828856955740974,True,101,101,101,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10606,0.19419095015477703,0.0,10.0,7.551216724759053,,,10.0
M4,42,3,-9.290328665735478,24.580657331470956,25.212236278839377,29.79366618632106,0.5778286615011418,0.6808783072789248,True,101,101,91,kappa,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10608,20.0,0.005102704294969443,0.5858187074683325,,,,10.0
M5,42,3,-4.328752521979585,14.65750504395917,15.28908399132759,19.870513898809275,0.7482582162056565,0.8513078619834396,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10608,4.123907504651054,0.24553728689346577,10.0,,,,10.0
M6,42,3,-21.890938710399862,49.781877420799724,50.41345636816814,54.99488627564983,0.14499919427226166,0.2480488400500448,True,101,101,97,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10608,3.3355934420468354,0.0,0.5136512920462952,,,,10.0
M7,42,4,-4.2983584980104075,16.596716996020817,17.677798077101897,23.54739546915429,0.7149523654143237,0.8523518931180346,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10608,4.332371638345927,0.2250245597120854,10.0,0.05681783314715853,,,10.0
M4,42,3,-27.045559730438864,60.09111946087773,60.722698408246146,65.30412831572784,-0.03206142913898307,0.07098821663880006,True,101,101,74,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10617,1.2163173395047293,0.04690206530957635,1.0358832393851325,,,,10.0
M5,42,3,-27.187364161713617,60.374728323427234,61.00630727079565,65.58773717827734,-0.036932394609844175,0.06611725116793887,True,101,101,97,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10617,0.06262347672138757,0.40781758157842596,10.0,,,,10.0
M6,42,3,-26.83564296928927,59.67128593857854,60.30286488594696,64.88429479342865,-0.024850813179221387,0.07819883259856175,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10617,0.281444370442632,0.04238363140942649,1.7276460421238835,,,,10.0
M7,42,4,-26.511240099826846,61.02248019965369,62.10356128073477,67.97315867278716,-0.04805749484268266,0.08934203286102815,True,101,101,25,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10617,0.3029475304483815,0.0874898867168661,2.3083422201805255,1.2469074053586406,,,10.0
M4,82,3,-27.60271455951801,61.20542911903602,61.513121426728326,68.42558686082879,0.4615806764297913,0.5143622023159728,True,101,101,96,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10636,0.18511106564072496,0.0,10.0,,,,10.0
M5,82,3,-45.13127817954685,96.2625563590937,96.570248666786,103.48271410088645,0.15318589827708032,0.20596742416326186,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10636,0.12618237898273016,0.10624114180014432,10.0,,,,10.0
M6,82,3,-33.972367323557606,73.94473464711521,74.25242695480752,81.16489238890797,0.3495140123460766,0.40229553823225817,True,101,101,96,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10636,0.12878824887496337,0.0,10.0,,,,10.0
M7,82,4,-33.71207879140409,75.42415758280818,75.9436381022887,85.05103457186519,0.3364996456832618,0.4068750135315039,True,101,101,101,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10636,0.15633344409660546,0.0,10.0,7.203016905767167,,,10.0
M4,83,3,-10.019410885084088,26.038821770168177,26.34261923852261,33.29534359355797,0.7736983190457036,0.8258439229332565,True,101,101,84,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10638,0.3144192936887478,0.0,10.0,,,,10.0
M5,83,3,-44.3438005569657,94.6876011139314,94.99139858228583,101.94412293732118,0.17707630987505354,0.22922191376260648,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10638,0.14799358038878693,0.16436152518584438,10.0,,,,10.0
M6,83,3,-28.286444554388087,62.572889108776174,62.876686577130606,69.82941093216597,0.4561831517389975,0.5083287556265503,True,101,100,98,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10638,0.17999131110955047,0.0,10.0,,,,10.0
M7,83,4,-28.281784258432598,64.56356851686519,65.0763890296857,74.23893094805159,0.43888228842544447,0.5084097602755149,True,101,101,99,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10638,0.18452496039624133,0.0,10.0,9.538325868905552,,,10.0
M4,83,3,-41.67835764907863,89.35671529815725,89.66051276651169,96.61323712154704,0.2234066865615756,0.27555229044912855,True,101,101,101,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10640,5.486990347896042,0.048222231805510316,0.8293453886452213,,,,10.0
M5,83,3,-41.6499025170804,89.2998050341608,89.60360250251523,96.55632685755059,0.22390128990882485,0.2760468937963777,True,101,101,100,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10640,1.196926117145283,0.2011205876854971,0.5665024261253311,,,,10.0
M6,83,3,-45.70421214996626,97.40842429993252,97.71222176828695,104.66494612332231,0.15342981519083948,0.20557541907839239,True,101,101,101,,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,sub-10640,1.0260329782716058,0.23366891033216738,0.2788383664026121,,,,10.0
M7,83,4,-41.649902517080406,91.29980503416081,91.81262554698132,100.9751674653472,0.2065194219463071,0.2760468937963776,True,101,101,100,theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10640,1.196926120559024,0.2011205863567416,0.5665024326434611,0.0,,,10.0
M4,42,3,-18.22815857990839,42.45631715981678,43.087896107185195,47.66932601466688,0.27081525927527783,0.3738649050530609,True,101,101,30,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10641,8.297242707731336,0.0021910770007516193,0.649104640413683,,,,10.0
M5,42,3,-17.33610503699373,40.67221007398746,41.303789021355875,45.88521892883756,0.30145719314600183,0.4045068389237849,True,101,101,101,theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10641,0.6290828702177148,0.24239117435191182,10.0,,,,10.0
M6,42,3,-28.766147730249298,63.532295460498595,64.16387440786701,68.7453043153487,-0.09116342377563957,0.01188622200214351,True,101,101,61,,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10641,0.07018033342523805,0.12839224038975403,2.235582916619361,,,,10.0
M7,42,4,-17.336105036993732,42.672210073987465,43.753291155068545,49.62288854712094,0.26710731122007403,0.4045068389237848,True,101,101,100,theta;theta_stranger,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10641,0.6290828691512478,0.24239117581865505,10.0,0.0,,,10.0
M4,84,3,-23.44241074201879,52.88482148403758,53.18482148403758,60.17727188056752,0.5458531565873862,0.5973779794762777,True,101,101,101,alpha,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10642,8.92946677171806,0.0,0.626093534072176,,,,10.0
M5,84,3,-15.698405100401168,37.396810200802335,37.69681020080233,44.68926059733228,0.6788559962990278,0.7303808191879193,True,101,101,101,alpha;theta,CONVERGENCE: NORM OF PROJECTED GRADIENT <= PGTOL,sub-10642,2.3845832876750563,0.0,10.0,,,,10.0
