parameter,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,ESS_bulk/s,R_hat,run,n_subjects,divergences,metric,chains,warmup_per_chain,draws_per_chain,adapt_delta,max_depth_hits,min_bfmi,passed
mu[1],-4.01745,0.00526651,0.290637,0.286816,-4.51533,-4.0011,-3.57089,3089.14,5188.34,0.635783,1.00048,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
mu[2],0.126494,0.0026514,0.159867,0.156958,-0.138557,0.128412,0.382657,3686.18,4682.0,0.758661,1.00066,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
mu[3],1.01083,0.00351408,0.203014,0.199789,0.694574,1.00304,1.35789,3335.51,4379.3,0.686489,1.00211,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
tau[1],1.6254,0.00379722,0.224085,0.220058,1.2885,1.60838,2.01586,3468.66,5319.78,0.713892,1.00142,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
tau[2],1.31345,0.00236187,0.124196,0.122824,1.12125,1.3066,1.52709,2766.02,5249.71,0.569281,1.00021,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
tau[3],1.55484,0.00336811,0.186827,0.185002,1.27122,1.54066,1.88168,3065.49,5465.46,0.630915,1.0006,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
"beta[1,1]",0.156572,0.00319674,0.214147,0.208009,-0.195154,0.155121,0.511151,4516.79,5757.99,0.92961,1.00064,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
"beta[2,1]",-0.178054,0.00213047,0.138976,0.139028,-0.406066,-0.17773,0.0497194,4272.24,5061.49,0.879279,1.00052,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
"beta[3,1]",-0.0508923,0.00264284,0.163104,0.158117,-0.315876,-0.0509168,0.219063,3824.09,4992.72,0.787044,1.00079,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
"natural[1,1]",0.013557,0.000137518,0.0129185,0.0099952,0.000933011,0.00995886,0.0380541,7928.14,5860.89,1.63171,1.00086,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
"natural[1,2]",7.01521,0.0543126,4.60842,2.83328,2.5646,5.92623,14.7161,8551.42,5924.82,1.75999,1.00104,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
"natural[1,3]",0.911421,0.000846681,0.0734502,0.0642114,0.788456,0.9176,1.01101,7883.39,5990.32,1.6225,1.00081,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
"natural[2,1]",0.068211,0.000935276,0.0740799,0.0451184,0.00536071,0.047312,0.192759,7786.83,5486.45,1.60262,1.00065,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
"natural[2,2]",0.430382,0.00297565,0.278089,0.257847,0.0989976,0.366558,0.979167,6574.2,5538.05,1.35305,0.999994,H4_full_age,103,1,diag_e,4,2000,2000,0.99,0,0.6502387470017191,False
